tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,4,,,,,3,10,64,,
0,control_change,,,,,0,0,4,,,,,3,7,95,,
0,program_change,,,,,0,0,4,,,,81,3,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,midi_port,,,,,0,1,4,,,0,,,,,,
0,control_change,,,,,0,0,3,,,,,2,7,95,,
0,program_change,,,,,0,0,3,,,,20,2,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,control_change,,,,,0,0,2,,,,,1,10,1,,
0,control_change,,,,,0,0,2,,,,,1,7,90,,
0,program_change,,,,,0,0,2,,,,41,1,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,control_change,,,,,0,0,3,,,,,2,10,126,,
0,control_change,,,,,0,0,1,,,,,0,7,120,,
0,program_change,,,,,0,0,1,,,,16,0,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,,
0,set_tempo,,,,,0,1,0,,895522,,,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,control_change,,,,,0,0,1,,,,,0,10,64,,
36,control_change,,,,,36,0,1,,,,,0,7,119,,
44,control_change,,,,,44,0,3,,,,,2,7,94,,
46,control_change,,,,,46,0,4,,,,,3,7,94,,
66,control_change,,,,,66,0,2,,,,,1,7,89,,
120,note_on,,,,,84,0,1,,,,,0,,,67,80
150,note_on,,,,,104,0,4,,,,,3,,,55,80
150,note_on,,,,,106,0,3,,,,,2,,,55,80
176,note_on,,,,,26,0,3,,,,,2,,,55,0
180,note_on,,,,,4,0,3,,,,,2,,,58,80
206,note_on,,,,,26,0,3,,,,,2,,,58,0
210,note_on,,,,,4,0,3,,,,,2,,,63,80
225,note_on,,,,,105,0,1,,,,,0,,,67,0
228,note_on,,,,,78,0,4,,,,,3,,,55,0
240,note_on,,,,,12,0,4,,,,,3,,,54,80
240,note_on,,,,,15,0,1,,,,,0,,,69,80
266,note_on,,,,,56,0,3,,,,,2,,,63,0
270,note_on,,,,,4,0,3,,,,,2,,,63,80
296,note_on,,,,,26,0,3,,,,,2,,,63,0
300,note_on,,,,,4,0,3,,,,,2,,,62,80
326,note_on,,,,,26,0,3,,,,,2,,,62,0
330,note_on,,,,,4,0,3,,,,,2,,,60,80
345,note_on,,,,,105,0,4,,,,,3,,,54,0
345,note_on,,,,,105,0,1,,,,,0,,,69,0
356,note_on,,,,,26,0,3,,,,,2,,,60,0
360,note_on,,,,,15,0,4,,,,,3,,,55,80
360,note_on,,,,,4,0,3,,,,,2,,,58,80
390,note_on,,,,,45,0,1,,,,,0,,,62,80
412,note_on,,,,,52,0,4,,,,,3,,,55,0
416,note_on,,,,,26,0,1,,,,,0,,,62,0
420,note_on,,,,,8,0,4,,,,,3,,,53,80
420,note_on,,,,,4,0,1,,,,,0,,,67,80
446,note_on,,,,,26,0,1,,,,,0,,,67,0
450,note_on,,,,,4,0,1,,,,,0,,,70,80
465,note_on,,,,,105,0,3,,,,,2,,,58,0
472,note_on,,,,,52,0,4,,,,,3,,,53,0
480,note_on,,,,,8,0,4,,,,,3,,,52,80
480,note_on,,,,,15,0,3,,,,,2,,,60,80
506,note_on,,,,,56,0,1,,,,,0,,,70,0
510,note_on,,,,,4,0,1,,,,,0,,,70,80
532,note_on,,,,,52,0,3,,,,,2,,,60,0
536,note_on,,,,,26,0,1,,,,,0,,,70,0
540,note_on,,,,,8,0,3,,,,,2,,,58,80
540,note_on,,,,,4,0,1,,,,,0,,,69,80
566,note_on,,,,,26,0,1,,,,,0,,,69,0
570,note_on,,,,,4,0,1,,,,,0,,,67,80
585,note_on,,,,,105,0,4,,,,,3,,,52,0
592,note_on,,,,,52,0,3,,,,,2,,,58,0
596,note_on,,,,,26,0,1,,,,,0,,,67,0
600,note_on,,,,,4,0,1,,,,,0,,,72,80
600,note_on,,,,,15,0,4,,,,,3,,,54,80
600,note_on,,,,,8,0,3,,,,,2,,,57,80
630,note_on,,,,,564,0,2,,,,,1,,,69,80
652,note_on,,,,,52,0,4,,,,,3,,,54,0
656,note_on,,,,,26,0,2,,,,,1,,,69,0
660,note_on,,,,,8,0,4,,,,,3,,,50,80
660,note_on,,,,,4,0,2,,,,,1,,,66,80
686,note_on,,,,,26,0,2,,,,,1,,,66,0
690,note_on,,,,,4,0,2,,,,,1,,,62,80
705,note_on,,,,,105,0,1,,,,,0,,,72,0
712,note_on,,,,,52,0,4,,,,,3,,,50,0
720,note_on,,,,,8,0,4,,,,,3,,,55,80
720,note_on,,,,,15,0,1,,,,,0,,,70,80
746,note_on,,,,,56,0,2,,,,,1,,,62,0
750,note_on,,,,,4,0,2,,,,,1,,,64,80
772,note_on,,,,,172,0,3,,,,,2,,,57,0
772,note_on,,,,,52,0,4,,,,,3,,,55,0
776,note_on,,,,,26,0,2,,,,,1,,,64,0
780,note_on,,,,,8,0,3,,,,,2,,,55,80
780,note_on,,,,,4,0,2,,,,,1,,,66,80
780,note_on,,,,,8,0,4,,,,,3,,,43,80
806,note_on,,,,,26,0,2,,,,,1,,,66,0
810,note_on,,,,,4,0,2,,,,,1,,,67,80
825,note_on,,,,,105,0,1,,,,,0,,,70,0
832,note_on,,,,,52,0,3,,,,,2,,,55,0
832,note_on,,,,,52,0,4,,,,,3,,,43,0
840,note_on,,,,,15,0,1,,,,,0,,,69,80
840,note_on,,,,,8,0,3,,,,,2,,,62,80
866,note_on,,,,,26,0,3,,,,,2,,,62,0
866,note_on,,,,,56,0,2,,,,,1,,,67,0
870,note_on,,,,,4,0,3,,,,,2,,,50,80
870,note_on,,,,,38,0,4,,,,,3,,,50,80
870,note_on,,,,,4,0,2,,,,,1,,,67,80
896,note_on,,,,,26,0,3,,,,,2,,,50,0
896,note_on,,,,,26,0,2,,,,,1,,,67,0
900,note_on,,,,,4,0,3,,,,,2,,,57,80
900,note_on,,,,,4,0,2,,,,,1,,,66,80
926,note_on,,,,,26,0,3,,,,,2,,,57,0
926,note_on,,,,,26,0,2,,,,,1,,,66,0
930,note_on,,,,,4,0,3,,,,,2,,,60,80
