tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
0,time_signature,4,4,48,8,0,1,0,,,,,
0,program_change,,,,,0,0,1,,0,0,,
0,track_name,,,,,0,1,1,,,,,
0,note_on,,,,,0,0,2,,,0,57,96
0,program_change,,,,,0,0,3,,0,0,,
0,track_name,,,,,0,1,2,,,,,
0,track_name,,,,,0,1,3,,,,,
0,set_tempo,,,,,0,1,0,394737,,,,
0,program_change,,,,,0,0,2,,0,0,,
384,note_off,,,,,384,0,2,,,0,57,64
480,note_on,,,,,96,0,2,,,0,60,96
864,note_off,,,,,384,0,2,,,0,60,64
960,note_on,,,,,96,0,2,,,0,57,96
1080,note_on,,,,,1080,0,1,,,0,60,127
1176,note_off,,,,,96,0,1,,,0,60,64
1200,note_on,,,,,24,0,1,,,0,62,127
1296,note_off,,,,,96,0,1,,,0,62,64
1320,note_on,,,,,24,0,1,,,0,64,127
1344,note_off,,,,,384,0,2,,,0,57,64
1416,note_off,,,,,96,0,1,,,0,64,64
1440,note_on,,,,,24,0,1,,,0,65,127
1440,note_on,,,,,96,0,2,,,0,57,96
1536,note_off,,,,,96,0,1,,,0,65,64
1560,note_on,,,,,24,0,1,,,0,67,127
1656,note_off,,,,,96,0,1,,,0,67,64
1680,note_on,,,,,24,0,1,,,0,69,127
1776,note_off,,,,,96,0,1,,,0,69,64
1800,note_on,,,,,24,0,1,,,0,65,127
1824,note_off,,,,,384,0,2,,,0,57,64
1896,note_off,,,,,96,0,1,,,0,65,64
1920,note_on,,,,,96,0,2,,,0,58,96
1920,note_on,,,,,24,0,1,,,0,62,127
2112,note_off,,,,,192,0,1,,,0,62,64
2160,note_on,,,,,48,0,1,,,0,67,127
2304,note_off,,,,,384,0,2,,,0,58,64
2352,note_off,,,,,192,0,1,,,0,67,64
2400,note_on,,,,,48,0,1,,,0,60,127
2400,note_on,,,,,96,0,2,,,0,57,96
2592,note_off,,,,,192,0,1,,,0,60,64
2640,note_on,,,,,48,0,1,,,0,65,127
2784,note_off,,,,,384,0,2,,,0,57,64
2832,note_off,,,,,192,0,1,,,0,65,64
2880,note_on,,,,,48,0,1,,,0,65,127
2880,note_on,,,,,96,0,2,,,0,55,96
3072,note_off,,,,,192,0,1,,,0,65,64
3120,note_on,,,,,48,0,1,,,0,64,127
3216,note_off,,,,,96,0,1,,,0,64,64
3240,note_on,,,,,24,0,1,,,0,62,127
3336,note_off,,,,,96,0,1,,,0,62,64
3360,note_on,,,,,24,0,1,,,0,64,127
3648,note_off,,,,,768,0,2,,,0,55,64
3840,note_on,,,,,192,0,2,,,0,53,96
4224,note_off,,,,,864,0,1,,,0,64,64
4320,note_on,,,,,96,0,1,,,0,62,127
4416,note_off,,,,,576,0,2,,,0,53,64
4560,note_on,,,,,144,0,2,,,0,55,96
4752,note_off,,,,,192,0,2,,,0,55,64
4800,note_on,,,,,48,0,2,,,0,57,96
4992,note_off,,,,,192,0,2,,,0,57,64
5040,note_on,,,,,48,0,2,,,0,52,96
5184,note_off,,,,,864,0,1,,,0,62,64
5232,note_off,,,,,192,0,2,,,0,52,64
5280,note_on,,,,,96,0,1,,,0,60,127
5280,note_on,,,,,48,0,2,,,0,57,96
5472,note_off,,,,,192,0,2,,,0,57,64
5520,note_on,,,,,48,0,2,,,0,55,96
5712,note_off,,,,,192,0,2,,,0,55,64
5760,note_on,,,,,48,0,2,,,0,54,96
5952,note_off,,,,,672,0,1,,,0,60,64
5952,note_off,,,,,192,0,2,,,0,54,64
6000,note_on,,,,,48,0,1,,,0,58,127
6000,note_on,,,,,48,0,2,,,0,50,96
6096,note_off,,,,,96,0,1,,,0,58,64
6120,note_on,,,,,24,0,1,,,0,57,127
6192,note_off,,,,,192,0,2,,,0,50,64
6216,note_off,,,,,96,0,1,,,0,57,64
6240,note_on,,,,,48,0,2,,,0,55,96
6240,note_on,,,,,24,0,1,,,0,58,127
6432,note_off,,,,,192,0,1,,,0,58,64
6480,note_on,,,,,48,0,1,,,0,60,127
6576,note_off,,,,,96,0,1,,,0,60,64
6600,note_on,,,,,24,0,1,,,0,58,127
6696,note_off,,,,,96,0,1,,,0,58,64
6720,note_on,,,,,24,0,1,,,0,57,127
6912,note_off,,,,,672,0,2,,,0,55,64
6960,note_on,,,,,48,0,2,,,0,53,96
7056,note_off,,,,,96,0,2,,,0,53,64
7080,note_on,,,,,24,0,2,,,0,52,96
7104,note_off,,,,,384,0,1,,,0,57,64
7176,note_off,,,,,96,0,2,,,0,52,64
7200,note_on,,,,,96,0,1,,,0,62,127
7200,note_on,,,,,24,0,2,,,0,53,96
7392,note_off,,,,,192,0,2,,,0,53,64
7440,note_on,,,,,48,0,2,,,0,55,96
7536,note_off,,,,,96,0,2,,,0,55,64
7560,note_on,,,,,24,0,2,,,0,53,96
7656,note_off,,,,,96,0,2,,,0,53,64
7680,note_on,,,,,24,0,2,,,0,52,96
7872,note_off,,,,,672,0,1,,,0,62,64
7920,note_on,,,,,48,0,1,,,0,61,127
8016,note_off,,,,,96,0,1,,,0,61,64
8040,note_on,,,,,24,0,1,,,0,59,127
8064,note_off,,,,,384,0,2,,,0,52,64
8136,note_off,,,,,96,0,1,,,0,59,64
8160,note_on,,,,,96,0,2,,,0,57,96
8160,note_on,,,,,24,0,1,,,0,61,127
8352,note_off,,,,,192,0,1,,,0,61,64
8400,note_on,,,,,48,0,1,,,0,62,127
8496,note_off,,,,,96,0,1,,,0,62,64
8520,note_on,,,,,24,0,1,,,0,64,127
8544,note_off,,,,,384,0,2,,,0,57,64
8616,note_off,,,,,96,0,1,,,0,64,64
8640,note_on,,,,,96,0,2,,,0,50,96
8640,note_on,,,,,0,0,2,,,0,65,96
8640,note_on,,,,,24,0,1,,,0,69,127
8736,note_off,,,,,96,0,2,,,0,50,64
8760,note_on,,,,,24,0,2,,,0,53,96
8856,note_off,,,,,96,0,2,,,0,53,64
8880,note_on,,,,,24,0,2,,,0,52,96
8976,note_off,,,,,96,0,2,,,0,52,64
9000,note_on,,,,,24,0,2,,,0,50,96
9024,note_off,,,,,384,0,1,,,0,69,64
9024,note_off,,,,,24,0,2,,,0,65,64
9096,note_off,,,,,72,0,2,,,0,50,64
9120,note_on,,,,,24,0,2,,,0,48,96
9120,note_on,,,,,0,0,2,,,0,64,96
9120,note_on,,,,,96,0,1,,,0,72,127
9216,note_off,,,,,96,0,2,,,0,48,64
9240,note_on,,,,,24,0,2,,,0,46,96
9336,note_off,,,,,96,0,2,,,0,46,64
9360,note_on,,,,,24,0,2,,,0,45,96
9456,note_off,,,,,96,0,2,,,0,45,64
9480,note_on,,,,,24,0,2,,,0,48,96
9504,note_off,,,,,384,0,1,,,0,72,64
9576,note_off,,,,,96,0,2,,,0,48,64
9600,note_on,,,,,24,0,2,,,0,41,96
9600,note_on,,,,,96,0,1,,,0,69,127
9696,note_off,,,,,96,0,2,,,0,41,64
9720,note_on,,,,,24,0,2,,,0,45,96
9792,note_off,,,,,72,0,2,,,0,64,64
9816,note_off,,,,,24,0,2,,,0,45,64
9840,note_on,,,,,0,0,2,,,0,62,96
9840,note_on,,,,,24,0,2,,,0,47,96
9936,note_off,,,,,96,0,2,,,0,62,64
9936,note_off,,,,,0,0,2,,,0,47,64
9960,note_on,,,,,0,0,2,,,0,64,96
9960,note_on,,,,,24,0,2,,,0,49,96
9984,note_off,,,,,384,0,1,,,0,69,64
10056,note_off,,,,,96,0,2,,,0,64,64
10056,note_off,,,,,0,0,2,,,0,49,64
10080,note_on,,,,,96,0,1,,,0,69,127
10080,note_on,,,,,24,0,2,,,0,50,96
10080,note_on,,,,,0,0,2,,,0,65,96
10176,note_off,,,,,96,0,2,,,0,50,64
10200,note_on,,,,,24,0,2,,,0,52,96
10272,note_off,,,,,72,0,2,,,0,65,64
10296,note_off,,,,,24,0,2,,,0,52,64
10320,note_on,,,,,24,0,2,,,0,53,96
10320,note_on,,,,,0,0,2,,,0,62,96
10416,note_off,,,,,96,0,2,,,0,53,64
10440,note_on,,,,,24,0,2,,,0,50,96
10464,note_off,,,,,384,0,1,,,0,69,64
10536,note_off,,,,,96,0,2,,,0,50,64
10560,note_on,,,,,24,0,2,,,0,55,96
10560,note_on,,,,,96,0,1,,,0,70,127
10656,note_off,,,,,96,0,2,,,0,55,64
10680,note_on,,,,,24,0,2,,,0,53,96
10752,note_off,,,,,72,0,2,,,0,62,64
10776,note_off,,,,,24,0,2,,,0,53,64
10800,note_on,,,,,24,0,2,,,0,52,96
10800,note_on,,,,,0,0,2,,,0,67,96
10896,note_off,,,,,96,0,2,,,0,52,64
10920,note_on,,,,,24,0,2,,,0,55,96
10944,note_off,,,,,384,0,1,,,0,70,64
10992,note_off,,,,,72,0,2,,,0,67,64
11016,note_off,,,,,24,0,2,,,0,55,64
11040,note_on,,,,,96,0,1,,,0,69,127
11040,note_on,,,,,24,0,2,,,0,60,96
11040,note_on,,,,,0,0,2,,,0,53,96
11136,note_off,,,,,96,0,2,,,0,53,64
11160,note_on,,,,,24,0,2,,,0,52,96
11232,note_off,,,,,72,0,2,,,0,60,64
11256,note_off,,,,,24,0,2,,,0,52,64
11280,note_on,,,,,24,0,2,,,0,50,96
11280,note_on,,,,,0,0,2,,,0,65,96
11376,note_off,,,,,96,0,2,,,0,50,64
11400,note_on,,,,,24,0,2,,,0,53,96
11424,note_off,,,,,384,0,1,,,0,69,64
11496,note_off,,,,,96,0,2,,,0,53,64
11520,note_on,,,,,96,0,1,,,0,67,127
11520,note_on,,,,,24,0,2,,,0,47,96
11616,note_off,,,,,96,0,2,,,0,47,64
11640,note_on,,,,,24,0,2,,,0,50,96
11712,note_off,,,,,72,0,2,,,0,65,64
11736,note_off,,,,,24,0,2,,,0,50,64
11760,note_on,,,,,0,0,2,,,0,49,96
11760,note_on,,,,,24,0,2,,,0,64,96
11856,note_off,,,,,96,0,2,,,0,49,64
11856,note_off,,,,,0,0,2,,,0,64,64
11880,note_on,,,,,24,0,2,,,0,47,96
11880,note_on,,,,,0,0,2,,,0,62,96
11976,note_off,,,,,96,0,2,,,0,62,64
11976,note_off,,,,,0,0,2,,,0,47,64
12000,note_on,,,,,24,0,2,,,0,49,96
12000,note_on,,,,,0,0,2,,,0,64,96
12096,note_off,,,,,96,0,2,,,0,49,64
12120,note_on,,,,,24,0,2,,,0,52,96
12216,note_off,,,,,96,0,2,,,0,52,64
12240,note_on,,,,,24,0,2,,,0,45,96
12288,note_off,,,,,768,0,1,,,0,67,64
12336,note_off,,,,,96,0,2,,,0,45,64
12360,note_on,,,,,24,0,2,,,0,49,96
12456,note_off,,,,,96,0,2,,,0,49,64
12480,note_on,,,,,192,0,1,,,0,65,127
12480,note_on,,,,,24,0,2,,,0,50,96
12576,note_off,,,,,96,0,2,,,0,50,64
12600,note_on,,,,,24,0,2,,,0,45,96
12696,note_off,,,,,96,0,2,,,0,45,64
12720,note_on,,,,,24,0,2,,,0,47,96
12816,note_off,,,,,96,0,2,,,0,47,64
12840,note_on,,,,,24,0,2,,,0,49,96
12864,note_off,,,,,24,0,2,,,0,64,64
12936,note_off,,,,,72,0,2,,,0,49,64
12960,note_on,,,,,0,0,2,,,0,62,96
12960,note_on,,,,,24,0,2,,,0,50,96
13056,note_off,,,,,96,0,2,,,0,50,64
13080,note_on,,,,,24,0,2,,,0,52,96
13176,note_off,,,,,96,0,2,,,0,52,64
13200,note_on,,,,,24,0,2,,,0,53,96
13248,note_off,,,,,768,0,1,,,0,65,64
13296,note_off,,,,,96,0,2,,,0,53,64
13320,note_on,,,,,24,0,2,,,0,50,96
13416,note_off,,,,,96,0,2,,,0,50,64
13440,note_on,,,,,24,0,2,,,0,57,96
13440,note_on,,,,,192,0,1,,,0,64,127
13536,note_off,,,,,96,0,2,,,0,62,64
13560,note_on,,,,,24,0,2,,,0,62,96
13656,note_off,,,,,96,0,2,,,0,62,64
13680,note_on,,,,,24,0,2,,,0,60,96
13776,note_off,,,,,96,0,2,,,0,60,64
13800,note_on,,,,,24,0,2,,,0,59,96
13896,note_off,,,,,96,0,2,,,0,59,64
13920,note_on,,,,,24,0,2,,,0,60,96
14016,note_off,,,,,576,0,1,,,0,64,64
14016,note_off,,,,,96,0,2,,,0,57,64
14040,note_on,,,,,24,0,2,,,0,55,96
14136,note_off,,,,,96,0,2,,,0,55,64
14160,note_on,,,,,144,0,1,,,0,64,127
14160,note_on,,,,,24,0,2,,,0,53,96
14256,note_off,,,,,96,0,2,,,0,53,64
14280,note_on,,,,,24,0,2,,,0,52,96
14352,note_off,,,,,192,0,1,,,0,64,64
14376,note_off,,,,,96,0,2,,,0,52,64
14400,note_on,,,,,24,0,2,,,0,50,96
14400,note_on,,,,,48,0,1,,,0,65,127
14496,note_off,,,,,96,0,1,,,0,65,64
14520,note_on,,,,,24,0,1,,,0,64,127
14592,note_off,,,,,192,0,2,,,0,50,64
14592,note_off,,,,,0,0,2,,,0,60,64
14616,note_off,,,,,96,0,1,,,0,64,64
14640,note_on,,,,,24,0,1,,,0,62,127
14640,note_on,,,,,48,0,2,,,0,59,96
14640,note_on,,,,,0,0,2,,,0,55,96
14736,note_off,,,,,96,0,1,,,0,62,64
14760,note_on,,,,,24,0,1,,,0,65,127
14832,note_off,,,,,192,0,2,,,0,55,64
14856,note_off,,,,,96,0,1,,,0,65,64
14880,note_on,,,,,48,0,2,,,0,48,96
14880,note_on,,,,,24,0,1,,,0,64,127
14976,note_off,,,,,96,0,1,,,0,64,64
15000,note_on,,,,,24,0,1,,,0,62,127
15024,note_off,,,,,144,0,2,,,0,59,64
15072,note_off,,,,,48,0,2,,,0,48,64
15096,note_off,,,,,96,0,1,,,0,62,64
15120,note_on,,,,,24,0,1,,,0,60,127
15120,note_on,,,,,48,0,2,,,0,57,96
15120,note_on,,,,,0,0,2,,,0,53,96
15216,note_off,,,,,96,0,1,,,0,60,64
15240,note_on,,,,,24,0,1,,,0,64,127
15312,note_off,,,,,192,0,2,,,0,53,64
15336,note_off,,,,,96,0,1,,,0,64,64
15360,note_on,,,,,24,0,1,,,0,62,127
15360,note_on,,,,,48,0,2,,,0,47,96
15456,note_off,,,,,96,0,2,,,0,57,64
15480,note_on,,,,,24,0,2,,,0,60,96
15552,note_off,,,,,72,0,2,,,0,47,64
15576,note_off,,,,,24,0,2,,,0,60,64
15600,note_on,,,,,0,0,2,,,0,59,96
15600,note_on,,,,,24,0,2,,,0,48,96
15696,note_off,,,,,96,0,2,,,0,59,64
15696,note_off,,,,,0,0,2,,,0,48,64
15720,note_on,,,,,24,0,2,,,0,57,96
15720,note_on,,,,,0,0,2,,,0,50,96
15816,note_off,,,,,96,0,2,,,0,50,64
15816,note_off,,,,,0,0,2,,,0,57,64
15840,note_on,,,,,24,0,2,,,0,56,96
15840,note_on,,,,,0,0,2,,,0,52,96
15936,note_off,,,,,96,0,2,,,0,52,64
15936,note_off,,,,,0,0,2,,,0,56,64
15960,note_on,,,,,24,0,2,,,0,57,96
15960,note_on,,,,,0,0,2,,,0,54,96
16056,note_off,,,,,96,0,2,,,0,54,64
16056,note_off,,,,,0,0,2,,,0,57,64
16080,note_on,,,,,24,0,2,,,0,59,96
16080,note_on,,,,,0,0,2,,,0,56,96
16128,note_off,,,,,768,0,1,,,0,62,64
16176,note_off,,,,,96,0,2,,,0,56,64
16200,note_on,,,,,24,0,2,,,0,52,96
16296,note_off,,,,,96,0,2,,,0,52,64
16320,note_on,,,,,24,0,2,,,0,57,96
16320,note_on,,,,,192,0,1,,,0,60,127
16416,note_off,,,,,96,0,2,,,0,57,64
16440,note_on,,,,,24,0,2,,,0,55,96
16512,note_off,,,,,72,0,2,,,0,59,64
16536,note_off,,,,,24,0,2,,,0,55,64
16560,note_on,,,,,24,0,2,,,0,57,96
16560,note_on,,,,,0,0,2,,,0,53,96
16656,note_off,,,,,96,0,2,,,0,53,64
16680,note_on,,,,,24,0,2,,,0,52,96
16704,note_off,,,,,384,0,1,,,0,60,64
16776,note_off,,,,,96,0,2,,,0,52,64
16800,note_on,,,,,96,0,1,,,0,65,127
16800,note_on,,,,,24,0,2,,,0,50,96
16896,note_off,,,,,96,0,2,,,0,50,64
16920,note_on,,,,,24,0,2,,,0,48,96
16944,note_off,,,,,24,0,2,,,0,57,64
17016,note_off,,,,,72,0,2,,,0,48,64
17040,note_on,,,,,0,0,2,,,0,62,96
17040,note_on,,,,,24,0,2,,,0,46,96
17136,note_off,,,,,96,0,2,,,0,46,64
17160,note_on,,,,,24,0,2,,,0,50,96
17232,note_off,,,,,72,0,2,,,0,62,64
17256,note_off,,,,,24,0,2,,,0,50,64
17280,note_on,,,,,24,0,2,,,0,58,96
17280,note_on,,,,,0,0,2,,,0,43,96
17376,note_off,,,,,96,0,2,,,0,43,64
17400,note_on,,,,,24,0,2,,,0,53,96
17472,note_off,,,,,72,0,2,,,0,58,64
17496,note_off,,,,,24,0,2,,,0,53,64
17520,note_on,,,,,24,0,2,,,0,55,96
17520,note_on,,,,,0,0,2,,,0,52,96
17616,note_off,,,,,96,0,2,,,0,52,64
17640,note_on,,,,,24,0,2,,,0,50,96
17664,note_off,,,,,864,0,1,,,0,65,64
17736,note_off,,,,,96,0,2,,,0,50,64
17760,note_on,,,,,24,0,2,,,0,48,96
17760,note_on,,,,,96,0,1,,,0,64,127
17856,note_off,,,,,96,0,2,,,0,48,64
17880,note_on,,,,,24,0,2,,,0,46,96
17904,note_off,,,,,24,0,2,,,0,55,64
17976,note_off,,,,,72,0,2,,,0,46,64
18000,note_on,,,,,24,0,2,,,0,45,96
18000,note_on,,,,,0,0,2,,,0,60,96
18096,note_off,,,,,96,0,2,,,0,45,64
18120,note_on,,,,,24,0,2,,,0,48,96
18192,note_off,,,,,72,0,2,,,0,60,64
18216,note_off,,,,,24,0,2,,,0,48,64
18240,note_on,,,,,24,0,2,,,0,57,96
18240,note_on,,,,,0,0,2,,,0,41,96
18336,note_off,,,,,96,0,2,,,0,41,64
18360,note_on,,,,,24,0,2,,,0,52,96
18432,note_off,,,,,72,0,2,,,0,57,64
18456,note_off,,,,,24,0,2,,,0,52,64
18480,note_on,,,,,0,0,2,,,0,50,96
18480,note_on,,,,,24,0,2,,,0,53,96
18576,note_off,,,,,96,0,2,,,0,50,64
18600,note_on,,,,,24,0,2,,,0,48,96
18624,note_off,,,,,864,0,1,,,0,64,64
18696,note_off,,,,,96,0,2,,,0,48,64
18720,note_on,,,,,96,0,1,,,0,62,127
18720,note_on,,,,,24,0,2,,,0,46,96
18816,note_off,,,,,96,0,2,,,0,46,64
18840,note_on,,,,,24,0,2,,,0,45,96
18864,note_off,,,,,24,0,2,,,0,53,64
18936,note_off,,,,,72,0,2,,,0,45,64
18960,note_on,,,,,24,0,2,,,0,43,96
18960,note_on,,,,,0,0,2,,,0,58,96
19056,note_off,,,,,96,0,2,,,0,43,64
19080,note_on,,,,,24,0,2,,,0,46,96
19152,note_off,,,,,72,0,2,,,0,58,64
19176,note_off,,,,,24,0,2,,,0,46,64
19200,note_on,,,,,24,0,2,,,0,40,96
19200,note_on,,,,,0,0,2,,,0,55,96
19296,note_off,,,,,96,0,2,,,0,40,64
19320,note_on,,,,,24,0,2,,,0,50,96
19392,note_off,,,,,72,0,2,,,0,55,64
19416,note_off,,,,,24,0,2,,,0,50,64
19440,note_on,,,,,0,0,2,,,0,49,96
19440,note_on,,,,,24,0,2,,,0,52,96
19536,note_off,,,,,96,0,2,,,0,49,64
19560,note_on,,,,,24,0,2,,,0,47,96
19584,note_off,,,,,864,0,1,,,0,62,64
19656,note_off,,,,,96,0,2,,,0,47,64
19680,note_on,,,,,24,0,2,,,0,45,96
19680,note_on,,,,,96,0,1,,,0,61,127
19776,note_off,,,,,96,0,2,,,0,45,64
19800,note_on,,,,,24,0,2,,,0,43,96
19824,note_off,,,,,24,0,2,,,0,52,64
19896,note_off,,,,,72,0,2,,,0,43,64
19920,note_on,,,,,24,0,2,,,0,57,96
19920,note_on,,,,,0,0,2,,,0,41,96
20016,note_off,,,,,96,0,2,,,0,41,64
20040,note_on,,,,,24,0,2,,,0,45,96
20064,note_off,,,,,384,0,1,,,0,61,64
20112,note_off,,,,,72,0,2,,,0,57,64
20136,note_off,,,,,24,0,2,,,0,45,64
20160,note_on,,,,,24,0,2,,,0,38,96
20160,note_on,,,,,96,0,1,,,0,62,127
20160,note_on,,,,,0,0,2,,,0,53,96
20256,note_off,,,,,96,0,2,,,0,53,64
20280,note_on,,,,,24,0,2,,,0,52,96
20352,note_off,,,,,72,0,2,,,0,38,64
20352,note_off,,,,,192,0,1,,,0,62,64
20376,note_off,,,,,24,0,2,,,0,52,64
20400,note_on,,,,,0,0,2,,,0,53,96
20400,note_on,,,,,24,0,2,,,0,50,96
20496,note_off,,,,,96,0,2,,,0,53,64
20520,note_on,,,,,24,0,2,,,0,55,96
20616,note_off,,,,,96,0,2,,,0,55,64
20640,note_on,,,,,24,0,2,,,0,57,96
20736,note_off,,,,,96,0,2,,,0,57,64
20760,note_on,,,,,24,0,2,,,0,59,96
20784,note_off,,,,,24,0,2,,,0,50,64
20856,note_off,,,,,72,0,2,,,0,59,64
20880,note_on,,,,,0,0,2,,,0,60,96
20880,note_on,,,,,24,0,2,,,0,48,96
20976,note_off,,,,,96,0,2,,,0,60,64
21000,note_on,,,,,24,0,2,,,0,57,96
21096,note_off,,,,,96,0,2,,,0,57,64
21120,note_on,,,,,768,0,1,,,0,62,127
21216,note_off,,,,,120,0,2,,,0,48,64
21240,note_on,,,,,24,0,2,,,0,47,96
21336,note_off,,,,,96,0,2,,,0,47,64
21360,note_on,,,,,24,0,2,,,0,48,96
21456,note_off,,,,,96,0,2,,,0,48,64
21480,note_on,,,,,24,0,2,,,0,50,96
21576,note_off,,,,,96,0,2,,,0,50,64
21600,note_on,,,,,24,0,2,,,0,52,96
21696,note_off,,,,,96,0,2,,,0,52,64
21720,note_on,,,,,24,0,2,,,0,54,96
21816,note_off,,,,,96,0,2,,,0,54,64
21840,note_on,,,,,24,0,2,,,0,56,96
21936,note_off,,,,,96,0,2,,,0,56,64
21960,note_on,,,,,24,0,2,,,0,52,96
22056,note_off,,,,,96,0,2,,,0,52,64
22080,note_on,,,,,24,0,2,,,0,57,96
22176,note_off,,,,,1056,0,1,,,0,62,64
22200,note_on,,,,,24,0,1,,,0,60,127
22296,note_off,,,,,96,0,1,,,0,60,64
22320,note_on,,,,,24,0,1,,,0,62,127
22416,note_off,,,,,96,0,1,,,0,62,64
22440,note_on,,,,,24,0,1,,,0,64,127
22536,note_off,,,,,96,0,1,,,0,64,64
22560,note_on,,,,,24,0,1,,,0,65,127
22656,note_off,,,,,96,0,1,,,0,65,64
22680,note_on,,,,,24,0,1,,,0,67,127
22776,note_off,,,,,96,0,1,,,0,67,64
22800,note_on,,,,,24,0,1,,,0,69,127
22896,note_off,,,,,96,0,1,,,0,69,64
22920,note_on,,,,,24,0,1,,,0,65,127
23016,note_off,,,,,96,0,1,,,0,65,64
23040,note_on,,,,,24,0,1,,,0,70,127
23136,note_off,,,,,1056,0,2,,,0,57,64
23160,note_on,,,,,24,0,2,,,0,55,96
23256,note_off,,,,,96,0,2,,,0,55,64
23280,note_on,,,,,24,0,2,,,0,57,96
23376,note_off,,,,,96,0,2,,,0,57,64
23400,note_on,,,,,24,0,2,,,0,58,96
23496,note_off,,,,,96,0,2,,,0,58,64
23520,note_on,,,,,24,0,2,,,0,60,96
23616,note_off,,,,,96,0,2,,,0,60,64
23640,note_on,,,,,24,0,2,,,0,62,96
23736,note_off,,,,,96,0,2,,,0,62,64
23760,note_on,,,,,24,0,2,,,0,64,96
23856,note_off,,,,,96,0,2,,,0,64,64
23880,note_on,,,,,24,0,2,,,0,60,96
23976,note_off,,,,,96,0,2,,,0,60,64
24000,note_on,,,,,960,0,1,,,0,65,127
24096,note_off,,,,,96,0,1,,,0,70,64
24120,note_on,,,,,24,0,1,,,0,67,127
24216,note_off,,,,,96,0,1,,,0,67,64
24240,note_on,,,,,24,0,1,,,0,69,127
24336,note_off,,,,,96,0,1,,,0,69,64
24360,note_on,,,,,24,0,1,,,0,70,127
24456,note_off,,,,,96,0,1,,,0,70,64
24480,note_on,,,,,24,0,1,,,0,72,127
24576,note_off,,,,,96,0,1,,,0,72,64
24576,note_off,,,,,0,0,1,,,0,65,64
24600,note_on,,,,,24,0,1,,,0,74,127
24696,note_off,,,,,96,0,1,,,0,74,64
24720,note_on,,,,,24,0,1,,,0,64,127
24720,note_on,,,,,0,0,1,,,0,76,127
24816,note_off,,,,,96,0,1,,,0,76,64
24840,note_on,,,,,24,0,1,,,0,72,127
24912,note_off,,,,,72,0,1,,,0,64,64
24936,note_off,,,,,24,0,1,,,0,72,64
24960,note_on,,,,,24,0,1,,,0,77,127
24960,note_on,,,,,0,0,1,,,0,62,127
25056,note_off,,,,,96,0,1,,,0,77,64
25080,note_on,,,,,24,0,1,,,0,76,127
25176,note_off,,,,,96,0,1,,,0,76,64
25200,note_on,,,,,24,0,1,,,0,74,127
25296,note_off,,,,,96,0,1,,,0,74,64
25320,note_on,,,,,24,0,1,,,0,72,127
25416,note_off,,,,,96,0,1,,,0,72,64
25440,note_on,,,,,24,0,1,,,0,71,127
25536,note_off,,,,,96,0,1,,,0,71,64
25560,note_on,,,,,24,0,1,,,0,69,127
25656,note_off,,,,,96,0,1,,,0,69,64
25680,note_on,,,,,24,0,1,,,0,68,127
25776,note_off,,,,,96,0,1,,,0,68,64
25800,note_on,,,,,24,0,1,,,0,71,127
25896,note_off,,,,,96,0,1,,,0,71,64
25920,note_on,,,,,24,0,1,,,0,64,127
26016,note_off,,,,,96,0,1,,,0,62,64
26040,note_on,,,,,24,0,1,,,0,56,127
