tick,type,key,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,program,channel,note,velocity
0,key_signature,F,0,1,0,,,,,,,,,
0,note_on,,0,0,2,,,,,,,0,57,64
0,program_change,,0,0,1,,,,,,0,0,,
0,program_change,,0,0,2,,,,,,0,0,,
0,set_tempo,,0,1,0,,,,,399802,,,,
0,time_signature,,0,1,0,8,4,24,8,,,,,
192,note_on,,192,0,2,,,,,,,0,57,0
192,note_on,,0,0,2,,,,,,,0,50,64
576,note_on,,384,0,2,,,,,,,0,50,0
576,note_on,,0,0,2,,,,,,,0,53,64
768,note_on,,192,0,2,,,,,,,0,53,0
768,note_on,,0,0,2,,,,,,,0,53,64
960,note_on,,192,0,2,,,,,,,0,53,0
960,note_on,,0,0,2,,,,,,,0,57,64
1344,note_on,,384,0,2,,,,,,,0,57,0
1344,note_on,,0,0,2,,,,,,,0,58,64
1536,note_on,,192,0,2,,,,,,,0,58,0
1536,note_on,,0,0,2,,,,,,,0,58,64
1728,note_on,,192,0,2,,,,,,,0,58,0
1728,note_on,,0,0,2,,,,,,,0,57,64
2112,note_on,,384,0,2,,,,,,,0,57,0
2112,note_on,,0,0,2,,,,,,,0,55,64
2304,note_on,,192,0,2,,,,,,,0,55,0
2304,note_on,,0,0,2,,,,,,,0,55,64
2496,note_on,,192,0,2,,,,,,,0,55,0
2496,note_on,,0,0,2,,,,,,,0,53,64
2784,note_on,,288,0,2,,,,,,,0,53,0
2784,note_on,,0,0,2,,,,,,,0,53,64
2832,note_on,,48,0,2,,,,,,,0,53,0
2832,note_on,,0,0,2,,,,,,,0,52,64
2880,note_on,,48,0,2,,,,,,,0,52,0
2880,note_on,,0,0,2,,,,,,,0,53,64
3024,note_on,,0,0,2,,,,,,,0,55,64
3024,note_on,,144,0,2,,,,,,,0,53,0
3072,note_on,,0,0,2,,,,,,,0,57,64
3072,note_on,,48,0,2,,,,,,,0,55,0
3072,note_on,,3072,0,1,,,,,,,0,72,64
3136,note_on,,0,0,2,,,,,,,0,55,64
