tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,note,velocity,channel
0,time_signature,9,8,36,8,0,1,0,,,,
0,text,,,,,0,1,2,,,,
0,note_on,,,,,0,0,3,,64,64,0
0,text,,,,,0,1,1,,,,
0,text,,,,,0,1,3,,,,
0,set_tempo,,,,,0,1,0,333333,,,
120,note_on,,,,,120,0,2,,66,64,0
240,note_off,,,,,120,0,2,,66,64,0
240,note_on,,,,,0,0,2,,68,64,0
360,note_on,,,,,0,0,2,,69,64,0
360,note_off,,,,,120,0,2,,68,64,0
480,note_on,,,,,0,0,2,,71,64,0
480,note_off,,,,,120,0,2,,69,64,0
600,note_on,,,,,0,0,2,,73,64,0
600,note_off,,,,,120,0,2,,71,64,0
720,note_on,,,,,0,0,2,,71,64,0
720,note_on,,,,,0,0,3,,63,64,0
720,note_off,,,,,720,0,3,,64,64,0
720,note_off,,,,,120,0,2,,73,64,0
840,note_on,,,,,0,0,2,,73,64,0
840,note_off,,,,,120,0,2,,71,64,0
960,note_on,,,,,0,0,2,,69,64,0
960,note_off,,,,,120,0,2,,73,64,0
1080,note_off,,,,,360,0,3,,63,64,0
1080,note_on,,,,,1080,0,1,,71,64,0
1080,note_on,,,,,0,0,2,,68,64,0
1080,note_off,,,,,120,0,2,,69,64,0
1080,note_on,,,,,0,0,3,,64,64,0
1200,note_on,,,,,0,0,1,,73,64,0
1200,note_off,,,,,120,0,1,,71,64,0
1320,note_on,,,,,0,0,1,,75,64,0
1320,note_off,,,,,120,0,1,,73,64,0
1440,note_on,,,,,0,0,1,,76,64,0
1440,note_off,,,,,120,0,1,,75,64,0
1440,note_on,,,,,0,0,3,,61,64,0
1440,note_off,,,,,360,0,3,,64,64,0
1560,note_off,,,,,120,0,1,,76,64,0
1560,note_on,,,,,0,0,1,,78,64,0
1680,note_off,,,,,120,0,1,,78,64,0
1680,note_on,,,,,0,0,1,,80,64,0
1800,note_on,,,,,0,0,2,,70,64,0
1800,note_off,,,,,720,0,2,,68,64,0
1800,note_on,,,,,0,0,3,,66,64,0
1800,note_off,,,,,120,0,1,,80,64,0
1800,note_on,,,,,0,0,1,,78,64,0
1800,note_off,,,,,360,0,3,,61,64,0
1920,note_off,,,,,120,0,1,,78,64,0
1920,note_on,,,,,0,0,1,,80,64,0
2040,note_off,,,,,120,0,1,,80,64,0
2040,note_on,,,,,0,0,1,,76,64,0
2150,note_off,,,,,110,0,1,,76,64,0
2160,note_on,,,,,0,0,2,,71,64,0
2160,note_on,,,,,0,0,3,,59,64,0
2160,note_off,,,,,360,0,3,,66,64,0
2160,note_on,,,,,10,0,1,,76,73,0
2160,note_off,,,,,360,0,2,,70,64,0
2200,note_off,,,,,40,0,1,,76,64,0
2200,note_on,,,,,0,0,1,,75,50,0
2240,note_on,,,,,0,0,1,,76,54,0
2240,note_off,,,,,40,0,1,,75,64,0
2280,note_on,,,,,0,0,3,,61,64,0
2280,note_off,,,,,120,0,3,,59,64,0
2280,note_off,,,,,40,0,1,,76,64,0
2280,note_on,,,,,0,0,1,,75,57,0
2400,note_off,,,,,120,0,3,,61,64,0
2400,note_on,,,,,0,0,3,,63,64,0
2520,note_on,,,,,0,0,3,,64,64,0
2520,note_off,,,,,120,0,3,,63,64,0
2520,note_off,,,,,240,0,1,,75,64,0
2520,note_on,,,,,0,0,1,,73,64,0
2640,note_off,,,,,120,0,3,,64,64,0
2640,note_on,,,,,0,0,3,,66,64,0
2760,note_off,,,,,120,0,3,,66,64,0
2760,note_on,,,,,0,0,3,,68,64,0
2880,note_on,,,,,0,0,2,,69,64,0
2880,note_on,,,,,0,0,3,,66,64,0
2880,note_off,,,,,120,0,3,,68,64,0
2880,note_off,,,,,720,0,2,,71,64,0
3000,note_off,,,,,120,0,3,,66,64,0
3000,note_on,,,,,0,0,3,,68,64,0
3120,note_off,,,,,120,0,3,,68,64,0
3120,note_on,,,,,0,0,3,,64,64,0
3240,note_on,,,,,0,0,3,,63,64,0
3240,note_on,,,,,0,0,1,,71,64,0
3240,note_off,,,,,720,0,1,,73,64,0
3240,note_off,,,,,120,0,3,,64,64,0
3360,note_off,,,,,120,0,3,,63,64,0
3360,note_on,,,,,0,0,3,,64,64,0
3480,note_off,,,,,120,0,3,,64,64,0
3480,note_on,,,,,0,0,3,,66,64,0
3600,note_off,,,,,120,0,3,,66,64,0
3600,note_on,,,,,0,0,2,,68,64,0
3600,note_on,,,,,0,0,3,,64,64,0
3600,note_off,,,,,720,0,2,,69,64,0
3720,note_off,,,,,120,0,3,,64,64,0
3720,note_on,,,,,0,0,3,,66,64,0
3840,note_on,,,,,0,0,3,,63,64,0
3840,note_off,,,,,120,0,3,,66,64,0
3960,note_on,,,,,0,0,3,,61,64,0
3960,note_off,,,,,120,0,3,,63,64,0
3960,note_off,,,,,720,0,1,,71,64,0
3960,note_on,,,,,0,0,1,,69,64,0
4080,note_off,,,,,120,0,3,,61,64,0
4080,note_on,,,,,0,0,3,,63,64,0
4200,note_off,,,,,120,0,3,,63,64,0
4200,note_on,,,,,0,0,3,,64,64,0
4320,note_on,,,,,0,0,2,,66,64,0
4320,note_off,,,,,720,0,2,,68,64,0
4320,note_off,,,,,120,0,3,,64,64,0
4320,note_on,,,,,0,0,3,,63,64,0
4440,note_off,,,,,120,0,3,,63,64,0
4440,note_on,,,,,0,0,3,,64,64,0
4560,note_off,,,,,120,0,3,,64,64,0
4560,note_on,,,,,0,0,3,,61,64,0
4680,note_off,,,,,720,0,1,,69,64,0
4680,note_on,,,,,0,0,1,,68,64,0
4680,note_off,,,,,120,0,3,,61,64,0
4680,note_on,,,,,0,0,3,,59,64,0
4800,note_on,,,,,0,0,3,,61,64,0
4800,note_off,,,,,120,0,3,,59,64,0
4920,note_on,,,,,0,0,3,,63,64,0
4920,note_off,,,,,120,0,3,,61,64,0
5040,note_off,,,,,720,0,2,,66,64,0
5040,note_on,,,,,0,0,3,,61,64,0
5040,note_on,,,,,0,0,2,,64,64,0
5040,note_off,,,,,120,0,3,,63,64,0
5160,note_off,,,,,120,0,3,,61,64,0
5160,note_on,,,,,0,0,3,,63,64,0
5280,note_off,,,,,120,0,3,,63,64,0
5280,note_on,,,,,0,0,3,,59,64,0
5400,note_off,,,,,120,0,3,,59,64,0
5400,note_on,,,,,0,0,1,,73,64,0
5400,note_off,,,,,720,0,1,,68,64,0
5400,note_on,,,,,0,0,3,,57,64,0
5520,note_off,,,,,480,0,2,,64,64,0
5520,note_on,,,,,0,0,2,,66,64,0
5640,note_on,,,,,0,0,2,,68,64,0
5640,note_off,,,,,120,0,2,,66,64,0
5760,note_off,,,,,360,0,3,,57,64,0
5760,note_off,,,,,120,0,2,,68,64,0
5760,note_on,,,,,0,0,3,,54,64,0
5760,note_on,,,,,0,0,2,,69,64,0
5880,note_on,,,,,0,0,2,,71,64,0
5880,note_off,,,,,120,0,2,,69,64,0
6000,note_off,,,,,120,0,2,,71,64,0
6000,note_on,,,,,0,0,2,,73,64,0
6120,note_off,,,,,120,0,2,,73,64,0
6120,note_on,,,,,0,0,2,,71,64,0
6120,note_on,,,,,0,0,3,,59,64,0
6120,note_off,,,,,720,0,1,,73,64,0
6120,note_on,,,,,0,0,1,,75,64,0
6120,note_off,,,,,360,0,3,,54,64,0
6240,note_off,,,,,120,0,2,,71,64,0
6240,note_on,,,,,0,0,2,,73,64,0
6360,note_off,,,,,120,0,2,,73,64,0
6360,note_on,,,,,0,0,2,,69,64,0
6480,note_off,,,,,360,0,1,,75,64,0
6480,note_on,,,,,0,0,1,,76,64,0
6480,note_off,,,,,360,0,3,,59,64,0
6480,note_on,,,,,0,0,3,,52,64,0
6480,note_off,,,,,120,0,2,,69,64,0
6480,note_on,,,,,0,0,2,,68,64,0
6600,note_off,,,,,120,0,3,,52,64,0
6600,note_on,,,,,0,0,3,,54,64,0
6720,note_on,,,,,0,0,3,,56,64,0
6720,note_off,,,,,120,0,3,,54,64,0
6840,note_on,,,,,0,0,3,,57,64,0
6840,note_off,,,,,120,0,3,,56,64,0
6840,note_on,,,,,0,0,2,,66,64,0
6840,note_off,,,,,360,0,2,,68,64,0
6960,note_off,,,,,120,0,3,,57,64,0
6960,note_on,,,,,0,0,3,,59,64,0
7080,note_off,,,,,120,0,3,,59,64,0
7080,note_on,,,,,0,0,3,,61,64,0
7200,note_off,,,,,120,0,3,,61,64,0
7200,note_on,,,,,0,0,3,,59,64,0
7200,note_off,,,,,720,0,1,,76,64,0
7200,note_on,,,,,0,0,1,,75,64,0
7320,note_off,,,,,120,0,3,,59,64,0
