tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,
0,track_name,,,,,0,1,3,,,,,,
0,program_change,,,,,0,0,3,,,0,2,,
0,track_name,,,,,0,1,4,,,,,,
0,program_change,,,,,0,0,4,,,0,3,,
0,track_name,,,,,0,1,5,,,,,,
0,program_change,,,,,0,0,2,,,0,1,,
0,track_name,,,,,0,1,6,,,,,,
0,program_change,,,,,0,0,6,,,0,5,,
0,program_change,,,,,0,0,5,,,0,4,,
0,track_name,,,,,0,1,2,,,,,,
0,key_signature,,,,,0,1,0,F,,,,,
0,set_tempo,,,,,0,1,0,,600000,,,,
0,track_name,,,,,0,1,1,,,,,,
0,program_change,,,,,0,0,1,,,0,0,,
3072,note_on,,,,,3072,0,2,,,,1,60,96
3072,note_on,,,,,3072,0,3,,,,2,57,96
3072,note_on,,,,,3072,0,6,,,,5,57,96
3072,note_on,,,,,3072,0,5,,,,4,65,96
3072,note_on,,,,,3072,0,1,,,,0,65,96
3072,note_on,,,,,3072,0,4,,,,3,53,96
3584,note_on,,,,,0,0,4,,,,3,52,96
3584,note_off,,,,,512,0,4,,,,3,53,0
3584,note_off,,,,,512,0,6,,,,5,57,0
3584,note_on,,,,,0,0,6,,,,5,60,96
4096,note_off,,,,,512,0,4,,,,3,52,0
4096,note_on,,,,,0,0,6,,,,5,65,96
4096,note_on,,,,,0,0,3,,,,2,57,96
4096,note_off,,,,,1024,0,3,,,,2,57,0
4096,note_off,,,,,1024,0,5,,,,4,65,0
4096,note_on,,,,,0,0,5,,,,4,65,96
4096,note_off,,,,,512,0,6,,,,5,60,0
4096,note_on,,,,,0,0,2,,,,1,62,96
4096,note_off,,,,,1024,0,2,,,,1,60,0
4096,note_on,,,,,0,0,4,,,,3,50,96
4096,note_off,,,,,1024,0,1,,,,0,65,0
4096,note_on,,,,,0,0,1,,,,0,65,96
4608,note_off,,,,,512,0,3,,,,2,57,0
4608,note_on,,,,,0,0,3,,,,2,58,96
5120,note_on,,,,,0,0,1,,,,0,72,96
5120,note_off,,,,,1024,0,1,,,,0,65,0
5120,note_on,,,,,0,0,5,,,,4,72,96
5120,note_off,,,,,1024,0,6,,,,5,65,0
5120,note_on,,,,,0,0,6,,,,5,67,96
5120,note_off,,,,,1024,0,4,,,,3,50,0
5120,note_off,,,,,1024,0,2,,,,1,62,0
5120,note_on,,,,,0,0,2,,,,1,64,96
5120,note_on,,,,,0,0,4,,,,3,48,96
5120,note_off,,,,,1024,0,5,,,,4,65,0
5120,note_off,,,,,512,0,3,,,,2,58,0
5120,note_on,,,,,0,0,3,,,,2,60,96
5632,note_off,,,,,512,0,4,,,,3,48,0
5632,note_on,,,,,0,0,4,,,,3,46,96
6144,note_on,,,,,0,0,2,,,,1,65,96
6144,note_off,,,,,1024,0,3,,,,2,60,0
6144,note_off,,,,,1024,0,6,,,,5,67,0
6144,note_on,,,,,0,0,6,,,,5,69,96
6144,note_on,,,,,0,0,4,,,,3,45,96
6144,note_off,,,,,512,0,4,,,,3,46,0
6144,note_off,,,,,1024,0,5,,,,4,72,0
6144,note_on,,,,,0,0,5,,,,4,72,96
6144,note_off,,,,,1024,0,1,,,,0,72,0
6144,note_on,,,,,0,0,3,,,,2,53,96
6144,note_off,,,,,1024,0,2,,,,1,64,0
6144,note_on,,,,,0,0,1,,,,0,72,96
6656,note_off,,,,,512,0,2,,,,1,65,0
6656,note_on,,,,,0,0,2,,,,1,64,96
7168,note_off,,,,,1024,0,1,,,,0,72,0
7168,note_on,,,,,0,0,6,,,,5,67,96
7168,note_off,,,,,1024,0,6,,,,5,69,0
7168,note_on,,,,,0,0,2,,,,1,62,96
7168,note_off,,,,,1024,0,4,,,,3,45,0
7168,note_on,,,,,0,0,4,,,,3,46,96
7168,note_off,,,,,1024,0,5,,,,4,72,0
7168,note_on,,,,,0,0,5,,,,4,70,96
7168,note_off,,,,,1024,0,3,,,,2,53,0
7168,note_off,,,,,512,0,2,,,,1,64,0
7168,note_on,,,,,0,0,3,,,,2,55,96
7168,note_on,,,,,0,0,1,,,,0,70,96
7680,note_off,,,,,512,0,5,,,,4,70,0
