tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,channel_prefix,0,1,12,,,,,,,,7,,,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,program_change,0,0,11,,,,,,,,7,,,57,,
0,control_change,0,0,11,,,,,,,,7,91,52,,,
0,control_change,0,0,11,,,,,,,,7,10,85,,,
0,control_change,0,0,11,,,,,,,,7,7,127,,,
0,channel_prefix,0,1,11,,,,,,,,7,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,
0,program_change,0,0,10,,,,,,,,6,,,56,,
0,control_change,0,0,12,,,,,,,,7,7,127,,,
0,control_change,0,0,10,,,,,,,,6,91,61,,,
0,control_change,0,0,10,,,,,,,,6,7,127,,,
0,channel_prefix,0,1,10,,,,,,,,6,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,program_change,0,0,9,,,,,,,,5,,,60,,
0,control_change,0,0,9,,,,,,,,5,91,56,,,
0,control_change,0,0,9,,,,,,,,5,10,35,,,
0,control_change,0,0,9,,,,,,,,5,7,127,,,
0,channel_prefix,0,1,9,,,,,,,,5,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,program_change,0,0,8,,,,,,,,5,,,60,,
0,control_change,0,0,10,,,,,,,,6,10,60,,,
0,control_change,0,0,8,,,,,,,,5,91,56,,,
0,control_change,0,0,12,,,,,,,,7,10,85,,,
0,program_change,0,0,12,,,,,,,,7,,,57,,
0,control_change,0,0,15,,,,,,,,12,10,32,,,
0,control_change,0,0,15,,,,,,,,12,7,127,,,
0,channel_prefix,0,1,15,,,,,,,,12,,,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,
0,program_change,0,0,14,,,,,,,,11,,,48,,
0,control_change,0,0,14,,,,,,,,11,91,123,,,
0,control_change,0,0,14,,,,,,,,11,10,0,,,
0,control_change,0,0,14,,,,,,,,11,7,127,,,
0,channel_prefix,0,1,14,,,,,,,,11,,,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,
0,control_change,0,0,12,,,,,,,,7,91,52,,,
0,program_change,0,0,13,,,,,,,,8,,,58,,
0,control_change,0,0,13,,,,,,,,8,10,111,,,
0,control_change,0,0,13,,,,,,,,8,7,127,,,
0,channel_prefix,0,1,13,,,,,,,,8,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,
0,midi_port,0,1,16,,,,,,,0,,,,,,
0,channel_prefix,0,1,16,,,,,,,,13,,,,,
0,control_change,0,0,16,,,,,,,,13,7,127,,,
0,control_change,0,0,16,,,,,,,,13,10,64,,,
0,control_change,0,0,16,,,,,,,,13,91,127,,,
0,program_change,0,0,16,,,,,,,,13,,,48,,
0,control_change,0,0,13,,,,,,,,8,91,58,,,
0,control_change,0,0,8,,,,,,,,5,10,35,,,
0,control_change,0,0,8,,,,,,,,5,7,127,,,
0,channel_prefix,0,1,8,,,,,,,,5,,,,,
0,control_change,0,0,4,,,,,,,,2,10,80,,,
0,control_change,0,0,4,,,,,,,,2,7,107,,,
0,channel_prefix,0,1,4,,,,,,,,2,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,18,,,,,,,0,,,,,,
0,channel_prefix,0,1,18,,,,,,,,15,,,,,
0,control_change,0,0,18,,,,,,,,15,7,127,,,
0,control_change,0,0,18,,,,,,,,15,10,127,,,
0,control_change,0,0,18,,,,,,,,15,91,127,,,
0,control_change,0,0,4,,,,,,,,2,91,53,,,
0,program_change,0,0,18,,,,,,,,15,,,48,,
0,control_change,0,0,3,,,,,,,,2,91,53,,,
0,control_change,0,0,3,,,,,,,,2,10,80,,,
0,control_change,0,0,3,,,,,,,,2,7,107,,,
0,channel_prefix,0,1,3,,,,,,,,2,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,program_change,0,0,2,,,,,,,,0,,,73,,
0,control_change,0,0,2,,,,,,,,0,91,60,,,
0,control_change,0,0,2,,,,,,,,0,10,44,,,
0,control_change,0,0,2,,,,,,,,0,7,107,,,
0,channel_prefix,0,1,2,,,,,,,,0,,,,,
0,program_change,0,0,3,,,,,,,,2,,,68,,
0,program_change,0,0,4,,,,,,,,2,,,68,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,channel_prefix,0,1,5,,,,,,,,3,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,program_change,0,0,7,,,,,,,,4,,,70,,
0,control_change,0,0,7,,,,,,,,4,91,60,,,
0,control_change,0,0,7,,,,,,,,4,10,70,,,
0,control_change,0,0,7,,,,,,,,4,7,127,,,
0,channel_prefix,0,1,7,,,,,,,,4,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,midi_port,0,1,17,,,,,,,0,,,,,,
