tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,control,value,note,velocity
0,time_signature,3,2,48,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,1,,,,0,91,127,,
0,control_change,,,,,0,0,1,,,,0,1,10,,
0,control_change,,,,,0,0,1,,,,0,10,40,,
0,track_name,,,,,0,1,1,,,,,,,,
0,program_change,,,,,0,0,2,,,41,1,,,,
0,control_change,,,,,0,0,2,,,,1,121,127,,
0,control_change,,,,,0,0,2,,,,1,91,127,,
0,control_change,,,,,0,0,2,,,,1,1,10,,
0,control_change,,,,,0,0,2,,,,1,10,80,,
0,track_name,,,,,0,1,2,,,,,,,,
0,control_change,,,,,0,0,4,,,,3,121,127,,
0,track_name,,,,,0,1,6,,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,,
0,control_change,,,,,0,0,5,,,,4,10,60,,
0,control_change,,,,,0,0,5,,,,4,7,100,,
0,control_change,,,,,0,0,5,,,,4,91,127,,
0,control_change,,,,,0,0,5,,,,4,121,127,,
0,program_change,,,,,0,0,5,,,6,4,,,,
0,program_change,,,,,0,0,3,,,42,2,,,,
0,control_change,,,,,0,0,3,,,,2,121,127,,
0,control_change,,,,,0,0,3,,,,2,91,127,,
0,control_change,,,,,0,0,3,,,,2,1,10,,
0,control_change,,,,,0,0,3,,,,2,10,50,,
0,track_name,,,,,0,1,3,,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,
0,control_change,,,,,0,0,4,,,,3,10,70,,
0,control_change,,,,,0,0,4,,,,3,1,10,,
0,control_change,,,,,0,0,4,,,,3,7,100,,
0,control_change,,,,,0,0,4,,,,3,91,127,,
0,control_change,,,,,0,0,1,,,,0,121,127,,
0,program_change,,,,,0,0,1,,,41,0,,,,
0,program_change,,,,,0,0,4,,,42,3,,,,
0,key_signature,,,,,0,1,0,Bb,,,,,,,
0,set_tempo,,,,,0,1,0,,400000,,,,,,
0,set_tempo,,,,,0,1,0,,705882,,,,,,
0,track_name,,,,,0,1,0,,,,,,,,
6144,note_on,,,,,6144,0,4,,,,3,,,39,47
6144,note_on,,,,,6144,0,3,,,,2,,,51,47
6144,note_on,,,,,6144,0,5,,,,4,,,51,47
7168,note_on,,,,,1024,0,3,,,,2,,,51,0
7168,note_on,,,,,0,0,3,,,,2,,,53,47
8192,note_on,,,,,0,0,5,,,,4,,,55,47
8192,note_on,,,,,2048,0,4,,,,3,,,39,0
8192,note_on,,,,,0,0,4,,,,3,,,43,47
8192,note_on,,,,,8192,0,2,,,,1,,,70,47
