tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity,pitch
1440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,60,100,
1440,note_on,1440,0,2,,,,,,,,,,,,,,,1,,,62,100,
1800,note_on,0,0,2,,,,,,,,,,,,,,,1,,,64,100,
1800,note_on,360,0,2,,,,,,,,,,,,,,,1,,,62,0,
1920,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,100,
1920,note_on,480,0,1,,,,,,,,,,,,,,,0,,,60,0,
1920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,60,100,
1920,note_on,120,0,2,,,,,,,,,,,,,,,1,,,64,0,
2280,note_on,0,0,2,,,,,,,,,,,,,,,1,,,64,100,
2280,note_on,360,0,2,,,,,,,,,,,,,,,1,,,62,0,
2400,note_on,0,0,1,,,,,,,,,,,,,,,0,,,60,100,
2400,note_on,480,0,1,,,,,,,,,,,,,,,0,,,60,0,
2400,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,100,
2400,note_on,120,0,2,,,,,,,,,,,,,,,1,,,64,0,
2760,note_on,0,0,2,,,,,,,,,,,,,,,1,,,64,100,
2760,note_on,360,0,2,,,,,,,,,,,,,,,1,,,62,0,
2880,note_on,480,0,1,,,,,,,,,,,,,,,0,,,60,0,
2880,note_on,0,0,2,,,,,,,,,,,,,,,1,,,65,100,
2880,note_on,2880,0,3,,,,,,,,,,,,,,,2,,,74,100,
2880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,59,100,
2880,note_on,120,0,2,,,,,,,,,,,,,,,1,,,64,0,
3240,note_on,360,0,3,,,,,,,,,,,,,,,2,,,74,0,
3240,note_on,0,0,3,,,,,,,,,,,,,,,2,,,76,100,
3360,note_on,120,0,3,,,,,,,,,,,,,,,2,,,76,0,
3360,note_on,0,0,2,,,,,,,,,,,,,,,1,,,62,100,
3360,note_on,480,0,2,,,,,,,,,,,,,,,1,,,65,0,
3360,note_on,480,0,1,,,,,,,,,,,,,,,0,,,59,0,
3360,note_on,0,0,1,,,,,,,,,,,,,,,0,,,59,100,
3360,note_on,0,0,3,,,,,,,,,,,,,,,2,,,74,100,
3720,note_on,0,0,3,,,,,,,,,,,,,,,2,,,76,100,
3720,note_on,360,0,3,,,,,,,,,,,,,,,2,,,74,0,
3840,note_on,120,0,3,,,,,,,,,,,,,,,2,,,76,0,
3840,note_on,0,0,3,,,,,,,,,,,,,,,2,,,74,100,
3840,note_on,480,0,2,,,,,,,,,,,,,,,1,,,62,0,
3840,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,100,
3840,note_on,0,0,1,,,,,,,,,,,,,,,0,,,59,100,
3840,note_on,480,0,1,,,,,,,,,,,,,,,0,,,59,0,
4200,note_on,0,0,3,,,,,,,,,,,,,,,2,,,77,100,
4200,note_on,360,0,3,,,,,,,,,,,,,,,2,,,74,0,
4320,note_on,480,0,1,,,,,,,,,,,,,,,0,,,59,0,
4320,note_on,0,0,1,,,,,,,,,,,,,,,0,,,58,100,
4320,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,100,
4320,note_on,480,0,2,,,,,,,,,,,,,,,1,,,67,0,
4320,note_on,120,0,3,,,,,,,,,,,,,,,2,,,77,0,
4320,note_on,0,0,3,,,,,,,,,,,,,,,2,,,74,100,
4320,note_on,4320,0,4,,,,,,,,,,,,,,,3,,,76,100,
4680,note_on,360,0,4,,,,,,,,,,,,,,,3,,,76,0,
4680,note_on,0,0,4,,,,,,,,,,,,,,,3,,,77,100,
4800,note_on,480,0,2,,,,,,,,,,,,,,,1,,,67,0,
4800,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,100,
4800,note_on,0,0,1,,,,,,,,,,,,,,,0,,,58,100,
4800,note_on,480,0,1,,,,,,,,,,,,,,,0,,,58,0,
4800,note_on,0,0,4,,,,,,,,,,,,,,,3,,,76,100,
4800,note_on,480,0,3,,,,,,,,,,,,,,,2,,,74,0,
4800,note_on,120,0,4,,,,,,,,,,,,,,,3,,,77,0,
4800,note_on,0,0,3,,,,,,,,,,,,,,,2,,,74,100,
5160,note_on,360,0,4,,,,,,,,,,,,,,,3,,,76,0,
5160,note_on,0,0,4,,,,,,,,,,,,,,,3,,,77,100,
5280,note_on,0,0,4,,,,,,,,,,,,,,,3,,,76,100,
5280,note_on,120,0,4,,,,,,,,,,,,,,,3,,,77,0,
5280,note_on,0,0,1,,,,,,,,,,,,,,,0,,,58,100,
5280,note_on,0,0,3,,,,,,,,,,,,,,,2,,,74,100,
5280,note_on,480,0,1,,,,,,,,,,,,,,,0,,,58,0,
5280,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,100,
5280,note_on,480,0,2,,,,,,,,,,,,,,,1,,,67,0,
5280,note_on,480,0,3,,,,,,,,,,,,,,,2,,,74,0,
5640,note_on,360,0,4,,,,,,,,,,,,,,,3,,,76,0,
5640,note_on,0,0,4,,,,,,,,,,,,,,,3,,,77,100,
5760,note_on,480,0,1,,,,,,,,,,,,,,,0,,,58,0,
5760,note_on,0,0,4,,,,,,,,,,,,,,,3,,,79,100,
5760,note_on,0,0,1,,,,,,,,,,,,,,,0,,,57,100,
5760,note_on,120,0,4,,,,,,,,,,,,,,,3,,,77,0,
5760,note_on,480,0,3,,,,,,,,,,,,,,,2,,,74,0,
5760,note_on,0,0,3,,,,,,,,,,,,,,,2,,,73,100,
5760,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,100,
5760,note_on,480,0,2,,,,,,,,,,,,,,,1,,,67,0,
6000,note_on,240,0,4,,,,,,,,,,,,,,,3,,,79,0,
6000,note_on,0,0,4,,,,,,,,,,,,,,,3,,,82,100,
6240,note_on,480,0,1,,,,,,,,,,,,,,,0,,,57,0,
6240,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,100,
6240,note_on,480,0,3,,,,,,,,,,,,,,,2,,,73,0,
6240,note_on,0,0,3,,,,,,,,,,,,,,,2,,,73,100,
6240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,57,100,
6240,note_on,240,0,4,,,,,,,,,,,,,,,3,,,82,0,
6240,note_on,0,0,4,,,,,,,,,,,,,,,3,,,82,100,
6240,note_on,480,0,2,,,,,,,,,,,,,,,1,,,67,0,
6480,note_on,240,0,4,,,,,,,,,,,,,,,3,,,82,0,
6480,note_on,0,0,4,,,,,,,,,,,,,,,3,,,81,100,
6720,note_on,480,0,2,,,,,,,,,,,,,,,1,,,67,0,
6720,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,100,
6720,note_on,480,0,3,,,,,,,,,,,,,,,2,,,73,0,
6720,note_on,240,0,4,,,,,,,,,,,,,,,3,,,81,0,
6720,note_on,0,0,4,,,,,,,,,,,,,,,3,,,81,100,
6720,note_on,0,0,3,,,,,,,,,,,,,,,2,,,73,100,
6720,note_on,480,0,1,,,,,,,,,,,,,,,0,,,57,0,
6720,note_on,0,0,1,,,,,,,,,,,,,,,0,,,57,100,
6960,note_on,240,0,4,,,,,,,,,,,,,,,3,,,81,0,
6960,note_on,0,0,4,,,,,,,,,,,,,,,3,,,79,100,
7200,note_on,480,0,2,,,,,,,,,,,,,,,1,,,67,0,
7200,note_on,480,0,3,,,,,,,,,,,,,,,2,,,73,0,
7200,note_on,240,0,4,,,,,,,,,,,,,,,3,,,79,0,
7200,note_on,0,0,4,,,,,,,,,,,,,,,3,,,77,100,
7200,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,100,
7200,note_on,480,0,1,,,,,,,,,,,,,,,0,,,57,0,
7200,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
7560,note_on,360,0,2,,,,,,,,,,,,,,,1,,,69,0,
7560,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
7680,note_on,120,0,2,,,,,,,,,,,,,,,1,,,71,0,
7680,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,100,
7680,note_on,0,0,4,,,,,,,,,,,,,,,3,,,77,100,
7680,note_on,480,0,4,,,,,,,,,,,,,,,3,,,77,0,
7680,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
7680,note_on,480,0,1,,,,,,,,,,,,,,,0,,,62,0,
8040,note_on,360,0,2,,,,,,,,,,,,,,,1,,,69,0,
8040,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
8160,note_on,0,0,4,,,,,,,,,,,,,,,3,,,77,100,
8160,note_on,480,0,4,,,,,,,,,,,,,,,3,,,77,0,
8160,note_on,480,0,1,,,,,,,,,,,,,,,0,,,62,0,
8160,note_on,120,0,2,,,,,,,,,,,,,,,1,,,71,0,
8160,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
8160,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,100,
8520,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
8520,note_on,360,0,2,,,,,,,,,,,,,,,1,,,69,0,
8640,note_on,120,0,2,,,,,,,,,,,,,,,1,,,71,0,
8640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
8640,note_on,480,0,4,,,,,,,,,,,,,,,3,,,77,0,
8640,note_on,0,0,4,,,,,,,,,,,,,,,3,,,78,100,
8640,note_on,480,0,1,,,,,,,,,,,,,,,0,,,62,0,
8640,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
8880,note_on,0,0,2,,,,,,,,,,,,,,,1,,,75,100,
8880,note_on,240,0,2,,,,,,,,,,,,,,,1,,,72,0,
9120,note_on,0,0,4,,,,,,,,,,,,,,,3,,,78,100,
9120,note_on,480,0,1,,,,,,,,,,,,,,,0,,,62,0,
9120,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
9120,note_on,0,0,2,,,,,,,,,,,,,,,1,,,75,100,
9120,note_on,240,0,2,,,,,,,,,,,,,,,1,,,75,0,
9120,note_on,480,0,4,,,,,,,,,,,,,,,3,,,78,0,
9360,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
9360,note_on,240,0,2,,,,,,,,,,,,,,,1,,,75,0,
9600,note_on,0,0,2,,,,,,,,,,,,,,,1,,,74,100,
9600,note_on,480,0,4,,,,,,,,,,,,,,,3,,,78,0,
9600,note_on,0,0,4,,,,,,,,,,,,,,,3,,,78,100,
9600,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
9600,note_on,480,0,1,,,,,,,,,,,,,,,0,,,62,0,
9600,note_on,240,0,2,,,,,,,,,,,,,,,1,,,74,0,
9840,note_on,240,0,2,,,,,,,,,,,,,,,1,,,74,0,
9840,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
10080,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
10080,note_on,240,0,2,,,,,,,,,,,,,,,1,,,72,0,
10080,note_on,0,0,4,,,,,,,,,,,,,,,3,,,78,100,
10080,note_on,480,0,4,,,,,,,,,,,,,,,3,,,78,0,
10080,note_on,480,0,1,,,,,,,,,,,,,,,0,,,62,0,
10080,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,100,
10440,note_on,0,0,4,,,,,,,,,,,,,,,3,,,79,100,
10440,note_on,360,0,4,,,,,,,,,,,,,,,3,,,78,0,
10560,note_on,0,0,4,,,,,,,,,,,,,,,3,,,78,100,
10560,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
10560,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
10560,note_on,120,0,4,,,,,,,,,,,,,,,3,,,79,0,
10560,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,100,
10560,note_on,480,0,1,,,,,,,,,,,,,,,0,,,63,0,
10920,note_on,360,0,4,,,,,,,,,,,,,,,3,,,78,0,
10920,note_on,0,0,4,,,,,,,,,,,,,,,3,,,79,100,
11040,note_on,480,0,1,,,,,,,,,,,,,,,0,,,63,0,
11040,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,100,
11040,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
11040,note_on,120,0,4,,,,,,,,,,,,,,,3,,,79,0,
11040,note_on,0,0,4,,,,,,,,,,,,,,,3,,,78,100,
11040,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
11400,note_on,360,0,4,,,,,,,,,,,,,,,3,,,78,0,
11400,note_on,0,0,4,,,,,,,,,,,,,,,3,,,79,100,
11520,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,100,
11520,note_on,480,0,1,,,,,,,,,,,,,,,0,,,63,0,
11520,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
11520,note_on,0,0,4,,,,,,,,,,,,,,,3,,,81,100,
11520,note_on,120,0,4,,,,,,,,,,,,,,,3,,,79,0,
11520,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
11760,note_on,240,0,4,,,,,,,,,,,,,,,3,,,81,0,
11760,note_on,0,0,4,,,,,,,,,,,,,,,3,,,84,100,
12000,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,100,
12000,note_on,480,0,2,,,,,,,,,,,,,,,1,,,72,0,
12000,note_on,240,0,4,,,,,,,,,,,,,,,3,,,84,0,
12000,note_on,0,0,4,,,,,,,,,,,,,,,3,,,84,100,
12000,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,100,
12000,note_on,480,0,1,,,,,,,,,,,,,,,0,,,63,0,
12240,note_on,240,0,4,,,,,,,,,,,,,,,3,,,84,0,
12240,note_on,0,0,4,,,,,,,,,,,,,,,3,,,83,100,
12480,note_on,480,0,1,,,,,,,,,,,,,,,0,,,63,0,
12480,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,100,
12480,note_on,240,0,4,,,,,,,,,,,,,,,3,,,83,0,
12480,note_on,0,0,4,,,,,,,,,,,,,,,3,,,83,100,
12480,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
12480,note_on,480,0,2,,,,,,,,,,,,,,,1,,,69,0,
12720,note_on,240,0,4,,,,,,,,,,,,,,,3,,,83,0,
12720,note_on,0,0,4,,,,,,,,,,,,,,,3,,,81,100,
12960,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
12960,note_on,240,0,4,,,,,,,,,,,,,,,3,,,81,0,
12960,note_on,0,0,4,,,,,,,,,,,,,,,3,,,81,100,
12960,note_on,480,0,2,,,,,,,,,,,,,,,1,,,71,0,
12960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,100,
12960,note_on,480,0,1,,,,,,,,,,,,,,,0,,,63,0,
13320,note_on,0,0,4,,,,,,,,,,,,,,,3,,,78,100,
13320,note_on,360,0,4,,,,,,,,,,,,,,,3,,,81,0,
13440,note_on,120,0,4,,,,,,,,,,,,,,,3,,,78,0,
13440,note_on,0,0,2,,,,,,,,,,,,,,,1,,,73,100,
13440,note_on,0,0,4,,,,,,,,,,,,,,,3,,,79,100,
13440,note_on,480,0,2,,,,,,,,,,,,,,,1,,,72,0,
13440,note_on,480,0,1,,,,,,,,,,,,,,,0,,,63,0,
13440,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,100,
13800,note_on,0,0,4,,,,,,,,,,,,,,,3,,,82,100,
13800,note_on,360,0,4,,,,,,,,,,,,,,,3,,,79,0,
13920,note_on,0,0,4,,,,,,,,,,,,,,,3,,,81,100,
13920,note_on,120,0,4,,,,,,,,,,,,,,,3,,,82,0,
13920,note_on,480,0,1,,,,,,,,,,,,,,,0,,,64,0,
13920,note_on,0,0,1,,,,,,,,,,,,,,,0,,,63,100,
13920,note_on,480,0,2,,,,,,,,,,,,,,,1,,,73,0,
13920,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
14040,note_on,120,0,4,,,,,,,,,,,,,,,3,,,81,0,
14040,note_on,0,0,4,,,,,,,,,,,,,,,3,,,79,100,
14160,note_on,120,0,4,,,,,,,,,,,,,,,3,,,79,0,
14160,note_on,0,0,4,,,,,,,,,,,,,,,3,,,81,100,
14280,note_on,0,0,4,,,,,,,,,,,,,,,3,,,78,100,
14280,note_on,120,0,4,,,,,,,,,,,,,,,3,,,81,0,
14400,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
14400,note_on,0,0,2,,,,,,,,,,,,,,,1,,,71,100,
14400,note_on,480,0,2,,,,,,,,,,,,,,,1,,,72,0,
14400,note_on,0,0,4,,,,,,,,,,,,,,,3,,,79,100,
14400,note_on,120,0,4,,,,,,,,,,,,,,,3,,,78,0,
14400,note_on,480,0,1,,,,,,,,,,,,,,,0,,,63,0,
14640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,72,100,
14640,note_on,240,0,2,,,,,,,,,,,,,,,1,,,71,0,
14640,note_on,240,0,4,,,,,,,,,,,,,,,3,,,79,0,
14640,note_on,0,0,4,,,,,,,,,,,,,,,3,,,81,100,
14880,note_on,240,0,4,,,,,,,,,,,,,,,3,,,81,0,
14880,note_on,0,0,4,,,,,,,,,,,,,,,3,,,78,100,
14880,note_on,240,0,2,,,,,,,,,,,,,,,1,,,72,0,
14880,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
14880,note_on,480,0,1,,,,,,,,,,,,,,,0,,,62,0,
14880,note_on,0,0,2,,,,,,,,,,,,,,,1,,,69,100,
15600,note_on,720,0,4,,,,,,,,,,,,,,,3,,,78,0,
15600,note_on,0,0,4,,,,,,,,,,,,,,,3,,,79,100,
15840,note_on,960,0,1,,,,,,,,,,,,,,,0,,,62,0,
15840,note_on,960,0,2,,,,,,,,,,,,,,,1,,,69,0,
15840,note_on,0,0,4,,,,,,,,,,,,,,,3,,,70,100,
15840,note_on,240,0,4,,,,,,,,,,,,,,,3,,,79,0,
16020,note_on,0,0,4,,,,,,,,,,,,,,,3,,,69,100,
16020,note_on,180,0,4,,,,,,,,,,,,,,,3,,,70,0,
16080,note_on,60,0,4,,,,,,,,,,,,,,,3,,,69,0,
16080,note_on,0,0,4,,,,,,,,,,,,,,,3,,,67,100,
16140,note_on,0,0,4,,,,,,,,,,,,,,,3,,,66,100,
16140,note_on,60,0,4,,,,,,,,,,,,,,,3,,,67,0,
16200,note_on,60,0,4,,,,,,,,,,,,,,,3,,,66,0,
16200,note_on,0,0,4,,,,,,,,,,,,,,,3,,,67,100,
16320,note_on,120,0,4,,,,,,,,,,,,,,,3,,,67,0,
16320,note_on,0,0,4,,,,,,,,,,,,,,,3,,,61,100,
16860,note_on,0,0,4,,,,,,,,,,,,,,,3,,,62,100,
16860,note_on,540,0,4,,,,,,,,,,,,,,,3,,,61,0,
16920,note_on,60,0,4,,,,,,,,,,,,,,,3,,,62,0,
16920,note_on,0,0,4,,,,,,,,,,,,,,,3,,,64,100,
16980,note_on,0,0,4,,,,,,,,,,,,,,,3,,,66,100,
16980,note_on,60,0,4,,,,,,,,,,,,,,,3,,,64,0,
17040,note_on,0,0,4,,,,,,,,,,,,,,,3,,,67,100,
17040,note_on,60,0,4,,,,,,,,,,,,,,,3,,,66,0,
17100,note_on,0,0,4,,,,,,,,,,,,,,,3,,,69,100,
17100,note_on,60,0,4,,,,,,,,,,,,,,,3,,,67,0,
17160,note_on,0,0,4,,,,,,,,,,,,,,,3,,,70,100,
17160,note_on,60,0,4,,,,,,,,,,,,,,,3,,,69,0,
17190,note_on,0,0,4,,,,,,,,,,,,,,,3,,,72,100,
17190,note_on,30,0,4,,,,,,,,,,,,,,,3,,,70,0,
17220,note_on,30,0,4,,,,,,,,,,,,,,,3,,,72,0,
17220,note_on,0,0,4,,,,,,,,,,,,,,,3,,,69,100,
17280,note_on,0,0,4,,,,,,,,,,,,,,,3,,,70,100,
17280,note_on,1440,0,2,,,,,,,,,,,,,,,1,,,67,100,
17280,note_on,60,0,4,,,,,,,,,,,,,,,3,,,69,0,
17640,note_on,0,0,2,,,,,,,,,,,,,,,1,,,66,100,
17640,note_on,360,0,2,,,,,,,,,,,,,,,1,,,67,0,
17640,note_on,0,0,4,,,,,,,,,,,,,,,3,,,69,100,
17640,note_on,360,0,4,,,,,,,,,,,,,,,3,,,70,0,
17760,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,100,
17760,note_on,120,0,2,,,,,,,,,,,,,,,1,,,66,0,
17760,note_on,0,0,4,,,,,,,,,,,,,,,3,,,70,100,
17760,note_on,120,0,4,,,,,,,,,,,,,,,3,,,69,0,
18120,note_on,360,0,4,,,,,,,,,,,,,,,3,,,70,0,
18120,note_on,0,0,4,,,,,,,,,,,,,,,3,,,69,100,
18120,note_on,360,0,2,,,,,,,,,,,,,,,1,,,67,0,
18120,note_on,0,0,2,,,,,,,,,,,,,,,1,,,66,100,
18240,note_on,120,0,4,,,,,,,,,,,,,,,3,,,69,0,
18240,note_on,120,0,2,,,,,,,,,,,,,,,1,,,66,0,
18240,note_on,0,0,2,,,,,,,,,,,,,,,1,,,67,100,
18240,note_on,0,0,4,,,,,,,,,,,,,,,3,,,70,100,
18480,note_on,0,0,4,,,,,,,,,,,,,,,3,,,75,100,
18480,note_on,240,0,4,,,,,,,,,,,,,,,3,,,70,0,
18720,note_on,240,0,4,,,,,,,,,,,,,,,3,,,75,0,
18720,note_on,480,0,2,,,,,,,,,,,,,,,1,,,67,0,
18720,note_on,0,0,4,,,,,,,,,,,,,,,3,,,74,100,
19080,note_on,360,0,4,,,,,,,,,,,,,,,3,,,74,0,
19080,note_on,0,0,4,,,,,,,,,,,,,,,3,,,75,100,
19140,note_on,60,0,4,,,,,,,,,,,,,,,3,,,75,0,
19140,note_on,0,0,4,,,,,,,,,,,,,,,3,,,72,100,
19200,note_on,480,0,2,,,,,,,,,,,,,,,1,,,62,100,
19200,note_on,0,0,4,,,,,,,,,,,,,,,3,,,70,100,
19200,note_on,60,0,4,,,,,,,,,,,,,,,3,,,72,0,
19680,pitchwheel,0,0,4,,,,,,,,,,,,,,,3,,,,,4096
19680,note_on,480,0,4,,,,,,,,,,,,,,,3,,,70,0,
19680,note_on,0,0,4,,,,,,,,,,,,,,,3,,,69,100,
19720,pitchwheel,40,0,4,,,,,,,,,,,,,,,3,,,,,0
19760,pitchwheel,40,0,4,,,,,,,,,,,,,,,3,,,,,4096
