tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
0,set_tempo,909090,0,1,0,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,
0,track_name,,0,1,2,,,,,,,,
0,note_on,,0,0,3,,,,,,0,52,102
0,track_name,,0,1,3,,,,,,,,
0,track_name,,0,1,1,,,,,,,,
0,program_change,,0,0,1,,,,,19,0,,
384,note_on,,384,0,2,,,,,,0,55,92
384,note_on,,384,0,1,,,,,,0,64,92
384,note_on,,0,0,1,,,,,,0,67,92
384,note_on,,0,0,1,,,,,,0,71,92
768,note_off,,768,0,3,,,,,,0,52,64
768,note_on,,0,0,1,,,,,,0,69,92
768,note_on,,0,0,1,,,,,,0,66,92
768,note_on,,0,0,3,,,,,,0,54,102
768,note_off,,384,0,1,,,,,,0,71,64
768,note_on,,0,0,2,,,,,,0,57,92
768,note_off,,0,0,1,,,,,,0,67,64
768,note_off,,384,0,2,,,,,,0,55,64
960,note_off,,192,0,1,,,,,,0,64,64
960,note_on,,0,0,1,,,,,,0,64,92
1152,note_off,,384,0,3,,,,,,0,54,64
1152,note_on,,0,0,2,,,,,,0,54,92
1152,note_off,,384,0,2,,,,,,0,57,64
1152,note_on,,0,0,3,,,,,,0,47,102
1152,note_on,,0,0,2,,,,,,0,59,92
1152,note_off,,192,0,1,,,,,,0,64,64
1152,note_off,,0,0,1,,,,,,0,66,64
1152,note_on,,0,0,1,,,,,,0,63,92
1344,note_off,,192,0,1,,,,,,0,69,64
1344,note_on,,0,0,1,,,,,,0,71,92
1536,note_on,,0,0,3,,,,,,0,52,102
1536,note_off,,0,0,2,,,,,,0,54,64
1536,note_off,,384,0,2,,,,,,0,59,64
1536,note_off,,192,0,1,,,,,,0,71,64
1536,note_off,,384,0,3,,,,,,0,47,64
1536,note_on,,0,0,1,,,,,,0,67,92
1536,note_off,,0,0,1,,,,,,0,63,64
1536,note_on,,0,0,2,,,,,,0,59,92
1536,note_on,,0,0,2,,,,,,0,54,92
1728,note_on,,192,0,1,,,,,,0,59,92
1920,note_off,,384,0,2,,,,,,0,59,64
1920,note_off,,0,0,2,,,,,,0,54,64
1920,note_on,,0,0,1,,,,,,0,64,92
1920,note_off,,192,0,1,,,,,,0,59,64
1920,note_off,,384,0,3,,,,,,0,52,64
2112,note_on,,192,0,3,,,,,,0,43,102
2112,note_on,,192,0,2,,,,,,0,52,92
2112,note_off,,192,0,1,,,,,,0,64,64
2112,note_off,,0,0,1,,,,,,0,67,64
2112,note_on,,0,0,1,,,,,,0,67,92
2112,note_on,,0,0,1,,,,,,0,59,92
2112,note_on,,0,0,1,,,,,,0,64,92
2304,note_off,,192,0,3,,,,,,0,43,64
2304,note_on,,0,0,3,,,,,,0,45,102
2304,note_on,,0,0,2,,,,,,0,52,92
2304,note_off,,192,0,2,,,,,,0,52,64
2304,note_on,,0,0,1,,,,,,0,60,92
2304,note_off,,0,0,1,,,,,,0,59,64
2304,note_off,,192,0,1,,,,,,0,64,64
2496,note_off,,192,0,1,,,,,,0,67,64
2496,note_on,,0,0,1,,,,,,0,67,92
2688,note_on,,0,0,2,,,,,,0,57,92
2688,note_off,,192,0,1,,,,,,0,67,64
2688,note_on,,0,0,1,,,,,,0,66,92
2688,note_on,,0,0,1,,,,,,0,60,92
2688,note_off,,384,0,2,,,,,,0,52,64
2688,note_off,,0,0,1,,,,,,0,60,64
2880,note_off,,192,0,1,,,,,,0,66,64
2880,note_on,,0,0,1,,,,,,0,64,92
2880,note_off,,192,0,2,,,,,,0,57,64
2880,note_on,,0,0,2,,,,,,0,54,92
3072,note_off,,768,0,3,,,,,,0,45,64
3072,note_on,,0,0,3,,,,,,0,47,102
3072,note_on,,0,0,1,,,,,,0,63,92
3072,note_on,,0,0,2,,,,,,0,54,92
3072,note_off,,192,0,1,,,,,,0,64,64
3072,note_off,,0,0,1,,,,,,0,60,64
3072,note_on,,0,0,1,,,,,,0,59,92
3072,note_off,,192,0,2,,,,,,0,54,64
3264,note_off,,192,0,1,,,,,,0,63,64
3264,note_off,,0,0,1,,,,,,0,59,64
3264,note_on,,0,0,1,,,,,,0,59,92
3456,note_off,,384,0,2,,,,,,0,54,64
3456,note_off,,192,0,1,,,,,,0,59,64
3456,note_on,,0,0,1,,,,,,0,71,92
3456,note_on,,0,0,1,,,,,,0,64,92
3648,note_on,,192,0,2,,,,,,0,55,92
3840,note_on,,0,0,1,,,,,,0,69,92
3840,note_on,,0,0,2,,,,,,0,54,92
3840,note_off,,192,0,2,,,,,,0,55,64
3840,note_off,,384,0,1,,,,,,0,71,64
4032,note_on,,0,0,1,,,,,,0,64,92
4032,note_off,,192,0,1,,,,,,0,64,64
4224,note_off,,192,0,1,,,,,,0,64,64
4224,note_on,,0,0,1,,,,,,0,63,92
4224,note_on,,0,0,2,,,,,,0,59,92
4224,note_off,,384,0,2,,,,,,0,54,64
4416,note_off,,192,0,1,,,,,,0,69,64
4416,note_on,,0,0,1,,,,,,0,71,92
4608,note_off,,192,0,1,,,,,,0,71,64
4608,note_on,,0,0,3,,,,,,0,52,102
4608,note_off,,0,0,1,,,,,,0,63,64
4608,note_on,,0,0,1,,,,,,0,67,92
4608,note_on,,0,0,1,,,,,,0,64,92
4608,note_off,,1536,0,3,,,,,,0,47,64
4800,note_off,,192,0,1,,,,,,0,67,64
4800,note_on,,0,0,1,,,,,,0,69,92
4992,note_off,,384,0,3,,,,,,0,52,64
4992,note_on,,0,0,3,,,,,,0,50,102
4992,note_on,,0,0,2,,,,,,0,59,92
4992,note_off,,768,0,2,,,,,,0,59,64
4992,note_off,,192,0,1,,,,,,0,69,64
4992,note_off,,0,0,1,,,,,,0,64,64
4992,note_on,,0,0,1,,,,,,0,66,92
4992,note_on,,0,0,1,,,,,,0,71,92
5376,note_off,,384,0,2,,,,,,0,59,64
5376,note_off,,384,0,1,,,,,,0,66,64
5376,note_on,,0,0,2,,,,,,0,52,92
5376,note_on,,0,0,3,,,,,,0,48,102
5376,note_off,,384,0,3,,,,,,0,50,64
5376,note_on,,0,0,1,,,,,,0,64,92
5760,note_off,,384,0,1,,,,,,0,71,64
5760,note_on,,0,0,1,,,,,,0,69,92
5952,note_off,,576,0,2,,,,,,0,52,64
5952,note_on,,0,0,2,,,,,,0,54,92
6144,note_on,,0,0,3,,,,,,0,47,102
6144,note_off,,768,0,3,,,,,,0,48,64
6144,note_on,,0,0,2,,,,,,0,55,92
6144,note_off,,192,0,2,,,,,,0,54,64
6144,note_off,,384,0,1,,,,,,0,69,64
6144,note_on,,0,0,1,,,,,,0,71,92
6528,note_on,,0,0,2,,,,,,0,54,92
6528,note_off,,384,0,2,,,,,,0,55,64
6528,note_on,,0,0,1,,,,,,0,63,92
6528,note_off,,384,0,1,,,,,,0,64,64
6720,note_on,,0,0,1,,,,,,0,69,92
6720,note_off,,192,0,1,,,,,,0,71,64
6912,note_off,,0,0,1,,,,,,0,63,64
6912,note_on,,0,0,1,,,,,,0,68,92
6912,note_off,,192,0,1,,,,,,0,69,64
6912,note_off,,768,0,3,,,,,,0,47,64
6912,note_on,,0,0,3,,,,,,0,52,102
6912,note_off,,384,0,2,,,,,,0,54,64
6912,note_on,,0,0,2,,,,,,0,52,92
7104,note_on,,192,0,1,,,,,,0,62,92
7296,note_off,,384,0,2,,,,,,0,52,64
7296,note_on,,0,0,2,,,,,,0,56,92
7296,note_off,,192,0,1,,,,,,0,62,64
7296,note_off,,0,0,1,,,,,,0,68,64
7296,note_on,,0,0,1,,,,,,0,60,92
7488,note_on,,0,0,1,,,,,,0,59,92
7488,note_off,,192,0,1,,,,,,0,60,64
7680,note_on,,0,0,2,,,,,,0,57,92
7680,note_off,,192,0,1,,,,,,0,59,64
7680,note_on,,0,0,1,,,,,,0,60,92
7680,note_on,,0,0,2,,,,,,0,54,92
7680,note_off,,384,0,2,,,,,,0,56,64
7680,note_on,,0,0,3,,,,,,0,45,102
7680,note_off,,768,0,3,,,,,,0,52,64
7872,note_on,,192,0,1,,,,,,0,64,92
8064,note_on,,0,0,3,,,,,,0,48,102
8064,note_off,,384,0,3,,,,,,0,45,64
8064,note_off,,384,0,2,,,,,,0,57,64
8064,note_on,,0,0,2,,,,,,0,60,92
8064,note_on,,0,0,1,,,,,,0,69,92
8064,note_off,,192,0,1,,,,,,0,60,64
8064,note_off,,0,0,2,,,,,,0,54,64
8256,note_on,,0,0,2,,,,,,0,59,92
8256,note_on,,0,0,1,,,,,,0,67,92
8256,note_off,,192,0,1,,,,,,0,69,64
8256,note_off,,192,0,2,,,,,,0,60,64
