tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,note,velocity,channel
0,time_signature,4,4,24,8,0,1,0,,,,,
0,track_name,,,,,0,1,4,,,,,
0,track_name,,,,,0,1,3,,,,,
0,track_name,,,,,0,1,2,,,,,
0,track_name,,,,,0,1,5,,,,,
0,set_tempo,,,,,0,1,0,,1500000,,,
0,key_signature,,,,,0,1,0,G,,,,
0,track_name,,,,,0,1,1,,,,,
512,note_on,,,,,512,0,3,,,55,96,2
1024,note_on,,,,,0,0,3,,,55,96,2
1024,note_off,,,,,512,0,3,,,55,0,2
1536,note_on,,,,,0,0,3,,,57,96,2
1536,note_off,,,,,512,0,3,,,55,0,2
2048,note_off,,,,,512,0,3,,,57,0,2
2048,note_on,,,,,0,0,3,,,59,96,2
3072,note_off,,,,,1024,0,3,,,59,0,2
3072,note_on,,,,,0,0,3,,,57,96,2
3584,note_off,,,,,512,0,3,,,57,0,2
3584,note_on,,,,,0,0,3,,,59,96,2
4096,note_off,,,,,512,0,3,,,59,0,2
4096,note_on,,,,,0,0,3,,,60,96,2
4608,note_on,,,,,4608,0,2,,,67,96,1
4608,note_off,,,,,512,0,3,,,60,0,2
4608,note_on,,,,,0,0,3,,,59,96,2
5120,note_on,,,,,0,0,3,,,57,96,2
5120,note_off,,,,,512,0,2,,,67,0,1
5120,note_off,,,,,512,0,3,,,59,0,2
5120,note_on,,,,,0,0,2,,,67,96,1
5632,note_on,,,,,0,0,2,,,66,96,1
5632,note_off,,,,,512,0,2,,,67,0,1
6144,note_on,,,,,0,0,2,,,64,96,1
6144,note_off,,,,,512,0,2,,,66,0,1
6144,note_off,,,,,1024,0,3,,,57,0,2
6144,note_on,,,,,0,0,3,,,55,96,2
6656,note_on,,,,,0,0,3,,,56,96,2
6656,note_off,,,,,512,0,3,,,55,0,2
7168,note_off,,,,,1024,0,2,,,64,0,1
7168,note_on,,,,,0,0,3,,,57,96,2
7168,note_off,,,,,512,0,3,,,56,0,2
7168,note_on,,,,,0,0,2,,,66,96,1
7680,note_on,,,,,0,0,3,,,58,96,2
7680,note_on,,,,,0,0,2,,,64,96,1
7680,note_off,,,,,512,0,3,,,57,0,2
7680,note_off,,,,,512,0,2,,,66,0,1
8192,note_on,,,,,0,0,2,,,62,96,1
8192,note_off,,,,,512,0,2,,,64,0,1
8192,note_on,,,,,0,0,3,,,59,96,2
8192,note_off,,,,,512,0,3,,,58,0,2
8704,note_off,,,,,512,0,2,,,62,0,1
8704,note_on,,,,,0,0,2,,,64,96,1
9216,note_on,,,,,0,0,2,,,66,96,1
9216,note_off,,,,,512,0,2,,,64,0,1
9728,note_off,,,,,1536,0,3,,,59,0,2
9728,note_on,,,,,0,0,3,,,57,96,2
10240,note_off,,,,,512,0,3,,,57,0,2
10240,note_on,,,,,0,0,3,,,59,96,2
10240,note_on,,,,,0,0,2,,,67,96,1
10240,note_off,,,,,1024,0,2,,,66,0,1
10752,note_on,,,,,0,0,3,,,61,96,2
10752,note_off,,,,,512,0,3,,,59,0,2
11264,note_on,,,,,0,0,3,,,62,96,2
11264,note_off,,,,,512,0,3,,,61,0,2
11776,note_off,,,,,1536,0,2,,,67,0,1
11776,note_on,,,,,0,0,2,,,66,96,1
12288,note_off,,,,,512,0,2,,,66,0,1
12288,note_on,,,,,0,0,2,,,64,96,1
12800,note_off,,,,,512,0,2,,,64,0,1
12800,note_on,,,,,0,0,2,,,69,96,1
12800,note_on,,,,,0,0,3,,,60,96,2
12800,note_off,,,,,1536,0,3,,,62,0,2
13312,note_on,,,,,0,0,3,,,59,96,2
13312,note_off,,,,,512,0,3,,,60,0,2
13312,note_off,,,,,512,0,2,,,69,0,1
13312,note_on,,,,,0,0,2,,,62,96,1
13824,note_on,,,,,0,0,2,,,67,96,1
13824,note_off,,,,,512,0,2,,,62,0,1
13824,note_off,,,,,512,0,3,,,59,0,2
13824,note_on,,,,,0,0,3,,,64,96,2
14336,note_off,,,,,512,0,3,,,64,0,2
14336,note_on,,,,,0,0,3,,,57,96,2
14848,note_on,,,,,0,0,2,,,66,96,1
14848,note_off,,,,,1024,0,2,,,67,0,1
14848,note_on,,,,,14848,0,5,,,38,96,4
14848,note_on,,,,,14848,0,4,,,50,96,3
15104,note_on,,,,,0,0,2,,,64,96,1
15104,note_off,,,,,256,0,2,,,66,0,1
15360,note_off,,,,,512,0,4,,,50,0,3
15360,note_on,,,,,0,0,2,,,66,96,1
15360,note_on,,,,,0,0,4,,,50,96,3
15360,note_off,,,,,256,0,2,,,64,0,1
15360,note_off,,,,,512,0,5,,,38,0,4
15360,note_on,,,,,0,0,5,,,38,96,4
15872,note_off,,,,,512,0,2,,,66,0,1
15872,note_on,,,,,0,0,4,,,52,96,3
15872,note_off,,,,,512,0,4,,,50,0,3
15872,note_off,,,,,512,0,5,,,38,0,4
15872,note_on,,,,,0,0,5,,,40,96,4
15872,note_on,,,,,0,0,2,,,67,96,1
16384,note_on,,,,,0,0,4,,,54,96,3
16384,note_off,,,,,512,0,4,,,52,0,3
16384,note_off,,,,,512,0,5,,,40,0,4
16384,note_on,,,,,0,0,5,,,42,96,4
16384,note_on,,,,,0,0,2,,,69,96,1
16384,note_off,,,,,512,0,2,,,67,0,1
16896,note_on,,,,,0,0,3,,,59,96,2
16896,note_off,,,,,2560,0,3,,,57,0,2
17408,note_on,,,,,0,0,2,,,67,96,1
17408,note_off,,,,,1024,0,4,,,54,0,3
17408,note_on,,,,,0,0,4,,,52,96,3
17408,note_off,,,,,512,0,3,,,59,0,2
17408,note_off,,,,,1024,0,2,,,69,0,1
17408,note_off,,,,,1024,0,5,,,42,0,4
17408,note_on,,,,,0,0,5,,,40,96,4
17408,note_on,,,,,0,0,3,,,60,96,2
17920,note_off,,,,,512,0,4,,,52,0,3
17920,note_on,,,,,0,0,4,,,54,96,3
17920,note_on,,,,,0,0,2,,,69,96,1
17920,note_off,,,,,512,0,5,,,40,0,4
17920,note_on,,,,,0,0,5,,,42,96,4
17920,note_off,,,,,512,0,2,,,67,0,1
18432,note_on,,,,,0,0,5,,,43,96,4
18432,note_on,,,,,0,0,3,,,59,96,2
18432,note_on,,,,,0,0,2,,,71,96,1
18432,note_on,,,,,0,0,4,,,55,96,3
18432,note_off,,,,,512,0,4,,,54,0,3
18432,note_off,,,,,512,0,2,,,69,0,1
18432,note_off,,,,,512,0,5,,,42,0,4
18432,note_off,,,,,1024,0,3,,,60,0,2
18944,note_on,,,,,0,0,3,,,57,96,2
18944,note_off,,,,,512,0,3,,,59,0,2
18944,note_on,,,,,0,0,2,,,62,96,1
18944,note_off,,,,,512,0,2,,,71,0,1
18944,note_on,,,,,0,0,4,,,54,96,3
18944,note_off,,,,,512,0,4,,,55,0,3
18944,note_on,,,,,0,0,5,,,42,96,4
18944,note_off,,,,,512,0,5,,,43,0,4
19456,note_off,,,,,512,0,5,,,42,0,4
19456,note_off,,,,,512,0,3,,,57,0,2
19456,note_on,,,,,0,0,3,,,55,96,2
19456,note_on,,,,,0,0,4,,,52,96,3
19456,note_on,,,,,0,0,2,,,62,96,1
19456,note_off,,,,,512,0,2,,,62,0,1
19456,note_off,,,,,512,0,4,,,54,0,3
19456,note_on,,,,,0,0,5,,,40,96,4
19968,note_off,,,,,512,0,2,,,62,0,1
19968,note_on,,,,,0,0,2,,,61,96,1
20480,note_off,,,,,512,0,2,,,61,0,1
20480,note_on,,,,,0,0,2,,,59,96,1
20480,note_on,,,,,0,0,5,,,38,96,4
20480,note_off,,,,,1024,0,4,,,52,0,3
20480,note_on,,,,,0,0,4,,,50,96,3
20480,note_off,,,,,1024,0,5,,,40,0,4
20992,note_off,,,,,512,0,4,,,50,0,3
20992,note_on,,,,,0,0,4,,,51,96,3
20992,note_off,,,,,1536,0,3,,,55,0,2
20992,note_on,,,,,0,0,3,,,54,96,2
20992,note_off,,,,,512,0,5,,,38,0,4
20992,note_on,,,,,0,0,5,,,39,96,4
21504,note_off,,,,,512,0,3,,,54,0,2
21504,note_on,,,,,0,0,2,,,61,96,1
21504,note_off,,,,,1024,0,2,,,59,0,1
21504,note_off,,,,,512,0,5,,,39,0,4
21504,note_on,,,,,0,0,5,,,40,96,4
21504,note_on,,,,,0,0,3,,,55,96,2
21504,note_off,,,,,512,0,4,,,51,0,3
21504,note_on,,,,,0,0,4,,,52,96,3
22016,note_on,,,,,0,0,5,,,41,96,4
22016,note_on,,,,,0,0,3,,,56,96,2
22016,note_on,,,,,0,0,2,,,59,96,1
22016,note_off,,,,,512,0,3,,,55,0,2
22016,note_off,,,,,512,0,4,,,52,0,3
22016,note_off,,,,,512,0,5,,,40,0,4
22016,note_off,,,,,512,0,2,,,61,0,1
22016,note_on,,,,,0,0,4,,,53,96,3
22528,note_off,,,,,512,0,3,,,56,0,2
22528,note_off,,,,,512,0,5,,,41,0,4
22528,note_on,,,,,0,0,3,,,57,96,2
22528,note_on,,,,,0,0,2,,,57,96,1
22528,note_on,,,,,0,0,5,,,42,96,4
22528,note_off,,,,,512,0,4,,,53,0,3
22528,note_on,,,,,0,0,4,,,54,96,3
22528,note_off,,,,,512,0,2,,,59,0,1
23040,note_on,,,,,0,0,2,,,59,96,1
23040,note_off,,,,,512,0,2,,,57,0,1
23552,note_off,,,,,512,0,2,,,59,0,1
23552,note_on,,,,,0,0,2,,,61,96,1
24064,note_on,,,,,0,0,5,,,40,96,4
24064,note_off,,,,,1536,0,5,,,42,0,4
24064,note_on,,,,,0,0,3,,,55,96,2
24064,note_off,,,,,1536,0,4,,,54,0,3
24064,note_on,,,,,0,0,4,,,52,96,3
24064,note_off,,,,,1536,0,3,,,57,0,2
24576,note_on,,,,,0,0,2,,,62,96,1
24576,note_off,,,,,512,0,4,,,52,0,3
24576,note_off,,,,,1024,0,2,,,61,0,1
24576,note_on,,,,,0,0,3,,,57,96,2
24576,note_off,,,,,512,0,5,,,40,0,4
24576,note_on,,,,,0,0,5,,,42,96,4
24576,note_on,,,,,0,0,4,,,54,96,3
24576,note_off,,,,,512,0,3,,,55,0,2
25088,note_off,,,,,512,0,4,,,54,0,3
25088,note_on,,,,,0,0,4,,,47,96,3
25088,note_on,,,,,0,0,5,,,35,96,4
25088,note_off,,,,,512,0,5,,,42,0,4
25088,note_off,,,,,512,0,3,,,57,0,2
25088,note_on,,,,,0,0,3,,,55,96,2
25344,note_off,,,,,256,0,3,,,55,0,2
25344,note_on,,,,,0,0,3,,,54,96,2
25600,note_on,,,,,0,0,4,,,52,96,3
25600,note_off,,,,,512,0,4,,,47,0,3
25600,note_on,,,,,0,0,5,,,40,96,4
25600,note_off,,,,,512,0,5,,,35,0,4
25600,note_off,,,,,256,0,3,,,54,0,2
25600,note_on,,,,,0,0,3,,,55,96,2
26112,note_on,,,,,0,0,2,,,60,96,1
26112,note_off,,,,,1536,0,2,,,62,0,1
26368,note_on,,,,,0,0,2,,,59,96,1
26368,note_off,,,,,256,0,2,,,60,0,1
26624,note_on,,,,,0,0,2,,,60,96,1
26624,note_off,,,,,256,0,2,,,59,0,1
27136,note_on,,,,,0,0,4,,,45,96,3
27136,note_off,,,,,1536,0,4,,,52,0,3
27136,note_off,,,,,1536,0,5,,,40,0,4
27136,note_off,,,,,1536,0,3,,,55,0,2
