tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,1,58,64
0,program_change,0,0,2,,,,,,,0,1,,
0,program_change,0,0,1,,,,,,,0,0,,
0,end_of_track,0,1,3,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,750000,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,
30,note_on,30,0,1,,,,,,,,0,65,64
60,note_on,30,0,1,,,,,,,,0,65,0
60,note_on,0,0,1,,,,,,,,0,74,64
90,note_on,30,0,1,,,,,,,,0,74,0
90,note_on,0,0,1,,,,,,,,0,65,64
120,note_on,30,0,1,,,,,,,,0,65,0
120,note_on,0,0,2,,,,,,,,1,57,64
120,note_on,120,0,2,,,,,,,,1,58,0
150,note_on,30,0,1,,,,,,,,0,65,64
180,note_on,30,0,1,,,,,,,,0,65,0
180,note_on,0,0,1,,,,,,,,0,72,64
210,note_on,30,0,1,,,,,,,,0,72,0
210,note_on,0,0,1,,,,,,,,0,65,64
240,note_on,30,0,1,,,,,,,,0,65,0
240,note_on,120,0,2,,,,,,,,1,57,0
240,note_on,0,0,2,,,,,,,,1,58,64
270,note_on,30,0,1,,,,,,,,0,65,64
300,note_on,30,0,1,,,,,,,,0,65,0
300,note_on,0,0,1,,,,,,,,0,74,64
330,note_on,30,0,1,,,,,,,,0,74,0
330,note_on,0,0,1,,,,,,,,0,65,64
360,note_on,120,0,2,,,,,,,,1,58,0
360,note_on,0,0,2,,,,,,,,1,53,64
360,note_on,30,0,1,,,,,,,,0,65,0
390,note_on,30,0,1,,,,,,,,0,69,64
420,note_on,0,0,1,,,,,,,,0,77,64
420,note_on,30,0,1,,,,,,,,0,69,0
450,note_on,30,0,1,,,,,,,,0,77,0
450,note_on,0,0,1,,,,,,,,0,69,64
480,note_on,30,0,1,,,,,,,,0,69,0
480,note_on,0,0,2,,,,,,,,1,55,64
480,note_on,120,0,2,,,,,,,,1,53,0
510,note_on,30,0,1,,,,,,,,0,62,64
540,note_on,0,0,1,,,,,,,,0,70,64
540,note_on,30,0,1,,,,,,,,0,62,0
