tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
0,time_signature,12,16,18,8,0,1,0,,,,,
0,program_change,,,,,0,0,2,,0,1,,
0,track_name,,,,,0,1,2,,,,,
0,track_name,,,,,0,1,3,,,,,
0,note_on,,,,,0,0,1,,,0,62,110
0,end_of_track,,,,,0,1,3,,,,,
0,track_name,,,,,0,1,1,,,,,
0,set_tempo,,,,,0,1,0,666667,,,,
0,program_change,,,,,0,0,1,,0,0,,
48,note_off,,,,,48,0,1,,,0,62,64
60,note_on,,,,,12,0,1,,,0,61,110
108,note_off,,,,,48,0,1,,,0,61,64
120,note_on,,,,,12,0,1,,,0,62,110
168,note_off,,,,,48,0,1,,,0,62,64
180,note_on,,,,,12,0,1,,,0,64,110
228,note_off,,,,,48,0,1,,,0,64,64
240,note_on,,,,,12,0,1,,,0,61,110
288,note_off,,,,,48,0,1,,,0,61,64
300,note_on,,,,,12,0,1,,,0,62,110
348,note_off,,,,,48,0,1,,,0,62,64
360,note_on,,,,,12,0,1,,,0,65,110
408,note_off,,,,,48,0,1,,,0,65,64
420,note_on,,,,,12,0,1,,,0,61,110
468,note_off,,,,,48,0,1,,,0,61,64
480,note_on,,,,,12,0,1,,,0,62,110
528,note_off,,,,,48,0,1,,,0,62,64
540,note_on,,,,,12,0,1,,,0,67,110
588,note_off,,,,,48,0,1,,,0,67,64
600,note_on,,,,,12,0,1,,,0,61,110
648,note_off,,,,,48,0,1,,,0,61,64
660,note_on,,,,,12,0,1,,,0,62,110
708,note_off,,,,,48,0,1,,,0,62,64
720,note_on,,,,,12,0,1,,,0,69,110
768,note_off,,,,,48,0,1,,,0,69,64
780,note_on,,,,,12,0,1,,,0,61,110
828,note_off,,,,,48,0,1,,,0,61,64
840,note_on,,,,,12,0,1,,,0,62,110
888,note_off,,,,,48,0,1,,,0,62,64
900,note_on,,,,,12,0,1,,,0,70,110
948,note_off,,,,,48,0,1,,,0,70,64
960,note_on,,,,,12,0,1,,,0,69,110
1008,note_off,,,,,48,0,1,,,0,69,64
1020,note_on,,,,,12,0,1,,,0,67,110
1068,note_off,,,,,48,0,1,,,0,67,64
1080,note_on,,,,,12,0,1,,,0,65,110
1128,note_off,,,,,48,0,1,,,0,65,64
1140,note_on,,,,,12,0,1,,,0,64,110
1188,note_off,,,,,48,0,1,,,0,64,64
1200,note_on,,,,,12,0,1,,,0,62,110
1248,note_off,,,,,48,0,1,,,0,62,64
1260,note_on,,,,,12,0,1,,,0,68,110
1308,note_off,,,,,48,0,1,,,0,68,64
1320,note_on,,,,,12,0,1,,,0,69,110
1368,note_off,,,,,48,0,1,,,0,69,64
1380,note_on,,,,,12,0,1,,,0,71,110
1428,note_off,,,,,48,0,1,,,0,71,64
1440,note_on,,,,,12,0,1,,,0,72,110
1440,note_on,,,,,1440,0,2,,,1,57,110
1488,note_off,,,,,48,0,2,,,1,57,64
1500,note_on,,,,,12,0,2,,,1,56,110
1536,note_off,,,,,96,0,1,,,0,72,64
1548,note_off,,,,,48,0,2,,,1,56,64
1560,note_on,,,,,12,0,2,,,1,57,110
1608,note_off,,,,,48,0,2,,,1,57,64
1620,note_on,,,,,84,0,1,,,0,68,110
1620,note_on,,,,,12,0,2,,,1,59,110
1668,note_off,,,,,48,0,2,,,1,59,64
1680,note_on,,,,,12,0,2,,,1,56,110
1716,note_off,,,,,96,0,1,,,0,68,64
1728,note_off,,,,,48,0,2,,,1,56,64
1740,note_on,,,,,12,0,2,,,1,57,110
1788,note_off,,,,,48,0,2,,,1,57,64
1800,note_on,,,,,84,0,1,,,0,69,110
1800,note_on,,,,,12,0,2,,,1,64,110
1848,note_off,,,,,48,0,2,,,1,64,64
1860,note_on,,,,,12,0,2,,,1,56,110
1896,note_off,,,,,96,0,1,,,0,69,64
1908,note_off,,,,,48,0,2,,,1,56,64
1920,note_on,,,,,12,0,2,,,1,57,110
1968,note_off,,,,,48,0,2,,,1,57,64
1980,note_on,,,,,12,0,2,,,1,62,110
1980,note_on,,,,,84,0,1,,,0,71,110
2028,note_off,,,,,48,0,2,,,1,62,64
2040,note_on,,,,,12,0,2,,,1,56,110
2076,note_off,,,,,96,0,1,,,0,71,64
2088,note_off,,,,,48,0,2,,,1,56,64
2100,note_on,,,,,12,0,2,,,1,57,110
2148,note_off,,,,,48,0,2,,,1,57,64
2160,note_on,,,,,84,0,1,,,0,72,110
2160,note_on,,,,,12,0,2,,,1,64,110
2208,note_off,,,,,48,0,2,,,1,64,64
2220,note_on,,,,,12,0,2,,,1,56,110
2256,note_off,,,,,96,0,1,,,0,72,64
2268,note_off,,,,,48,0,2,,,1,56,64
2280,note_on,,,,,12,0,2,,,1,57,110
2328,note_off,,,,,48,0,2,,,1,57,64
2340,note_on,,,,,84,0,1,,,0,74,110
2340,note_on,,,,,12,0,2,,,1,65,110
2388,note_off,,,,,48,0,2,,,1,65,64
2388,note_off,,,,,48,0,1,,,0,74,64
