tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,program_change,0,0,3,,,,,,,0,2,,
0,note_on,0,0,2,,,,,,,,1,60,64
0,program_change,0,0,2,,,,,,,0,1,,
0,program_change,0,0,1,,,,,,,0,0,,
0,end_of_track,0,1,0,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,333333,,,,
0,end_of_track,0,1,4,,,,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,
0,text,0,1,0,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,
960,note_on,0,0,2,,,,,,,,1,63,64
960,note_on,960,0,2,,,,,,,,1,60,0
1440,note_on,1440,0,3,,,,,,,,2,48,64
1680,note_on,0,0,3,,,,,,,,2,50,64
1680,note_on,240,0,3,,,,,,,,2,48,0
1920,note_on,240,0,3,,,,,,,,2,50,0
1920,note_on,0,0,2,,,,,,,,1,67,64
1920,note_on,960,0,2,,,,,,,,1,63,0
1920,note_on,0,0,3,,,,,,,,2,51,64
2160,note_on,0,0,3,,,,,,,,2,48,64
2160,note_on,240,0,3,,,,,,,,2,51,0
2400,note_on,0,0,3,,,,,,,,2,50,64
2400,note_on,240,0,3,,,,,,,,2,48,0
2640,note_on,240,0,3,,,,,,,,2,50,0
2640,note_on,0,0,3,,,,,,,,2,51,64
2880,note_on,0,0,3,,,,,,,,2,53,64
2880,note_on,240,0,3,,,,,,,,2,51,0
2880,note_on,960,0,2,,,,,,,,1,67,0
2880,note_on,0,0,2,,,,,,,,1,68,64
3120,note_on,240,0,3,,,,,,,,2,53,0
3120,note_on,0,0,3,,,,,,,,2,48,64
3360,note_on,240,0,3,,,,,,,,2,48,0
3360,note_on,0,0,3,,,,,,,,2,53,64
3840,note_on,960,0,2,,,,,,,,1,68,0
3840,note_on,0,0,2,,,,,,,,1,59,64
4080,note_on,720,0,3,,,,,,,,2,53,0
4080,note_on,0,0,3,,,,,,,,2,56,64
4320,note_on,0,0,3,,,,,,,,2,55,64
4320,note_on,240,0,3,,,,,,,,2,56,0
4560,note_on,0,0,3,,,,,,,,2,53,64
4560,note_on,240,0,3,,,,,,,,2,55,0
4800,note_on,960,0,2,,,,,,,,1,59,0
4800,note_on,0,0,3,,,,,,,,2,51,64
4800,note_on,240,0,3,,,,,,,,2,53,0
5040,note_on,0,0,3,,,,,,,,2,50,64
5040,note_on,240,0,3,,,,,,,,2,51,0
5280,note_on,480,0,2,,,,,,,,1,67,64
5280,note_on,0,0,3,,,,,,,,2,48,64
5280,note_on,240,0,3,,,,,,,,2,50,0
5520,note_on,0,0,3,,,,,,,,2,46,64
5520,note_on,240,0,3,,,,,,,,2,48,0
5760,note_on,0,0,2,,,,,,,,1,66,64
5760,note_on,480,0,2,,,,,,,,1,67,0
5760,note_on,240,0,3,,,,,,,,2,46,0
5760,note_on,0,0,3,,,,,,,,2,45,64
6000,note_on,0,0,3,,,,,,,,2,51,64
6000,note_on,240,0,3,,,,,,,,2,45,0
6240,note_on,0,0,3,,,,,,,,2,50,64
