tick,type,key,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,program,channel,note,velocity
0,key_signature,F,0,1,0,,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,,
0,set_tempo,,0,1,0,,,,,666337,,,,
0,note_on,,0,0,1,,,,,,,0,69,88
0,program_change,,0,0,1,,,,,,0,0,,
192,note_on,,0,0,1,,,,,,,0,62,88
192,note_on,,192,0,1,,,,,,,0,69,0
336,note_on,,144,0,1,,,,,,,0,62,0
336,note_on,,0,0,1,,,,,,,0,64,88
384,note_on,,0,0,1,,,,,,,0,65,88
384,note_on,,48,0,1,,,,,,,0,64,0
528,note_on,,0,0,1,,,,,,,0,67,88
528,note_on,,144,0,1,,,,,,,0,65,0
576,note_on,,0,0,1,,,,,,,0,69,88
576,note_on,,48,0,1,,,,,,,0,67,0
768,note_on,,0,0,1,,,,,,,0,70,88
768,note_on,,192,0,1,,,,,,,0,69,0
960,note_on,,192,0,1,,,,,,,0,70,0
960,note_on,,0,0,1,,,,,,,0,69,88
1104,note_on,,144,0,1,,,,,,,0,69,0
1104,note_on,,0,0,1,,,,,,,0,67,88
1152,note_on,,1152,0,4,,,,,,,0,50,88
1152,note_on,,48,0,1,,,,,,,0,67,0
1152,note_on,,0,0,1,,,,,,,0,65,88
1344,note_on,,0,0,4,,,,,,,0,57,88
1344,note_on,,192,0,4,,,,,,,0,50,0
1344,note_on,,192,0,1,,,,,,,0,65,0
1344,note_on,,0,0,1,,,,,,,0,65,72
1392,note_on,,48,0,1,,,,,,,0,65,0
1392,note_on,,0,0,1,,,,,,,0,64,72
1440,note_on,,48,0,1,,,,,,,0,64,0
1440,note_on,,0,0,1,,,,,,,0,65,72
1488,note_on,,144,0,4,,,,,,,0,57,0
1488,note_on,,48,0,1,,,,,,,0,65,0
1488,note_on,,0,0,1,,,,,,,0,67,72
1488,note_on,,0,0,4,,,,,,,0,55,88
1536,note_on,,0,0,4,,,,,,,0,53,88
1536,note_on,,48,0,1,,,,,,,0,67,0
1536,note_on,,0,0,1,,,,,,,0,69,72
1536,note_on,,48,0,4,,,,,,,0,55,0
1584,note_on,,48,0,1,,,,,,,0,69,0
1584,note_on,,0,0,1,,,,,,,0,70,72
1632,note_on,,48,0,1,,,,,,,0,70,0
1632,note_on,,0,0,1,,,,,,,0,72,72
1680,note_on,,144,0,4,,,,,,,0,53,0
1680,note_on,,0,0,4,,,,,,,0,52,88
1728,note_on,,0,0,4,,,,,,,0,50,88
1728,note_on,,48,0,4,,,,,,,0,52,0
1776,note_on,,0,0,1,,,,,,,0,70,72
1776,note_on,,144,0,1,,,,,,,0,72,0
1824,note_on,,48,0,1,,,,,,,0,70,0
1824,note_on,,0,0,1,,,,,,,0,69,72
1872,note_on,,48,0,1,,,,,,,0,69,0
1872,note_on,,0,0,1,,,,,,,0,70,72
1920,note_on,,48,0,1,,,,,,,0,70,0
1920,note_on,,0,0,1,,,,,,,0,64,72
1920,note_on,,192,0,4,,,,,,,0,50,0
1920,note_on,,0,0,4,,,,,,,0,49,88
1968,note_on,,0,0,1,,,,,,,0,65,72
1968,note_on,,48,0,1,,,,,,,0,64,0
2016,note_on,,0,0,1,,,,,,,0,67,72
2016,note_on,,48,0,1,,,,,,,0,65,0
2112,note_on,,192,0,4,,,,,,,0,49,0
2112,note_on,,0,0,4,,,,,,,0,50,88
2160,note_on,,144,0,1,,,,,,,0,67,0
2160,note_on,,0,0,1,,,,,,,0,69,72
2208,note_on,,48,0,1,,,,,,,0,69,0
2208,note_on,,0,0,1,,,,,,,0,65,72
2256,note_on,,48,0,1,,,,,,,0,65,0
2256,note_on,,0,0,1,,,,,,,0,67,72
2256,note_on,,0,0,4,,,,,,,0,52,88
2256,note_on,,144,0,4,,,,,,,0,50,0
2304,note_on,,2304,0,2,,,,,,,0,74,88
2304,note_on,,0,0,4,,,,,,,0,53,88
2304,note_on,,48,0,4,,,,,,,0,52,0
2304,note_on,,0,0,1,,,,,,,0,69,72
2304,note_on,,48,0,1,,,,,,,0,67,0
2352,note_on,,48,0,1,,,,,,,0,69,0
2352,note_on,,0,0,1,,,,,,,0,67,72
2400,note_on,,48,0,1,,,,,,,0,67,0
2400,note_on,,0,0,1,,,,,,,0,65,72
2448,note_on,,48,0,1,,,,,,,0,65,0
2448,note_on,,0,0,1,,,,,,,0,64,72
2496,note_on,,192,0,2,,,,,,,0,74,0
2496,note_on,,0,0,1,,,,,,,0,62,72
2496,note_on,,192,0,4,,,,,,,0,53,0
2496,note_on,,0,0,4,,,,,,,0,53,88
2496,note_on,,48,0,1,,,,,,,0,64,0
2496,note_on,,0,0,2,,,,,,,0,81,88
2544,note_on,,0,0,4,,,,,,,0,55,88
2544,note_on,,48,0,4,,,,,,,0,53,0
2544,note_on,,0,0,1,,,,,,,0,59,72
2544,note_on,,48,0,1,,,,,,,0,62,0
2592,note_on,,0,0,4,,,,,,,0,53,88
2592,note_on,,48,0,4,,,,,,,0,55,0
2592,note_on,,0,0,1,,,,,,,0,61,72
2592,note_on,,48,0,1,,,,,,,0,59,0
2640,note_on,,144,0,2,,,,,,,0,81,0
2640,note_on,,0,0,2,,,,,,,0,79,88
2640,note_on,,48,0,4,,,,,,,0,53,0
2640,note_on,,0,0,4,,,,,,,0,52,88
2688,note_on,,96,0,1,,,,,,,0,61,0
2688,note_on,,0,0,1,,,,,,,0,62,72
2688,note_on,,48,0,2,,,,,,,0,79,0
2688,note_on,,0,0,2,,,,,,,0,77,88
2688,note_on,,48,0,4,,,,,,,0,52,0
2688,note_on,,0,0,4,,,,,,,0,50,88
2736,note_on,,48,0,4,,,,,,,0,50,0
2736,note_on,,0,0,4,,,,,,,0,53,72
2784,note_on,,48,0,4,,,,,,,0,53,0
2784,note_on,,0,0,4,,,,,,,0,55,72
2832,note_on,,48,0,4,,,,,,,0,55,0
2832,note_on,,0,0,4,,,,,,,0,57,72
2832,note_on,,144,0,2,,,,,,,0,77,0
2832,note_on,,0,0,2,,,,,,,0,76,88
2880,note_on,,48,0,4,,,,,,,0,57,0
2880,note_on,,0,0,1,,,,,,,0,62,72
2880,note_on,,192,0,1,,,,,,,0,62,0
2880,note_on,,0,0,4,,,,,,,0,58,72
2880,note_on,,0,0,2,,,,,,,0,74,88
2880,note_on,,48,0,2,,,,,,,0,76,0
2928,note_on,,48,0,1,,,,,,,0,62,0
2928,note_on,,0,0,1,,,,,,,0,64,72
2976,note_on,,0,0,1,,,,,,,0,65,72
2976,note_on,,48,0,1,,,,,,,0,64,0
3024,note_on,,48,0,1,,,,,,,0,65,0
3024,note_on,,0,0,1,,,,,,,0,67,72
3072,note_on,,192,0,2,,,,,,,0,74,0
3072,note_on,,0,0,2,,,,,,,0,73,88
3072,note_on,,192,0,4,,,,,,,0,58,0
3072,note_on,,0,0,4,,,,,,,0,57,72
3072,note_on,,48,0,1,,,,,,,0,67,0
3072,note_on,,0,0,1,,,,,,,0,69,72
3120,note_on,,48,0,1,,,,,,,0,69,0
3120,note_on,,0,0,1,,,,,,,0,64,72
3168,note_on,,48,0,1,,,,,,,0,64,0
3168,note_on,,0,0,1,,,,,,,0,69,72
