tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,12,8,0,1,0,,,,,,,
0,control_change,,,,,0,0,1,,,0,7,100,,
0,program_change,,,,,0,0,6,,40,0,,,,
0,control_change,,,,,0,0,3,,,2,7,100,,
0,program_change,,,,,0,0,3,,41,2,,,,
0,track_name,,,,,0,1,3,,,,,,,
0,track_name,,,,,0,1,10,,,,,,,
0,program_change,,,,,0,0,10,,73,4,,,,
0,control_change,,,,,0,0,10,,,4,7,127,,
0,control_change,,,,,0,0,9,,,3,7,100,,
0,program_change,,,,,0,0,9,,42,3,,,,
0,track_name,,,,,0,1,9,,,,,,,
0,program_change,,,,,0,0,1,,40,0,,,,
0,track_name,,,,,0,1,5,,,,,,,
0,control_change,,,,,0,0,5,,,4,7,127,,
0,control_change,,,,,0,0,2,,,1,7,100,,
0,program_change,,,,,0,0,2,,40,1,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,control_change,,,,,0,0,8,,,2,7,100,,
0,program_change,,,,,0,0,8,,41,2,,,,
0,track_name,,,,,0,1,8,,,,,,,
0,control_change,,,,,0,0,7,,,1,7,100,,
0,program_change,,,,,0,0,7,,40,1,,,,
0,track_name,,,,,0,1,7,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,
0,program_change,,,,,0,0,5,,73,4,,,,
0,track_name,,,,,0,1,1,,,,,,,
0,control_change,,,,,0,0,6,,,0,7,100,,
0,set_tempo,,,,,0,1,0,789474,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,program_change,,,,,0,0,4,,42,3,,,,
0,control_change,,,,,0,0,4,,,3,7,100,,
947,note_on,,,,,947,0,3,,,2,,,62,58
958,note_on,,,,,958,0,4,,,3,,,47,70
960,note_on,,,,,960,0,2,,,1,,,66,60
1115,note_on,,,,,1115,0,5,,,4,,,71,62
1142,note_on,,,,,1142,0,1,,,0,,,71,85
1144,note_on,,,,,29,0,5,,,4,,,73,60
1161,note_off,,,,,17,0,5,,,4,,,71,64
1162,note_on,,,,,20,0,1,,,0,,,73,64
1176,note_on,,,,,15,0,5,,,4,,,74,68
1180,note_off,,,,,4,0,5,,,4,,,73,64
1182,note_off,,,,,20,0,1,,,0,,,71,64
1189,note_on,,,,,7,0,1,,,0,,,74,76
1196,note_off,,,,,7,0,1,,,0,,,73,64
1206,note_off,,,,,246,0,2,,,1,,,66,64
1206,note_on,,,,,26,0,5,,,4,,,73,56
1211,note_off,,,,,5,0,5,,,4,,,74,64
1220,note_on,,,,,24,0,1,,,0,,,73,66
1227,note_off,,,,,7,0,1,,,0,,,74,64
1227,note_on,,,,,16,0,5,,,4,,,74,66
1228,note_off,,,,,1,0,5,,,4,,,73,64
1242,note_on,,,,,15,0,1,,,0,,,74,70
1246,note_off,,,,,4,0,1,,,0,,,73,64
1249,note_on,,,,,21,0,5,,,4,,,73,57
1254,note_off,,,,,5,0,5,,,4,,,74,64
1265,note_on,,,,,19,0,1,,,0,,,73,61
1268,note_on,,,,,0,0,5,,,4,,,74,60
1268,note_off,,,,,14,0,5,,,4,,,73,64
1269,note_off,,,,,4,0,1,,,0,,,74,64
1285,note_on,,,,,17,0,5,,,4,,,73,57
1286,note_on,,,,,17,0,1,,,0,,,74,78
1288,note_off,,,,,2,0,1,,,0,,,73,64
1290,note_off,,,,,5,0,5,,,4,,,74,64
1294,note_off,,,,,347,0,3,,,2,,,62,64
1303,note_on,,,,,13,0,5,,,4,,,74,70
1305,note_off,,,,,2,0,5,,,4,,,73,64
1305,note_on,,,,,17,0,1,,,0,,,73,63
1309,note_off,,,,,4,0,1,,,0,,,74,64
1326,note_on,,,,,21,0,5,,,4,,,73,59
1326,note_on,,,,,17,0,1,,,0,,,74,70
1329,note_off,,,,,3,0,5,,,4,,,74,64
1330,note_off,,,,,4,0,1,,,0,,,73,64
1341,note_on,,,,,12,0,5,,,4,,,74,80
1344,note_on,,,,,14,0,1,,,0,,,73,63
1346,note_off,,,,,5,0,5,,,4,,,73,64
1353,note_off,,,,,9,0,1,,,0,,,74,64
1358,note_on,,,,,64,0,3,,,2,,,64,62
1361,note_on,,,,,155,0,2,,,1,,,70,57
1362,note_on,,,,,16,0,5,,,4,,,73,59
1365,note_on,,,,,12,0,1,,,0,,,71,82
1369,note_off,,,,,7,0,5,,,4,,,74,64
1372,note_off,,,,,7,0,1,,,0,,,73,64
1379,note_on,,,,,10,0,5,,,4,,,71,68
1383,note_off,,,,,25,0,3,,,2,,,64,64
1386,note_off,,,,,25,0,2,,,1,,,70,64
1388,note_off,,,,,9,0,5,,,4,,,73,64
1393,note_on,,,,,21,0,1,,,0,,,73,66
1408,note_on,,,,,20,0,5,,,4,,,73,59
1410,note_off,,,,,17,0,1,,,0,,,71,64
1413,note_on,,,,,27,0,2,,,1,,,70,68
1419,note_on,,,,,36,0,3,,,2,,,64,62
1421,note_on,,,,,11,0,1,,,0,,,74,100
1422,note_off,,,,,14,0,5,,,4,,,71,64
1425,note_off,,,,,4,0,1,,,0,,,73,64
1425,note_on,,,,,3,0,5,,,4,,,74,80
1429,note_off,,,,,4,0,5,,,4,,,73,64
1513,note_off,,,,,88,0,1,,,0,,,74,64
1541,note_on,,,,,128,0,2,,,1,,,71,64
1544,note_on,,,,,125,0,3,,,2,,,66,60
1546,note_off,,,,,117,0,5,,,4,,,74,64
1551,note_off,,,,,10,0,2,,,1,,,70,64
1558,note_off,,,,,14,0,3,,,2,,,64,64
1601,note_on,,,,,88,0,1,,,0,,,73,63
1616,note_on,,,,,70,0,5,,,4,,,73,62
1625,note_on,,,,,24,0,1,,,0,,,71,78
1638,note_off,,,,,13,0,1,,,0,,,73,64
1639,note_on,,,,,23,0,5,,,4,,,71,70
1654,note_off,,,,,15,0,5,,,4,,,73,64
1660,note_off,,,,,22,0,1,,,0,,,71,64
1663,note_on,,,,,3,0,1,,,0,,,79,95
1675,note_off,,,,,21,0,5,,,4,,,71,64
1677,note_on,,,,,2,0,5,,,4,,,79,76
1721,note_off,,,,,170,0,2,,,1,,,71,64
1750,note_off,,,,,87,0,1,,,0,,,79,64
1761,note_off,,,,,84,0,5,,,4,,,79,64
1770,note_off,,,,,212,0,3,,,2,,,66,64
1841,note_on,,,,,71,0,3,,,2,,,70,72
