tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,1,93,0,,
0,note_on,0,0,1,,,,,,,,,0,,,62,105
0,control_change,0,0,1,,,,,,,,,0,93,0,,
0,control_change,0,0,2,,,,,,,,,1,91,63,,
0,control_change,0,0,1,,,,,,,,,0,10,71,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,55,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,1,,,,,,,,,0,91,63,,
0,marker,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,3,8,12,8,,,,,,,,,
0,key_signature,0,1,0,,,,,F,,,,,,,,
0,set_tempo,0,1,0,,,,,,606061,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
46,note_on,46,0,1,,,,,,,,,0,,,62,0
48,note_on,2,0,1,,,,,,,,,0,,,61,105
94,note_on,46,0,1,,,,,,,,,0,,,61,0
96,note_on,2,0,1,,,,,,,,,0,,,62,105
142,note_on,46,0,1,,,,,,,,,0,,,62,0
144,note_on,2,0,1,,,,,,,,,0,,,57,105
190,note_on,46,0,1,,,,,,,,,0,,,57,0
192,note_on,2,0,1,,,,,,,,,0,,,62,105
238,note_on,46,0,1,,,,,,,,,0,,,62,0
240,note_on,2,0,1,,,,,,,,,0,,,65,105
