tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
0,sequencer_specific,"(0, 0, 91, 35, 1, 0, 5, 6, 42, 0)",0,1,0,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,5,,,,,,,,,,,,,,,10,,,78,76
0,track_name,,0,1,6,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,6,,,,,,,,,,,,,,48,11,,,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,11,10,24,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,11,11,127,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,11,7,96,,
0,note_on,,0,0,6,,,,,,,,,,,,,,,11,,,74,76
0,track_name,,0,1,7,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,7,,,,,,,0,,,,,,,,,,,,
0,program_change,,0,0,7,,,,,,,,,,,,,,48,12,,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,12,10,70,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,12,11,127,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,12,7,96,,
0,note_on,,0,0,7,,,,,,,,,,,,,,,12,,,69,76
0,midi_port,,0,1,10,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,8,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,10,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,9,,,,,,,,,,,,,,,14,,,50,76
0,program_change,,0,0,9,,,,,,,,,,,,,,6,14,,,,
0,control_change,,0,0,9,,,,,,,,,,,,,,,14,7,72,,
0,control_change,,0,0,9,,,,,,,,,,,,,,,14,11,127,,
0,control_change,,0,0,9,,,,,,,,,,,,,,,14,10,64,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,10,7,96,,
0,midi_port,,0,1,9,,,,,,,0,,,,,,,,,,,,
0,note_on,,0,0,8,,,,,,,,,,,,,,,13,,,50,76
0,control_change,,0,0,8,,,,,,,,,,,,,,,13,7,96,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,13,11,127,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,13,10,90,,
0,program_change,,0,0,8,,,,,,,,,,,,,,48,13,,,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,9,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,5,,,,,,,,,,,,,,,10,11,127,,
0,end_of_track,,0,1,10,,,,,,,,,,,,,,,,,,,
0,program_change,,0,0,5,,,,,,,,,,,,,,48,10,,,,
0,end_of_track,,0,1,1,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,,,,,,,,
0,time_signature,,0,1,0,,,,,,,,,,4,4,24,8,,,,,,
0,key_signature,,0,1,0,,,,,,,,,D,,,,,,,,,,
0,set_tempo,,0,1,0,,,,,,,,1935483,,,,,,,,,,,
0,marker,,0,1,0,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,0,,,,,,,0,,,,,,,,,,,,
0,smpte_offset,,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,midi_port,,0,1,1,,,,,,,0,,,,,,,,,,,,
