tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,72,64
0,program_change,0,0,1,,,,,,,0,0,,
0,end_of_track,0,1,0,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,625000,,,,
0,key_signature,0,1,0,,,,,C,,,,,
0,end_of_track,0,1,4,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,
120,note_on,120,0,2,,,,,,,,0,72,64
240,note_on,0,0,2,,,,,,,,0,70,64
240,note_on,120,0,2,,,,,,,,0,72,0
360,note_on,120,0,2,,,,,,,,0,70,0
360,note_on,0,0,2,,,,,,,,0,68,64
480,note_on,480,0,1,,,,,,,,0,72,0
480,note_on,120,0,2,,,,,,,,0,68,0
480,note_on,0,0,2,,,,,,,,0,67,64
480,note_on,0,0,1,,,,,,,,0,75,64
600,note_on,0,0,2,,,,,,,,0,65,64
600,note_on,120,0,2,,,,,,,,0,67,0
720,note_on,0,0,2,,,,,,,,0,63,64
720,note_on,120,0,2,,,,,,,,0,65,0
840,note_on,0,0,2,,,,,,,,0,62,64
840,note_on,120,0,2,,,,,,,,0,63,0
960,note_on,0,0,1,,,,,,,,0,79,64
960,note_on,0,0,2,,,,,,,,0,60,64
960,note_on,120,0,2,,,,,,,,0,62,0
960,note_on,480,0,1,,,,,,,,0,75,0
1080,note_on,0,0,2,,,,,,,,0,59,64
1080,note_on,120,0,2,,,,,,,,0,60,0
1095,note_on,1095,0,3,,,,,,,,0,55,64
1200,note_on,0,0,2,,,,,,,,0,60,64
1200,note_on,120,0,2,,,,,,,,0,59,0
1215,note_on,0,0,3,,,,,,,,0,57,64
1215,note_on,120,0,3,,,,,,,,0,55,0
1320,note_on,0,0,2,,,,,,,,0,62,64
1320,note_on,120,0,2,,,,,,,,0,60,0
1335,note_on,0,0,3,,,,,,,,0,59,64
1335,note_on,120,0,3,,,,,,,,0,57,0
1440,note_on,0,0,1,,,,,,,,0,80,64
1440,note_on,480,0,1,,,,,,,,0,79,0
1440,note_on,120,0,2,,,,,,,,0,62,0
1440,note_on,0,0,2,,,,,,,,0,63,64
1455,note_on,120,0,3,,,,,,,,0,59,0
1455,note_on,0,0,3,,,,,,,,0,60,64
1575,note_on,0,0,3,,,,,,,,0,62,64
1575,note_on,120,0,3,,,,,,,,0,60,0
1680,note_on,240,0,2,,,,,,,,0,63,0
1680,note_on,0,0,2,,,,,,,,0,60,64
1695,note_on,0,0,3,,,,,,,,0,63,64
1695,note_on,120,0,3,,,,,,,,0,62,0
1815,note_on,120,0,3,,,,,,,,0,63,0
1815,note_on,0,0,3,,,,,,,,0,65,64
1920,note_on,240,0,2,,,,,,,,0,60,0
1920,note_on,480,0,1,,,,,,,,0,80,0
1920,note_on,0,0,1,,,,,,,,0,71,64
1935,note_on,120,0,3,,,,,,,,0,65,0
1935,note_on,0,0,3,,,,,,,,0,67,64
2055,note_on,120,0,3,,,,,,,,0,67,0
2055,note_on,0,0,3,,,,,,,,0,68,64
2160,note_on,240,0,2,,,,,,,,0,67,64
2175,note_on,120,0,3,,,,,,,,0,68,0
2175,note_on,0,0,3,,,,,,,,0,67,64
2295,note_on,120,0,3,,,,,,,,0,67,0
2295,note_on,0,0,3,,,,,,,,0,65,64
2400,note_on,0,0,2,,,,,,,,0,72,64
2400,note_on,240,0,2,,,,,,,,0,67,0
2400,note_on,480,0,1,,,,,,,,0,71,0
2415,note_on,0,0,3,,,,,,,,0,63,64
2415,note_on,120,0,3,,,,,,,,0,65,0
