tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,note,velocity,channel
0,time_signature,12,8,36,8,0,1,0,,,,,
0,track_name,,,,,0,1,8,,,,,
0,track_name,,,,,0,1,5,,,,,
0,track_name,,,,,0,1,3,,,,,
0,track_name,,,,,0,1,2,,,,,
0,track_name,,,,,0,1,7,,,,,
0,track_name,,,,,0,1,6,,,,,
0,track_name,,,,,0,1,4,,,,,
0,set_tempo,,,,,0,1,0,,582524,,,
0,key_signature,,,,,0,1,0,G,,,,
0,track_name,,,,,0,1,1,,,,,
4608,note_on,,,,,4608,0,4,,,55,96,3
4608,note_on,,,,,4608,0,5,,,43,96,4
4608,note_on,,,,,4608,0,2,,,71,96,1
4608,note_on,,,,,4608,0,1,,,79,96,0
4608,note_on,,,,,4608,0,3,,,62,96,2
5376,note_on,,,,,0,0,5,,,47,96,4
5376,note_off,,,,,768,0,5,,,43,0,4
5632,note_off,,,,,256,0,5,,,47,0,4
5632,note_on,,,,,0,0,5,,,50,96,4
6144,note_off,,,,,1536,0,2,,,71,0,1
6144,note_on,,,,,0,0,1,,,78,96,0
6144,note_off,,,,,1536,0,3,,,62,0,2
6144,note_on,,,,,0,0,5,,,50,96,4
6144,note_on,,,,,0,0,2,,,69,96,1
6144,note_off,,,,,512,0,5,,,50,0,4
6144,note_off,,,,,1536,0,1,,,79,0,0
6144,note_on,,,,,0,0,3,,,62,96,2
6144,note_on,,,,,0,0,4,,,62,96,3
6144,note_off,,,,,1536,0,4,,,55,0,3
6912,note_on,,,,,0,0,5,,,49,96,4
6912,note_off,,,,,768,0,5,,,50,0,4
7168,note_off,,,,,256,0,5,,,49,0,4
7168,note_on,,,,,0,0,5,,,50,96,4
7680,note_off,,,,,512,0,5,,,50,0,4
7680,note_on,,,,,0,0,3,,,62,96,2
7680,note_off,,,,,1536,0,3,,,62,0,2
7680,note_on,,,,,0,0,2,,,71,96,1
7680,note_off,,,,,1536,0,2,,,69,0,1
7680,note_on,,,,,0,0,5,,,43,96,4
7680,note_off,,,,,1536,0,1,,,78,0,0
7680,note_on,,,,,0,0,1,,,76,96,0
7680,note_off,,,,,1536,0,4,,,62,0,3
7680,note_on,,,,,0,0,4,,,55,96,3
8448,note_off,,,,,768,0,5,,,43,0,4
8448,note_on,,,,,0,0,5,,,40,96,4
8704,note_off,,,,,1024,0,3,,,62,0,2
8704,note_on,,,,,0,0,3,,,61,96,2
8704,note_off,,,,,1024,0,2,,,71,0,1
8704,note_on,,,,,0,0,2,,,69,96,1
8704,note_on,,,,,0,0,4,,,57,96,3
8704,note_off,,,,,1024,0,4,,,55,0,3
8704,note_on,,,,,0,0,5,,,45,96,4
8704,note_off,,,,,256,0,5,,,40,0,4
9216,note_on,,,,,0,0,5,,,38,96,4
9216,note_off,,,,,1536,0,1,,,76,0,0
9216,note_off,,,,,512,0,3,,,61,0,2
9216,note_on,,,,,0,0,3,,,62,96,2
9216,note_on,,,,,0,0,4,,,50,96,3
9216,note_off,,,,,512,0,5,,,45,0,4
9216,note_on,,,,,0,0,2,,,69,96,1
9216,note_off,,,,,512,0,2,,,69,0,1
9216,note_off,,,,,512,0,4,,,57,0,3
9216,note_on,,,,,0,0,1,,,78,96,0
9984,note_off,,,,,768,0,5,,,38,0,4
9984,note_on,,,,,0,0,5,,,40,96,4
10240,note_on,,,,,0,0,5,,,42,96,4
10240,note_off,,,,,256,0,5,,,40,0,4
10240,note_off,,,,,1024,0,3,,,62,0,2
10240,note_on,,,,,0,0,3,,,60,96,2
10752,note_on,,,,,0,0,2,,,67,96,1
10752,note_off,,,,,512,0,3,,,60,0,2
10752,note_on,,,,,0,0,4,,,55,96,3
10752,note_on,,,,,0,0,1,,,74,96,0
10752,note_off,,,,,1536,0,1,,,78,0,0
10752,note_off,,,,,1536,0,4,,,50,0,3
10752,note_off,,,,,512,0,5,,,42,0,4
10752,note_off,,,,,1536,0,2,,,69,0,1
10752,note_on,,,,,0,0,3,,,60,96,2
10752,note_on,,,,,0,0,5,,,43,96,4
11520,note_on,,,,,0,0,5,,,42,96,4
11520,note_off,,,,,768,0,5,,,43,0,4
11776,note_off,,,,,1024,0,3,,,60,0,2
11776,note_on,,,,,0,0,5,,,43,96,4
11776,note_off,,,,,256,0,5,,,42,0,4
11776,note_on,,,,,0,0,3,,,59,96,2
12288,note_off,,,,,1536,0,4,,,55,0,3
12288,note_on,,,,,0,0,2,,,67,96,1
12288,note_off,,,,,1536,0,2,,,67,0,1
12288,note_off,,,,,512,0,5,,,43,0,4
12288,note_on,,,,,0,0,5,,,36,96,4
12288,note_on,,,,,0,0,3,,,59,96,2
12288,note_off,,,,,512,0,3,,,59,0,2
12288,note_off,,,,,1536,0,1,,,74,0,0
12288,note_on,,,,,0,0,1,,,76,96,0
12288,note_on,,,,,0,0,4,,,48,96,3
13056,note_on,,,,,0,0,5,,,35,96,4
13056,note_off,,,,,768,0,5,,,36,0,4
13312,note_on,,,,,0,0,5,,,36,96,4
13312,note_off,,,,,1024,0,3,,,59,0,2
13312,note_off,,,,,1024,0,2,,,67,0,1
13312,note_on,,,,,0,0,2,,,72,96,1
13312,note_on,,,,,0,0,3,,,57,96,2
13312,note_off,,,,,256,0,5,,,35,0,4
13824,note_off,,,,,512,0,5,,,36,0,4
13824,note_on,,,,,0,0,5,,,38,96,4
13824,note_off,,,,,512,0,2,,,72,0,1
13824,note_on,,,,,0,0,4,,,50,96,3
13824,note_on,,,,,0,0,3,,,62,96,2
13824,note_off,,,,,512,0,3,,,57,0,2
13824,note_off,,,,,1536,0,1,,,76,0,0
13824,note_on,,,,,0,0,1,,,78,96,0
13824,note_on,,,,,0,0,2,,,71,96,1
13824,note_off,,,,,1536,0,4,,,48,0,3
14592,note_off,,,,,768,0,5,,,38,0,4
14592,note_on,,,,,0,0,5,,,36,96,4
14848,note_on,,,,,0,0,5,,,38,96,4
14848,note_off,,,,,256,0,5,,,36,0,4
14848,note_on,,,,,0,0,2,,,69,96,1
14848,note_off,,,,,1024,0,2,,,71,0,1
15360,note_off,,,,,512,0,5,,,38,0,4
15360,note_on,,,,,0,0,5,,,31,96,4
15360,note_on,,,,,0,0,7,,,67,96,6
15360,note_on,,,,,15360,0,7,,,71,96,6
15360,note_on,,,,,15360,0,6,,,83,96,5
15360,note_off,,,,,1536,0,3,,,62,0,2
15360,note_on,,,,,0,0,2,,,71,96,1
15360,note_off,,,,,512,0,2,,,69,0,1
15360,note_on,,,,,0,0,3,,,62,96,2
15360,note_on,,,,,0,0,8,,,55,96,7
15360,note_on,,,,,15360,0,8,,,62,96,7
15360,note_on,,,,,0,0,4,,,43,96,3
15360,note_off,,,,,1536,0,4,,,50,0,3
15360,note_on,,,,,0,0,1,,,79,96,0
15360,note_off,,,,,1536,0,1,,,78,0,0
16384,note_off,,,,,1024,0,8,,,62,0,7
16384,note_on,,,,,0,0,7,,,66,96,6
16384,note_on,,,,,0,0,6,,,81,96,5
16384,note_off,,,,,1024,0,6,,,83,0,5
16384,note_on,,,,,0,0,8,,,60,96,7
16384,note_off,,,,,0,0,7,,,67,0,6
16384,note_off,,,,,1024,0,7,,,71,0,6
16384,note_on,,,,,0,0,7,,,69,96,6
16896,note_on,,,,,0,0,8,,,60,96,7
16896,note_on,,,,,0,0,7,,,66,96,6
16896,note_off,,,,,0,0,7,,,66,0,6
16896,note_off,,,,,1536,0,2,,,71,0,1
16896,note_off,,,,,1536,0,5,,,31,0,4
16896,note_on,,,,,0,0,7,,,69,96,6
16896,note_off,,,,,512,0,7,,,69,0,6
16896,note_off,,,,,512,0,6,,,81,0,5
16896,note_on,,,,,0,0,6,,,81,96,5
16896,note_off,,,,,512,0,8,,,60,0,7
16896,note_off,,,,,1536,0,4,,,43,0,3
16896,note_off,,,,,1536,0,1,,,79,0,0
16896,note_off,,,,,1536,0,3,,,62,0,2
17920,note_off,,,,,1024,0,8,,,60,0,7
17920,note_off,,,,,1024,0,6,,,81,0,5
17920,note_on,,,,,0,0,6,,,79,96,5
17920,note_on,,,,,0,0,7,,,67,96,6
17920,note_off,,,,,0,0,7,,,66,0,6
17920,note_on,,,,,0,0,7,,,62,96,6
17920,note_on,,,,,0,0,8,,,59,96,7
17920,note_off,,,,,1024,0,7,,,69,0,6
18432,note_on,,,,,0,0,7,,,67,96,6
18432,note_off,,,,,512,0,7,,,67,0,6
18432,note_off,,,,,0,0,7,,,62,0,6
18432,note_off,,,,,512,0,6,,,79,0,5
18432,note_on,,,,,0,0,7,,,62,96,6
18432,note_on,,,,,0,0,8,,,59,96,7
18432,note_off,,,,,512,0,8,,,59,0,7
18432,note_on,,,,,0,0,6,,,79,96,5
19200,note_off,,,,,768,0,7,,,67,0,6
19200,note_on,,,,,0,0,7,,,76,96,6
19200,note_off,,,,,768,0,6,,,79,0,5
19200,note_on,,,,,0,0,6,,,88,96,5
19456,note_on,,,,,0,0,6,,,86,96,5
19456,note_off,,,,,256,0,7,,,76,0,6
19456,note_on,,,,,0,0,7,,,74,96,6
19456,note_on,,,,,0,0,7,,,66,96,6
19456,note_off,,,,,0,0,7,,,62,0,6
19456,note_off,,,,,256,0,6,,,88,0,5
19456,note_off,,,,,1024,0,8,,,59,0,7
19456,note_on,,,,,0,0,8,,,60,96,7
19968,note_on,,,,,0,0,7,,,67,96,6
19968,note_off,,,,,512,0,7,,,66,0,6
19968,note_off,,,,,512,0,8,,,60,0,7
19968,note_on,,,,,0,0,8,,,59,96,7
20736,note_off,,,,,768,0,7,,,74,0,6
20736,note_off,,,,,1280,0,6,,,86,0,5
20736,note_on,,,,,0,0,6,,,79,96,5
20736,note_on,,,,,0,0,7,,,67,96,6
20992,note_off,,,,,256,0,7,,,67,0,6
20992,note_off,,,,,256,0,6,,,79,0,5
20992,note_on,,,,,0,0,6,,,78,96,5
20992,note_on,,,,,0,0,7,,,60,96,6
20992,note_off,,,,,0,0,7,,,67,0,6
20992,note_on,,,,,0,0,8,,,57,96,7
20992,note_off,,,,,1024,0,8,,,59,0,7
20992,note_on,,,,,0,0,7,,,66,96,6
21504,note_off,,,,,512,0,7,,,66,0,6
21504,note_off,,,,,512,0,6,,,78,0,5
21504,note_off,,,,,0,0,7,,,60,0,6
21504,note_off,,,,,512,0,8,,,57,0,7
21504,note_on,,,,,0,0,7,,,62,96,6
21504,note_on,,,,,0,0,8,,,59,96,7
21504,note_on,,,,,0,0,6,,,79,96,5
21504,note_on,,,,,0,0,7,,,67,96,6
22272,note_on,,,,,0,0,7,,,76,96,6
22272,note_off,,,,,768,0,6,,,79,0,5
22272,note_on,,,,,0,0,6,,,88,96,5
22272,note_off,,,,,768,0,7,,,67,0,6
22528,note_on,,,,,0,0,7,,,66,96,6
22528,note_off,,,,,256,0,6,,,88,0,5
22528,note_on,,,,,0,0,6,,,86,96,5
22528,note_off,,,,,0,0,7,,,62,0,6
22528,note_on,,,,,0,0,7,,,74,96,6
22528,note_off,,,,,256,0,7,,,76,0,6
22528,note_on,,,,,0,0,8,,,60,96,7
22528,note_off,,,,,1024,0,8,,,59,0,7
23040,note_off,,,,,512,0,7,,,66,0,6
23040,note_on,,,,,0,0,8,,,59,96,7
