tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,54,64
0,note_on,0,0,1,,,,,,,,0,78,64
0,program_change,0,0,1,,,,,,,0,0,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,2,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,
0,key_signature,0,1,0,,,,,A,,,,,
0,set_tempo,0,1,0,,,,,,1153846,,,,
0,marker,0,1,0,,,,,,,,,,
52,note_on,52,0,1,,,,,,,,0,78,0
60,note_on,0,0,1,,,,,,,,0,57,64
60,note_on,8,0,1,,,,,,,,0,73,64
112,note_on,52,0,1,,,,,,,,0,57,0
120,note_on,8,0,1,,,,,,,,0,61,64
165,note_on,45,0,1,,,,,,,,0,73,0
172,note_on,7,0,1,,,,,,,,0,61,0
180,note_on,8,0,1,,,,,,,,0,69,64
180,note_on,0,0,1,,,,,,,,0,66,64
206,note_on,26,0,1,,,,,,,,0,69,0
206,note_on,0,0,1,,,,,,,,0,54,0
210,note_on,4,0,1,,,,,,,,0,71,64
210,note_on,0,0,1,,,,,,,,0,56,64
236,note_on,26,0,1,,,,,,,,0,56,0
236,note_on,0,0,1,,,,,,,,0,71,0
240,note_on,4,0,1,,,,,,,,0,73,64
240,note_on,0,0,1,,,,,,,,0,57,64
257,note_on,17,0,1,,,,,,,,0,73,0
259,note_on,2,0,1,,,,,,,,0,71,64
277,note_on,18,0,1,,,,,,,,0,71,0
279,note_on,2,0,1,,,,,,,,0,69,64
285,note_on,6,0,1,,,,,,,,0,66,0
292,note_on,7,0,1,,,,,,,,0,57,0
297,note_on,5,0,1,,,,,,,,0,69,0
300,note_on,0,0,1,,,,,,,,0,61,64
300,note_on,0,0,1,,,,,,,,0,65,64
300,note_on,3,0,1,,,,,,,,0,71,64
317,note_on,17,0,1,,,,,,,,0,71,0
319,note_on,2,0,1,,,,,,,,0,69,64
337,note_on,18,0,1,,,,,,,,0,69,0
339,note_on,2,0,1,,,,,,,,0,68,64
352,note_on,0,0,1,,,,,,,,0,65,0
352,note_on,13,0,1,,,,,,,,0,61,0
357,note_on,5,0,1,,,,,,,,0,68,0
360,note_on,0,0,1,,,,,,,,0,66,64
360,note_on,3,0,1,,,,,,,,0,69,64
