tick,type,key,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,tempo,program,channel,note,velocity
0,key_signature,F,0,1,0,,,,,,,,,
0,note_on,,0,0,2,,,,,,,0,50,64
0,program_change,,0,0,1,,,,,,0,0,,
0,program_change,,0,0,2,,,,,,0,0,,
0,set_tempo,,0,1,0,,,,,468519,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,,
32,note_on,,32,0,2,,,,,,,0,50,0
32,note_on,,0,0,2,,,,,,,0,52,64
64,note_on,,32,0,2,,,,,,,0,52,0
64,note_on,,0,0,2,,,,,,,0,50,64
96,note_on,,32,0,2,,,,,,,0,50,0
96,note_on,,0,0,2,,,,,,,0,49,64
128,note_on,,32,0,2,,,,,,,0,49,0
128,note_on,,0,0,2,,,,,,,0,50,64
160,note_on,,32,0,2,,,,,,,0,50,0
160,note_on,,0,0,2,,,,,,,0,52,64
192,note_on,,0,0,2,,,,,,,0,53,64
192,note_on,,32,0,2,,,,,,,0,52,0
224,note_on,,32,0,2,,,,,,,0,53,0
224,note_on,,0,0,2,,,,,,,0,55,64
256,note_on,,32,0,2,,,,,,,0,55,0
256,note_on,,0,0,2,,,,,,,0,53,64
288,note_on,,32,0,2,,,,,,,0,53,0
288,note_on,,0,0,2,,,,,,,0,52,64
320,note_on,,32,0,2,,,,,,,0,52,0
320,note_on,,0,0,2,,,,,,,0,53,64
352,note_on,,0,0,2,,,,,,,0,55,64
352,note_on,,32,0,2,,,,,,,0,53,0
384,note_on,,0,0,2,,,,,,,0,57,64
384,note_on,,32,0,2,,,,,,,0,55,0
576,note_on,,192,0,2,,,,,,,0,57,0
576,note_on,,0,0,2,,,,,,,0,57,64
624,note_on,,48,0,2,,,,,,,0,57,0
624,note_on,,0,0,2,,,,,,,0,55,64
672,note_on,,48,0,2,,,,,,,0,55,0
672,note_on,,0,0,2,,,,,,,0,53,64
720,note_on,,48,0,2,,,,,,,0,53,0
720,note_on,,0,0,2,,,,,,,0,52,64
768,note_on,,48,0,2,,,,,,,0,52,0
768,note_on,,0,0,2,,,,,,,0,53,64
960,note_on,,0,0,2,,,,,,,0,53,64
960,note_on,,192,0,2,,,,,,,0,53,0
1008,note_on,,48,0,2,,,,,,,0,53,0
