tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,program_change,,,,,0,0,2,,,,6,1,,
0,midi_port,,,,,0,1,3,,,0,,,,
0,track_name,,,,,0,1,3,,,,,,,
0,program_change,,,,,0,0,3,,,,6,2,,
0,midi_port,,,,,0,1,4,,,0,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,program_change,,,,,0,0,4,,,,6,3,,
0,program_change,,,,,0,0,1,,,,6,0,,
0,track_name,,,,,0,1,1,,,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,
0,key_signature,,,,,0,1,0,C,,,,,,
0,set_tempo,,,,,0,1,0,,681818,,,,,
240,note_on,,,,,240,0,3,,,,,2,56,64
360,note_on,,,,,120,0,3,,,,,2,56,0
360,note_on,,,,,0,0,3,,,,,2,63,64
480,note_on,,,,,120,0,3,,,,,2,63,0
480,note_on,,,,,0,0,3,,,,,2,60,64
600,note_on,,,,,120,0,3,,,,,2,60,0
600,note_on,,,,,0,0,3,,,,,2,56,64
720,note_on,,,,,0,0,3,,,,,2,65,64
720,note_on,,,,,120,0,3,,,,,2,56,0
840,note_on,,,,,120,0,3,,,,,2,65,0
840,note_on,,,,,0,0,3,,,,,2,61,64
960,note_on,,,,,120,0,3,,,,,2,61,0
960,note_on,,,,,0,0,3,,,,,2,63,64
1200,note_on,,,,,1200,0,4,,,,,3,51,64
1260,note_on,,,,,300,0,3,,,,,2,63,0
1260,note_on,,,,,0,0,3,,,,,2,61,64
1320,note_on,,,,,0,0,3,,,,,2,60,64
1320,note_on,,,,,60,0,3,,,,,2,61,0
1320,note_on,,,,,120,0,4,,,,,3,51,0
1320,note_on,,,,,0,0,4,,,,,3,56,64
1380,note_on,,,,,60,0,3,,,,,2,60,0
1380,note_on,,,,,0,0,3,,,,,2,61,64
1440,note_on,,,,,0,0,4,,,,,3,55,64
1440,note_on,,,,,120,0,4,,,,,3,56,0
1440,note_on,,,,,60,0,3,,,,,2,61,0
1440,note_on,,,,,0,0,3,,,,,2,63,64
1500,note_on,,,,,60,0,3,,,,,2,63,0
1500,note_on,,,,,0,0,3,,,,,2,65,64
1560,note_on,,,,,120,0,4,,,,,3,55,0
1560,note_on,,,,,0,0,4,,,,,3,51,64
1560,note_on,,,,,0,0,3,,,,,2,67,64
1560,note_on,,,,,60,0,3,,,,,2,65,0
1620,note_on,,,,,60,0,3,,,,,2,67,0
1620,note_on,,,,,0,0,3,,,,,2,63,64
1680,note_on,,,,,120,0,4,,,,,3,51,0
1680,note_on,,,,,0,0,3,,,,,2,68,64
1680,note_on,,,,,60,0,3,,,,,2,63,0
1680,note_on,,,,,0,0,4,,,,,3,60,64
1740,note_on,,,,,0,0,3,,,,,2,70,64
1740,note_on,,,,,60,0,3,,,,,2,68,0
1800,note_on,,,,,0,0,3,,,,,2,72,64
1800,note_on,,,,,60,0,3,,,,,2,70,0
1800,note_on,,,,,0,0,4,,,,,3,56,64
1800,note_on,,,,,120,0,4,,,,,3,60,0
1860,note_on,,,,,0,0,3,,,,,2,70,64
1860,note_on,,,,,60,0,3,,,,,2,72,0
1920,note_on,,,,,0,0,3,,,,,2,68,64
1920,note_on,,,,,60,0,3,,,,,2,70,0
1920,note_on,,,,,120,0,4,,,,,3,56,0
1920,note_on,,,,,0,0,4,,,,,3,58,64
1980,note_on,,,,,0,0,3,,,,,2,67,64
1980,note_on,,,,,60,0,3,,,,,2,68,0
2040,note_on,,,,,120,0,4,,,,,3,58,0
2040,note_on,,,,,0,0,3,,,,,2,65,64
2040,note_on,,,,,60,0,3,,,,,2,67,0
2040,note_on,,,,,0,0,4,,,,,3,51,64
2100,note_on,,,,,60,0,3,,,,,2,65,0
2100,note_on,,,,,0,0,3,,,,,2,68,64
2160,note_on,,,,,0,0,4,,,,,3,58,64
2160,note_on,,,,,120,0,4,,,,,3,51,0
2160,note_on,,,,,0,0,3,,,,,2,67,64
2160,note_on,,,,,60,0,3,,,,,2,68,0
2280,note_on,,,,,0,0,4,,,,,3,55,64
2280,note_on,,,,,120,0,4,,,,,3,58,0
2400,note_on,,,,,0,0,4,,,,,3,56,64
2400,note_on,,,,,120,0,4,,,,,3,55,0
2520,note_on,,,,,0,0,4,,,,,3,51,64
2520,note_on,,,,,120,0,4,,,,,3,56,0
2640,note_on,,,,,0,0,4,,,,,3,56,64
2640,note_on,,,,,0,0,3,,,,,2,65,64
2640,note_on,,,,,120,0,4,,,,,3,51,0
2640,note_on,,,,,480,0,3,,,,,2,67,0
2760,note_on,,,,,0,0,4,,,,,3,53,64
2760,note_on,,,,,120,0,4,,,,,3,56,0
2880,note_on,,,,,120,0,4,,,,,3,53,0
2880,note_on,,,,,0,0,4,,,,,3,55,64
2940,note_on,,,,,0,0,3,,,,,2,63,64
2940,note_on,,,,,300,0,3,,,,,2,65,0
3000,note_on,,,,,60,0,3,,,,,2,63,0
3000,note_on,,,,,0,0,3,,,,,2,62,64
3060,note_on,,,,,60,0,3,,,,,2,62,0
3060,note_on,,,,,0,0,3,,,,,2,65,64
3120,note_on,,,,,60,0,3,,,,,2,65,0
3120,note_on,,,,,0,0,3,,,,,2,63,64
3180,note_on,,,,,300,0,4,,,,,3,55,0
3180,note_on,,,,,0,0,4,,,,,3,48,64
3240,note_on,,,,,60,0,4,,,,,3,48,0
3240,note_on,,,,,0,0,4,,,,,3,49,64
3300,note_on,,,,,0,0,4,,,,,3,51,64
