tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,
0,program_change,0,0,3,,,,,,,19,0,,
0,track_name,0,1,3,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,0,50,127
0,program_change,0,0,2,,,,,,,19,0,,
0,track_name,0,1,2,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,69,127
0,note_on,0,0,1,,,,,,,,0,65,127
0,note_on,0,0,1,,,,,,,,0,62,127
0,program_change,0,0,1,,,,,,,19,0,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,
0,key_signature,0,1,0,,,,,C,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,
384,note_on,384,0,1,,,,,,,,0,69,0
384,note_on,0,0,1,,,,,,,,0,65,0
384,note_on,0,0,1,,,,,,,,0,62,0
480,note_on,96,0,1,,,,,,,,0,74,127
480,note_on,0,0,1,,,,,,,,0,65,127
480,note_on,0,0,1,,,,,,,,0,69,127
576,note_on,576,0,2,,,,,,,,0,50,0
600,note_on,24,0,2,,,,,,,,0,50,127
696,note_on,96,0,2,,,,,,,,0,50,0
720,note_on,24,0,2,,,,,,,,0,49,127
816,note_on,96,0,2,,,,,,,,0,49,0
840,note_on,24,0,2,,,,,,,,0,50,127
864,note_on,384,0,1,,,,,,,,0,69,0
864,note_on,0,0,1,,,,,,,,0,65,0
936,note_on,96,0,2,,,,,,,,0,50,0
960,note_on,96,0,1,,,,,,,,0,67,127
960,note_on,0,0,1,,,,,,,,0,64,127
960,note_on,24,0,2,,,,,,,,0,52,127
1152,note_on,192,0,1,,,,,,,,0,74,0
1200,note_on,48,0,1,,,,,,,,0,73,127
1296,note_on,96,0,1,,,,,,,,0,73,0
1320,note_on,24,0,1,,,,,,,,0,71,127
1416,note_on,96,0,1,,,,,,,,0,71,0
1440,note_on,24,0,1,,,,,,,,0,73,127
1536,note_on,576,0,2,,,,,,,,0,52,0
1560,note_on,24,0,2,,,,,,,,0,52,127
1656,note_on,96,0,2,,,,,,,,0,52,0
1680,note_on,24,0,2,,,,,,,,0,50,127
1728,note_on,288,0,1,,,,,,,,0,64,0
1776,note_on,96,0,2,,,,,,,,0,50,0
1800,note_on,24,0,2,,,,,,,,0,52,127
1824,note_on,96,0,1,,,,,,,,0,73,0
1824,note_on,0,0,1,,,,,,,,0,67,0
1896,note_on,96,0,2,,,,,,,,0,52,0
1920,note_on,24,0,2,,,,,,,,0,54,127
2040,note_on,216,0,1,,,,,,,,0,62,127
2040,note_on,0,0,1,,,,,,,,0,62,127
2040,note_on,0,0,1,,,,,,,,0,62,127
2136,note_on,96,0,1,,,,,,,,0,62,0
2160,note_on,24,0,1,,,,,,,,0,66,127
2232,note_on,72,0,1,,,,,,,,0,62,0
2256,note_on,24,0,1,,,,,,,,0,66,0
2280,note_on,24,0,1,,,,,,,,0,69,127
2280,note_on,0,0,1,,,,,,,,0,69,127
2376,note_on,0,0,1,,,,,,,,0,69,0
2376,note_on,96,0,1,,,,,,,,0,69,0
2400,note_on,0,0,1,,,,,,,,0,72,127
2400,note_on,24,0,1,,,,,,,,0,69,127
2496,note_on,576,0,2,,,,,,,,0,54,0
2520,note_on,24,0,2,,,,,,,,0,50,127
2616,note_on,96,0,2,,,,,,,,0,50,0
2640,note_on,24,0,2,,,,,,,,0,52,127
2736,note_on,96,0,2,,,,,,,,0,52,0
2760,note_on,24,0,2,,,,,,,,0,54,127
2856,note_on,96,0,2,,,,,,,,0,54,0
2880,note_on,24,0,2,,,,,,,,0,55,127
2976,note_on,96,0,2,,,,,,,,0,55,0
3000,note_on,24,0,2,,,,,,,,0,54,127
3072,note_on,0,0,1,,,,,,,,0,69,0
3072,note_on,672,0,1,,,,,,,,0,72,0
3096,note_on,96,0,2,,,,,,,,0,54,0
3120,note_on,48,0,1,,,,,,,,0,70,127
3120,note_on,24,0,2,,,,,,,,0,55,127
3216,note_on,96,0,1,,,,,,,,0,70,0
3216,note_on,96,0,2,,,,,,,,0,55,0
3240,note_on,24,0,1,,,,,,,,0,69,127
3240,note_on,24,0,2,,,,,,,,0,57,127
3264,note_on,24,0,1,,,,,,,,0,62,0
3336,note_on,72,0,1,,,,,,,,0,69,0
3336,note_on,96,0,2,,,,,,,,0,57,0
3360,note_on,24,0,1,,,,,,,,0,67,127
3360,note_on,24,0,2,,,,,,,,0,58,127
3456,note_on,96,0,1,,,,,,,,0,67,0
3480,note_on,24,0,1,,,,,,,,0,65,127
3576,note_on,96,0,1,,,,,,,,0,65,0
3600,note_on,24,0,1,,,,,,,,0,64,127
3696,note_on,96,0,1,,,,,,,,0,64,0
3720,note_on,24,0,1,,,,,,,,0,62,127
3816,note_on,96,0,1,,,,,,,,0,62,0
3840,note_on,24,0,1,,,,,,,,0,61,127
3840,note_on,0,0,1,,,,,,,,0,61,127
3936,note_on,96,0,1,,,,,,,,0,61,0
3960,note_on,24,0,1,,,,,,,,0,62,127
4056,note_on,96,0,1,,,,,,,,0,62,0
4080,note_on,24,0,1,,,,,,,,0,64,127
4176,note_on,96,0,1,,,,,,,,0,64,0
