tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,note,velocity,channel
0,time_signature,3,4,24,8,0,1,0,,,,,
0,note_on,,,,,0,0,6,,,72,96,5
0,note_on,,,,,0,0,5,,,79,96,4
0,track_name,,,,,0,1,5,,,,,
0,note_on,,,,,0,0,4,,,60,96,3
0,track_name,,,,,0,1,4,,,,,
0,note_on,,,,,0,0,6,,,76,96,5
0,note_on,,,,,0,0,3,,,64,96,2
0,track_name,,,,,0,1,3,,,,,
0,track_name,,,,,0,1,7,,,,,
0,note_on,,,,,0,0,7,,,48,96,6
0,note_on,,,,,0,0,2,,,67,96,1
0,track_name,,,,,0,1,2,,,,,
0,track_name,,,,,0,1,6,,,,,
0,key_signature,,,,,0,1,0,C,,,,
0,track_name,,,,,0,1,1,,,,,
0,note_on,,,,,0,0,1,,,72,96,0
0,set_tempo,,,,,0,1,0,,375000,,,
1024,note_on,,,,,0,0,6,,,67,96,5
1024,note_off,,,,,1024,0,7,,,48,0,6
1024,note_off,,,,,1024,0,6,,,72,0,5
1024,note_on,,,,,0,0,7,,,48,96,6
2048,note_on,,,,,0,0,7,,,43,96,6
2048,note_on,,,,,0,0,4,,,55,96,3
2048,note_off,,,,,1024,0,6,,,76,0,5
2048,note_on,,,,,0,0,6,,,74,96,5
2048,note_off,,,,,0,0,6,,,67,0,5
2048,note_on,,,,,0,0,6,,,67,96,5
2048,note_off,,,,,2048,0,4,,,60,0,3
2048,note_off,,,,,1024,0,7,,,48,0,6
2048,note_on,,,,,0,0,3,,,59,96,2
2048,note_off,,,,,2048,0,1,,,72,0,0
2048,note_off,,,,,2048,0,2,,,67,0,1
2048,note_on,,,,,0,0,2,,,67,96,1
2048,note_on,,,,,0,0,5,,,79,96,4
2048,note_on,,,,,0,0,1,,,74,96,0
2048,note_off,,,,,2048,0,3,,,64,0,2
2048,note_off,,,,,2048,0,5,,,79,0,4
3072,note_off,,,,,1024,0,4,,,55,0,3
3072,note_on,,,,,0,0,7,,,48,96,6
3072,note_on,,,,,0,0,4,,,48,96,3
3072,note_on,,,,,0,0,6,,,72,96,5
3072,note_on,,,,,0,0,6,,,64,96,5
3072,note_off,,,,,1024,0,5,,,79,0,4
3072,note_on,,,,,0,0,5,,,79,96,4
3072,note_on,,,,,0,0,2,,,67,96,1
3072,note_off,,,,,1024,0,2,,,67,0,1
3072,note_off,,,,,1024,0,6,,,74,0,5
3072,note_off,,,,,0,0,6,,,67,0,5
3072,note_off,,,,,1024,0,7,,,43,0,6
3072,note_on,,,,,0,0,1,,,76,96,0
3072,note_off,,,,,1024,0,1,,,74,0,0
3072,note_off,,,,,1024,0,3,,,59,0,2
3072,note_on,,,,,0,0,3,,,60,96,2
4096,note_off,,,,,1024,0,6,,,72,0,5
4096,note_off,,,,,0,0,6,,,64,0,5
