tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,note,velocity,channel
0,time_signature,4,4,24,8,0,1,0,,,,,
0,key_signature,,,,,0,1,0,D,,,,
0,set_tempo,,,,,0,1,0,,625000,,,
0,track_name,,,,,0,1,1,,,,,
0,note_on,,,,,0,0,1,,,69,96,0
0,note_on,,,,,0,0,4,,,50,96,3
0,track_name,,,,,0,1,4,,,,,
0,note_on,,,,,0,0,3,,,57,96,2
0,track_name,,,,,0,1,3,,,,,
0,note_on,,,,,0,0,2,,,66,96,1
0,track_name,,,,,0,1,2,,,,,
1024,note_on,,,,,0,0,4,,,50,96,3
1024,note_off,,,,,1024,0,4,,,50,0,3
1024,note_on,,,,,0,0,3,,,57,96,2
1024,note_on,,,,,0,0,2,,,64,96,1
1024,note_off,,,,,1024,0,2,,,66,0,1
1024,note_off,,,,,1024,0,3,,,57,0,2
1024,note_on,,,,,0,0,1,,,67,96,0
1024,note_off,,,,,1024,0,1,,,69,0,0
1536,note_on,,,,,0,0,1,,,66,96,0
1536,note_off,,,,,512,0,2,,,64,0,1
1536,note_on,,,,,0,0,2,,,62,96,1
1536,note_off,,,,,512,0,1,,,67,0,0
2048,note_on,,,,,0,0,2,,,62,96,1
2048,note_off,,,,,512,0,1,,,66,0,0
2048,note_off,,,,,512,0,2,,,62,0,1
2048,note_on,,,,,0,0,1,,,71,96,0
2048,note_on,,,,,0,0,4,,,43,96,3
2048,note_off,,,,,1024,0,4,,,50,0,3
2560,note_off,,,,,512,0,2,,,62,0,1
2560,note_on,,,,,0,0,2,,,64,96,1
2560,note_off,,,,,1536,0,3,,,57,0,2
2560,note_on,,,,,0,0,3,,,55,96,2
3072,note_off,,,,,1024,0,4,,,43,0,3
3072,note_on,,,,,0,0,4,,,45,96,3
3072,note_off,,,,,1024,0,1,,,71,0,0
3072,note_on,,,,,0,0,1,,,73,96,0
3584,note_off,,,,,1024,0,3,,,55,0,2
3584,note_on,,,,,0,0,3,,,57,96,2
3584,note_on,,,,,0,0,2,,,66,96,1
3584,note_off,,,,,1024,0,2,,,64,0,1
3840,note_off,,,,,256,0,3,,,57,0,2
3840,note_on,,,,,0,0,3,,,55,96,2
4096,note_off,,,,,512,0,2,,,66,0,1
4096,note_on,,,,,0,0,3,,,54,96,2
4096,note_off,,,,,1024,0,1,,,73,0,0
4096,note_off,,,,,256,0,3,,,55,0,2
4096,note_off,,,,,1024,0,4,,,45,0,3
4096,note_on,,,,,0,0,4,,,47,96,3
4096,note_on,,,,,0,0,2,,,66,96,1
4096,note_on,,,,,0,0,1,,,74,96,0
4608,note_off,,,,,512,0,3,,,54,0,2
4608,note_on,,,,,0,0,3,,,59,96,2
5120,note_off,,,,,1024,0,1,,,74,0,0
5120,note_off,,,,,512,0,3,,,59,0,2
5120,note_on,,,,,0,0,3,,,57,96,2
5120,note_off,,,,,1024,0,4,,,47,0,3
5120,note_on,,,,,0,0,4,,,52,96,3
5120,note_on,,,,,0,0,1,,,74,96,0
5632,note_on,,,,,0,0,2,,,64,96,1
5632,note_off,,,,,1536,0,2,,,66,0,1
5632,note_off,,,,,512,0,3,,,57,0,2
5632,note_on,,,,,0,0,3,,,56,96,2
6144,note_off,,,,,512,0,3,,,56,0,2
6144,note_on,,,,,0,0,2,,,64,96,1
6144,note_off,,,,,512,0,2,,,64,0,1
6144,note_on,,,,,0,0,1,,,73,96,0
6144,note_off,,,,,1024,0,1,,,74,0,0
6144,note_on,,,,,0,0,3,,,57,96,2
6144,note_off,,,,,1024,0,4,,,52,0,3
6144,note_on,,,,,0,0,4,,,45,96,3
8192,note_on,,,,,0,0,2,,,64,96,1
8192,note_off,,,,,2048,0,1,,,73,0,0
8192,note_on,,,,,0,0,4,,,55,96,3
8192,note_off,,,,,2048,0,4,,,45,0,3
8192,note_on,,,,,0,0,1,,,71,96,0
8192,note_off,,,,,2048,0,2,,,64,0,1
8192,note_on,,,,,0,0,3,,,59,96,2
8192,note_off,,,,,2048,0,3,,,57,0,2
8704,note_on,,,,,0,0,1,,,73,96,0
8704,note_off,,,,,512,0,1,,,71,0,0
9216,note_on,,,,,0,0,1,,,74,96,0
9216,note_off,,,,,512,0,1,,,73,0,0
9216,note_on,,,,,0,0,4,,,54,96,3
9216,note_on,,,,,0,0,2,,,62,96,1
9216,note_on,,,,,0,0,3,,,57,96,2
9216,note_off,,,,,1024,0,3,,,59,0,2
9216,note_off,,,,,1024,0,2,,,64,0,1
9216,note_off,,,,,1024,0,4,,,55,0,3
10240,note_on,,,,,0,0,1,,,69,96,0
10240,note_off,,,,,1024,0,2,,,62,0,1
10240,note_off,,,,,1024,0,1,,,74,0,0
10240,note_on,,,,,0,0,2,,,64,96,1
10240,note_off,,,,,1024,0,4,,,54,0,3
10240,note_off,,,,,1024,0,3,,,57,0,2
10240,note_on,,,,,0,0,3,,,57,96,2
10240,note_on,,,,,0,0,4,,,49,96,3
10752,note_on,,,,,0,0,1,,,67,96,0
10752,note_off,,,,,512,0,1,,,69,0,0
11264,note_off,,,,,1024,0,4,,,49,0,3
11264,note_off,,,,,512,0,1,,,67,0,0
11264,note_off,,,,,1024,0,3,,,57,0,2
11264,note_off,,,,,1024,0,2,,,64,0,1
11264,note_on,,,,,0,0,2,,,62,96,1
11264,note_on,,,,,0,0,3,,,57,96,2
11264,note_on,,,,,0,0,1,,,66,96,0
11264,note_on,,,,,0,0,4,,,50,96,3
11776,note_off,,,,,512,0,4,,,50,0,3
11776,note_on,,,,,0,0,4,,,48,96,3
12288,note_on,,,,,0,0,1,,,67,96,0
12288,note_on,,,,,0,0,3,,,55,96,2
12288,note_off,,,,,1024,0,3,,,57,0,2
12288,note_off,,,,,1024,0,1,,,66,0,0
12288,note_off,,,,,512,0,4,,,48,0,3
12288,note_on,,,,,0,0,2,,,62,96,1
12288,note_off,,,,,1024,0,2,,,62,0,1
12288,note_on,,,,,0,0,4,,,47,96,3
12800,note_on,,,,,0,0,4,,,46,96,3
12800,note_off,,,,,512,0,4,,,47,0,3
13312,note_off,,,,,1024,0,2,,,62,0,1
13312,note_on,,,,,0,0,2,,,62,96,1
13312,note_off,,,,,512,0,4,,,46,0,3
13312,note_on,,,,,0,0,4,,,45,96,3
13312,note_on,,,,,0,0,1,,,66,96,0
13312,note_off,,,,,1024,0,1,,,67,0,0
13312,note_off,,,,,1024,0,3,,,55,0,2
13312,note_on,,,,,0,0,3,,,57,96,2
13824,note_on,,,,,0,0,3,,,59,96,2
13824,note_off,,,,,512,0,3,,,57,0,2
13824,note_on,,,,,0,0,4,,,44,96,3
13824,note_off,,,,,512,0,4,,,45,0,3
14336,note_off,,,,,512,0,4,,,44,0,3
14336,note_on,,,,,0,0,2,,,62,96,1
14336,note_off,,,,,1024,0,2,,,62,0,1
14336,note_off,,,,,512,0,3,,,59,0,2
14336,note_on,,,,,0,0,3,,,59,96,2
14336,note_on,,,,,0,0,4,,,45,96,3
14336,note_on,,,,,0,0,1,,,64,96,0
14336,note_off,,,,,1024,0,1,,,66,0,0
14848,note_off,,,,,512,0,2,,,62,0,1
14848,note_on,,,,,0,0,2,,,61,96,1
14848,note_off,,,,,512,0,3,,,59,0,2
14848,note_on,,,,,0,0,3,,,57,96,2
15104,note_off,,,,,256,0,3,,,57,0,2
15104,note_on,,,,,0,0,3,,,55,96,2
15360,note_off,,,,,1024,0,4,,,45,0,3
15360,note_on,,,,,0,0,4,,,50,96,3
15360,note_off,,,,,512,0,2,,,61,0,1
15360,note_off,,,,,256,0,3,,,55,0,2
15360,note_on,,,,,0,0,3,,,54,96,2
15360,note_on,,,,,0,0,1,,,62,96,0
15360,note_off,,,,,1024,0,1,,,64,0,0
15360,note_on,,,,,0,0,2,,,57,96,1
16384,note_off,,,,,1024,0,3,,,54,0,2
16384,note_on,,,,,0,0,3,,,57,96,2
16384,note_off,,,,,1024,0,2,,,57,0,1
16384,note_on,,,,,0,0,4,,,50,96,3
16384,note_on,,,,,0,0,2,,,66,96,1
16384,note_on,,,,,0,0,1,,,69,96,0
16384,note_off,,,,,1024,0,1,,,62,0,0
16384,note_off,,,,,1024,0,4,,,50,0,3
17408,note_on,,,,,0,0,3,,,57,96,2
17408,note_off,,,,,1024,0,4,,,50,0,3
17408,note_on,,,,,0,0,2,,,64,96,1
17408,note_off,,,,,1024,0,2,,,66,0,1
17408,note_on,,,,,0,0,4,,,50,96,3
17408,note_on,,,,,0,0,1,,,67,96,0
17408,note_off,,,,,1024,0,1,,,69,0,0
17408,note_off,,,,,1024,0,3,,,57,0,2
17920,note_off,,,,,512,0,1,,,67,0,0
17920,note_on,,,,,0,0,1,,,66,96,0
17920,note_off,,,,,512,0,2,,,64,0,1
17920,note_on,,,,,0,0,2,,,62,96,1
18432,note_off,,,,,512,0,1,,,66,0,0
18432,note_on,,,,,0,0,1,,,71,96,0
18432,note_on,,,,,0,0,4,,,43,96,3
18432,note_off,,,,,1024,0,4,,,50,0,3
18432,note_on,,,,,0,0,2,,,62,96,1
18432,note_off,,,,,512,0,2,,,62,0,1
18944,note_on,,,,,0,0,2,,,64,96,1
18944,note_off,,,,,512,0,2,,,62,0,1
18944,note_on,,,,,0,0,3,,,55,96,2
18944,note_off,,,,,1536,0,3,,,57,0,2
19456,note_off,,,,,1024,0,1,,,71,0,0
19456,note_on,,,,,0,0,1,,,73,96,0
19456,note_on,,,,,0,0,4,,,45,96,3
19456,note_off,,,,,1024,0,4,,,43,0,3
19968,note_off,,,,,1024,0,2,,,64,0,1
19968,note_on,,,,,0,0,3,,,57,96,2
19968,note_off,,,,,1024,0,3,,,55,0,2
19968,note_on,,,,,0,0,2,,,66,96,1
20224,note_on,,,,,0,0,3,,,55,96,2
20224,note_off,,,,,256,0,3,,,57,0,2
20480,note_on,,,,,0,0,3,,,54,96,2
20480,note_off,,,,,1024,0,4,,,45,0,3
20480,note_on,,,,,0,0,4,,,47,96,3
