tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
0,set_tempo,967740,0,1,0,,,,,,,,
0,track_name,,0,1,3,,,,,,,,
0,note_on,,0,0,3,,,,,,0,45,102
0,program_change,,0,0,1,,,,,19,0,,
0,track_name,,0,1,1,,,,,,,,
0,track_name,,0,1,2,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,
192,note_on,,192,0,1,,,,,,0,45,92
240,note_on,,48,0,1,,,,,,0,48,92
288,note_off,,48,0,1,,,,,,0,48,64
288,note_on,,0,0,1,,,,,,0,52,92
336,note_on,,0,0,1,,,,,,0,48,92
336,note_off,,48,0,1,,,,,,0,52,64
384,note_on,,0,0,1,,,,,,0,48,92
384,note_off,,0,0,1,,,,,,0,45,64
384,note_off,,48,0,1,,,,,,0,48,64
432,note_on,,48,0,1,,,,,,0,52,92
480,note_on,,0,0,1,,,,,,0,57,92
480,note_off,,48,0,1,,,,,,0,52,64
528,note_on,,0,0,1,,,,,,0,52,92
528,note_off,,48,0,1,,,,,,0,57,64
576,note_off,,48,0,1,,,,,,0,52,64
576,note_on,,0,0,1,,,,,,0,52,92
576,note_off,,0,0,1,,,,,,0,48,64
624,note_on,,48,0,1,,,,,,0,57,92
672,note_off,,48,0,1,,,,,,0,57,64
672,note_on,,0,0,1,,,,,,0,60,92
720,note_on,,0,0,1,,,,,,0,57,92
720,note_off,,48,0,1,,,,,,0,60,64
768,note_off,,48,0,1,,,,,,0,57,64
768,note_off,,0,0,1,,,,,,0,52,64
768,note_on,,0,0,1,,,,,,0,48,92
816,note_on,,48,0,1,,,,,,0,52,92
864,note_on,,0,0,1,,,,,,0,57,92
864,note_off,,48,0,1,,,,,,0,52,64
912,note_on,,0,0,1,,,,,,0,52,92
912,note_off,,48,0,1,,,,,,0,57,64
960,note_on,,0,0,1,,,,,,0,52,92
960,note_off,,0,0,1,,,,,,0,48,64
960,note_off,,48,0,1,,,,,,0,52,64
1008,note_on,,48,0,1,,,,,,0,57,92
1056,note_off,,48,0,1,,,,,,0,57,64
1056,note_on,,0,0,1,,,,,,0,60,92
1104,note_off,,48,0,1,,,,,,0,60,64
1104,note_on,,0,0,1,,,,,,0,57,92
1152,note_on,,0,0,1,,,,,,0,57,92
1152,note_off,,48,0,1,,,,,,0,57,64
1152,note_off,,0,0,1,,,,,,0,52,64
1200,note_on,,48,0,1,,,,,,0,60,92
1248,note_on,,0,0,1,,,,,,0,64,92
1248,note_off,,48,0,1,,,,,,0,60,64
1296,note_off,,48,0,1,,,,,,0,64,64
1296,note_on,,0,0,1,,,,,,0,60,92
1344,note_off,,48,0,1,,,,,,0,60,64
1344,note_off,,0,0,1,,,,,,0,57,64
1344,note_on,,0,0,1,,,,,,0,52,92
1392,note_on,,48,0,1,,,,,,0,57,92
1440,note_on,,0,0,1,,,,,,0,60,92
1440,note_off,,48,0,1,,,,,,0,57,64
1488,note_off,,48,0,1,,,,,,0,60,64
1488,note_on,,0,0,1,,,,,,0,57,92
1536,note_on,,0,0,1,,,,,,0,57,92
1536,note_off,,48,0,1,,,,,,0,57,64
1536,note_off,,0,0,1,,,,,,0,52,64
1584,note_on,,48,0,1,,,,,,0,60,92
1632,note_on,,0,0,1,,,,,,0,64,92
1632,note_off,,48,0,1,,,,,,0,60,64
1680,note_on,,0,0,1,,,,,,0,60,92
1680,note_off,,48,0,1,,,,,,0,64,64
1728,note_off,,48,0,1,,,,,,0,60,64
1728,note_on,,0,0,1,,,,,,0,60,92
1728,note_off,,0,0,1,,,,,,0,57,64
1776,note_on,,48,0,1,,,,,,0,64,92
1824,note_off,,48,0,1,,,,,,0,64,64
1824,note_on,,0,0,1,,,,,,0,69,92
1872,note_off,,48,0,1,,,,,,0,69,64
1872,note_on,,0,0,1,,,,,,0,64,92
1920,note_off,,48,0,1,,,,,,0,64,64
1920,note_off,,0,0,1,,,,,,0,60,64
1920,note_on,,0,0,1,,,,,,0,64,92
1968,note_on,,48,0,1,,,,,,0,69,92
2016,note_off,,48,0,1,,,,,,0,69,64
2016,note_on,,0,0,1,,,,,,0,72,92
2064,note_off,,48,0,1,,,,,,0,72,64
2064,note_on,,0,0,1,,,,,,0,69,92
2112,note_on,,0,0,1,,,,,,0,60,92
2112,note_off,,0,0,1,,,,,,0,64,64
2112,note_off,,48,0,1,,,,,,0,69,64
2160,note_on,,48,0,1,,,,,,0,64,92
2208,note_off,,48,0,1,,,,,,0,64,64
2208,note_on,,0,0,1,,,,,,0,69,92
2256,note_on,,0,0,1,,,,,,0,64,92
2256,note_off,,48,0,1,,,,,,0,69,64
2304,note_on,,0,0,1,,,,,,0,64,92
2304,note_off,,0,0,1,,,,,,0,60,64
2304,note_off,,48,0,1,,,,,,0,64,64
2352,note_on,,48,0,1,,,,,,0,69,92
2400,note_off,,48,0,1,,,,,,0,69,64
2400,note_on,,0,0,1,,,,,,0,72,92
2448,note_off,,48,0,1,,,,,,0,72,64
2448,note_on,,0,0,1,,,,,,0,69,92
2496,note_off,,48,0,1,,,,,,0,69,64
2496,note_off,,0,0,1,,,,,,0,64,64
2496,note_on,,0,0,1,,,,,,0,69,92
2544,note_on,,48,0,1,,,,,,0,72,92
2592,note_on,,0,0,1,,,,,,0,76,92
2592,note_off,,48,0,1,,,,,,0,72,64
2640,note_off,,48,0,1,,,,,,0,76,64
2640,note_on,,0,0,1,,,,,,0,72,92
2688,note_off,,0,0,1,,,,,,0,69,64
2688,note_on,,0,0,1,,,,,,0,72,92
2688,note_off,,48,0,1,,,,,,0,72,64
2736,note_off,,48,0,1,,,,,,0,72,64
2736,note_on,,0,0,1,,,,,,0,81,92
2784,note_off,,48,0,1,,,,,,0,81,64
2784,note_on,,0,0,1,,,,,,0,79,92
2832,note_on,,0,0,1,,,,,,0,77,92
2832,note_off,,48,0,1,,,,,,0,79,64
2880,note_on,,0,0,1,,,,,,0,76,92
2880,note_off,,48,0,1,,,,,,0,77,64
2928,note_on,,0,0,1,,,,,,0,74,92
2928,note_off,,48,0,1,,,,,,0,76,64
2976,note_on,,0,0,1,,,,,,0,72,92
2976,note_off,,48,0,1,,,,,,0,74,64
3024,note_off,,48,0,1,,,,,,0,72,64
3024,note_on,,0,0,1,,,,,,0,71,92
3072,note_on,,0,0,1,,,,,,0,69,92
3072,note_off,,48,0,1,,,,,,0,71,64
3120,note_on,,0,0,1,,,,,,0,76,92
3120,note_off,,48,0,1,,,,,,0,69,64
3168,note_on,,0,0,1,,,,,,0,74,92
3168,note_off,,48,0,1,,,,,,0,76,64
3216,note_on,,0,0,1,,,,,,0,72,92
3216,note_off,,48,0,1,,,,,,0,74,64
3264,note_on,,0,0,1,,,,,,0,71,92
3264,note_off,,48,0,1,,,,,,0,72,64
3312,note_off,,48,0,1,,,,,,0,71,64
3312,note_on,,0,0,1,,,,,,0,69,92
3360,note_on,,0,0,1,,,,,,0,68,92
3360,note_off,,48,0,1,,,,,,0,69,64
3408,note_on,,0,0,1,,,,,,0,66,92
3408,note_off,,48,0,1,,,,,,0,68,64
3456,note_off,,48,0,1,,,,,,0,66,64
3456,note_on,,0,0,1,,,,,,0,64,92
3504,note_on,,0,0,1,,,,,,0,69,92
3504,note_off,,48,0,1,,,,,,0,64,64
3552,note_off,,48,0,1,,,,,,0,69,64
3552,note_on,,0,0,1,,,,,,0,67,92
3600,note_on,,0,0,1,,,,,,0,65,92
3600,note_off,,48,0,1,,,,,,0,67,64
3648,note_on,,0,0,1,,,,,,0,64,92
3648,note_off,,48,0,1,,,,,,0,65,64
3696,note_on,,0,0,1,,,,,,0,62,92
3696,note_off,,48,0,1,,,,,,0,64,64
3744,note_on,,0,0,1,,,,,,0,60,92
3744,note_off,,48,0,1,,,,,,0,62,64
3792,note_on,,0,0,1,,,,,,0,59,92
3792,note_off,,48,0,1,,,,,,0,60,64
3840,note_off,,48,0,1,,,,,,0,59,64
3840,note_on,,0,0,1,,,,,,0,57,92
3888,note_on,,0,0,1,,,,,,0,64,92
3888,note_off,,48,0,1,,,,,,0,57,64
3936,note_on,,0,0,1,,,,,,0,62,92
3936,note_off,,48,0,1,,,,,,0,64,64
3984,note_on,,0,0,1,,,,,,0,60,92
3984,note_off,,48,0,1,,,,,,0,62,64
4032,note_on,,0,0,1,,,,,,0,59,92
4032,note_off,,48,0,1,,,,,,0,60,64
4080,note_on,,4080,0,2,,,,,,0,57,92
4080,note_off,,48,0,1,,,,,,0,59,64
4128,note_on,,0,0,2,,,,,,0,56,92
4128,note_off,,48,0,2,,,,,,0,57,64
4176,note_on,,0,0,2,,,,,,0,54,92
4176,note_off,,48,0,2,,,,,,0,56,64
4224,note_on,,0,0,2,,,,,,0,52,92
4224,note_off,,48,0,2,,,,,,0,54,64
4272,note_on,,0,0,2,,,,,,0,57,92
4272,note_off,,48,0,2,,,,,,0,52,64
4320,note_on,,0,0,2,,,,,,0,55,92
