tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,,,,,,,0,,,,,,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,10,64,,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,7,100,,
0,program_change,0,0,2,,,,,,,,,,,,,,0,1,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,,,,,,,0,,,69,107
0,control_change,0,0,1,,,,,,,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,
0,time_signature,0,1,0,,,,,,,1,8,12,8,,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,C,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,416667,,,,,,,
96,note_on,96,0,1,,,,,,,,,,,,,,,0,,,69,0
120,time_signature,120,1,0,,,,,,,3,2,48,8,,,,,,,,,
120,note_on,24,0,1,,,,,,,,,,,,,,,0,,,69,107
120,note_on,120,0,2,,,,,,,,,,,,,,,1,,,45,107
240,note_on,120,0,1,,,,,,,,,,,,,,,0,,,64,107
360,note_on,120,0,1,,,,,,,,,,,,,,,0,,,61,107
408,note_on,288,0,2,,,,,,,,,,,,,,,1,,,45,0
420,note_on,12,0,2,,,,,,,,,,,,,,,1,,,57,107
468,note_on,48,0,2,,,,,,,,,,,,,,,1,,,57,0
480,note_on,12,0,2,,,,,,,,,,,,,,,1,,,56,107
528,note_on,48,0,2,,,,,,,,,,,,,,,1,,,56,0
540,note_on,12,0,2,,,,,,,,,,,,,,,1,,,54,107
588,note_on,48,0,2,,,,,,,,,,,,,,,1,,,54,0
600,note_on,12,0,2,,,,,,,,,,,,,,,1,,,52,107
696,note_on,336,0,1,,,,,,,,,,,,,,,0,,,69,0
696,note_on,96,0,2,,,,,,,,,,,,,,,1,,,52,0
720,note_on,24,0,2,,,,,,,,,,,,,,,1,,,54,107
744,note_on,48,0,1,,,,,,,,,,,,,,,0,,,61,0
744,note_on,0,0,1,,,,,,,,,,,,,,,0,,,64,0
768,note_on,48,0,2,,,,,,,,,,,,,,,1,,,54,0
780,note_on,12,0,2,,,,,,,,,,,,,,,1,,,50,107
828,note_on,48,0,2,,,,,,,,,,,,,,,1,,,50,0
840,note_on,12,0,2,,,,,,,,,,,,,,,1,,,49,107
840,note_on,96,0,1,,,,,,,,,,,,,,,0,,,64,107
936,note_on,96,0,2,,,,,,,,,,,,,,,1,,,49,0
960,note_on,24,0,2,,,,,,,,,,,,,,,1,,,50,107
1008,note_on,48,0,2,,,,,,,,,,,,,,,1,,,50,0
1020,note_on,12,0,2,,,,,,,,,,,,,,,1,,,52,107
1032,note_on,192,0,1,,,,,,,,,,,,,,,0,,,64,0
1068,note_on,48,0,2,,,,,,,,,,,,,,,1,,,52,0
1080,note_on,12,0,2,,,,,,,,,,,,,,,1,,,50,107
1080,note_on,48,0,1,,,,,,,,,,,,,,,0,,,66,107
1104,note_on,24,0,1,,,,,,,,,,,,,,,0,,,66,0
1110,note_on,6,0,1,,,,,,,,,,,,,,,0,,,65,107
1134,note_on,24,0,1,,,,,,,,,,,,,,,0,,,65,0
1140,note_on,6,0,1,,,,,,,,,,,,,,,0,,,66,107
1176,note_on,96,0,2,,,,,,,,,,,,,,,1,,,50,0
1200,note_on,24,0,2,,,,,,,,,,,,,,,1,,,52,107
1200,note_on,60,0,1,,,,,,,,,,,,,,,0,,,66,107
1248,note_on,48,0,2,,,,,,,,,,,,,,,1,,,52,0
1260,note_on,12,0,2,,,,,,,,,,,,,,,1,,,49,107
1308,note_on,48,0,2,,,,,,,,,,,,,,,1,,,49,0
1320,note_on,12,0,2,,,,,,,,,,,,,,,1,,,47,107
1416,note_on,96,0,2,,,,,,,,,,,,,,,1,,,47,0
1440,note_on,24,0,2,,,,,,,,,,,,,,,1,,,49,107
1440,note_on,240,0,1,,,,,,,,,,,,,,,0,,,67,107
1488,note_on,48,0,2,,,,,,,,,,,,,,,1,,,49,0
1488,note_on,48,0,1,,,,,,,,,,,,,,,0,,,66,0
1488,note_on,0,0,1,,,,,,,,,,,,,,,0,,,66,0
1500,note_on,12,0,2,,,,,,,,,,,,,,,1,,,45,107
1536,note_on,48,0,1,,,,,,,,,,,,,,,0,,,67,0
1548,note_on,48,0,2,,,,,,,,,,,,,,,1,,,45,0
1560,note_on,24,0,1,,,,,,,,,,,,,,,0,,,66,107
1560,note_on,12,0,2,,,,,,,,,,,,,,,1,,,50,107
1608,note_on,48,0,1,,,,,,,,,,,,,,,0,,,66,0
1620,note_on,12,0,1,,,,,,,,,,,,,,,0,,,62,107
1668,note_on,48,0,1,,,,,,,,,,,,,,,0,,,62,0
1680,note_on,12,0,1,,,,,,,,,,,,,,,0,,,64,107
1728,note_on,48,0,1,,,,,,,,,,,,,,,0,,,64,0
1740,note_on,12,0,1,,,,,,,,,,,,,,,0,,,66,107
1752,note_on,192,0,2,,,,,,,,,,,,,,,1,,,50,0
1788,note_on,48,0,1,,,,,,,,,,,,,,,0,,,66,0
1800,note_on,48,0,2,,,,,,,,,,,,,,,1,,,49,107
1800,note_on,12,0,1,,,,,,,,,,,,,,,0,,,68,107
1848,note_on,48,0,1,,,,,,,,,,,,,,,0,,,68,0
1860,note_on,12,0,1,,,,,,,,,,,,,,,0,,,69,107
1908,note_on,48,0,1,,,,,,,,,,,,,,,0,,,69,0
1920,note_on,12,0,1,,,,,,,,,,,,,,,0,,,71,107
1968,note_on,48,0,1,,,,,,,,,,,,,,,0,,,71,0
1980,note_on,12,0,1,,,,,,,,,,,,,,,0,,,73,107
1992,note_on,192,0,2,,,,,,,,,,,,,,,1,,,49,0
2028,note_on,48,0,1,,,,,,,,,,,,,,,0,,,73,0
2040,note_on,48,0,2,,,,,,,,,,,,,,,1,,,47,107
2040,note_on,12,0,1,,,,,,,,,,,,,,,0,,,74,107
2160,note_on,120,0,1,,,,,,,,,,,,,,,0,,,71,107
2232,note_on,192,0,2,,,,,,,,,,,,,,,1,,,47,0
2256,note_on,96,0,1,,,,,,,,,,,,,,,0,,,71,0
2280,note_on,48,0,2,,,,,,,,,,,,,,,1,,,52,107
2280,note_on,24,0,1,,,,,,,,,,,,,,,0,,,68,107
2328,note_on,48,0,1,,,,,,,,,,,,,,,0,,,74,0
2400,note_on,72,0,1,,,,,,,,,,,,,,,0,,,76,107
2472,note_on,192,0,2,,,,,,,,,,,,,,,1,,,52,0
2472,note_on,72,0,1,,,,,,,,,,,,,,,0,,,68,0
2496,note_on,24,0,1,,,,,,,,,,,,,,,0,,,76,0
2520,note_on,48,0,2,,,,,,,,,,,,,,,1,,,45,107
2520,note_on,24,0,1,,,,,,,,,,,,,,,0,,,73,107
2544,note_on,24,0,1,,,,,,,,,,,,,,,0,,,73,0
2550,note_on,6,0,1,,,,,,,,,,,,,,,0,,,74,107
2574,note_on,24,0,1,,,,,,,,,,,,,,,0,,,74,0
2580,note_on,6,0,1,,,,,,,,,,,,,,,0,,,73,107
2640,note_on,60,0,1,,,,,,,,,,,,,,,0,,,71,107
2712,note_on,192,0,2,,,,,,,,,,,,,,,1,,,45,0
2736,note_on,96,0,1,,,,,,,,,,,,,,,0,,,71,0
2760,note_on,24,0,1,,,,,,,,,,,,,,,0,,,69,107
2760,note_on,48,0,2,,,,,,,,,,,,,,,1,,,38,107
2832,note_on,72,0,1,,,,,,,,,,,,,,,0,,,73,0
2880,note_on,48,0,1,,,,,,,,,,,,,,,0,,,74,107
2952,note_on,192,0,2,,,,,,,,,,,,,,,1,,,38,0
2952,note_on,72,0,1,,,,,,,,,,,,,,,0,,,69,0
2976,note_on,24,0,1,,,,,,,,,,,,,,,0,,,74,0
3000,note_on,24,0,1,,,,,,,,,,,,,,,0,,,71,107
3000,note_on,48,0,2,,,,,,,,,,,,,,,1,,,40,107
3120,note_on,120,0,1,,,,,,,,,,,,,,,0,,,68,107
3240,note_on,120,0,1,,,,,,,,,,,,,,,0,,,64,107
3288,note_on,288,0,2,,,,,,,,,,,,,,,1,,,40,0
3300,note_on,12,0,2,,,,,,,,,,,,,,,1,,,52,107
3348,note_on,48,0,2,,,,,,,,,,,,,,,1,,,52,0
3360,note_on,12,0,2,,,,,,,,,,,,,,,1,,,50,107
3408,note_on,48,0,2,,,,,,,,,,,,,,,1,,,50,0
3420,note_on,12,0,2,,,,,,,,,,,,,,,1,,,49,107
3468,note_on,48,0,2,,,,,,,,,,,,,,,1,,,49,0
3480,note_on,12,0,2,,,,,,,,,,,,,,,1,,,47,107
3576,note_on,96,0,2,,,,,,,,,,,,,,,1,,,47,0
3576,note_on,336,0,1,,,,,,,,,,,,,,,0,,,71,0
3600,note_on,24,0,2,,,,,,,,,,,,,,,1,,,49,107
3624,note_on,0,0,1,,,,,,,,,,,,,,,0,,,68,0
3624,note_on,48,0,1,,,,,,,,,,,,,,,0,,,64,0
3648,note_on,48,0,2,,,,,,,,,,,,,,,1,,,49,0
3660,note_on,12,0,2,,,,,,,,,,,,,,,1,,,45,107
3708,note_on,48,0,2,,,,,,,,,,,,,,,1,,,45,0
3720,note_on,96,0,1,,,,,,,,,,,,,,,0,,,64,107
3720,note_on,12,0,2,,,,,,,,,,,,,,,1,,,44,107
3750,note_on,30,0,1,,,,,,,,,,,,,,,0,,,71,107
3780,note_on,30,0,1,,,,,,,,,,,,,,,0,,,76,107
3816,note_on,96,0,2,,,,,,,,,,,,,,,1,,,44,0
3840,note_on,24,0,2,,,,,,,,,,,,,,,1,,,45,107
3876,note_on,96,0,1,,,,,,,,,,,,,,,0,,,76,0
3876,note_on,0,0,1,,,,,,,,,,,,,,,0,,,71,0
3888,note_on,48,0,2,,,,,,,,,,,,,,,1,,,45,0
3900,note_on,12,0,2,,,,,,,,,,,,,,,1,,,47,107
3912,note_on,36,0,1,,,,,,,,,,,,,,,0,,,64,0
3948,note_on,48,0,2,,,,,,,,,,,,,,,1,,,47,0
3960,note_on,12,0,2,,,,,,,,,,,,,,,1,,,45,107
3960,note_on,48,0,1,,,,,,,,,,,,,,,0,,,71,107
3960,note_on,0,0,1,,,,,,,,,,,,,,,0,,,74,107
3984,note_on,24,0,1,,,,,,,,,,,,,,,0,,,74,0
3990,note_on,6,0,1,,,,,,,,,,,,,,,0,,,73,107
4014,note_on,24,0,1,,,,,,,,,,,,,,,0,,,73,0
4020,note_on,6,0,1,,,,,,,,,,,,,,,0,,,74,107
4056,note_on,96,0,2,,,,,,,,,,,,,,,1,,,45,0
4080,note_on,24,0,2,,,,,,,,,,,,,,,1,,,47,107
4128,note_on,48,0,2,,,,,,,,,,,,,,,1,,,47,0
4140,note_on,12,0,2,,,,,,,,,,,,,,,1,,,44,107
4188,note_on,48,0,2,,,,,,,,,,,,,,,1,,,44,0
4200,note_on,12,0,2,,,,,,,,,,,,,,,1,,,42,107
4296,note_on,96,0,2,,,,,,,,,,,,,,,1,,,42,0
4320,note_on,300,0,1,,,,,,,,,,,,,,,0,,,76,107
4320,note_on,24,0,2,,,,,,,,,,,,,,,1,,,44,107
4344,note_on,24,0,1,,,,,,,,,,,,,,,0,,,71,0
4368,note_on,48,0,2,,,,,,,,,,,,,,,1,,,44,0
4368,note_on,24,0,1,,,,,,,,,,,,,,,0,,,74,0
4380,note_on,12,0,2,,,,,,,,,,,,,,,1,,,40,107
4428,note_on,48,0,2,,,,,,,,,,,,,,,1,,,40,0
4440,note_on,12,0,2,,,,,,,,,,,,,,,1,,,45,107
4440,note_on,72,0,1,,,,,,,,,,,,,,,0,,,74,107
4464,note_on,24,0,1,,,,,,,,,,,,,,,0,,,76,0
4536,note_on,72,0,1,,,,,,,,,,,,,,,0,,,74,0
4560,note_on,24,0,1,,,,,,,,,,,,,,,0,,,73,107
4632,note_on,192,0,2,,,,,,,,,,,,,,,1,,,45,0
4656,note_on,96,0,1,,,,,,,,,,,,,,,0,,,73,0
4680,note_on,24,0,1,,,,,,,,,,,,,,,0,,,71,107
4680,note_on,48,0,2,,,,,,,,,,,,,,,1,,,47,107
4776,note_on,96,0,1,,,,,,,,,,,,,,,0,,,71,0
4800,note_on,24,0,1,,,,,,,,,,,,,,,0,,,69,107
4872,note_on,192,0,2,,,,,,,,,,,,,,,1,,,47,0
4896,note_on,96,0,1,,,,,,,,,,,,,,,0,,,69,0
4920,note_on,48,0,2,,,,,,,,,,,,,,,1,,,49,107
4920,note_on,24,0,1,,,,,,,,,,,,,,,0,,,68,107
5016,note_on,96,0,1,,,,,,,,,,,,,,,0,,,68,0
5040,note_on,24,0,1,,,,,,,,,,,,,,,0,,,66,107
5112,note_on,192,0,2,,,,,,,,,,,,,,,1,,,49,0
5136,note_on,96,0,1,,,,,,,,,,,,,,,0,,,66,0
5160,note_on,48,0,2,,,,,,,,,,,,,,,1,,,42,107
5160,note_on,24,0,1,,,,,,,,,,,,,,,0,,,78,107
5352,note_on,192,0,1,,,,,,,,,,,,,,,0,,,78,0
5352,note_on,192,0,2,,,,,,,,,,,,,,,1,,,42,0
5400,note_on,48,0,2,,,,,,,,,,,,,,,1,,,44,107
5400,note_on,48,0,1,,,,,,,,,,,,,,,0,,,78,107
5424,note_on,24,0,1,,,,,,,,,,,,,,,0,,,78,0
5430,note_on,6,0,1,,,,,,,,,,,,,,,0,,,76,107
5454,note_on,24,0,1,,,,,,,,,,,,,,,0,,,76,0
5460,note_on,6,0,1,,,,,,,,,,,,,,,0,,,74,107
5484,note_on,24,0,1,,,,,,,,,,,,,,,0,,,74,0
5490,note_on,6,0,1,,,,,,,,,,,,,,,0,,,76,107
5514,note_on,24,0,1,,,,,,,,,,,,,,,0,,,76,0
5520,note_on,6,0,1,,,,,,,,,,,,,,,0,,,78,107
5544,note_on,24,0,1,,,,,,,,,,,,,,,0,,,78,0
5550,note_on,6,0,1,,,,,,,,,,,,,,,0,,,76,107
5574,note_on,24,0,1,,,,,,,,,,,,,,,0,,,76,0
5580,note_on,6,0,1,,,,,,,,,,,,,,,0,,,78,107
5592,note_on,192,0,2,,,,,,,,,,,,,,,1,,,44,0
5604,note_on,24,0,1,,,,,,,,,,,,,,,0,,,78,0
5610,note_on,6,0,1,,,,,,,,,,,,,,,0,,,76,107
5634,note_on,24,0,1,,,,,,,,,,,,,,,0,,,76,0
5640,note_on,6,0,1,,,,,,,,,,,,,,,0,,,78,107
5640,note_on,48,0,2,,,,,,,,,,,,,,,1,,,46,107
5664,note_on,24,0,1,,,,,,,,,,,,,,,0,,,78,0
5670,note_on,6,0,1,,,,,,,,,,,,,,,0,,,76,107
5694,note_on,24,0,1,,,,,,,,,,,,,,,0,,,76,0
5700,note_on,6,0,1,,,,,,,,,,,,,,,0,,,74,107
5724,note_on,24,0,1,,,,,,,,,,,,,,,0,,,74,0
