tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
0,set_tempo,1000000,0,1,0,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,
0,note_on,,0,0,3,,,,,,0,43,102
0,note_on,,0,0,2,,,,,,0,55,92
0,track_name,,0,1,3,,,,,,,,
0,track_name,,0,1,2,,,,,,,,
0,track_name,,0,1,1,,,,,,,,
0,program_change,,0,0,1,,,,,19,0,,
0,note_on,,0,0,1,,,,,,0,67,92
0,note_on,,0,0,1,,,,,,0,71,92
0,note_on,,0,0,1,,,,,,0,62,92
768,note_on,,0,0,1,,,,,,0,59,92
768,note_off,,0,0,1,,,,,,0,67,64
768,note_off,,768,0,1,,,,,,0,62,64
768,note_on,,0,0,1,,,,,,0,67,92
960,note_off,,192,0,1,,,,,,0,59,64
960,note_on,,0,0,1,,,,,,0,62,92
1344,note_off,,384,0,1,,,,,,0,62,64
1344,note_off,,0,0,1,,,,,,0,67,64
1344,note_on,,0,0,1,,,,,,0,65,92
1536,note_off,,0,0,1,,,,,,0,71,64
1536,note_off,,192,0,1,,,,,,0,65,64
1536,note_on,,0,0,1,,,,,,0,60,92
1536,note_on,,0,0,1,,,,,,0,64,92
1728,note_on,,192,0,1,,,,,,0,72,92
1920,note_on,,1920,0,2,,,,,,0,59,92
1920,note_off,,192,0,1,,,,,,0,64,64
1920,note_off,,0,0,1,,,,,,0,60,64
1920,note_on,,0,0,1,,,,,,0,65,92
2112,note_on,,0,0,1,,,,,,0,74,92
2112,note_off,,192,0,1,,,,,,0,72,64
2304,note_on,,0,0,3,,,,,,0,48,102
2304,note_on,,0,0,1,,,,,,0,64,92
2304,note_on,,0,0,1,,,,,,0,76,92
2304,note_off,,2304,0,3,,,,,,0,43,64
2304,note_off,,192,0,1,,,,,,0,74,64
2304,note_off,,384,0,2,,,,,,0,55,64
2304,note_on,,0,0,2,,,,,,0,48,92
