tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,text,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,47,1,,,,
0,program_change,0,0,2,,,,,,,,56,0,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,7,,,,,,,,48,6,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,program_change,0,0,6,,,,,,,,48,5,,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,,
0,program_change,0,0,15,,,,,,,,19,15,,,,
0,program_change,0,0,11,,,,,,,,52,11,,,,
0,track_name,0,1,11,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,
0,program_change,0,0,8,,,,,,,,48,7,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,midi_port,0,1,16,,,,,,,0,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,,
0,program_change,0,0,16,,,,,,,,68,3,,,,
0,program_change,0,0,10,,,,,,,,52,10,,,,
0,track_name,0,1,10,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,73,2,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,program_change,0,0,5,,,,,,,,70,4,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,program_change,0,0,9,,,,,,,,48,8,,,,
0,program_change,0,0,13,,,,,,,,52,13,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,
0,program_change,0,0,12,,,,,,,,52,12,,,,
0,program_change,0,0,1,,,,,,,,68,3,,,,
0,set_tempo,0,1,0,,,,,,618557,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,14,,,,,,,,,,,,,
0,program_change,0,0,14,,,,,,,,52,14,,,,
0,key_signature,0,1,0,,,,,D,,,,,,,,
0,time_signature,0,1,0,1,4,24,8,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
120,note_on,0,0,9,,,,,,,,,8,,,38,64
120,control_change,120,0,1,,,,,,,,,3,7,100,,
120,control_change,120,0,6,,,,,,,,,5,7,100,,
120,note_on,0,0,5,,,,,,,,,4,,,62,64
120,note_on,0,0,5,,,,,,,,,4,,,54,64
120,control_change,120,0,9,,,,,,,,,8,7,100,,
120,control_change,120,0,7,,,,,,,,,6,7,100,,
120,note_on,0,0,15,,,,,,,,,15,,,38,64
120,control_change,120,0,8,,,,,,,,,7,7,100,,
120,control_change,120,0,5,,,,,,,,,4,7,100,,
120,control_change,120,0,15,,,,,,,,,15,7,100,,
120,set_tempo,0,1,0,,,,,,555555,,,,,,,
120,time_signature,120,1,0,3,4,24,8,,,,,,,,,
120,control_change,0,0,4,,,,,,,,,2,7,100,,
120,control_change,120,0,4,,,,,,,,,2,7,100,,
120,control_change,120,0,16,,,,,,,,,3,7,100,,
120,control_change,120,0,2,,,,,,,,,0,7,100,,
120,control_change,0,0,2,,,,,,,,,0,7,100,,
120,control_change,0,0,2,,,,,,,,,0,7,100,,
120,note_on,0,0,2,,,,,,,,,0,,,66,64
120,control_change,120,0,3,,,,,,,,,1,7,100,,
180,note_on,180,0,11,,,,,,,,,11,,,62,84
180,note_on,60,0,8,,,,,,,,,7,,,62,64
180,note_on,180,0,13,,,,,,,,,13,,,57,84
180,note_on,60,0,1,,,,,,,,,3,,,62,64
180,note_on,60,0,6,,,,,,,,,5,,,62,64
180,note_on,60,0,7,,,,,,,,,6,,,62,64
180,note_on,60,0,4,,,,,,,,,2,,,62,64
210,note_on,30,0,1,,,,,,,,,3,,,62,0
210,note_on,0,0,1,,,,,,,,,3,,,64,64
210,note_on,0,0,4,,,,,,,,,2,,,64,64
210,note_on,30,0,4,,,,,,,,,2,,,62,0
221,note_on,41,0,13,,,,,,,,,13,,,57,0
221,note_on,41,0,11,,,,,,,,,11,,,62,0
221,note_on,41,0,6,,,,,,,,,5,,,62,0
221,note_on,41,0,8,,,,,,,,,7,,,62,0
221,note_on,41,0,7,,,,,,,,,6,,,62,0
240,note_on,19,0,6,,,,,,,,,5,,,62,64
240,note_on,19,0,13,,,,,,,,,13,,,66,84
240,note_on,120,0,2,,,,,,,,,0,,,66,0
240,note_on,0,0,5,,,,,,,,,4,,,54,0
240,note_on,19,0,7,,,,,,,,,6,,,62,64
240,note_on,0,0,4,,,,,,,,,2,,,66,64
240,note_on,120,0,15,,,,,,,,,15,,,38,0
240,note_on,19,0,8,,,,,,,,,7,,,62,64
240,note_on,19,0,11,,,,,,,,,11,,,69,84
240,note_on,30,0,4,,,,,,,,,2,,,64,0
240,note_on,120,0,5,,,,,,,,,4,,,62,0
240,note_on,120,0,9,,,,,,,,,8,,,38,0
240,note_on,30,0,1,,,,,,,,,3,,,64,0
240,note_on,0,0,1,,,,,,,,,3,,,66,64
270,note_on,30,0,1,,,,,,,,,3,,,66,0
270,note_on,0,0,1,,,,,,,,,3,,,67,64
