tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,,3,0,,
0,control_change,0,0,4,,,,,,,32,1,3,,,
0,control_change,0,0,4,,,,,,,0,0,3,,,
0,program_change,0,0,3,,,,,,,,,2,0,,
0,control_change,0,0,3,,,,,,,32,1,2,,,
0,control_change,0,0,3,,,,,,,0,0,2,,,
0,program_change,0,0,2,,,,,,,,,1,0,,
0,control_change,0,0,2,,,,,,,32,1,1,,,
0,control_change,0,0,2,,,,,,,10,95,1,,,
0,control_change,0,0,2,,,,,,,7,100,1,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,program_change,0,0,1,,,,,,,,,0,0,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,D,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,
0,control_change,0,0,1,,,,,,,32,1,0,,,
0,set_tempo,0,1,0,,,,,,315789,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,control_change,0,0,1,,,,,,,7,101,0,,,
0,control_change,0,0,1,,,,,,,10,32,0,,,
2,control_change,2,0,4,,,,,,,0,127,3,,,
2,control_change,2,0,3,,,,,,,0,127,2,,,
2,control_change,2,0,2,,,,,,,0,127,1,,,
2,control_change,2,0,1,,,,,,,0,127,0,,,
3,program_change,1,0,1,,,,,,,,,0,8,,
3,program_change,1,0,2,,,,,,,,,1,9,,
3,program_change,1,0,4,,,,,,,,,3,10,,
3,program_change,1,0,3,,,,,,,,,2,9,,
360,note_on,357,0,1,,,,,,,,,0,,69,100
360,note_on,357,0,3,,,,,,,,,2,,69,100
410,note_on,50,0,3,,,,,,,,,2,,69,0
410,note_on,50,0,1,,,,,,,,,0,,69,0
480,note_on,70,0,3,,,,,,,,,2,,74,100
480,note_on,70,0,1,,,,,,,,,0,,74,100
480,note_on,477,0,2,,,,,,,,,1,,50,80
480,note_on,477,0,4,,,,,,,,,3,,50,80
530,note_on,50,0,1,,,,,,,,,0,,74,0
530,note_on,50,0,3,,,,,,,,,2,,74,0
595,note_on,115,0,2,,,,,,,,,1,,50,0
595,note_on,115,0,4,,,,,,,,,3,,50,0
600,note_on,5,0,2,,,,,,,,,1,,55,80
600,note_on,70,0,1,,,,,,,,,0,,69,100
600,note_on,70,0,3,,,,,,,,,2,,69,100
600,note_on,5,0,4,,,,,,,,,3,,55,80
715,note_on,115,0,4,,,,,,,,,3,,55,0
715,note_on,115,0,2,,,,,,,,,1,,55,0
720,note_on,5,0,4,,,,,,,,,3,,54,80
720,note_on,5,0,2,,,,,,,,,1,,54,80
835,note_on,115,0,2,,,,,,,,,1,,54,0
835,note_on,115,0,4,,,,,,,,,3,,54,0
839,note_on,239,0,1,,,,,,,,,0,,69,0
839,note_on,239,0,3,,,,,,,,,2,,69,0
840,note_on,5,0,2,,,,,,,,,1,,52,80
840,note_on,5,0,4,,,,,,,,,3,,52,80
840,note_on,1,0,1,,,,,,,,,0,,71,100
840,note_on,1,0,3,,,,,,,,,2,,71,100
899,note_on,59,0,3,,,,,,,,,2,,71,0
899,note_on,59,0,1,,,,,,,,,0,,71,0
900,note_on,1,0,3,,,,,,,,,2,,73,100
900,note_on,1,0,1,,,,,,,,,0,,73,100
955,note_on,115,0,4,,,,,,,,,3,,52,0
955,note_on,115,0,2,,,,,,,,,1,,52,0
959,note_on,59,0,1,,,,,,,,,0,,73,0
959,note_on,59,0,3,,,,,,,,,2,,73,0
960,note_on,1,0,1,,,,,,,,,0,,74,100
960,note_on,5,0,4,,,,,,,,,3,,50,80
960,note_on,1,0,3,,,,,,,,,2,,74,100
960,note_on,5,0,2,,,,,,,,,1,,50,80
1010,note_on,50,0,1,,,,,,,,,0,,74,0
1010,note_on,50,0,3,,,,,,,,,2,,74,0
1075,note_on,115,0,2,,,,,,,,,1,,50,0
1075,note_on,115,0,4,,,,,,,,,3,,50,0
1080,note_on,70,0,3,,,,,,,,,2,,69,100
1080,note_on,5,0,4,,,,,,,,,3,,55,80
1080,note_on,5,0,2,,,,,,,,,1,,55,80
1080,note_on,70,0,1,,,,,,,,,0,,69,100
1195,note_on,115,0,2,,,,,,,,,1,,55,0
1195,note_on,115,0,4,,,,,,,,,3,,55,0
1200,note_on,5,0,2,,,,,,,,,1,,54,80
1200,note_on,5,0,4,,,,,,,,,3,,54,80
1315,note_on,115,0,2,,,,,,,,,1,,54,0
1315,note_on,115,0,4,,,,,,,,,3,,54,0
1319,note_on,239,0,3,,,,,,,,,2,,69,0
1319,note_on,239,0,1,,,,,,,,,0,,69,0
1320,note_on,1,0,3,,,,,,,,,2,,71,100
1320,note_on,5,0,4,,,,,,,,,3,,52,80
1320,note_on,5,0,2,,,,,,,,,1,,52,80
1320,note_on,1,0,1,,,,,,,,,0,,71,100
1379,note_on,59,0,1,,,,,,,,,0,,71,0
1379,note_on,59,0,3,,,,,,,,,2,,71,0
1380,note_on,1,0,3,,,,,,,,,2,,73,100
1380,note_on,1,0,1,,,,,,,,,0,,73,100
1435,note_on,115,0,2,,,,,,,,,1,,52,0
1435,note_on,115,0,4,,,,,,,,,3,,52,0
1439,note_on,59,0,1,,,,,,,,,0,,73,0
1439,note_on,59,0,3,,,,,,,,,2,,73,0
1440,note_on,5,0,2,,,,,,,,,1,,54,80
1440,note_on,1,0,1,,,,,,,,,0,,74,100
1440,note_on,5,0,4,,,,,,,,,3,,54,80
1440,note_on,1,0,3,,,,,,,,,2,,74,100
1490,note_on,50,0,2,,,,,,,,,1,,54,0
1490,note_on,50,0,4,,,,,,,,,3,,54,0
1499,note_on,59,0,3,,,,,,,,,2,,74,0
1499,note_on,59,0,1,,,,,,,,,0,,74,0
1500,note_on,1,0,3,,,,,,,,,2,,76,100
1500,note_on,1,0,1,,,,,,,,,0,,76,100
1559,note_on,59,0,3,,,,,,,,,2,,76,0
1559,note_on,59,0,1,,,,,,,,,0,,76,0
1560,note_on,70,0,4,,,,,,,,,3,,50,80
1560,note_on,1,0,3,,,,,,,,,2,,78,100
1560,note_on,1,0,1,,,,,,,,,0,,78,100
1560,note_on,70,0,2,,,,,,,,,1,,50,80
1610,note_on,50,0,4,,,,,,,,,3,,50,0
1610,note_on,50,0,2,,,,,,,,,1,,50,0
1619,note_on,59,0,3,,,,,,,,,2,,78,0
1619,note_on,59,0,1,,,,,,,,,0,,78,0
1620,note_on,1,0,1,,,,,,,,,0,,79,100
1620,note_on,1,0,3,,,,,,,,,2,,79,100
