tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,3,4,24,8,0,1,0,,,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,midi_port,,,,,0,1,6,,,0,,,,,,
0,control_change,,,,,0,0,5,,,,,4,10,127,,
0,control_change,,,,,0,0,5,,,,,4,7,75,,
0,program_change,,,,,0,0,5,,,,49,4,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,midi_port,,,,,0,1,5,,,0,,,,,,
0,track_name,,,,,0,1,14,,,,,,,,,
0,control_change,,,,,0,0,4,,,,,3,10,0,,
0,control_change,,,,,0,0,4,,,,,3,7,75,,
0,program_change,,,,,0,0,4,,,,49,3,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,program_change,,,,,0,0,6,,,,49,5,,,,
0,midi_port,,,,,0,1,4,,,0,,,,,,
0,control_change,,,,,0,0,3,,,,,2,7,90,,
0,program_change,,,,,0,0,3,,,,73,2,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,control_change,,,,,0,0,2,,,,,1,10,30,,
0,control_change,,,,,0,0,2,,,,,1,7,100,,
0,program_change,,,,,0,0,2,,,,73,1,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,control_change,,,,,0,0,1,,,,,0,10,80,,
0,control_change,,,,,0,0,1,,,,,0,7,90,,
0,program_change,,,,,0,0,1,,,,40,0,,,,
0,control_change,,,,,0,0,3,,,,,2,10,90,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,control_change,,,,,0,0,6,,,,,5,7,75,,
0,midi_port,,,,,0,1,7,,,0,,,,,,
0,midi_port,,,,,0,1,14,,,0,,,,,,
0,end_of_track,,,,,0,1,13,,,,,,,,,
0,track_name,,,,,0,1,13,,,,,,,,,
0,midi_port,,,,,0,1,13,,,0,,,,,,
0,end_of_track,,,,,0,1,12,,,,,,,,,
0,track_name,,,,,0,1,12,,,,,,,,,
0,midi_port,,,,,0,1,12,,,0,,,,,,
0,end_of_track,,,,,0,1,11,,,,,,,,,
0,track_name,,,,,0,1,11,,,,,,,,,
0,midi_port,,,,,0,1,11,,,0,,,,,,
0,end_of_track,,,,,0,1,10,,,,,,,,,
0,midi_port,,,,,0,1,10,,,0,,,,,,
0,control_change,,,,,0,0,6,,,,,5,10,20,,
0,control_change,,,,,0,0,9,,,,,8,10,75,,
0,program_change,,,,,0,0,9,,,,6,8,,,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,midi_port,,,,,0,1,9,,,0,,,,,,
0,control_change,,,,,0,0,8,,,,,7,10,127,,
0,control_change,,,,,0,0,8,,,,,7,7,75,,
0,program_change,,,,,0,0,8,,,,49,7,,,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,midi_port,,,,,0,1,8,,,0,,,,,,
0,control_change,,,,,0,0,7,,,,,6,10,100,,
0,control_change,,,,,0,0,7,,,,,6,7,75,,
0,program_change,,,,,0,0,7,,,,49,6,,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,control_change,,,,,0,0,9,,,,,8,7,85,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,end_of_track,,,,,0,1,14,,,,,,,,,
0,key_signature,,,,,0,1,0,G,,,,,,,,
0,set_tempo,,,,,0,1,0,,1000000,,,,,,,
240,aftertouch,,,,,240,0,1,,,,,0,,75,,
240,aftertouch,,,,,240,0,3,,,,,2,,80,,
360,note_on,,,,,360,0,7,,,,,6,,,40,78
360,note_on,,,,,360,0,9,,,,,8,,,28,90
360,note_on,,,,,0,0,9,,,,,8,,,40,90
360,note_on,,,,,360,0,8,,,,,7,,,28,78
465,control_change,,,,,0,0,2,,,,,1,91,80,,
465,aftertouch,,,,,465,0,2,,,,,1,,127,,
465,control_change,,,,,0,0,2,,,,,1,93,10,,
465,control_change,,,,,0,0,2,,,,,1,11,123,,
476,note_on,,,,,116,0,9,,,,,8,,,40,0
476,note_on,,,,,0,0,9,,,,,8,,,28,0
476,note_on,,,,,116,0,8,,,,,7,,,28,0
476,note_on,,,,,116,0,7,,,,,6,,,40,0
480,note_on,,,,,480,0,4,,,,,3,,,83,95
480,note_on,,,,,4,0,8,,,,,7,,,40,87
480,note_on,,,,,4,0,7,,,,,6,,,52,87
480,note_on,,,,,480,0,6,,,,,5,,,64,87
480,note_on,,,,,15,0,2,,,,,1,,,83,87
