tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,note,velocity,channel
0,time_signature,4,4,24,8,0,1,0,,,,
0,text,,,,,0,1,1,,,,
0,text,,,,,0,1,2,,,,
0,set_tempo,,,,,0,1,0,652174,,,
0,end_of_track,,,,,0,1,0,,,,
120,note_on,,,,,120,0,1,,72,64,0
180,note_off,,,,,60,0,1,,72,64,0
180,note_on,,,,,0,0,1,,71,64,0
240,note_off,,,,,60,0,1,,71,64,0
240,note_on,,,,,0,0,1,,72,64,0
300,note_off,,,,,60,0,1,,72,64,0
300,note_on,,,,,0,0,1,,74,64,0
360,note_on,,,,,0,0,1,,75,64,0
360,note_off,,,,,60,0,1,,74,64,0
420,note_on,,,,,0,0,1,,67,64,0
420,note_off,,,,,60,0,1,,75,64,0
480,note_off,,,,,60,0,1,,67,64,0
480,note_on,,,,,0,0,1,,68,64,0
540,note_off,,,,,60,0,1,,68,64,0
540,note_on,,,,,0,0,1,,70,64,0
600,note_off,,,,,60,0,1,,70,64,0
600,note_on,,,,,0,0,1,,68,64,0
660,note_on,,,,,0,0,1,,65,64,0
660,note_off,,,,,60,0,1,,68,64,0
720,note_off,,,,,60,0,1,,65,64,0
720,note_on,,,,,0,0,1,,77,64,0
780,note_on,,,,,0,0,1,,75,64,0
780,note_off,,,,,60,0,1,,77,64,0
840,note_off,,,,,60,0,1,,75,64,0
840,note_on,,,,,0,0,1,,74,64,0
900,note_off,,,,,60,0,1,,74,64,0
900,note_on,,,,,0,0,1,,72,64,0
960,note_off,,,,,60,0,1,,72,64,0
960,note_on,,,,,0,0,1,,71,64,0
1020,note_on,,,,,0,0,1,,80,64,0
1020,note_off,,,,,60,0,1,,71,64,0
1080,note_on,,,,,0,0,1,,79,64,0
1080,note_off,,,,,60,0,1,,80,64,0
1140,note_off,,,,,60,0,1,,79,64,0
1140,note_on,,,,,0,0,1,,77,64,0
1200,note_off,,,,,60,0,1,,77,64,0
1200,note_on,,,,,0,0,1,,75,64,0
1260,note_off,,,,,60,0,1,,75,64,0
1260,note_on,,,,,0,0,1,,74,64,0
1320,note_off,,,,,60,0,1,,74,64,0
1320,note_on,,,,,0,0,1,,72,64,0
1380,note_on,,,,,0,0,1,,71,64,0
1380,note_off,,,,,60,0,1,,72,64,0
1440,note_off,,,,,60,0,1,,71,64,0
1440,note_on,,,,,0,0,1,,72,64,0
1500,note_off,,,,,60,0,1,,72,64,0
1500,note_on,,,,,0,0,1,,74,64,0
1560,note_off,,,,,60,0,1,,74,64,0
1560,note_on,,,,,0,0,1,,72,64,0
1620,note_off,,,,,60,0,1,,72,64,0
1620,note_on,,,,,0,0,1,,74,64,0
1680,note_off,,,,,60,0,1,,74,64,0
1680,note_on,,,,,0,0,1,,75,48,0
1710,note_on,,,,,30,0,1,,74,49,0
1713,note_off,,,,,3,0,1,,75,64,0
1740,note_on,,,,,27,0,1,,75,51,0
1743,note_off,,,,,3,0,1,,74,64,0
1770,note_on,,,,,27,0,1,,74,53,0
1773,note_off,,,,,3,0,1,,75,64,0
1800,note_on,,,,,27,0,1,,75,54,0
1803,note_off,,,,,3,0,1,,74,64,0
1830,note_on,,,,,27,0,1,,74,56,0
1833,note_off,,,,,3,0,1,,75,64,0
1860,note_on,,,,,27,0,1,,72,57,0
1863,note_off,,,,,3,0,1,,74,64,0
1890,note_on,,,,,27,0,1,,74,59,0
1893,note_off,,,,,3,0,1,,72,64,0
1920,note_on,,,,,27,0,1,,75,64,0
1923,note_off,,,,,3,0,1,,74,64,0
1980,note_off,,,,,57,0,1,,75,64,0
1980,note_on,,,,,0,0,1,,74,64,0
2040,note_off,,,,,60,0,1,,74,64,0
2040,note_on,,,,,0,0,1,,72,64,0
2040,note_on,,,,,2040,0,2,,60,64,1
2100,note_off,,,,,60,0,1,,72,64,0
2100,note_on,,,,,0,0,1,,74,64,0
2100,note_on,,,,,0,0,2,,59,64,1
2100,note_off,,,,,60,0,2,,60,64,1
2160,note_off,,,,,60,0,1,,74,64,0
2160,note_on,,,,,0,0,1,,75,64,0
2160,note_off,,,,,60,0,2,,59,64,1
2160,note_on,,,,,0,0,2,,60,64,1
2220,note_off,,,,,60,0,2,,60,64,1
2220,note_on,,,,,0,0,2,,62,64,1
2220,note_off,,,,,60,0,1,,75,64,0
2220,note_on,,,,,0,0,1,,77,64,0
2280,note_off,,,,,60,0,2,,62,64,1
2280,note_on,,,,,0,0,2,,63,64,1
2280,note_on,,,,,0,0,1,,79,64,0
2280,note_off,,,,,60,0,1,,77,64,0
2340,note_on,,,,,0,0,2,,55,64,1
2340,note_off,,,,,60,0,2,,63,64,1
2380,note_off,,,,,100,0,1,,79,64,0
2400,note_on,,,,,0,0,2,,56,64,1
2400,note_off,,,,,60,0,2,,55,64,1
2400,note_on,,,,,20,0,1,,79,64,0
