tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,2,2,24,8,0,1,0,,,,,,,
0,track_name,,,,,0,1,16,,,,,,,
0,program_change,,,,,0,0,16,,68,5,,,,
0,control_change,,,,,0,0,16,,,5,7,100,,
0,control_change,,,,,0,0,5,,,4,7,100,,
0,program_change,,,,,0,0,5,,68,4,,,,
0,track_name,,,,,0,1,5,,,,,,,
0,control_change,,,,,0,0,4,,,3,7,100,,
0,program_change,,,,,0,0,4,,47,3,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,track_name,,,,,0,1,17,,,,,,,
0,program_change,,,,,0,0,17,,40,6,,,,
0,control_change,,,,,0,0,17,,,6,7,100,,
0,control_change,,,,,0,0,3,,,2,7,127,,
0,program_change,,,,,0,0,3,,56,2,,,,
0,track_name,,,,,0,1,3,,,,,,,
0,track_name,,,,,0,1,18,,,,,,,
0,program_change,,,,,0,0,18,,40,7,,,,
0,control_change,,,,,0,0,18,,,7,7,100,,
0,control_change,,,,,0,0,2,,,1,7,127,,
0,program_change,,,,,0,0,2,,56,1,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,track_name,,,,,0,1,19,,,,,,,
0,program_change,,,,,0,0,19,,41,8,,,,
0,control_change,,,,,0,0,19,,,8,7,100,,
0,track_name,,,,,0,1,20,,,,,,,
0,program_change,,,,,0,0,7,,40,6,,,,
0,program_change,,,,,0,0,20,,42,10,,,,
0,control_change,,,,,0,0,15,,,4,7,100,,
0,track_name,,,,,0,1,15,,,,,,,
0,control_change,,,,,0,0,7,,,6,7,100,,
0,track_name,,,,,0,1,8,,,,,,,
0,program_change,,,,,0,0,8,,40,7,,,,
0,control_change,,,,,0,0,8,,,7,7,100,,
0,control_change,,,,,0,0,6,,,5,7,100,,
0,program_change,,,,,0,0,6,,68,5,,,,
0,track_name,,,,,0,1,6,,,,,,,
0,track_name,,,,,0,1,9,,,,,,,
0,program_change,,,,,0,0,9,,41,8,,,,
0,control_change,,,,,0,0,9,,,8,7,100,,
0,track_name,,,,,0,1,10,,,,,,,
0,program_change,,,,,0,0,10,,42,10,,,,
0,control_change,,,,,0,0,10,,,10,7,100,,
