tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,note,velocity,channel
0,time_signature,4,4,24,8,0,1,0,,,,
0,set_tempo,,,,,0,1,0,555556,,,
0,end_of_track,,,,,0,1,0,,,,
0,text,,,,,0,1,1,,,,
0,text,,,,,0,1,2,,,,
0,note_on,,,,,0,0,2,,52,64,1
30,note_on,,,,,0,0,2,,51,56,1
30,note_off,,,,,30,0,2,,52,64,1
60,note_on,,,,,0,0,2,,52,64,1
60,note_off,,,,,30,0,2,,51,64,1
120,note_on,,,,,120,0,1,,71,64,0
120,note_off,,,,,60,0,2,,52,64,1
120,note_on,,,,,0,0,2,,40,64,1
180,note_off,,,,,60,0,1,,71,64,0
180,note_on,,,,,0,0,1,,69,64,0
240,note_off,,,,,120,0,2,,40,64,1
240,note_on,,,,,0,0,1,,67,64,0
240,note_off,,,,,60,0,1,,69,64,0
300,note_on,,,,,0,0,1,,66,64,0
300,note_off,,,,,60,0,1,,67,64,0
360,note_on,,,,,0,0,1,,67,64,0
360,note_off,,,,,60,0,1,,66,64,0
420,note_off,,,,,60,0,1,,67,64,0
420,note_on,,,,,0,0,1,,64,64,0
480,note_on,,,,,0,0,1,,71,64,0
480,note_off,,,,,60,0,1,,64,64,0
510,note_on,,,,,0,0,1,,69,56,0
510,note_off,,,,,30,0,1,,71,64,0
540,note_on,,,,,0,0,1,,71,64,0
540,note_off,,,,,30,0,1,,69,64,0
600,note_on,,,,,0,0,1,,71,64,0
600,note_off,,,,,60,0,1,,71,64,0
600,note_on,,,,,360,0,2,,59,64,1
660,note_off,,,,,60,0,2,,59,64,1
660,note_on,,,,,0,0,2,,57,64,1
720,note_on,,,,,0,0,2,,55,64,1
720,note_off,,,,,60,0,2,,57,64,1
720,note_off,,,,,120,0,1,,71,64,0
720,note_on,,,,,0,0,1,,76,64,0
750,note_off,,,,,30,0,1,,76,64,0
750,note_on,,,,,0,0,1,,75,56,0
780,note_on,,,,,0,0,2,,54,64,1
780,note_off,,,,,60,0,2,,55,64,1
780,note_off,,,,,30,0,1,,75,64,0
780,note_on,,,,,0,0,1,,76,64,0
840,note_on,,,,,0,0,2,,55,64,1
840,note_off,,,,,60,0,2,,54,64,1
900,note_on,,,,,0,0,1,,78,64,0
900,note_off,,,,,60,0,2,,55,64,1
900,note_off,,,,,120,0,1,,76,64,0
900,note_on,,,,,0,0,2,,52,64,1
960,note_off,,,,,60,0,2,,52,64,1
960,note_off,,,,,60,0,1,,78,64,0
960,note_on,,,,,0,0,1,,75,64,0
960,note_on,,,,,0,0,2,,59,64,1
990,note_on,,,,,0,0,1,,76,56,0
990,note_off,,,,,30,0,1,,75,64,0
1020,note_on,,,,,0,0,1,,75,64,0
1020,note_off,,,,,30,0,1,,76,64,0
1080,note_on,,,,,0,0,2,,47,64,1
1080,note_off,,,,,120,0,2,,59,64,1
1080,note_on,,,,,0,0,1,,78,64,0
1080,note_off,,,,,60,0,1,,75,64,0
1140,note_off,,,,,60,0,1,,78,64,0
1140,note_on,,,,,0,0,1,,76,64,0
1200,note_off,,,,,60,0,1,,76,64,0
1200,note_off,,,,,120,0,2,,47,64,1
1200,note_on,,,,,0,0,1,,75,64,0
1260,note_off,,,,,60,0,1,,75,64,0
1260,note_on,,,,,0,0,1,,73,64,0
1320,note_off,,,,,60,0,1,,73,64,0
1320,note_on,,,,,0,0,1,,75,64,0
1380,note_off,,,,,60,0,1,,75,64,0
1380,note_on,,,,,0,0,1,,71,64,0
1440,note_off,,,,,60,0,1,,71,64,0
1440,note_on,,,,,0,0,1,,83,64,0
1560,note_off,,,,,120,0,1,,83,64,0
1560,note_on,,,,,0,0,1,,81,64,0
1560,note_on,,,,,360,0,2,,66,64,1
1620,note_on,,,,,0,0,2,,64,64,1
1620,note_on,,,,,0,0,1,,79,64,0
1620,note_off,,,,,60,0,1,,81,64,0
1620,note_off,,,,,60,0,2,,66,64,1
1680,note_off,,,,,60,0,1,,79,64,0
1680,note_on,,,,,0,0,1,,78,49,0
1680,note_on,,,,,0,0,2,,63,64,1
1680,note_off,,,,,60,0,2,,64,64,1
1710,note_off,,,,,30,0,1,,78,64,0
1710,note_on,,,,,0,0,1,,79,52,0
1740,note_on,,,,,0,0,1,,78,56,0
1740,note_on,,,,,0,0,2,,61,64,1
1740,note_off,,,,,60,0,2,,63,64,1
1740,note_off,,,,,30,0,1,,79,64,0
1770,note_off,,,,,30,0,1,,78,64,0
1770,note_on,,,,,0,0,1,,79,59,0
1800,note_on,,,,,0,0,2,,63,64,1
1800,note_off,,,,,60,0,2,,61,64,1
1800,note_on,,,,,0,0,1,,78,64,0
1800,note_off,,,,,30,0,1,,79,64,0
1860,note_off,,,,,60,0,2,,63,64,1
1860,note_on,,,,,0,0,2,,59,64,1
1860,note_on,,,,,0,0,1,,76,56,0
1860,note_off,,,,,60,0,1,,78,64,0
1890,note_off,,,,,30,0,1,,76,64,0
1890,note_on,,,,,0,0,1,,78,64,0
1920,note_off,,,,,60,0,2,,59,64,1
1920,note_off,,,,,30,0,1,,78,64,0
1920,note_on,,,,,0,0,1,,79,64,0
1920,note_on,,,,,0,0,2,,64,64,1
2040,note_off,,,,,120,0,1,,79,64,0
2040,note_on,,,,,0,0,1,,83,64,0
2040,note_on,,,,,0,0,2,,52,64,1
2040,note_off,,,,,120,0,2,,64,64,1
2100,note_on,,,,,0,0,1,,81,64,0
2100,note_off,,,,,60,0,1,,83,64,0
2160,note_off,,,,,60,0,1,,81,64,0
2160,note_off,,,,,120,0,2,,52,64,1
2160,note_on,,,,,0,0,1,,79,64,0
2220,note_off,,,,,60,0,1,,79,64,0
2220,note_on,,,,,0,0,1,,78,64,0
2280,note_on,,,,,0,0,1,,79,64,0
2280,note_off,,,,,60,0,1,,78,64,0
2340,note_on,,,,,0,0,1,,76,64,0
2340,note_off,,,,,60,0,1,,79,64,0
2400,note_on,,,,,0,0,1,,84,64,0
2400,note_off,,,,,60,0,1,,76,64,0
2520,note_on,,,,,360,0,2,,64,64,1
2580,note_on,,,,,0,0,2,,62,64,1
2580,note_off,,,,,180,0,1,,84,64,0
2580,note_off,,,,,60,0,2,,64,64,1
2580,note_on,,,,,0,0,1,,83,64,0
2640,note_off,,,,,60,0,1,,83,64,0
2640,note_on,,,,,0,0,2,,60,64,1
2640,note_off,,,,,60,0,2,,62,64,1
2640,note_on,,,,,0,0,1,,81,64,0
2700,note_off,,,,,60,0,2,,60,64,1
2700,note_on,,,,,0,0,1,,79,64,0
2700,note_off,,,,,60,0,1,,81,64,0
2700,note_on,,,,,0,0,2,,59,64,1
2760,note_off,,,,,60,0,1,,79,64,0
2760,note_on,,,,,0,0,2,,60,64,1
2760,note_off,,,,,60,0,2,,59,64,1
2760,note_on,,,,,0,0,1,,78,64,0
2820,note_off,,,,,60,0,1,,78,64,0
2820,note_on,,,,,0,0,1,,76,64,0
2820,note_on,,,,,0,0,2,,57,64,1
2820,note_off,,,,,60,0,2,,60,64,1
2880,note_off,,,,,60,0,1,,76,64,0
2880,note_on,,,,,0,0,1,,78,64,0
2880,note_off,,,,,60,0,2,,57,64,1
2880,note_on,,,,,0,0,2,,62,64,1
3000,note_on,,,,,0,0,2,,50,64,1
3000,note_off,,,,,120,0,2,,62,64,1
3000,note_on,,,,,0,0,1,,81,64,0
3000,note_off,,,,,120,0,1,,78,64,0
3060,note_on,,,,,0,0,1,,79,64,0
3060,note_off,,,,,60,0,1,,81,64,0
3120,note_off,,,,,120,0,2,,50,64,1
3120,note_on,,,,,0,0,1,,78,64,0
3120,note_off,,,,,60,0,1,,79,64,0
