tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,0,10,64,,
0,note_on,0,0,1,,,,,,,,0,,,64,75
0,track_name,0,1,2,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,1,10,64,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,track_name,0,1,3,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,2,7,127,,
0,control_change,0,0,3,,,,,,,,2,10,64,,
0,track_name,0,1,4,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,0,3,,,,
0,control_change,0,0,4,,,,,,,,3,7,127,,
0,control_change,0,0,4,,,,,,,,3,10,64,,
0,note_on,0,0,4,,,,,,,,3,,,52,75
0,program_change,0,0,3,,,,,,,0,2,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,E,,,,,,,
0,set_tempo,0,1,0,,,,,,714286,,,,,,
0,marker,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,12,8,12,8,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,
94,note_on,94,0,1,,,,,,,,0,,,64,0
96,note_on,2,0,1,,,,,,,,0,,,68,75
190,note_on,94,0,1,,,,,,,,0,,,68,0
192,note_on,2,0,1,,,,,,,,0,,,71,75
286,note_on,94,0,1,,,,,,,,0,,,71,0
288,note_on,2,0,1,,,,,,,,0,,,76,75
288,note_on,288,0,3,,,,,,,,2,,,56,75
382,note_on,94,0,1,,,,,,,,0,,,76,0
384,note_on,2,0,1,,,,,,,,0,,,75,75
478,note_on,94,0,1,,,,,,,,0,,,75,0
480,note_on,2,0,1,,,,,,,,0,,,76,75
544,note_on,256,0,3,,,,,,,,2,,,56,0
574,note_on,94,0,1,,,,,,,,0,,,76,0
576,note_on,2,0,1,,,,,,,,0,,,75,75
576,note_on,32,0,3,,,,,,,,2,,,57,75
598,note_on,22,0,1,,,,,,,,0,,,75,0
600,note_on,2,0,1,,,,,,,,0,,,73,75
622,note_on,22,0,1,,,,,,,,0,,,73,0
624,note_on,2,0,1,,,,,,,,0,,,75,75
646,note_on,22,0,1,,,,,,,,0,,,75,0
648,note_on,2,0,1,,,,,,,,0,,,73,75
670,note_on,22,0,1,,,,,,,,0,,,73,0
672,note_on,2,0,1,,,,,,,,0,,,71,75
766,note_on,94,0,1,,,,,,,,0,,,71,0
768,note_on,2,0,1,,,,,,,,0,,,73,75
862,note_on,94,0,1,,,,,,,,0,,,73,0
864,note_on,2,0,1,,,,,,,,0,,,76,75
958,note_on,382,0,3,,,,,,,,2,,,57,0
960,note_on,2,0,3,,,,,,,,2,,,56,75
1054,note_on,94,0,3,,,,,,,,2,,,56,0
1056,note_on,2,0,3,,,,,,,,2,,,54,75
1120,note_on,256,0,1,,,,,,,,0,,,76,0
1150,note_on,94,0,3,,,,,,,,2,,,54,0
1152,note_on,2,0,3,,,,,,,,2,,,56,75
1152,note_on,32,0,1,,,,,,,,0,,,73,75
1174,note_on,22,0,1,,,,,,,,0,,,73,0
1176,note_on,2,0,1,,,,,,,,0,,,71,75
1198,note_on,22,0,1,,,,,,,,0,,,71,0
1200,note_on,2,0,1,,,,,,,,0,,,73,75
1222,note_on,22,0,1,,,,,,,,0,,,73,0
1224,note_on,2,0,1,,,,,,,,0,,,71,75
1246,note_on,22,0,1,,,,,,,,0,,,71,0
1248,note_on,2,0,1,,,,,,,,0,,,69,75
1342,note_on,94,0,1,,,,,,,,0,,,69,0
1344,note_on,2,0,1,,,,,,,,0,,,71,75
1438,note_on,94,0,1,,,,,,,,0,,,71,0
1440,note_on,2,0,1,,,,,,,,0,,,76,75
1534,note_on,382,0,3,,,,,,,,2,,,56,0
1536,note_on,2,0,3,,,,,,,,2,,,57,75
1630,note_on,94,0,3,,,,,,,,2,,,57,0
1632,note_on,2,0,3,,,,,,,,2,,,56,75
1696,note_on,256,0,1,,,,,,,,0,,,76,0
1726,note_on,94,0,3,,,,,,,,2,,,56,0
1728,note_on,2,0,3,,,,,,,,2,,,54,75
1728,note_on,32,0,1,,,,,,,,0,,,69,75
1822,note_on,94,0,1,,,,,,,,0,,,69,0
