tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,2,,,,
0,control_change,0,0,2,,,,,,,,,2,7,127,,
0,control_change,0,0,2,,,,,,,,,2,10,64,,
0,note_on,0,0,2,,,,,,,,,2,,,60,45
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,3,,,,
0,control_change,0,0,3,,,,,,,,,3,7,127,,
0,control_change,0,0,3,,,,,,,,,3,10,64,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,0,4,,,,
0,control_change,0,0,4,,,,,,,,,4,7,127,,
0,control_change,0,0,4,,,,,,,,,4,10,64,,
0,control_change,0,0,1,,,,,,,,,1,10,64,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,230769,,,,,,,,,,,,
0,key_signature,0,1,0,,F,,,,,,,,,,,
0,time_signature,0,1,0,,,3,4,24,8,,,,,,,
0,control_change,0,0,1,,,,,,,,,1,7,127,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,1,,,,
192,note_on,192,0,3,,,,,,,,,3,,,53,45
192,note_on,192,0,4,,,,,,,,,4,,,41,45
240,note_on,48,0,4,,,,,,,,,4,,,41,0
384,note_on,384,0,1,,,,,,,,,1,,,69,45
528,note_on,528,0,2,,,,,,,,,2,,,60,0
576,note_on,48,0,2,,,,,,,,,2,,,60,45
576,note_on,336,0,4,,,,,,,,,4,,,45,45
624,note_on,48,0,4,,,,,,,,,4,,,45,0
720,note_on,528,0,3,,,,,,,,,3,,,53,0
768,note_on,144,0,4,,,,,,,,,4,,,46,45
768,note_on,48,0,3,,,,,,,,,3,,,52,45
816,note_on,48,0,4,,,,,,,,,4,,,46,0
928,note_on,544,0,1,,,,,,,,,1,,,69,0
960,note_on,32,0,1,,,,,,,,,1,,,67,45
1104,note_on,528,0,2,,,,,,,,,2,,,60,0
1152,note_on,336,0,4,,,,,,,,,4,,,48,45
1152,note_on,48,0,2,,,,,,,,,2,,,60,45
