tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,pitchwheel,0,0,3,,,,,,,,,3,,0,,
0,control_change,0,0,3,,,,,,,7,112,3,,,,
0,control_change,0,0,3,,,,,,,10,64,3,,,,
0,control_change,0,0,1,,,,,,,0,0,1,,,,
0,control_change,0,0,4,,,,,,,10,55,4,,,,
0,control_change,0,0,4,,,,,,,7,120,4,,,,
0,pitchwheel,0,0,4,,,,,,,,,4,,0,,
0,control_change,0,0,4,,,,,,,1,0,4,,,,
0,control_change,0,0,4,,,,,,,64,0,4,,,,
0,control_change,0,0,4,,,,,,,93,28,4,,,,
0,control_change,0,0,4,,,,,,,91,100,4,,,,
0,control_change,0,0,3,,,,,,,1,0,3,,,,
0,program_change,0,0,4,,,,,,,,,4,0,,,
0,control_change,0,0,4,,,,,,,0,0,4,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,0,0,5,,,,
0,control_change,0,0,5,,,,,,,32,0,5,,,,
0,program_change,0,0,5,,,,,,,,,5,0,,,
0,control_change,0,0,5,,,,,,,10,55,5,,,,
0,control_change,0,0,5,,,,,,,7,125,5,,,,
0,pitchwheel,0,0,5,,,,,,,,,5,,0,,
0,control_change,0,0,5,,,,,,,1,0,5,,,,
0,control_change,0,0,5,,,,,,,64,0,5,,,,
0,control_change,0,0,4,,,,,,,32,0,4,,,,
0,control_change,0,0,5,,,,,,,93,28,5,,,,
0,control_change,0,0,3,,,,,,,64,0,3,,,,
0,control_change,0,0,3,,,,,,,91,100,3,,,,
0,control_change,0,0,1,,,,,,,32,0,1,,,,
0,control_change,0,0,1,,,,,,,10,73,1,,,,
0,control_change,0,0,1,,,,,,,91,100,1,,,,
0,control_change,0,0,1,,,,,,,93,28,1,,,,
0,control_change,0,0,1,,,,,,,64,0,1,,,,
0,control_change,0,0,1,,,,,,,1,0,1,,,,
0,control_change,0,0,1,,,,,,,7,127,1,,,,
0,program_change,0,0,1,,,,,,,,,1,0,,,
0,pitchwheel,0,0,1,,,,,,,,,1,,0,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,2,,,,
0,control_change,0,0,3,,,,,,,93,28,3,,,,
0,control_change,0,0,2,,,,,,,32,0,2,,,,
0,control_change,0,0,2,,,,,,,7,122,2,,,,
0,pitchwheel,0,0,2,,,,,,,,,2,,0,,
0,control_change,0,0,2,,,,,,,1,0,2,,,,
0,control_change,0,0,2,,,,,,,64,0,2,,,,
0,control_change,0,0,2,,,,,,,93,28,2,,,,
0,control_change,0,0,2,,,,,,,91,100,2,,,,
0,control_change,0,0,2,,,,,,,10,73,2,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,0,0,3,,,,
0,control_change,0,0,3,,,,,,,32,0,3,,,,
0,program_change,0,0,3,,,,,,,,,3,0,,,
0,program_change,0,0,2,,,,,,,,,2,0,,,
0,control_change,0,0,5,,,,,,,91,100,5,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
960,note_on,960,0,1,,,,,,,,,1,,,72,42
960,note_on,960,0,3,,,,,,,,,3,,,64,42
960,set_tempo,960,1,0,,,,,,750000,,,,,,,
960,note_on,960,0,5,,,,,,,,,5,,,60,42
1200,note_on,240,0,3,,,,,,,,,3,,,67,42
1320,note_off,360,0,1,,,,,,,,,1,,,72,0
1440,note_on,0,0,3,,,,,,,,,3,,,64,43
1440,note_on,120,0,1,,,,,,,,,1,,,72,43
1440,note_off,0,0,3,,,,,,,,,3,,,64,0
1440,note_off,240,0,3,,,,,,,,,3,,,67,0
1440,note_on,0,0,5,,,,,,,,,5,,,60,43
1440,note_off,480,0,5,,,,,,,,,5,,,60,0
1680,note_on,240,0,3,,,,,,,,,3,,,67,44
1800,set_tempo,840,1,0,,,,,,759493,,,,,,,
1800,note_off,360,0,1,,,,,,,,,1,,,72,0
1920,note_off,480,0,5,,,,,,,,,5,,,60,0
1920,note_on,0,0,5,,,,,,,,,5,,,62,44
1920,set_tempo,120,1,0,,,,,,750000,,,,,,,
1920,marker,0,1,0,,,,,,,,,,,,,
1920,note_off,240,0,3,,,,,,,,,3,,,67,0
1920,note_off,0,0,3,,,,,,,,,3,,,64,0
1920,note_on,0,0,3,,,,,,,,,3,,,65,44
1920,note_on,120,0,1,,,,,,,,,1,,,72,44
2160,note_off,240,0,3,,,,,,,,,3,,,65,0
2160,note_on,0,0,3,,,,,,,,,3,,,67,45
2160,note_on,0,0,1,,,,,,,,,1,,,71,45
2160,note_off,240,0,1,,,,,,,,,1,,,72,0
2400,note_off,240,0,1,,,,,,,,,1,,,71,0
2400,note_on,0,0,3,,,,,,,,,3,,,65,45
2400,note_off,240,0,3,,,,,,,,,3,,,67,0
2400,note_on,0,0,5,,,,,,,,,5,,,62,45
2400,note_off,480,0,5,,,,,,,,,5,,,62,0
2400,note_on,0,0,1,,,,,,,,,1,,,69,45
2640,note_off,240,0,1,,,,,,,,,1,,,69,0
2640,note_on,0,0,1,,,,,,,,,1,,,71,46
2640,note_on,240,0,3,,,,,,,,,3,,,67,46
2820,set_tempo,900,1,0,,,,,,759493,,,,,,,
2880,note_on,0,0,1,,,,,,,,,1,,,72,47
2880,note_off,240,0,3,,,,,,,,,3,,,67,0
2880,set_tempo,60,1,0,,,,,,750000,,,,,,,
2880,note_on,0,0,3,,,,,,,,,3,,,64,47
2880,note_on,0,0,5,,,,,,,,,5,,,60,47
2880,note_off,480,0,5,,,,,,,,,5,,,62,0
2880,note_off,240,0,1,,,,,,,,,1,,,71,0
2880,note_off,0,0,3,,,,,,,,,3,,,65,0
3120,note_on,240,0,3,,,,,,,,,3,,,67,47
3240,note_off,360,0,1,,,,,,,,,1,,,72,0
3240,note_on,0,0,1,,,,,,,,,1,,,74,48
3280,note_on,0,0,1,,,,,,,,,1,,,72,48
3280,note_off,40,0,1,,,,,,,,,1,,,74,0
3320,note_on,0,0,1,,,,,,,,,1,,,71,48
3320,note_off,40,0,1,,,,,,,,,1,,,72,0
3360,note_on,0,0,5,,,,,,,,,5,,,60,48
3360,note_off,480,0,5,,,,,,,,,5,,,60,0
3360,note_on,0,0,3,,,,,,,,,3,,,64,48
3360,note_off,40,0,1,,,,,,,,,1,,,71,0
3360,note_on,0,0,1,,,,,,,,,1,,,72,48
3360,note_off,240,0,3,,,,,,,,,3,,,67,0
3360,note_off,0,0,3,,,,,,,,,3,,,64,0
3600,note_on,240,0,3,,,,,,,,,3,,,67,49
3720,note_off,360,0,1,,,,,,,,,1,,,72,0
3720,set_tempo,840,1,0,,,,,,759493,,,,,,,
3720,note_on,0,0,1,,,,,,,,,1,,,76,49
3840,note_off,240,0,3,,,,,,,,,3,,,67,0
3840,note_off,480,0,5,,,,,,,,,5,,,60,0
3840,marker,0,1,0,,,,,,,,,,,,,
3840,set_tempo,120,1,0,,,,,,750000,,,,,,,
3840,note_on,0,0,1,,,,,,,,,1,,,79,49
3840,note_off,120,0,1,,,,,,,,,1,,,76,0
3840,note_off,0,0,3,,,,,,,,,3,,,64,0
3840,note_on,0,0,5,,,,,,,,,5,,,59,49
3840,note_on,0,0,3,,,,,,,,,3,,,62,49
4080,note_on,240,0,3,,,,,,,,,3,,,67,47
4320,note_off,480,0,5,,,,,,,,,5,,,59,0
4320,note_off,240,0,3,,,,,,,,,3,,,67,0
4320,note_off,0,0,3,,,,,,,,,3,,,62,0
4320,note_on,0,0,3,,,,,,,,,3,,,62,47
4320,note_on,0,0,5,,,,,,,,,5,,,59,47
