tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,program_change,0,0,2,,,,,,,,0,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,7,127,,
0,control_change,0,0,2,,,,,,,,,1,10,9,,
0,control_change,0,0,2,,,,,,,,,1,10,9,,
0,control_change,0,0,2,,,,,,,,,1,91,84,,
0,control_change,0,0,2,,,,,,,,,1,93,84,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,0,,,70,60
0,control_change,0,0,1,,,,,,,,,0,93,84,,
0,control_change,0,0,1,,,,,,,,,0,91,84,,
0,control_change,0,0,1,,,,,,,,,0,10,112,,
0,control_change,0,0,1,,,,,,,,,0,10,112,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,time_signature,0,1,0,,,6,8,24,8,,,,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,key_signature,0,1,0,,Eb,,,,,,,,,,,
0,set_tempo,0,1,0,571428,,,,,,,,,,,,
0,set_tempo,0,1,0,571428,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
96,note_on,96,0,1,,,,,,,,,0,,,70,0
96,note_on,0,0,1,,,,,,,,,0,,,79,60
128,note_on,32,0,1,,,,,,,,,0,,,79,0
192,note_on,64,0,1,,,,,,,,,0,,,75,60
224,note_on,32,0,1,,,,,,,,,0,,,75,0
288,note_on,0,0,2,,,,,,,,,1,,,55,45
288,note_on,288,0,2,,,,,,,,,1,,,51,45
288,note_on,64,0,1,,,,,,,,,0,,,70,60
382,note_on,94,0,2,,,,,,,,,1,,,55,0
384,note_on,2,0,2,,,,,,,,,1,,,58,45
478,note_on,94,0,2,,,,,,,,,1,,,58,0
480,note_on,2,0,2,,,,,,,,,1,,,63,45
480,note_on,192,0,1,,,,,,,,,0,,,70,0
480,note_on,0,0,1,,,,,,,,,0,,,67,60
574,note_on,94,0,1,,,,,,,,,0,,,67,0
574,note_on,94,0,2,,,,,,,,,1,,,63,0
576,note_on,2,0,1,,,,,,,,,0,,,70,60
576,note_on,2,0,2,,,,,,,,,1,,,53,45
598,note_on,22,0,1,,,,,,,,,0,,,70,0
600,note_on,2,0,1,,,,,,,,,0,,,68,60
670,note_on,70,0,1,,,,,,,,,0,,,68,0
670,note_on,94,0,2,,,,,,,,,1,,,53,0
672,note_on,2,0,1,,,,,,,,,0,,,67,60
672,note_on,2,0,2,,,,,,,,,1,,,56,45
766,note_on,94,0,1,,,,,,,,,0,,,67,0
766,note_on,94,0,2,,,,,,,,,1,,,56,0
768,note_on,2,0,2,,,,,,,,,1,,,63,45
768,note_on,2,0,1,,,,,,,,,0,,,68,60
816,note_on,48,0,2,,,,,,,,,1,,,51,0
862,note_on,46,0,2,,,,,,,,,1,,,63,0
862,note_on,94,0,1,,,,,,,,,0,,,68,0
864,note_on,2,0,2,,,,,,,,,1,,,51,45
864,note_on,0,0,2,,,,,,,,,1,,,55,45
864,note_on,2,0,1,,,,,,,,,0,,,67,60
886,note_on,22,0,1,,,,,,,,,0,,,67,0
888,note_on,2,0,1,,,,,,,,,0,,,68,60
910,note_on,22,0,1,,,,,,,,,0,,,68,0
912,note_on,2,0,1,,,,,,,,,0,,,70,60
