tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,2,2,48,8,0,1,0,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,,
0,track_name,,,,,0,1,3,,,,,,,
0,control_change,,,,,0,0,2,,,0,91,75,,
0,control_change,,,,,0,0,2,,,0,121,64,,
0,control_change,,,,,0,0,2,,,0,10,64,,
0,control_change,,,,,0,0,2,,,0,7,127,,
0,program_change,,,,,0,0,2,,0,0,,,,
0,track_name,,,,,0,1,6,,,,,,,
0,control_change,,,,,0,0,1,,,0,91,75,,
0,control_change,,,,,0,0,1,,,0,121,64,,
0,end_of_track,,,,,0,1,6,,,,,,,
0,control_change,,,,,0,0,1,,,0,7,127,,
0,set_tempo,,,,,0,1,0,428571,,,,,,
0,control_change,,,,,0,0,1,,,0,10,64,,
0,program_change,,,,,0,0,1,,0,0,,,,
770,note_on,,,,,770,0,2,,,0,,,60,68
770,note_on,,,,,770,0,1,,,0,,,60,68
984,note_off,,,,,214,0,2,,,0,,,60,64
984,note_off,,,,,214,0,1,,,0,,,60,64
986,note_on,,,,,2,0,2,,,0,,,65,76
986,note_on,,,,,2,0,1,,,0,,,65,76
1026,note_off,,,,,40,0,2,,,0,,,65,64
1026,note_off,,,,,40,0,1,,,0,,,65,64
1204,note_on,,,,,178,0,2,,,0,,,68,72
1204,note_on,,,,,178,0,1,,,0,,,68,72
1238,note_off,,,,,34,0,1,,,0,,,68,64
1238,note_off,,,,,34,0,2,,,0,,,68,64
1420,note_on,,,,,182,0,2,,,0,,,72,72
1420,note_on,,,,,182,0,1,,,0,,,72,72
1456,note_off,,,,,36,0,2,,,0,,,72,64
1456,note_off,,,,,36,0,1,,,0,,,72,64
1634,note_on,,,,,178,0,1,,,0,,,77,80
1634,note_on,,,,,178,0,2,,,0,,,77,80
1666,note_off,,,,,32,0,1,,,0,,,77,64
1666,note_off,,,,,32,0,2,,,0,,,77,64
1858,note_on,,,,,192,0,2,,,0,,,80,85
1858,note_on,,,,,192,0,1,,,0,,,80,85
2072,note_on,,,,,0,0,1,,,0,,,53,64
2072,note_on,,,,,0,0,2,,,0,,,53,64
2072,note_on,,,,,0,0,2,,,0,,,60,60
2072,note_on,,,,,214,0,2,,,0,,,56,62
2072,note_on,,,,,214,0,1,,,0,,,56,62
2072,note_on,,,,,0,0,1,,,0,,,60,60
2138,note_on,,,,,66,0,1,,,0,,,79,64
2138,note_on,,,,,66,0,2,,,0,,,79,64
2140,note_off,,,,,2,0,1,,,0,,,80,64
2140,note_off,,,,,2,0,2,,,0,,,80,64
2188,note_on,,,,,48,0,2,,,0,,,77,56
2188,note_on,,,,,48,0,1,,,0,,,77,56
2196,note_off,,,,,8,0,1,,,0,,,79,64
2196,note_off,,,,,8,0,2,,,0,,,79,64
2240,note_on,,,,,0,0,1,,,0,,,76,46
2240,note_off,,,,,44,0,1,,,0,,,77,64
2240,note_off,,,,,44,0,2,,,0,,,77,64
2240,note_on,,,,,0,0,2,,,0,,,76,46
2258,note_off,,,,,0,0,2,,,0,,,56,64
2258,note_off,,,,,18,0,2,,,0,,,53,64
2258,note_off,,,,,0,0,1,,,0,,,56,64
2258,note_off,,,,,18,0,1,,,0,,,53,64
2264,note_off,,,,,6,0,1,,,0,,,60,64
2264,note_off,,,,,6,0,2,,,0,,,60,64
2276,note_off,,,,,12,0,1,,,0,,,76,64
2276,note_off,,,,,12,0,2,,,0,,,76,64
2292,note_on,,,,,0,0,1,,,0,,,56,60
2292,note_on,,,,,16,0,1,,,0,,,77,68
2292,note_on,,,,,0,0,2,,,0,,,56,60
2292,note_on,,,,,16,0,2,,,0,,,77,68
2294,note_on,,,,,2,0,2,,,0,,,60,56
2294,note_on,,,,,2,0,1,,,0,,,60,56
2298,note_on,,,,,4,0,1,,,0,,,53,59
2298,note_on,,,,,4,0,2,,,0,,,53,59
2332,note_off,,,,,34,0,1,,,0,,,77,64
2332,note_off,,,,,34,0,2,,,0,,,77,64
2394,note_off,,,,,62,0,1,,,0,,,56,64
2394,note_off,,,,,62,0,2,,,0,,,56,64
2396,note_off,,,,,2,0,2,,,0,,,53,64
2396,note_off,,,,,2,0,1,,,0,,,53,64
2400,note_off,,,,,4,0,2,,,0,,,60,64
2400,note_off,,,,,4,0,1,,,0,,,60,64
2506,note_on,,,,,106,0,1,,,0,,,53,62
2506,note_on,,,,,106,0,2,,,0,,,53,62
2508,note_on,,,,,2,0,1,,,0,,,56,51
2508,note_on,,,,,2,0,2,,,0,,,56,51
2510,note_on,,,,,2,0,2,,,0,,,60,55
2510,note_on,,,,,2,0,1,,,0,,,60,55
2580,note_off,,,,,70,0,1,,,0,,,56,64
2580,note_off,,,,,70,0,2,,,0,,,56,64
2582,note_off,,,,,2,0,1,,,0,,,60,64
2582,note_off,,,,,2,0,2,,,0,,,60,64
2584,note_off,,,,,2,0,1,,,0,,,53,64
2584,note_off,,,,,2,0,2,,,0,,,53,64
2724,note_on,,,,,0,0,2,,,0,,,52,68
2724,note_on,,,,,0,0,1,,,0,,,52,68
2724,note_on,,,,,140,0,1,,,0,,,60,64
2724,note_on,,,,,140,0,2,,,0,,,60,64
2726,note_on,,,,,0,0,1,,,0,,,67,93
2726,note_on,,,,,2,0,1,,,0,,,58,60
2726,note_on,,,,,2,0,2,,,0,,,58,60
2726,note_on,,,,,0,0,2,,,0,,,67,93
2728,note_on,,,,,2,0,1,,,0,,,55,64
2728,note_on,,,,,2,0,2,,,0,,,55,64
2764,note_off,,,,,36,0,1,,,0,,,67,64
2764,note_off,,,,,36,0,2,,,0,,,67,64
2910,note_off,,,,,0,0,1,,,0,,,58,64
2910,note_off,,,,,0,0,1,,,0,,,55,64
2910,note_off,,,,,146,0,1,,,0,,,60,64
2910,note_off,,,,,0,0,2,,,0,,,58,64
2910,note_off,,,,,0,0,2,,,0,,,55,64
2910,note_off,,,,,146,0,2,,,0,,,60,64
2914,note_off,,,,,4,0,2,,,0,,,52,64
2914,note_off,,,,,4,0,1,,,0,,,52,64
2940,note_on,,,,,26,0,2,,,0,,,72,80
2940,note_on,,,,,26,0,1,,,0,,,72,80
2982,note_off,,,,,42,0,2,,,0,,,72,64
2982,note_off,,,,,42,0,1,,,0,,,72,64
3158,note_on,,,,,176,0,1,,,0,,,76,80
3158,note_on,,,,,176,0,2,,,0,,,76,80
3194,note_off,,,,,36,0,1,,,0,,,76,64
3194,note_off,,,,,36,0,2,,,0,,,76,64
3376,note_on,,,,,182,0,1,,,0,,,79,89
3376,note_on,,,,,182,0,2,,,0,,,79,89
3412,note_off,,,,,36,0,1,,,0,,,79,64
3412,note_off,,,,,36,0,2,,,0,,,79,64
3596,note_on,,,,,184,0,1,,,0,,,82,80
3596,note_on,,,,,184,0,2,,,0,,,82,80
3820,note_on,,,,,224,0,1,,,0,,,60,64
3820,note_on,,,,,224,0,2,,,0,,,60,64
3820,note_on,,,,,0,0,2,,,0,,,58,59
3820,note_on,,,,,0,0,1,,,0,,,58,59
3822,note_on,,,,,2,0,2,,,0,,,55,62
3822,note_on,,,,,2,0,1,,,0,,,55,62
3824,note_on,,,,,2,0,1,,,0,,,52,62
3824,note_on,,,,,2,0,2,,,0,,,52,62
3886,note_on,,,,,62,0,1,,,0,,,80,64
3886,note_on,,,,,62,0,2,,,0,,,80,64
3898,note_off,,,,,12,0,1,,,0,,,82,64
3898,note_off,,,,,12,0,2,,,0,,,82,64
3914,note_off,,,,,16,0,1,,,0,,,58,64
3914,note_off,,,,,16,0,2,,,0,,,58,64
3916,note_off,,,,,2,0,1,,,0,,,55,64
3916,note_off,,,,,2,0,2,,,0,,,55,64
3916,note_off,,,,,0,0,1,,,0,,,52,64
3916,note_off,,,,,0,0,2,,,0,,,52,64
3918,note_off,,,,,2,0,2,,,0,,,60,64
3918,note_off,,,,,2,0,1,,,0,,,60,64
3934,note_on,,,,,0,0,1,,,0,,,79,64
3934,note_on,,,,,0,0,2,,,0,,,79,64
3934,note_off,,,,,16,0,2,,,0,,,80,64
3934,note_off,,,,,16,0,1,,,0,,,80,64
3984,note_off,,,,,50,0,2,,,0,,,79,64
3984,note_off,,,,,50,0,1,,,0,,,79,64
3988,note_on,,,,,4,0,1,,,0,,,77,62
3988,note_on,,,,,4,0,2,,,0,,,77,62
4022,note_on,,,,,34,0,1,,,0,,,60,51
4022,note_on,,,,,34,0,2,,,0,,,60,51
4026,note_on,,,,,4,0,2,,,0,,,58,46
4026,note_on,,,,,4,0,1,,,0,,,58,46
4028,note_on,,,,,0,0,1,,,0,,,55,55
4028,note_off,,,,,2,0,1,,,0,,,77,64
4028,note_off,,,,,2,0,2,,,0,,,77,64
4028,note_on,,,,,0,0,2,,,0,,,55,55
4030,note_on,,,,,2,0,1,,,0,,,52,57
4030,note_on,,,,,2,0,2,,,0,,,52,57
4046,note_on,,,,,16,0,2,,,0,,,79,93
4046,note_on,,,,,16,0,1,,,0,,,79,93
4078,note_off,,,,,32,0,2,,,0,,,79,64
4078,note_off,,,,,32,0,1,,,0,,,79,64
4098,note_off,,,,,20,0,1,,,0,,,58,64
4098,note_off,,,,,20,0,2,,,0,,,58,64
4100,note_off,,,,,0,0,2,,,0,,,55,64
4100,note_off,,,,,0,0,1,,,0,,,55,64
4100,note_off,,,,,2,0,1,,,0,,,52,64
4100,note_off,,,,,2,0,2,,,0,,,52,64
4108,note_off,,,,,8,0,2,,,0,,,60,64
4108,note_off,,,,,8,0,1,,,0,,,60,64
4256,note_on,,,,,148,0,1,,,0,,,58,56
4256,note_on,,,,,0,0,1,,,0,,,60,64
4256,note_on,,,,,148,0,2,,,0,,,58,56
4256,note_on,,,,,0,0,2,,,0,,,60,64
4258,note_on,,,,,2,0,1,,,0,,,52,72
4258,note_on,,,,,2,0,2,,,0,,,52,72
4258,note_on,,,,,0,0,2,,,0,,,55,60
4258,note_on,,,,,0,0,1,,,0,,,55,60
4294,note_off,,,,,0,0,2,,,0,,,58,64
4294,note_off,,,,,36,0,1,,,0,,,55,64
4294,note_off,,,,,36,0,2,,,0,,,55,64
4294,note_off,,,,,0,0,2,,,0,,,60,64
4294,note_off,,,,,0,0,1,,,0,,,60,64
4294,note_off,,,,,0,0,1,,,0,,,58,64
4296,note_off,,,,,2,0,1,,,0,,,52,64
4296,note_off,,,,,2,0,2,,,0,,,52,64
4438,note_on,,,,,142,0,1,,,0,,,72,93
4438,note_on,,,,,142,0,2,,,0,,,72,93
4482,note_off,,,,,44,0,1,,,0,,,72,64
4482,note_off,,,,,44,0,2,,,0,,,72,64
4490,note_on,,,,,8,0,2,,,0,,,80,76
4490,note_on,,,,,8,0,1,,,0,,,80,76
4712,note_on,,,,,0,0,1,,,0,,,53,64
4712,note_on,,,,,0,0,1,,,0,,,56,64
4712,note_on,,,,,222,0,1,,,0,,,60,59
4712,note_on,,,,,222,0,2,,,0,,,60,59
4712,note_on,,,,,0,0,2,,,0,,,56,64
4712,note_on,,,,,0,0,2,,,0,,,53,64
4764,note_off,,,,,52,0,2,,,0,,,80,64
4764,note_off,,,,,52,0,1,,,0,,,80,64
4772,note_on,,,,,8,0,2,,,0,,,79,72
4772,note_on,,,,,8,0,1,,,0,,,79,72
4804,note_off,,,,,32,0,2,,,0,,,56,64
4804,note_off,,,,,0,0,2,,,0,,,60,64
4804,note_off,,,,,32,0,1,,,0,,,56,64
4804,note_off,,,,,0,0,1,,,0,,,60,64
4806,note_off,,,,,2,0,2,,,0,,,53,64
4806,note_off,,,,,2,0,1,,,0,,,53,64
4814,note_on,,,,,8,0,1,,,0,,,77,64
4814,note_on,,,,,8,0,2,,,0,,,77,64
4820,note_off,,,,,6,0,1,,,0,,,79,64
4820,note_off,,,,,6,0,2,,,0,,,79,64
4866,note_off,,,,,46,0,2,,,0,,,77,64
4866,note_off,,,,,46,0,1,,,0,,,77,64
4872,note_on,,,,,6,0,1,,,0,,,76,68
4872,note_on,,,,,6,0,2,,,0,,,76,68
4908,note_off,,,,,36,0,1,,,0,,,76,64
4908,note_off,,,,,36,0,2,,,0,,,76,64
4930,note_on,,,,,22,0,1,,,0,,,77,76
4930,note_on,,,,,22,0,2,,,0,,,77,76
4944,note_on,,,,,0,0,1,,,0,,,53,68
4944,note_on,,,,,0,0,1,,,0,,,56,56
4944,note_on,,,,,14,0,1,,,0,,,60,62
4944,note_on,,,,,0,0,2,,,0,,,53,68
4944,note_on,,,,,14,0,2,,,0,,,60,62
4944,note_on,,,,,0,0,2,,,0,,,56,56
4958,note_off,,,,,14,0,2,,,0,,,77,64
4958,note_off,,,,,14,0,1,,,0,,,77,64
5000,note_off,,,,,42,0,2,,,0,,,56,64
5000,note_off,,,,,42,0,1,,,0,,,56,64
5006,note_off,,,,,0,0,2,,,0,,,60,64
5006,note_off,,,,,6,0,2,,,0,,,53,64
5006,note_off,,,,,6,0,1,,,0,,,53,64
5006,note_off,,,,,0,0,1,,,0,,,60,64
5164,note_on,,,,,0,0,1,,,0,,,60,80
5164,note_on,,,,,158,0,1,,,0,,,53,76
5164,note_on,,,,,0,0,2,,,0,,,60,80
5164,note_on,,,,,158,0,2,,,0,,,53,76
