tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,program_change,0,0,6,,,,,,,,60,4,,,,
0,control_change,0,0,6,,,,,,,,,4,7,90,,
0,control_change,0,0,6,,,,,,,,,4,10,35,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,program_change,0,0,7,,,,,,,,61,5,,,,
0,control_change,0,0,7,,,,,,,,,5,7,90,,
0,control_change,0,0,7,,,,,,,,,5,10,110,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,program_change,0,0,8,,,,,,,,47,6,,,,
0,control_change,0,0,8,,,,,,,,,6,7,90,,
0,control_change,0,0,8,,,,,,,,,6,10,25,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,program_change,0,0,9,,,,,,,,66,7,,,,
0,control_change,0,0,9,,,,,,,,,7,7,90,,
0,control_change,0,0,5,,,,,,,,,4,10,35,,
0,control_change,0,0,9,,,,,,,,,7,10,63,,
0,control_change,0,0,5,,,,,,,,,4,7,90,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,73,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,90,,
0,control_change,0,0,1,,,,,,,,,0,10,55,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,68,1,,,,
0,control_change,0,0,2,,,,,,,,,1,7,90,,
0,control_change,0,0,2,,,,,,,,,1,10,70,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,71,2,,,,
0,control_change,0,0,3,,,,,,,,,2,7,90,,
0,control_change,0,0,3,,,,,,,,,2,10,55,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,70,3,,,,
0,control_change,0,0,4,,,,,,,,,3,7,90,,
0,control_change,0,0,4,,,,,,,,,3,10,70,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,program_change,0,0,5,,,,,,,,60,4,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,
0,program_change,0,0,10,,,,,,,,48,8,,,,
0,track_name,0,1,15,,,,,,,,,,,,,
0,program_change,0,0,15,,,,,,,,45,14,,,,
0,control_change,0,0,15,,,,,,,,,14,7,90,,
0,control_change,0,0,15,,,,,,,,,14,10,45,,
0,midi_port,0,1,16,,,,,,,0,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,,
0,program_change,0,0,16,,,,,,,,45,15,,,,
0,control_change,0,0,16,,,,,,,,,15,7,90,,
0,control_change,0,0,16,,,,,,,,,15,10,90,,
0,midi_port,0,1,17,,,,,,,0,,,,,,
0,track_name,0,1,17,,,,,,,,,,,,,
0,program_change,0,0,17,,,,,,,,73,0,,,,
0,control_change,0,0,17,,,,,,,,,0,7,90,,
0,control_change,0,0,17,,,,,,,,,0,10,55,,
0,end_of_track,0,1,17,,,,,,,,,,,,,
0,midi_port,0,1,18,,,,,,,0,,,,,,
0,track_name,0,1,18,,,,,,,,,,,,,
0,end_of_track,0,1,18,,,,,,,,,,,,,
0,midi_port,0,1,19,,,,,,,0,,,,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,
0,control_change,0,0,14,,,,,,,,,13,10,102,,
0,control_change,0,0,14,,,,,,,,,13,7,90,,
0,program_change,0,0,14,,,,,,,,48,13,,,,
0,control_change,0,0,10,,,,,,,,,8,7,90,,
0,control_change,0,0,10,,,,,,,,,8,10,45,,
0,track_name,0,1,19,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,
0,program_change,0,0,11,,,,,,,,48,10,,,,
0,control_change,0,0,11,,,,,,,,,10,7,90,,
0,control_change,0,0,11,,,,,,,,,10,10,45,,
0,midi_port,0,1,12,,,,,,,0,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,
0,control_change,0,0,12,,,,,,,,,11,7,90,,
0,control_change,0,0,12,,,,,,,,,11,10,86,,
0,midi_port,0,1,13,,,,,,,0,,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,
0,program_change,0,0,13,,,,,,,,48,12,,,,
0,control_change,0,0,13,,,,,,,,,12,7,90,,
0,control_change,0,0,13,,,,,,,,,12,10,97,,
0,midi_port,0,1,14,,,,,,,0,,,,,,
0,track_name,0,1,14,,,,,,,,,,,,,
0,program_change,0,0,12,,,,,,,,48,11,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,19,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,F,,,,,,,,
0,set_tempo,0,1,0,,,,,,300000,,,,,,,
480,program_change,0,0,7,,,,,,,,61,5,,,,
480,control_change,0,0,2,,,,,,,,,1,7,90,,
480,control_change,0,0,2,,,,,,,,,1,91,66,,
480,program_change,0,0,2,,,,,,,,68,1,,,,
480,control_change,0,0,7,,,,,,,,,5,91,66,,
480,program_change,0,0,12,,,,,,,,48,11,,,,
480,control_change,0,0,12,,,,,,,,,11,91,66,,
480,control_change,0,0,12,,,,,,,,,11,7,90,,
480,control_change,0,0,16,,,,,,,,,15,7,90,,
480,control_change,480,0,12,,,,,,,,,11,10,70,,
480,control_change,480,0,9,,,,,,,,,7,10,60,,
480,control_change,0,0,9,,,,,,,,,7,7,90,,
480,control_change,480,0,10,,,,,,,,,8,10,34,,
480,control_change,480,0,2,,,,,,,,,1,10,71,,
480,control_change,0,0,10,,,,,,,,,8,93,90,,
480,control_change,0,0,10,,,,,,,,,8,7,90,,
480,control_change,0,0,10,,,,,,,,,8,91,66,,
480,program_change,0,0,10,,,,,,,,48,8,,,,
480,control_change,480,0,5,,,,,,,,,4,10,36,,
480,control_change,0,0,5,,,,,,,,,4,7,90,,
480,control_change,0,0,5,,,,,,,,,4,91,66,,
480,program_change,0,0,5,,,,,,,,60,4,,,,
480,control_change,480,0,6,,,,,,,,,4,91,66,,
480,control_change,0,0,6,,,,,,,,,4,7,90,,
480,control_change,0,0,9,,,,,,,,,7,91,66,,
480,control_change,0,0,6,,,,,,,,,4,10,36,,
480,control_change,0,0,15,,,,,,,,,14,10,34,,
480,control_change,0,0,8,,,,,,,,,6,10,30,,
480,control_change,0,0,16,,,,,,,,,15,93,90,,
480,control_change,0,0,16,,,,,,,,,15,91,66,,
480,program_change,480,0,16,,,,,,,,45,15,,,,
480,control_change,480,0,1,,,,,,,,,0,10,60,,
480,control_change,0,0,1,,,,,,,,,0,91,66,,
480,control_change,0,0,1,,,,,,,,,0,7,90,,
480,program_change,0,0,1,,,,,,,,73,0,,,,
480,control_change,0,0,14,,,,,,,,,13,10,85,,
480,control_change,0,0,14,,,,,,,,,13,93,90,,
480,control_change,0,0,14,,,,,,,,,13,91,66,,
480,program_change,480,0,14,,,,,,,,48,13,,,,
480,program_change,0,0,11,,,,,,,,48,10,,,,
480,program_change,480,0,8,,,,,,,,47,6,,,,
480,control_change,0,0,11,,,,,,,,,10,91,66,,
480,control_change,0,0,11,,,,,,,,,10,93,90,,
480,control_change,480,0,11,,,,,,,,,10,10,34,,
480,program_change,0,0,4,,,,,,,,70,3,,,,
480,control_change,0,0,4,,,,,,,,,3,91,66,,
480,control_change,0,0,4,,,,,,,,,3,7,90,,
480,control_change,480,0,4,,,,,,,,,3,10,71,,
480,program_change,480,0,15,,,,,,,,45,14,,,,
480,control_change,0,0,15,,,,,,,,,14,7,90,,
480,control_change,0,0,15,,,,,,,,,14,91,66,,
480,control_change,0,0,15,,,,,,,,,14,93,90,,
480,control_change,0,0,8,,,,,,,,,6,91,66,,
480,control_change,0,0,8,,,,,,,,,6,7,90,,
480,control_change,0,0,11,,,,,,,,,10,7,90,,
480,program_change,0,0,6,,,,,,,,60,4,,,,
480,control_change,0,0,12,,,,,,,,,11,93,90,,
480,control_change,0,0,16,,,,,,,,,15,10,95,,
