tick,type,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,,,1,0,,
0,control_change,0,0,2,,,,,,,,32,0,1,,,
0,control_change,0,0,2,,,,,,,,10,83,1,,,
0,control_change,0,0,2,,,,,,,,7,127,1,,,
0,control_change,0,0,2,,,,,,,,0,0,1,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,,0,,74,100
0,program_change,0,0,1,,,,,,,,,,0,0,,
0,control_change,0,0,1,,,,,,,,10,44,0,,,
0,control_change,0,0,1,,,,,,,,7,127,0,,,
0,control_change,0,0,1,,,,,,,,32,0,0,,,
0,control_change,0,0,1,,,,,,,,0,0,0,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,,6,8,12,8,,,,,,,,
0,sequencer_specific,0,1,0,"(0, 0, 65)",,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,,C,,,,,,,
0,set_tempo,0,1,0,,,,,,,705882,,,,,,
23,set_tempo,23,1,0,,,,,,,697674,,,,,,
60,note_on,0,0,2,,,,,,,,,,1,,55,100
60,note_on,60,0,2,,,,,,,,,,1,,59,100
119,note_on,0,0,2,,,,,,,,,,1,,59,0
119,note_on,59,0,2,,,,,,,,,,1,,55,0
120,note_on,0,0,2,,,,,,,,,,1,,60,100
120,note_on,1,0,2,,,,,,,,,,1,,57,100
177,note_on,177,0,1,,,,,,,,,,0,,74,0
179,note_on,0,0,2,,,,,,,,,,1,,57,0
179,note_on,59,0,2,,,,,,,,,,1,,60,0
180,note_on,1,0,2,,,,,,,,,,1,,62,100
180,note_on,0,0,2,,,,,,,,,,1,,59,100
180,note_on,3,0,1,,,,,,,,,,0,,74,89
239,note_on,59,0,1,,,,,,,,,,0,,74,0
240,note_on,1,0,1,,,,,,,,,,0,,67,86
296,note_on,0,0,2,,,,,,,,,,1,,62,0
296,note_on,116,0,2,,,,,,,,,,1,,59,0
299,note_on,59,0,1,,,,,,,,,,0,,67,0
300,note_on,1,0,1,,,,,,,,,,0,,79,85
359,note_on,59,0,1,,,,,,,,,,0,,79,0
360,note_on,1,0,1,,,,,,,,,,0,,74,85
420,note_on,124,0,2,,,,,,,,,,1,,59,100
420,note_on,0,0,2,,,,,,,,,,1,,55,100
479,note_on,59,0,2,,,,,,,,,,1,,55,0
479,note_on,0,0,2,,,,,,,,,,1,,59,0
480,note_on,1,0,2,,,,,,,,,,1,,60,100
480,note_on,0,0,2,,,,,,,,,,1,,57,100
537,note_on,177,0,1,,,,,,,,,,0,,74,0
539,note_on,59,0,2,,,,,,,,,,1,,57,0
539,note_on,0,0,2,,,,,,,,,,1,,60,0
540,note_on,0,0,2,,,,,,,,,,1,,59,100
540,note_on,1,0,2,,,,,,,,,,1,,62,100
540,note_on,3,0,1,,,,,,,,,,0,,74,101
599,note_on,59,0,1,,,,,,,,,,0,,74,0
600,note_on,1,0,1,,,,,,,,,,0,,62,105
656,note_on,0,0,2,,,,,,,,,,1,,62,0
656,note_on,116,0,2,,,,,,,,,,1,,59,0
659,note_on,59,0,1,,,,,,,,,,0,,62,0
660,note_on,1,0,1,,,,,,,,,,0,,74,111
719,note_on,59,0,1,,,,,,,,,,0,,74,0
720,note_on,1,0,1,,,,,,,,,,0,,72,116
780,note_on,0,0,2,,,,,,,,,,1,,54,100
780,note_on,124,0,2,,,,,,,,,,1,,50,100
839,note_on,59,0,2,,,,,,,,,,1,,54,0
839,note_on,0,0,2,,,,,,,,,,1,,50,0
840,note_on,1,0,2,,,,,,,,,,1,,55,100
840,note_on,0,0,2,,,,,,,,,,1,,52,100
897,note_on,177,0,1,,,,,,,,,,0,,72,0
899,note_on,59,0,2,,,,,,,,,,1,,52,0
899,note_on,0,0,2,,,,,,,,,,1,,55,0
900,note_on,3,0,1,,,,,,,,,,0,,72,114
900,note_on,1,0,2,,,,,,,,,,1,,57,100
900,note_on,0,0,2,,,,,,,,,,1,,54,100
959,note_on,59,0,1,,,,,,,,,,0,,72,0
960,note_on,1,0,1,,,,,,,,,,0,,62,112
1016,note_on,116,0,2,,,,,,,,,,1,,54,0
1016,note_on,0,0,2,,,,,,,,,,1,,57,0
1019,note_on,59,0,1,,,,,,,,,,0,,62,0
1020,note_on,1,0,1,,,,,,,,,,0,,74,103
1079,note_on,59,0,1,,,,,,,,,,0,,74,0
1080,note_on,1,0,1,,,,,,,,,,0,,72,93
1139,note_on,59,0,1,,,,,,,,,,0,,72,0
1140,note_on,1,0,1,,,,,,,,,,0,,71,89
1140,note_on,0,0,2,,,,,,,,,,1,,55,100
1140,note_on,124,0,2,,,,,,,,,,1,,59,100
1199,note_on,59,0,1,,,,,,,,,,0,,71,0
1199,note_on,0,0,2,,,,,,,,,,1,,59,0
1199,note_on,59,0,2,,,,,,,,,,1,,55,0
1200,note_on,0,0,2,,,,,,,,,,1,,57,100
1200,note_on,1,0,2,,,,,,,,,,1,,60,100
1259,note_on,59,0,2,,,,,,,,,,1,,57,0
1259,note_on,0,0,2,,,,,,,,,,1,,60,0
1260,note_on,1,0,2,,,,,,,,,,1,,62,100
