tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,6,8,12,8,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,5,,,,,5,91,0,,
0,note_on,,,,,0,0,5,,,,,5,,,58,98
0,note_on,,,,,0,0,5,,,,,5,,,46,106
0,midi_port,,,,,0,1,6,,,0,,,,,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,program_change,,,,,0,0,6,,,,56,6,,,,
0,control_change,,,,,0,0,6,,,,,6,7,100,,
0,control_change,,,,,0,0,6,,,,,6,10,90,,
0,control_change,,,,,0,0,6,,,,,6,93,0,,
0,control_change,,,,,0,0,6,,,,,6,91,0,,
0,midi_port,,,,,0,1,7,,,0,,,,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,program_change,,,,,0,0,7,,,,47,8,,,,
0,control_change,,,,,0,0,5,,,,,5,93,0,,
0,control_change,,,,,0,0,7,,,,,8,7,100,,
0,control_change,,,,,0,0,7,,,,,8,93,0,,
0,control_change,,,,,0,0,7,,,,,8,91,0,,
0,midi_port,,,,,0,1,8,,,1,,,,,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,program_change,,,,,0,0,8,,,,0,7,,,,
0,control_change,,,,,0,0,8,,,,,7,7,100,,
0,control_change,,,,,0,0,8,,,,,7,10,110,,
0,control_change,,,,,0,0,8,,,,,7,93,0,,
0,control_change,,,,,0,0,8,,,,,7,91,0,,
0,note_on,,,,,0,0,8,,,,,7,,,70,113
0,note_on,,,,,0,0,8,,,,,7,,,63,101
0,note_on,,,,,0,0,8,,,,,7,,,67,127
0,track_name,,,,,0,1,19,,,,,,,,,
0,control_change,,,,,0,0,7,,,,,8,10,60,,
0,midi_port,,,,,0,1,9,,,1,,,,,,
0,control_change,,,,,0,0,5,,,,,5,10,60,,
0,program_change,,,,,0,0,5,,,,60,5,,,,
0,program_change,,,,,0,0,1,,,,73,0,,,,
0,control_change,,,,,0,0,1,,,,,0,7,100,,
0,control_change,,,,,0,0,1,,,,,0,10,60,,
0,control_change,,,,,0,0,1,,,,,0,93,0,,
0,control_change,,,,,0,0,1,,,,,0,91,0,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,program_change,,,,,0,0,2,,,,68,1,,,,
0,control_change,,,,,0,0,2,,,,,1,7,100,,
0,control_change,,,,,0,0,2,,,,,1,10,80,,
0,control_change,,,,,0,0,2,,,,,1,93,0,,
0,control_change,,,,,0,0,2,,,,,1,91,0,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,control_change,,,,,0,0,5,,,,,5,7,100,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,control_change,,,,,0,0,3,,,,,3,7,100,,
0,control_change,,,,,0,0,3,,,,,3,10,70,,
0,control_change,,,,,0,0,3,,,,,3,93,0,,
0,control_change,,,,,0,0,3,,,,,3,91,0,,
0,midi_port,,,,,0,1,4,,,0,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,program_change,,,,,0,0,4,,,,70,4,,,,
0,control_change,,,,,0,0,4,,,,,4,7,100,,
0,control_change,,,,,0,0,4,,,,,4,10,30,,
0,control_change,,,,,0,0,4,,,,,4,93,0,,
0,control_change,,,,,0,0,4,,,,,4,91,0,,
0,midi_port,,,,,0,1,5,,,0,,,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,program_change,,,,,0,0,3,,,,71,3,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,control_change,,,,,0,0,9,,,,,10,7,100,,
0,midi_port,,,,,0,1,14,,,0,,,,,,
0,track_name,,,,,0,1,14,,,,,,,,,
0,program_change,,,,,0,0,14,,,,43,13,,,,
0,control_change,,,,,0,0,14,,,,,13,7,100,,
0,control_change,,,,,0,0,14,,,,,13,10,110,,
0,control_change,,,,,0,0,14,,,,,13,93,0,,
0,control_change,,,,,0,0,14,,,,,13,91,0,,
0,midi_port,,,,,0,1,15,,,0,,,,,,
0,track_name,,,,,0,1,15,,,,,,,,,
0,program_change,,,,,0,0,15,,,,45,14,,,,
0,control_change,,,,,0,0,15,,,,,14,7,85,,
0,control_change,,,,,0,0,15,,,,,14,10,60,,
0,control_change,,,,,0,0,15,,,,,14,93,0,,
0,control_change,,,,,0,0,13,,,,,12,91,0,,
0,control_change,,,,,0,0,15,,,,,14,91,0,,
0,track_name,,,,,0,1,16,,,,,,,,,
0,program_change,,,,,0,0,16,,,,45,14,,,,
0,control_change,,,,,0,0,16,,,,,14,7,85,,
0,control_change,,,,,0,0,16,,,,,14,10,60,,
0,control_change,,,,,0,0,16,,,,,14,93,0,,
0,control_change,,,,,0,0,16,,,,,14,91,0,,
0,midi_port,,,,,0,1,17,,,0,,,,,,
0,track_name,,,,,0,1,17,,,,,,,,,
0,end_of_track,,,,,0,1,17,,,,,,,,,
0,midi_port,,,,,0,1,18,,,0,,,,,,
0,track_name,,,,,0,1,18,,,,,,,,,
0,end_of_track,,,,,0,1,18,,,,,,,,,
0,midi_port,,,,,0,1,19,,,0,,,,,,
0,midi_port,,,,,0,1,16,,,0,,,,,,
0,program_change,,,,,0,0,9,,,,0,10,,,,
0,control_change,,,,,0,0,13,,,,,12,93,0,,
0,control_change,,,,,0,0,13,,,,,12,7,100,,
0,control_change,,,,,0,0,9,,,,,10,10,10,,
0,control_change,,,,,0,0,9,,,,,10,93,0,,
0,control_change,,,,,0,0,9,,,,,10,91,0,,
0,note_on,,,,,0,0,9,,,,,10,,,39,127
0,midi_port,,,,,0,1,10,,,0,,,,,,
0,track_name,,,,,0,1,10,,,,,,,,,
0,program_change,,,,,0,0,10,,,,48,11,,,,
0,control_change,,,,,0,0,10,,,,,11,7,109,,
0,control_change,,,,,0,0,10,,,,,11,10,64,,
0,control_change,,,,,0,0,10,,,,,11,93,0,,
0,control_change,,,,,0,0,10,,,,,11,91,0,,
0,midi_port,,,,,0,1,11,,,0,,,,,,
0,track_name,,,,,0,1,11,,,,,,,,,
0,control_change,,,,,0,0,13,,,,,12,10,90,,
0,program_change,,,,,0,0,11,,,,48,11,,,,
0,control_change,,,,,0,0,11,,,,,11,10,64,,
0,control_change,,,,,0,0,11,,,,,11,93,0,,
0,control_change,,,,,0,0,11,,,,,11,91,0,,
0,midi_port,,,,,0,1,12,,,0,,,,,,
0,track_name,,,,,0,1,12,,,,,,,,,
0,program_change,,,,,0,0,12,,,,48,11,,,,
0,control_change,,,,,0,0,12,,,,,11,7,109,,
0,control_change,,,,,0,0,12,,,,,11,10,40,,
0,control_change,,,,,0,0,12,,,,,11,93,0,,
0,control_change,,,,,0,0,12,,,,,11,91,0,,
0,midi_port,,,,,0,1,13,,,0,,,,,,
0,track_name,,,,,0,1,13,,,,,,,,,
0,program_change,,,,,0,0,13,,,,42,12,,,,
0,control_change,,,,,0,0,11,,,,,11,7,109,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,end_of_track,,,,,0,1,19,,,,,,,,,
0,set_tempo,,,,,0,1,0,,434783,,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,,
48,note_on,,,,,0,0,8,,,,,7,,,63,0
48,note_on,,,,,0,0,8,,,,,7,,,70,0
48,note_on,,,,,48,0,9,,,,,10,,,39,0
48,note_on,,,,,48,0,8,,,,,7,,,67,0
60,note_on,,,,,0,0,8,,,,,7,,,67,118
60,note_on,,,,,0,0,8,,,,,7,,,63,89
60,note_on,,,,,12,0,8,,,,,7,,,75,127
60,note_on,,,,,12,0,9,,,,,10,,,58,126
108,note_on,,,,,0,0,8,,,,,7,,,75,0
108,note_on,,,,,48,0,8,,,,,7,,,67,0
108,note_on,,,,,0,0,8,,,,,7,,,63,0
108,note_on,,,,,48,0,9,,,,,10,,,58,0
120,note_on,,,,,12,0,9,,,,,10,,,46,126
120,note_on,,,,,0,0,9,,,,,10,,,55,127
120,note_on,,,,,0,0,9,,,,,10,,,51,113
120,note_on,,,,,12,0,8,,,,,7,,,75,127
120,note_on,,,,,0,0,8,,,,,7,,,70,89
120,note_on,,,,,0,0,8,,,,,7,,,67,113
168,note_on,,,,,48,0,9,,,,,10,,,51,0
168,note_on,,,,,0,0,9,,,,,10,,,55,0
168,note_on,,,,,48,0,8,,,,,7,,,67,0
168,note_on,,,,,0,0,8,,,,,7,,,70,0
168,note_on,,,,,0,0,8,,,,,7,,,75,0
168,note_on,,,,,0,0,9,,,,,10,,,46,0
180,note_on,,,,,0,0,8,,,,,7,,,67,127
180,note_on,,,,,0,0,8,,,,,7,,,70,101
180,note_on,,,,,12,0,8,,,,,7,,,79,127
180,note_on,,,,,12,0,9,,,,,10,,,39,127
228,note_on,,,,,0,0,8,,,,,7,,,79,0
228,note_on,,,,,0,0,8,,,,,7,,,70,0
228,note_on,,,,,48,0,8,,,,,7,,,67,0
228,note_on,,,,,48,0,9,,,,,10,,,39,0
240,note_on,,,,,12,0,9,,,,,10,,,58,115
288,note_on,,,,,48,0,9,,,,,10,,,58,0
300,note_on,,,,,0,0,8,,,,,7,,,79,127
300,note_on,,,,,0,0,8,,,,,7,,,70,107
300,note_on,,,,,72,0,8,,,,,7,,,75,123
300,note_on,,,,,12,0,9,,,,,10,,,46,127
300,note_on,,,,,0,0,9,,,,,10,,,55,127
300,note_on,,,,,0,0,9,,,,,10,,,51,101
324,note_on,,,,,24,0,8,,,,,7,,,79,0
330,note_on,,,,,6,0,8,,,,,7,,,82,121
348,note_on,,,,,0,0,9,,,,,10,,,46,0
348,note_on,,,,,0,0,9,,,,,10,,,55,0
348,note_on,,,,,48,0,9,,,,,10,,,51,0
348,note_on,,,,,18,0,8,,,,,7,,,70,0
348,note_on,,,,,0,0,8,,,,,7,,,75,0
354,note_on,,,,,6,0,8,,,,,7,,,82,0
360,note_on,,,,,0,0,8,,,,,7,,,82,101
360,note_on,,,,,12,0,9,,,,,10,,,39,102
360,note_on,,,,,0,0,8,,,,,7,,,75,86
360,note_on,,,,,6,0,8,,,,,7,,,79,102
384,note_on,,,,,24,0,8,,,,,7,,,82,0
390,note_on,,,,,6,0,8,,,,,7,,,87,115
408,note_on,,,,,0,0,8,,,,,7,,,79,0
408,note_on,,,,,48,0,9,,,,,10,,,39,0
408,note_on,,,,,18,0,8,,,,,7,,,75,0
414,note_on,,,,,6,0,8,,,,,7,,,87,0
420,note_on,,,,,0,0,8,,,,,7,,,75,117
420,note_on,,,,,0,0,8,,,,,7,,,79,117
420,note_on,,,,,6,0,8,,,,,7,,,82,117
420,note_on,,,,,0,0,8,,,,,7,,,87,117
420,note_on,,,,,12,0,9,,,,,10,,,58,94
468,note_on,,,,,48,0,9,,,,,10,,,58,0
480,note_on,,,,,0,0,9,,,,,10,,,51,92
480,note_on,,,,,0,0,9,,,,,10,,,55,102
480,note_on,,,,,12,0,9,,,,,10,,,46,101
528,note_on,,,,,0,0,9,,,,,10,,,46,0
528,note_on,,,,,0,0,9,,,,,10,,,55,0
528,note_on,,,,,48,0,9,,,,,10,,,51,0
540,note_on,,,,,12,0,9,,,,,10,,,39,102
588,note_on,,,,,48,0,9,,,,,10,,,39,0
600,note_on,,,,,12,0,9,,,,,10,,,58,94
636,note_on,,,,,0,0,8,,,,,7,,,75,0
636,note_on,,,,,0,0,8,,,,,7,,,79,0
636,note_on,,,,,0,0,8,,,,,7,,,82,0
