tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,16,,,,,,,,48,14,,,,
0,track_name,0,1,16,,,,,,,,,,,,,
0,midi_port,0,1,16,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,71,2,,,,
0,control_change,0,0,4,,,,,,,,,2,7,127,,
0,control_change,0,0,4,,,,,,,,,2,10,70,,
0,control_change,0,0,16,,,,,,,,,14,7,127,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,control_change,0,0,15,,,,,,,,,13,7,127,,
0,program_change,0,0,15,,,,,,,,48,13,,,,
0,track_name,0,1,15,,,,,,,,,,,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,program_change,0,0,5,,,,,,,,70,3,,,,
0,control_change,0,0,5,,,,,,,,,3,7,127,,
0,control_change,0,0,15,,,,,,,,,13,10,86,,
0,control_change,0,0,5,,,,,,,,,3,10,68,,
0,control_change,0,0,16,,,,,,,,,14,10,105,,
0,control_change,0,0,3,,,,,,,,,1,10,72,,
0,program_change,0,0,1,,,,,,,,73,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,74,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,73,0,,,,
0,control_change,0,0,2,,,,,,,,,0,7,127,,
0,control_change,0,0,2,,,,,,,,,0,10,74,,
0,note_on,0,0,16,,,,,,,,,14,,,43,50
0,note_on,0,0,17,,,,,,,,,15,,,31,50
0,control_change,0,0,17,,,,,,,,,15,7,127,,
0,program_change,0,0,17,,,,,,,,48,15,,,,
0,track_name,0,1,17,,,,,,,,,,,,,
0,midi_port,0,1,17,,,,,,,0,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,68,1,,,,
0,control_change,0,0,3,,,,,,,,,1,7,127,,
0,control_change,0,0,17,,,,,,,,,15,10,120,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,14,,,,,,,,,12,10,44,,
0,program_change,0,0,14,,,,,,,,48,12,,,,
0,control_change,0,0,11,,,,,,,,,8,10,108,,
0,control_change,0,0,11,,,,,,,,,8,7,127,,
0,program_change,0,0,11,,,,,,,,57,8,,,,
0,track_name,0,1,11,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,
0,control_change,0,0,10,,,,,,,,,7,10,110,,
0,control_change,0,0,10,,,,,,,,,7,7,127,,
0,program_change,0,0,10,,,,,,,,57,7,,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,,,6,10,112,,
0,control_change,0,0,9,,,,,,,,,6,7,127,,
0,program_change,0,0,9,,,,,,,,57,6,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,control_change,0,0,8,,,,,,,,,5,10,115,,
0,control_change,0,0,8,,,,,,,,,5,7,127,,
0,program_change,0,0,8,,,,,,,,56,5,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,control_change,0,0,14,,,,,,,,,12,7,127,,
0,track_name,0,1,12,,,,,,,,,,,,,
0,control_change,0,0,12,,,,,,,,,10,7,127,,
0,track_name,0,1,14,,,,,,,,,,,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,program_change,0,0,6,,,,,,,,70,3,,,,
0,control_change,0,0,6,,,,,,,,,3,7,127,,
0,control_change,0,0,6,,,,,,,,,3,10,68,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,program_change,0,0,12,,,,,,,,47,10,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,control_change,0,0,7,,,,,,,,,4,7,127,,
0,control_change,0,0,7,,,,,,,,,4,10,31,,
0,control_change,0,0,13,,,,,,,,,11,10,25,,
0,control_change,0,0,13,,,,,,,,,11,7,127,,
0,program_change,0,0,13,,,,,,,,48,11,,,,
0,track_name,0,1,13,,,,,,,,,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,
0,control_change,0,0,12,,,,,,,,,10,10,64,,
0,program_change,0,0,7,,,,,,,,60,4,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,time_signature,0,1,0,1,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,Eb,,,,,,,,
0,set_tempo,0,1,0,,,,,,240000,,,,,,,
239,note_on,239,0,16,,,,,,,,,14,,,43,0
239,note_on,239,0,17,,,,,,,,,15,,,31,0
240,note_on,1,0,16,,,,,,,,,14,,,48,50
240,time_signature,240,1,0,3,4,24,8,,,,,,,,,
240,note_on,1,0,17,,,,,,,,,15,,,36,50
479,note_on,239,0,17,,,,,,,,,15,,,36,0
479,note_on,239,0,16,,,,,,,,,14,,,48,0
