tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,,0,,,37,35
0,control_change,0,0,2,,,,,,,,,0,91,127,,
0,control_change,0,0,2,,,,,,,,,0,10,64,,
0,control_change,0,0,2,,,,,,,,,0,7,100,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,text,0,1,1,,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,,0,,,56,33
0,control_change,0,0,1,,,,,,,,,0,91,127,,
0,control_change,0,0,1,,,,,,,,,0,91,127,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,0,7,100,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,note_on,0,0,2,,,,,,,,,0,,,49,35
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,program_change,0,0,3,,,,,,,,0,0,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,control_change,0,0,3,,,,,,,,,0,10,64,,
0,control_change,0,0,3,,,,,,,,,0,7,100,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,E,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,1212366,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
14,control_change,14,0,3,,,,,,,,,0,64,127,,
160,note_on,0,0,1,,,,,,,,,0,,,61,26
160,note_on,160,0,1,,,,,,,,,0,,,56,0
320,note_on,160,0,1,,,,,,,,,0,,,61,0
320,note_on,0,0,1,,,,,,,,,0,,,64,26
480,set_tempo,480,1,0,,,,,,1196649,,,,,,,
480,note_on,160,0,1,,,,,,,,,0,,,64,0
480,note_on,0,0,1,,,,,,,,,0,,,56,33
600,set_tempo,120,1,0,,,,,,1184366,,,,,,,
640,note_on,0,0,1,,,,,,,,,0,,,61,26
640,note_on,160,0,1,,,,,,,,,0,,,56,0
720,set_tempo,120,1,0,,,,,,1172333,,,,,,,
800,note_on,0,0,1,,,,,,,,,0,,,64,26
800,note_on,160,0,1,,,,,,,,,0,,,61,0
840,set_tempo,120,1,0,,,,,,1160542,,,,,,,
