tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,3,4,96,8,0,1,0,,,,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,key_signature,,,,,0,1,6,,,,,,,C,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,C,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,key_signature,,,,,0,1,7,,,,,,,C,,
0,key_signature,,,,,0,1,4,,,,,,,C,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,3,,,,,,,C,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,2,,,,,,,G,,
0,program_change,,,,,0,0,2,,,,,0,0,,,
0,control_change,,,,,0,0,2,,,0,0,0,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,end_of_track,,,,,0,1,8,,,,,,,,,
0,end_of_track,,,,,0,1,15,,,,,,,,,
0,key_signature,,,,,0,1,15,,,,,,,C,,
0,end_of_track,,,,,0,1,14,,,,,,,,,
0,key_signature,,,,,0,1,14,,,,,,,C,,
0,end_of_track,,,,,0,1,13,,,,,,,,,
0,key_signature,,,,,0,1,13,,,,,,,C,,
0,key_signature,,,,,0,1,8,,,,,,,C,,
0,end_of_track,,,,,0,1,12,,,,,,,,,
0,end_of_track,,,,,0,1,11,,,,,,,,,
0,key_signature,,,,,0,1,11,,,,,,,C,,
0,end_of_track,,,,,0,1,10,,,,,,,,,
0,key_signature,,,,,0,1,10,,,,,,,C,,
0,end_of_track,,,,,0,1,9,,,,,,,,,
0,key_signature,,,,,0,1,9,,,,,,,C,,
0,key_signature,,,,,0,1,12,,,,,,,C,,
0,key_signature,,,,,0,1,16,,,,,,,C,,
0,end_of_track,,,,,0,1,16,,,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,program_change,,,,,0,0,1,,,,,0,0,,,
0,key_signature,,,,,0,1,1,,,,,,,G,,
0,note_on,,,,,0,0,1,,,,,0,,,67,109
0,note_on,,,,,0,0,1,,,,,0,,,79,107
0,note_on,,,,,0,0,1,,,,,0,,,55,84
0,note_on,,,,,0,0,1,,,,,0,,,59,78
0,set_tempo,,,,,0,1,0,,300000,,,,,,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
124,note_off,,,,,0,0,1,,,,,0,,,79,0
124,note_off,,,,,124,0,1,,,,,0,,,67,0
188,note_off,,,,,64,0,1,,,,,0,,,55,0
188,note_off,,,,,0,0,1,,,,,0,,,59,0
192,note_on,,,,,4,0,1,,,,,0,,,62,63
380,note_off,,,,,188,0,1,,,,,0,,,62,0
384,note_on,,,,,4,0,1,,,,,0,,,71,100
384,note_on,,,,,0,0,1,,,,,0,,,59,82
384,note_on,,,,,0,0,1,,,,,0,,,55,82
384,note_on,,,,,0,0,1,,,,,0,,,83,116
508,note_off,,,,,124,0,1,,,,,0,,,71,0
508,note_off,,,,,0,0,1,,,,,0,,,83,0
572,note_off,,,,,64,0,1,,,,,0,,,59,0
572,note_off,,,,,0,0,1,,,,,0,,,55,0
576,note_on,,,,,4,0,1,,,,,0,,,62,76
764,note_off,,,,,188,0,1,,,,,0,,,62,0
768,note_on,,,,,0,0,1,,,,,0,,,79,107
768,note_on,,,,,0,0,1,,,,,0,,,55,93
768,note_on,,,,,0,0,1,,,,,0,,,59,87
768,note_on,,,,,4,0,1,,,,,0,,,67,110
892,note_off,,,,,124,0,1,,,,,0,,,67,0
892,note_off,,,,,0,0,1,,,,,0,,,79,0
956,note_off,,,,,0,0,1,,,,,0,,,55,0
956,note_off,,,,,64,0,1,,,,,0,,,59,0
960,note_on,,,,,4,0,1,,,,,0,,,62,87
1148,note_off,,,,,188,0,1,,,,,0,,,62,0
1152,note_on,,,,,0,0,1,,,,,0,,,86,86
1152,note_on,,,,,1152,0,2,,,,,0,,,55,88
1152,note_on,,,,,4,0,1,,,,,0,,,74,110
1152,note_on,,,,,0,0,2,,,,,0,,,59,77
1340,note_off,,,,,0,0,2,,,,,0,,,59,0
1340,note_off,,,,,188,0,2,,,,,0,,,55,0
1344,note_on,,,,,192,0,1,,,,,0,,,62,66
1532,note_off,,,,,188,0,1,,,,,0,,,62,0
1536,note_on,,,,,196,0,2,,,,,0,,,59,76
1536,note_on,,,,,0,0,2,,,,,0,,,55,74
1724,note_off,,,,,188,0,2,,,,,0,,,59,0
1724,note_off,,,,,0,0,2,,,,,0,,,55,0
1728,note_on,,,,,196,0,1,,,,,0,,,62,63
1916,note_off,,,,,0,0,1,,,,,0,,,62,0
1916,note_off,,,,,0,0,1,,,,,0,,,86,0
1916,note_off,,,,,188,0,1,,,,,0,,,74,0
1920,note_on,,,,,0,0,1,,,,,0,,,84,86
1920,note_on,,,,,0,0,1,,,,,0,,,55,82
1920,note_on,,,,,4,0,1,,,,,0,,,59,82
2108,note_off,,,,,0,0,1,,,,,0,,,55,0
2108,note_off,,,,,0,0,1,,,,,0,,,84,0
2108,note_off,,,,,188,0,1,,,,,0,,,59,0
2112,note_on,,,,,0,0,1,,,,,0,,,83,99
2112,note_on,,,,,4,0,1,,,,,0,,,62,81
2300,note_off,,,,,0,0,1,,,,,0,,,83,0
2300,note_off,,,,,188,0,1,,,,,0,,,62,0
2304,note_on,,,,,0,0,2,,,,,0,,,59,77
2304,note_on,,,,,580,0,2,,,,,0,,,55,89
2304,note_on,,,,,4,0,1,,,,,0,,,81,85
2492,note_off,,,,,188,0,1,,,,,0,,,81,0
2492,note_off,,,,,0,0,2,,,,,0,,,59,0
2492,note_off,,,,,188,0,2,,,,,0,,,55,0
2496,note_on,,,,,0,0,1,,,,,0,,,79,92
2496,note_on,,,,,4,0,1,,,,,0,,,62,79
2684,note_off,,,,,0,0,1,,,,,0,,,79,0
2684,note_off,,,,,188,0,1,,,,,0,,,62,0
2688,note_on,,,,,4,0,1,,,,,0,,,55,92
2688,note_on,,,,,0,0,1,,,,,0,,,59,85
2688,note_on,,,,,0,0,1,,,,,0,,,78,87
2876,note_off,,,,,188,0,1,,,,,0,,,55,0
2876,note_off,,,,,0,0,1,,,,,0,,,78,0
2876,note_off,,,,,0,0,1,,,,,0,,,59,0
2880,note_on,,,,,4,0,1,,,,,0,,,62,86
2880,note_on,,,,,0,0,1,,,,,0,,,79,88
3068,note_off,,,,,188,0,1,,,,,0,,,62,0
3068,note_off,,,,,0,0,1,,,,,0,,,79,0
3072,note_on,,,,,4,0,1,,,,,0,,,83,93
3072,note_on,,,,,580,0,2,,,,,0,,,55,89
3072,note_on,,,,,0,0,2,,,,,0,,,59,82
3260,note_off,,,,,188,0,1,,,,,0,,,83,0
3260,note_off,,,,,0,0,2,,,,,0,,,59,0
3260,note_off,,,,,188,0,2,,,,,0,,,55,0
3264,note_on,,,,,4,0,1,,,,,0,,,62,86
3264,note_on,,,,,0,0,1,,,,,0,,,79,99
3452,note_off,,,,,0,0,1,,,,,0,,,79,0
3452,note_off,,,,,188,0,1,,,,,0,,,62,0
3456,note_on,,,,,0,0,1,,,,,0,,,60,90
3456,note_on,,,,,4,0,1,,,,,0,,,55,87
3456,note_on,,,,,0,0,1,,,,,0,,,78,93
3644,note_off,,,,,188,0,1,,,,,0,,,55,0
3644,note_off,,,,,0,0,1,,,,,0,,,60,0
3648,note_on,,,,,4,0,1,,,,,0,,,64,68
3836,note_off,,,,,0,0,1,,,,,0,,,64,0
3836,note_off,,,,,188,0,1,,,,,0,,,78,0
3840,note_on,,,,,4,0,1,,,,,0,,,55,87
3840,note_on,,,,,0,0,1,,,,,0,,,60,79
3840,note_on,,,,,0,0,1,,,,,0,,,76,107
4028,note_off,,,,,188,0,1,,,,,0,,,55,0
4028,note_off,,,,,0,0,1,,,,,0,,,60,0
4032,note_on,,,,,4,0,1,,,,,0,,,64,81
4220,note_off,,,,,188,0,1,,,,,0,,,76,0
4220,note_off,,,,,0,0,1,,,,,0,,,64,0
4224,note_on,,,,,0,0,1,,,,,0,,,74,90
4224,note_on,,,,,4,0,1,,,,,0,,,55,90
4224,note_on,,,,,0,0,1,,,,,0,,,60,88
4412,note_off,,,,,188,0,1,,,,,0,,,55,0
4412,note_off,,,,,0,0,1,,,,,0,,,60,0
4412,note_off,,,,,0,0,1,,,,,0,,,74,0
4416,note_on,,,,,4,0,1,,,,,0,,,64,82
4416,note_on,,,,,0,0,1,,,,,0,,,72,89
4604,note_off,,,,,0,0,1,,,,,0,,,72,0
4604,note_off,,,,,188,0,1,,,,,0,,,64,0
4608,note_on,,,,,4,0,1,,,,,0,,,55,88
4608,note_on,,,,,0,0,1,,,,,0,,,60,88
4608,note_on,,,,,0,0,1,,,,,0,,,71,92
4796,note_off,,,,,0,0,1,,,,,0,,,71,0
4796,note_off,,,,,188,0,1,,,,,0,,,55,0
4796,note_off,,,,,0,0,1,,,,,0,,,60,0
4800,note_on,,,,,4,0,1,,,,,0,,,64,80
4800,note_on,,,,,0,0,1,,,,,0,,,69,90
4988,note_off,,,,,188,0,1,,,,,0,,,64,0
4988,note_off,,,,,0,0,1,,,,,0,,,69,0
4992,note_on,,,,,4,0,1,,,,,0,,,55,88
4992,note_on,,,,,0,0,1,,,,,0,,,60,85
4992,note_on,,,,,0,0,1,,,,,0,,,68,89
5180,note_off,,,,,188,0,1,,,,,0,,,55,0
5180,note_off,,,,,0,0,1,,,,,0,,,60,0
5180,note_off,,,,,0,0,1,,,,,0,,,68,0
5184,note_on,,,,,4,0,1,,,,,0,,,64,82
5184,note_on,,,,,0,0,1,,,,,0,,,69,92
5372,note_off,,,,,0,0,1,,,,,0,,,69,0
5372,note_off,,,,,188,0,1,,,,,0,,,64,0
5376,note_on,,,,,4,0,1,,,,,0,,,60,93
5376,note_on,,,,,0,0,1,,,,,0,,,55,94
5376,note_on,,,,,0,0,1,,,,,0,,,72,82
5564,note_off,,,,,0,0,1,,,,,0,,,55,0
5564,note_off,,,,,188,0,1,,,,,0,,,60,0
5564,note_off,,,,,0,0,1,,,,,0,,,72,0
5568,note_on,,,,,4,0,1,,,,,0,,,64,86
5568,note_on,,,,,0,0,1,,,,,0,,,69,97
5756,note_off,,,,,0,0,1,,,,,0,,,69,0
5756,note_off,,,,,188,0,1,,,,,0,,,64,0
5760,note_on,,,,,4,0,1,,,,,0,,,55,81
5760,note_on,,,,,0,0,1,,,,,0,,,60,86
5760,note_on,,,,,0,0,1,,,,,0,,,57,83
5760,note_on,,,,,0,0,1,,,,,0,,,66,93
5948,note_off,,,,,0,0,1,,,,,0,,,57,0
5948,note_off,,,,,188,0,1,,,,,0,,,55,0
5948,note_off,,,,,0,0,1,,,,,0,,,60,0
