tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,1,91,18,,
0,control_change,0,0,2,,,,,,,,1,93,13,,
0,control_change,0,0,2,,,,,,,,1,10,83,,
0,control_change,0,0,2,,,,,,,,1,7,127,,
0,program_change,0,0,2,,,,,,,0,1,,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,91,21,,
0,control_change,0,0,1,,,,,,,,0,93,15,,
0,control_change,0,0,1,,,,,,,,0,10,44,,
0,control_change,0,0,1,,,,,,,,0,7,127,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,time_signature,0,1,0,6,8,12,8,,,,,,,,
0,key_signature,0,1,0,,,,,G,,,,,,,
0,set_tempo,0,1,0,,,,,,674157,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,0,0,,,,
0,text,0,1,0,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,
300,note_on,300,0,1,,,,,,,,0,,,74,65
360,note_on,0,0,1,,,,,,,,0,,,76,68
360,note_on,60,0,1,,,,,,,,0,,,74,0
420,note_on,0,0,1,,,,,,,,0,,,74,72
420,note_on,60,0,1,,,,,,,,0,,,76,0
480,note_on,480,0,2,,,,,,,,1,,,67,65
480,note_on,60,0,1,,,,,,,,0,,,74,0
480,note_on,0,0,1,,,,,,,,0,,,71,73
540,note_on,60,0,1,,,,,,,,0,,,71,0
540,note_on,0,0,1,,,,,,,,0,,,72,78
540,note_on,60,0,2,,,,,,,,1,,,67,0
540,note_on,0,0,2,,,,,,,,1,,,69,69
600,note_on,60,0,1,,,,,,,,0,,,72,0
600,note_on,60,0,2,,,,,,,,1,,,69,0
600,note_on,0,0,2,,,,,,,,1,,,67,74
660,note_on,60,0,1,,,,,,,,0,,,72,63
660,note_on,60,0,2,,,,,,,,1,,,67,0
660,note_on,0,0,2,,,,,,,,1,,,64,76
720,note_on,0,0,1,,,,,,,,0,,,74,67
720,note_on,60,0,2,,,,,,,,1,,,64,0
720,note_on,0,0,2,,,,,,,,1,,,66,79
720,note_on,60,0,1,,,,,,,,0,,,72,0
780,note_on,0,0,1,,,,,,,,0,,,72,69
780,note_on,60,0,1,,,,,,,,0,,,74,0
840,note_on,120,0,2,,,,,,,,1,,,66,0
840,note_on,0,0,2,,,,,,,,1,,,66,67
840,note_on,0,0,1,,,,,,,,0,,,69,71
840,note_on,60,0,1,,,,,,,,0,,,72,0
900,note_on,0,0,2,,,,,,,,1,,,67,69
900,note_on,0,0,1,,,,,,,,0,,,71,73
900,note_on,60,0,1,,,,,,,,0,,,69,0
900,note_on,60,0,2,,,,,,,,1,,,66,0
960,note_on,60,0,2,,,,,,,,1,,,67,0
960,note_on,0,0,2,,,,,,,,1,,,65,71
960,note_on,60,0,1,,,,,,,,0,,,71,0
1020,note_on,0,0,2,,,,,,,,1,,,62,71
1020,note_on,60,0,2,,,,,,,,1,,,65,0
1020,note_on,60,0,1,,,,,,,,0,,,71,62
1080,note_on,60,0,2,,,,,,,,1,,,62,0
1080,note_on,0,0,2,,,,,,,,1,,,64,72
1080,note_on,60,0,1,,,,,,,,0,,,71,0
1080,note_on,0,0,1,,,,,,,,0,,,74,62
1140,note_on,0,0,1,,,,,,,,0,,,72,63
1140,note_on,60,0,2,,,,,,,,1,,,64,0
1140,note_on,0,0,2,,,,,,,,1,,,67,72
1140,note_on,60,0,1,,,,,,,,0,,,74,0
1200,note_on,0,0,1,,,,,,,,0,,,71,63
1200,note_on,0,0,2,,,,,,,,1,,,62,72
1200,note_on,60,0,2,,,,,,,,1,,,67,0
1200,note_on,60,0,1,,,,,,,,0,,,72,0
1260,note_on,60,0,1,,,,,,,,0,,,71,0
1260,note_on,0,0,2,,,,,,,,1,,,60,72
1260,note_on,60,0,2,,,,,,,,1,,,62,0
1260,note_on,0,0,1,,,,,,,,0,,,69,65
1320,note_on,60,0,1,,,,,,,,0,,,69,0
1320,note_on,0,0,1,,,,,,,,0,,,71,66
1320,note_on,60,0,2,,,,,,,,1,,,60,0
1320,note_on,0,0,2,,,,,,,,1,,,62,72
1380,note_on,60,0,2,,,,,,,,1,,,62,0
1380,note_on,0,0,1,,,,,,,,0,,,67,68
1380,note_on,60,0,1,,,,,,,,0,,,71,0
1380,note_on,0,0,2,,,,,,,,1,,,59,72
1440,note_on,0,0,1,,,,,,,,0,,,64,70
1440,note_on,0,0,2,,,,,,,,1,,,60,72
1440,note_on,60,0,2,,,,,,,,1,,,59,0
1440,note_on,60,0,1,,,,,,,,0,,,67,0
1500,note_on,0,0,2,,,,,,,,1,,,57,70
1500,note_on,60,0,2,,,,,,,,1,,,60,0
1500,note_on,0,0,1,,,,,,,,0,,,69,74
1500,note_on,60,0,1,,,,,,,,0,,,64,0
1560,note_on,0,0,2,,,,,,,,1,,,61,67
1560,note_on,60,0,1,,,,,,,,0,,,69,0
1560,note_on,60,0,2,,,,,,,,1,,,57,0
1560,note_on,0,0,1,,,,,,,,0,,,67,78
1620,note_on,60,0,2,,,,,,,,1,,,61,0
1620,note_on,0,0,2,,,,,,,,1,,,62,65
1620,note_on,60,0,1,,,,,,,,0,,,67,0
1620,note_on,0,0,1,,,,,,,,0,,,66,81
1680,note_on,60,0,1,,,,,,,,0,,,66,0
1740,note_on,60,0,1,,,,,,,,0,,,74,64
1740,note_on,120,0,2,,,,,,,,1,,,62,0
1800,note_on,60,0,1,,,,,,,,0,,,74,0
1800,note_on,0,0,1,,,,,,,,0,,,76,68
1860,note_on,0,0,1,,,,,,,,0,,,74,72
1860,note_on,60,0,1,,,,,,,,0,,,76,0
1920,note_on,60,0,1,,,,,,,,0,,,74,0
1920,note_on,0,0,1,,,,,,,,0,,,80,74
1920,note_on,0,0,1,,,,,,,,0,,,71,74
1980,note_on,0,0,1,,,,,,,,0,,,72,75
1980,note_on,0,0,1,,,,,,,,0,,,80,0
1980,note_on,60,0,1,,,,,,,,0,,,71,0
1980,note_on,0,0,1,,,,,,,,0,,,83,75
2040,note_on,0,0,1,,,,,,,,0,,,83,0
2040,note_on,60,0,1,,,,,,,,0,,,72,0
2040,note_on,0,0,1,,,,,,,,0,,,81,75
2100,note_on,60,0,1,,,,,,,,0,,,81,0
2100,note_on,0,0,1,,,,,,,,0,,,76,76
2100,note_on,0,0,1,,,,,,,,0,,,72,76
2160,note_on,60,0,1,,,,,,,,0,,,72,0
2160,note_on,0,0,1,,,,,,,,0,,,76,0
2160,note_on,0,0,1,,,,,,,,0,,,74,76
2160,note_on,0,0,1,,,,,,,,0,,,78,76
2220,note_on,60,0,1,,,,,,,,0,,,78,0
2220,note_on,0,0,1,,,,,,,,0,,,72,76
2220,note_on,0,0,1,,,,,,,,0,,,74,0
2280,note_on,60,0,1,,,,,,,,0,,,72,0
2280,note_on,0,0,1,,,,,,,,0,,,78,76
2280,note_on,0,0,1,,,,,,,,0,,,69,76
2340,note_on,60,0,1,,,,,,,,0,,,69,0
2340,note_on,0,0,1,,,,,,,,0,,,78,0
2340,note_on,0,0,1,,,,,,,,0,,,81,76
2340,note_on,0,0,1,,,,,,,,0,,,71,76
2400,note_on,0,0,1,,,,,,,,0,,,81,0
