tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,,4,0,,,
0,control_change,0,0,3,,,,,,,7,120,4,,,,
0,pitchwheel,0,0,3,,,,,,,,,4,,0,,
0,control_change,0,0,3,,,,,,,1,0,4,,,,
0,control_change,0,0,3,,,,,,,64,0,4,,,,
0,control_change,0,0,3,,,,,,,93,28,4,,,,
0,control_change,0,0,3,,,,,,,91,100,4,,,,
0,control_change,0,0,3,,,,,,,10,55,4,,,,
0,control_change,0,0,3,,,,,,,32,0,4,,,,
0,control_change,0,0,1,,,,,,,10,73,1,,,,
0,pitchwheel,0,0,2,,,,,,,,,2,,0,,
0,control_change,0,0,2,,,,,,,1,0,2,,,,
0,control_change,0,0,2,,,,,,,64,0,2,,,,
0,control_change,0,0,2,,,,,,,93,28,2,,,,
0,control_change,0,0,2,,,,,,,91,100,2,,,,
0,control_change,0,0,2,,,,,,,10,73,2,,,,
0,program_change,0,0,2,,,,,,,,,2,0,,,
0,control_change,0,0,2,,,,,,,32,0,2,,,,
0,control_change,0,0,2,,,,,,,7,122,2,,,,
0,control_change,0,0,3,,,,,,,0,0,4,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,91,100,1,,,,
0,control_change,0,0,1,,,,,,,93,28,1,,,,
0,control_change,0,0,1,,,,,,,64,0,1,,,,
0,control_change,0,0,1,,,,,,,1,0,1,,,,
0,control_change,0,0,1,,,,,,,7,127,1,,,,
0,control_change,0,0,1,,,,,,,32,0,1,,,,
0,control_change,0,0,1,,,,,,,0,0,1,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,pitchwheel,0,0,1,,,,,,,,,1,,0,,
0,control_change,0,0,4,,,,,,,7,125,5,,,,
0,pitchwheel,0,0,4,,,,,,,,,5,,0,,
0,control_change,0,0,4,,,,,,,1,0,5,,,,
0,control_change,0,0,4,,,,,,,64,0,5,,,,
0,control_change,0,0,4,,,,,,,93,28,5,,,,
0,control_change,0,0,4,,,,,,,91,100,5,,,,
0,control_change,0,0,4,,,,,,,10,55,5,,,,
0,program_change,0,0,4,,,,,,,,,5,0,,,
0,control_change,0,0,4,,,,,,,32,0,5,,,,
0,control_change,0,0,4,,,,,,,0,0,5,,,,
0,control_change,0,0,2,,,,,,,0,0,2,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,1,0,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
495,set_tempo,495,1,0,,,,,,526315,,,,,,,
1920,set_tempo,1425,1,0,,,,,,689655,,,,,,,
1920,marker,0,1,0,,,,,,,,,,,,,
1920,note_on,1920,0,1,,,,,,,,,1,,,60,42
1980,set_tempo,60,1,0,,,,,,674157,,,,,,,
2160,note_off,240,0,1,,,,,,,,,1,,,60,0
2400,note_on,240,0,1,,,,,,,,,1,,,64,47
3360,note_off,960,0,1,,,,,,,,,1,,,64,0
3360,note_on,0,0,1,,,,,,,,,1,,,65,42
3480,note_on,0,0,1,,,,,,,,,1,,,64,43
3480,note_off,120,0,1,,,,,,,,,1,,,65,0
3600,note_off,120,0,1,,,,,,,,,1,,,64,0
3600,note_on,0,0,1,,,,,,,,,1,,,62,43
3720,note_off,120,0,1,,,,,,,,,1,,,62,0
3720,note_on,0,0,1,,,,,,,,,1,,,60,43
3780,set_tempo,1800,1,0,,,,,,689655,,,,,,,
3840,note_on,3840,0,4,,,,,,,,,5,,,43,43
3840,note_on,0,0,1,,,,,,,,,1,,,67,43
3840,note_on,3840,0,3,,,,,,,,,4,,,55,43
3840,marker,60,1,0,,,,,,,,,,,,,
3840,note_off,120,0,1,,,,,,,,,1,,,60,0
3900,set_tempo,60,1,0,,,,,,674157,,,,,,,
4080,note_off,240,0,4,,,,,,,,,5,,,43,0
4320,note_on,240,0,4,,,,,,,,,5,,,47,48
4800,note_off,960,0,1,,,,,,,,,1,,,67,0
4800,note_on,0,0,1,,,,,,,,,1,,,65,43
4800,note_on,0,0,3,,,,,,,,,4,,,55,43
4800,note_off,960,0,3,,,,,,,,,4,,,55,0
4800,note_on,4800,0,2,,,,,,,,,2,,,62,43
5280,note_off,960,0,4,,,,,,,,,5,,,47,0
5280,note_on,0,0,4,,,,,,,,,5,,,48,44
5400,note_on,0,0,4,,,,,,,,,5,,,47,44
5400,note_off,120,0,4,,,,,,,,,5,,,48,0
5520,note_on,0,0,4,,,,,,,,,5,,,45,44
5520,note_off,120,0,4,,,,,,,,,5,,,47,0
5640,note_on,0,0,4,,,,,,,,,5,,,43,44
5640,note_off,120,0,4,,,,,,,,,5,,,45,0
5700,set_tempo,1800,1,0,,,,,,689655,,,,,,,
5760,note_off,960,0,3,,,,,,,,,4,,,55,0
5760,note_on,0,0,3,,,,,,,,,4,,,55,44
5760,note_off,960,0,2,,,,,,,,,2,,,62,0
5760,marker,60,1,0,,,,,,,,,,,,,
5760,note_on,0,0,2,,,,,,,,,2,,,60,44
5760,note_on,0,0,4,,,,,,,,,5,,,48,44
5760,note_off,120,0,4,,,,,,,,,5,,,43,0
5820,set_tempo,60,1,0,,,,,,674157,,,,,,,
6120,note_off,1320,0,1,,,,,,,,,1,,,65,0
6240,note_on,120,0,1,,,,,,,,,1,,,64,44
6720,note_on,0,0,3,,,,,,,,,4,,,57,44
6720,note_off,480,0,1,,,,,,,,,1,,,64,0
6720,note_off,960,0,2,,,,,,,,,2,,,60,0
6720,note_on,0,0,2,,,,,,,,,2,,,62,44
6720,note_on,0,0,1,,,,,,,,,1,,,65,44
6720,note_off,960,0,3,,,,,,,,,4,,,55,0
7200,note_off,1440,0,4,,,,,,,,,5,,,48,0
7200,note_on,0,0,4,,,,,,,,,5,,,48,45
7200,note_off,480,0,1,,,,,,,,,1,,,65,0
7200,note_on,0,0,1,,,,,,,,,1,,,66,45
7620,set_tempo,1800,1,0,,,,,,689655,,,,,,,
7680,marker,60,1,0,,,,,,,,,,,,,
7680,note_off,960,0,3,,,,,,,,,4,,,57,0
7680,note_on,0,0,3,,,,,,,,,4,,,55,45
7680,note_off,480,0,4,,,,,,,,,5,,,48,0
7680,note_on,0,0,4,,,,,,,,,5,,,47,45
7680,note_off,480,0,1,,,,,,,,,1,,,66,0
7680,note_on,0,0,1,,,,,,,,,1,,,67,45
7740,set_tempo,60,1,0,,,,,,674157,,,,,,,
8040,note_off,1320,0,2,,,,,,,,,2,,,62,0
