tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,32,0,0,,,,
0,control_change,0,0,1,,,,,,,7,120,0,,,,
0,control_change,0,0,1,,,,,,,1,0,0,,,,
0,control_change,0,0,1,,,,,,,64,0,0,,,,
0,control_change,0,0,1,,,,,,,93,28,0,,,,
0,control_change,0,0,1,,,,,,,91,91,0,,,,
0,control_change,0,0,1,,,,,,,10,73,0,,,,
0,program_change,0,0,1,,,,,,,,,0,0,,,
0,pitchwheel,0,0,1,,,,,,,,,0,,0,,
0,control_change,0,0,2,,,,,,,0,0,1,,,,
0,control_change,0,0,3,,,,,,,10,55,2,,,,
0,control_change,0,0,3,,,,,,,91,91,2,,,,
0,control_change,0,0,3,,,,,,,93,28,2,,,,
0,control_change,0,0,3,,,,,,,64,0,2,,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,,
0,control_change,0,0,3,,,,,,,1,0,2,,,,
0,control_change,0,0,3,,,,,,,7,110,2,,,,
0,program_change,0,0,3,,,,,,,,,2,0,,,
0,control_change,0,0,3,,,,,,,32,0,2,,,,
0,control_change,0,0,3,,,,,,,0,0,2,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,7,110,1,,,,
0,pitchwheel,0,0,2,,,,,,,,,1,,0,,
0,control_change,0,0,2,,,,,,,1,0,1,,,,
0,control_change,0,0,2,,,,,,,64,0,1,,,,
0,control_change,0,0,2,,,,,,,93,28,1,,,,
0,control_change,0,0,2,,,,,,,91,91,1,,,,
0,control_change,0,0,2,,,,,,,10,64,1,,,,
0,program_change,0,0,2,,,,,,,,,1,0,,,
0,control_change,0,0,2,,,,,,,32,0,1,,,,
0,pitchwheel,0,0,3,,,,,,,,,2,,0,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,,
1440,marker,0,1,0,,,,,,,,,,,,,
1440,note_on,1440,0,3,,,,,,,,,2,,,48,58
1440,note_on,0,0,3,,,,,,,,,2,,,55,53
1440,note_on,0,0,3,,,,,,,,,2,,,51,53
1440,set_tempo,1440,1,0,,,,,,705882,,,,,,,
1920,set_tempo,480,1,0,,,,,,705882,,,,,,,
1920,note_on,1920,0,1,,,,,,,,,0,,,72,66
2640,set_tempo,720,1,0,,,,,,674157,,,,,,,
2760,note_on,840,0,1,,,,,,,,,0,,,75,66
2770,note_off,10,0,1,,,,,,,,,0,,,72,0
2812,note_off,1372,0,3,,,,,,,,,2,,,51,0
2812,note_off,0,0,3,,,,,,,,,2,,,48,0
2812,note_off,0,0,3,,,,,,,,,2,,,55,0
2840,note_off,70,0,1,,,,,,,,,0,,,75,0
2880,note_on,0,0,3,,,,,,,,,2,,,50,56
2880,note_on,68,0,3,,,,,,,,,2,,,47,61
2880,set_tempo,240,1,0,,,,,,705882,,,,,,,
2880,marker,0,1,0,,,,,,,,,,,,,
2880,note_on,0,0,3,,,,,,,,,2,,,55,56
2880,note_on,40,0,1,,,,,,,,,0,,,74,66
3035,note_off,155,0,1,,,,,,,,,0,,,74,0
3360,set_tempo,480,1,0,,,,,,722891,,,,,,,
3360,note_on,325,0,1,,,,,,,,,0,,,67,66
4080,set_tempo,720,1,0,,,,,,674157,,,,,,,
4080,note_off,720,0,1,,,,,,,,,0,,,67,0
4080,note_on,0,0,1,,,,,,,,,0,,,67,64
4125,note_on,45,0,1,,,,,,,,,0,,,69,66
4140,note_off,15,0,1,,,,,,,,,0,,,67,0
4170,note_on,30,0,1,,,,,,,,,0,,,71,67
4185,note_off,15,0,1,,,,,,,,,0,,,69,0
4220,note_on,35,0,1,,,,,,,,,0,,,72,69
4230,note_off,10,0,1,,,,,,,,,0,,,71,0
4252,note_off,0,0,3,,,,,,,,,2,,,50,0
4252,note_off,0,0,3,,,,,,,,,2,,,47,0
4252,note_off,1372,0,3,,,,,,,,,2,,,55,0
4270,note_on,40,0,1,,,,,,,,,0,,,74,71
4280,note_off,10,0,1,,,,,,,,,0,,,72,0
4320,marker,0,1,0,,,,,,,,,,,,,
4320,note_on,0,0,3,,,,,,,,,2,,,48,60
4320,note_on,40,0,1,,,,,,,,,0,,,76,73
4320,note_on,0,0,3,,,,,,,,,2,,,55,60
4320,note_on,0,0,3,,,,,,,,,2,,,52,60
4320,note_on,68,0,3,,,,,,,,,2,,,46,65
4320,set_tempo,240,1,0,,,,,,705882,,,,,,,
4330,note_off,10,0,1,,,,,,,,,0,,,74,0
4475,note_off,145,0,1,,,,,,,,,0,,,76,0
4800,set_tempo,480,1,0,,,,,,705882,,,,,,,
4800,note_on,325,0,1,,,,,,,,,0,,,76,70
