tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,end_of_track,0,1,16,,,,,,,,,,,,
0,note_on,0,0,8,,,,,,,,7,,,62,127
0,control_change,0,0,8,,,,,,,,7,10,21,,
0,program_change,0,0,8,,,,,,,48,7,,,,
0,track_name,0,1,8,,,,,,,,,,,,
0,program_change,0,0,7,,,,,,,47,6,,,,
0,track_name,0,1,7,,,,,,,,,,,,
0,control_change,0,0,6,,,,,,,,5,10,39,,
0,program_change,0,0,6,,,,,,,56,5,,,,
0,track_name,0,1,9,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,
0,program_change,0,0,5,,,,,,,60,4,,,,
0,track_name,0,1,5,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,,3,10,38,,
0,program_change,0,0,4,,,,,,,70,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,2,10,87,,
0,program_change,0,0,3,,,,,,,71,2,,,,
0,track_name,0,1,3,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,1,10,86,,
0,control_change,0,0,5,,,,,,,,4,10,90,,
0,program_change,0,0,9,,,,,,,48,8,,,,
0,control_change,0,0,9,,,,,,,,8,10,43,,
0,note_on,0,0,9,,,,,,,,8,,,74,127
0,track_name,0,1,16,,,,,,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,
0,track_name,0,1,14,,,,,,,,,,,,
0,program_change,0,0,13,,,,,,,45,13,,,,
0,track_name,0,1,13,,,,,,,,,,,,
0,note_on,0,0,12,,,,,,,,12,,,50,127
0,control_change,0,0,12,,,,,,,,12,10,108,,
0,program_change,0,0,12,,,,,,,48,12,,,,
0,track_name,0,1,12,,,,,,,,,,,,
0,note_on,0,0,11,,,,,,,,11,,,62,127
0,control_change,0,0,11,,,,,,,,11,10,86,,
0,program_change,0,0,11,,,,,,,48,11,,,,
0,track_name,0,1,11,,,,,,,,,,,,
0,note_on,0,0,10,,,,,,,,10,,,62,127
0,note_on,0,0,10,,,,,,,,10,,,50,127
0,control_change,0,0,10,,,,,,,,10,10,76,,
0,program_change,0,0,10,,,,,,,48,10,,,,
0,track_name,0,1,10,,,,,,,,,,,,
0,note_on,0,0,9,,,,,,,,8,,,62,127
0,program_change,0,0,2,,,,,,,68,1,,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,end_of_track,0,1,17,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,0,10,36,,
0,program_change,0,0,1,,,,,,,73,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,394737,,,,,,
0,key_signature,0,1,0,,,,,Eb,,,,,,,
