tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,1,0,2,,,,
0,control_change,0,0,3,,,,,,,64,0,2,,,,
0,control_change,0,0,3,,,,,,,93,28,2,,,,
0,control_change,0,0,3,,,,,,,91,91,2,,,,
0,control_change,0,0,3,,,,,,,10,64,2,,,,
0,program_change,0,0,3,,,,,,,,,2,0,,,
0,control_change,0,0,3,,,,,,,32,0,2,,,,
0,control_change,0,0,3,,,,,,,0,0,2,,,,
0,pitchwheel,0,0,3,,,,,,,,,2,,0,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,0,0,3,,,,
0,control_change,0,0,4,,,,,,,32,0,3,,,,
0,program_change,0,0,4,,,,,,,,,3,0,,,
0,pitchwheel,0,0,4,,,,,,,,,3,,0,,
0,control_change,0,0,4,,,,,,,1,0,3,,,,
0,control_change,0,0,4,,,,,,,64,0,3,,,,
0,control_change,0,0,4,,,,,,,93,28,3,,,,
0,control_change,0,0,4,,,,,,,91,91,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,7,112,2,,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,,
0,control_change,0,0,2,,,,,,,7,117,1,,,,
0,control_change,0,0,1,,,,,,,32,0,0,,,,
0,control_change,0,0,1,,,,,,,7,127,0,,,,
0,control_change,0,0,1,,,,,,,1,0,0,,,,
0,control_change,0,0,1,,,,,,,64,0,0,,,,
0,control_change,0,0,1,,,,,,,93,28,0,,,,
0,control_change,0,0,1,,,,,,,91,91,0,,,,
0,control_change,0,0,1,,,,,,,10,73,0,,,,
0,program_change,0,0,1,,,,,,,,,0,0,,,
0,pitchwheel,0,0,1,,,,,,,,,0,,0,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,,
0,control_change,0,0,2,,,,,,,32,0,1,,,,
0,program_change,0,0,2,,,,,,,,,1,0,,,
0,control_change,0,0,2,,,,,,,10,64,1,,,,
0,control_change,0,0,2,,,,,,,91,91,1,,,,
0,control_change,0,0,2,,,,,,,93,28,1,,,,
0,control_change,0,0,2,,,,,,,64,0,1,,,,
0,control_change,0,0,2,,,,,,,1,0,1,,,,
0,pitchwheel,0,0,2,,,,,,,,,1,,0,,
0,control_change,0,0,4,,,,,,,7,117,3,,,,
0,control_change,0,0,4,,,,,,,10,55,3,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,time_signature,0,1,0,2,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,set_tempo,0,1,0,,,,,,508474,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
720,note_on,720,0,2,,,,,,,,,1,,,60,48
720,note_on,0,0,2,,,,,,,,,1,,,65,48
720,note_on,720,0,1,,,,,,,,,0,,,69,48
720,note_on,0,0,3,,,,,,,,,2,,,48,45
720,note_on,720,0,3,,,,,,,,,2,,,53,45
720,note_on,720,0,4,,,,,,,,,3,,,41,45
720,note_on,0,0,2,,,,,,,,,1,,,57,48
840,note_off,0,0,2,,,,,,,,,1,,,57,0
840,note_off,0,0,2,,,,,,,,,1,,,60,0
840,note_off,0,0,3,,,,,,,,,2,,,53,0
840,note_off,120,0,3,,,,,,,,,2,,,48,0
840,note_off,120,0,2,,,,,,,,,1,,,65,0
840,note_off,120,0,4,,,,,,,,,3,,,41,0
840,note_off,120,0,1,,,,,,,,,0,,,69,0
900,set_tempo,900,1,0,,,,,,517241,,,,,,,
960,set_tempo,60,1,0,,,,,,508474,,,,,,,
960,note_on,120,0,4,,,,,,,,,3,,,41,47
960,marker,0,1,0,,,,,,,,,,,,,
960,note_on,120,0,2,,,,,,,,,1,,,69,49
960,note_on,120,0,1,,,,,,,,,0,,,72,49
960,note_on,0,0,2,,,,,,,,,1,,,60,49
960,note_on,0,0,2,,,,,,,,,1,,,65,49
960,note_on,120,0,3,,,,,,,,,2,,,48,47
960,note_on,0,0,3,,,,,,,,,2,,,53,47
1152,note_off,192,0,2,,,,,,,,,1,,,65,0
1152,note_off,0,0,2,,,,,,,,,1,,,60,0
1152,note_off,192,0,3,,,,,,,,,2,,,53,0
1152,note_off,0,0,3,,,,,,,,,2,,,48,0
