tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,,8,10,45,,,
0,control_change,0,0,9,,,,,,,,8,7,127,,,
0,channel_prefix,0,1,9,,,,,,,,8,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,program_change,0,0,8,,,,,,,,7,,,57,,
0,control_change,0,0,8,,,,,,,,7,91,95,,,
0,control_change,0,0,8,,,,,,,,7,10,85,,,
0,control_change,0,0,8,,,,,,,,7,7,127,,,
0,channel_prefix,0,1,8,,,,,,,,7,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,program_change,0,0,7,,,,,,,,6,,,56,,
0,control_change,0,0,7,,,,,,,,6,91,95,,,
0,control_change,0,0,7,,,,,,,,6,10,64,,,
0,control_change,0,0,7,,,,,,,,6,7,127,,,
0,channel_prefix,0,1,7,,,,,,,,6,,,,,
0,control_change,0,0,9,,,,,,,,8,91,95,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,program_change,0,0,9,,,,,,,,8,,,47,,
0,channel_prefix,0,1,10,,,,,,,,10,,,,,
0,control_change,0,0,12,,,,,,,,12,10,64,,,
0,control_change,0,0,12,,,,,,,,12,7,127,,,
0,channel_prefix,0,1,12,,,,,,,,12,,,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,
0,program_change,0,0,11,,,,,,,,11,,,48,,
0,control_change,0,0,11,,,,,,,,11,91,127,,,
0,control_change,0,0,11,,,,,,,,11,10,32,,,
0,control_change,0,0,11,,,,,,,,11,7,127,,,
0,channel_prefix,0,1,11,,,,,,,,11,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,program_change,0,0,10,,,,,,,,10,,,48,,
0,control_change,0,0,10,,,,,,,,10,91,127,,,
0,control_change,0,0,10,,,,,,,,10,10,0,,,
0,control_change,0,0,10,,,,,,,,10,7,127,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,program_change,0,0,6,,,,,,,,5,,,60,,
0,control_change,0,0,6,,,,,,,,5,91,95,,,
0,control_change,0,0,6,,,,,,,,5,10,104,,,
0,channel_prefix,0,1,3,,,,,,,,2,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,1,,,68,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,channel_prefix,0,1,1,,,,,,,,0,,,,,
0,control_change,0,0,1,,,,,,,,0,7,127,,,
0,control_change,0,0,1,,,,,,,,0,10,50,,,
0,control_change,0,0,1,,,,,,,,0,91,95,,,
0,program_change,0,0,1,,,,,,,,0,,,73,,
0,control_change,0,0,2,,,,,,,,1,91,95,,,
0,control_change,0,0,2,,,,,,,,1,10,80,,,
0,control_change,0,0,2,,,,,,,,1,7,127,,,
0,channel_prefix,0,1,2,,,,,,,,1,,,,,
0,control_change,0,0,3,,,,,,,,2,7,127,,,
0,control_change,0,0,3,,,,,,,,2,10,48,,,
0,control_change,0,0,3,,,,,,,,2,91,95,,,
0,program_change,0,0,3,,,,,,,,2,,,71,,
0,control_change,0,0,6,,,,,,,,5,7,127,,,
0,channel_prefix,0,1,6,,,,,,,,5,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,program_change,0,0,5,,,,,,,,4,,,60,,
0,control_change,0,0,5,,,,,,,,4,91,95,,,
0,control_change,0,0,5,,,,,,,,4,10,24,,,
0,control_change,0,0,5,,,,,,,,4,7,127,,,
0,control_change,0,0,12,,,,,,,,12,91,127,,,
0,channel_prefix,0,1,5,,,,,,,,4,,,,,
0,program_change,0,0,4,,,,,,,,3,,,70,,
0,control_change,0,0,4,,,,,,,,3,91,95,,,
0,control_change,0,0,4,,,,,,,,3,10,70,,,
0,control_change,0,0,4,,,,,,,,3,7,127,,,
0,channel_prefix,0,1,4,,,,,,,,3,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,program_change,0,0,12,,,,,,,,12,,,48,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,control_change,0,0,13,,,,,,,,13,91,127,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,
0,channel_prefix,0,1,14,,,,,,,,14,,,,,
0,control_change,0,0,14,,,,,,,,14,7,127,,,
0,control_change,0,0,14,,,,,,,,14,10,127,,,
0,control_change,0,0,14,,,,,,,,14,91,127,,,
0,program_change,0,0,14,,,,,,,,14,,,48,,
0,control_change,0,0,13,,,,,,,,13,10,96,,,
0,control_change,0,0,13,,,,,,,,13,7,127,,,
0,channel_prefix,0,1,13,,,,,,,,13,,,,,
0,program_change,0,0,13,,,,,,,,13,,,48,,
0,key_signature,0,1,0,,,,,,F,,,,,,,
0,set_tempo,0,1,0,545454,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,
