tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,11,7,127,,
0,program_change,0,0,5,,,,,,,48,11,,,,
0,control_change,0,0,4,,,,,,,,10,91,85,,
0,control_change,0,0,4,,,,,,,,10,10,92,,
0,control_change,0,0,4,,,,,,,,10,7,127,,
0,program_change,0,0,4,,,,,,,48,10,,,,
0,control_change,0,0,3,,,,,,,,8,91,85,,
0,control_change,0,0,5,,,,,,,,11,10,64,,
0,control_change,0,0,3,,,,,,,,8,10,35,,
0,program_change,0,0,3,,,,,,,48,8,,,,
0,control_change,0,0,2,,,,,,,,7,91,85,,
0,control_change,0,0,2,,,,,,,,7,10,92,,
0,control_change,0,0,2,,,,,,,,7,7,127,,
0,program_change,0,0,2,,,,,,,48,7,,,,
0,control_change,0,0,1,,,,,,,,6,91,80,,
0,control_change,0,0,1,,,,,,,,6,10,43,,
0,control_change,0,0,3,,,,,,,,8,7,127,,
0,control_change,0,0,5,,,,,,,,11,91,95,,
0,program_change,0,0,6,,,,,,,40,1,,,,
0,control_change,0,0,6,,,,,,,,1,7,81,,
0,control_change,0,0,10,,,,,,,,5,91,95,,
0,control_change,0,0,10,,,,,,,,5,7,81,,
0,program_change,0,0,10,,,,,,,43,5,,,,
0,control_change,0,0,9,,,,,,,,4,91,85,,
0,control_change,0,0,9,,,,,,,,4,10,93,,
0,control_change,0,0,9,,,,,,,,4,7,81,,
0,program_change,0,0,9,,,,,,,42,4,,,,
0,control_change,0,0,8,,,,,,,,3,91,85,,
0,control_change,0,0,8,,,,,,,,3,10,29,,
0,control_change,0,0,8,,,,,,,,3,7,81,,
0,program_change,0,0,8,,,,,,,41,3,,,,
0,control_change,0,0,7,,,,,,,,2,91,85,,
0,control_change,0,0,7,,,,,,,,2,10,97,,
0,control_change,0,0,7,,,,,,,,2,7,81,,
0,program_change,0,0,7,,,,,,,40,2,,,,
0,control_change,0,0,6,,,,,,,,1,91,80,,
0,control_change,0,0,6,,,,,,,,1,10,38,,
0,control_change,0,0,1,,,,,,,,6,7,127,,
0,program_change,0,0,1,,,,,,,48,6,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,
0,set_tempo,0,1,0,,,,,,454545,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,
1920,note_on,1920,0,10,,,,,,,,5,,,43,105
1920,note_on,1920,0,9,,,,,,,,4,,,55,105
1920,note_on,1920,0,3,,,,,,,,8,,,67,80
1920,note_on,1920,0,1,,,,,,,,6,,,71,105
1920,note_on,1920,0,4,,,,,,,,10,,,55,105
1920,note_on,1920,0,8,,,,,,,,3,,,67,80
1920,note_on,1920,0,7,,,,,,,,2,,,71,105
1920,note_on,0,0,7,,,,,,,,2,,,79,105
1920,note_on,0,0,7,,,,,,,,2,,,62,105
1920,note_on,1920,0,6,,,,,,,,1,,,71,105
1920,note_on,0,0,6,,,,,,,,1,,,62,105
1920,note_on,0,0,1,,,,,,,,6,,,79,105
1920,note_on,0,0,1,,,,,,,,6,,,62,105
1920,note_on,1920,0,2,,,,,,,,7,,,71,105
