tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,10,95,1,,,
0,program_change,0,0,2,,,,,,,,,1,0,,
0,end_of_track,0,1,16,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,7,100,1,,,
0,end_of_track,0,1,7,,,,,,,,,,,,
0,end_of_track,0,1,9,,,,,,,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,
0,end_of_track,0,1,12,,,,,,,,,,,,
0,end_of_track,0,1,13,,,,,,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,end_of_track,0,1,17,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,6,8,12,8,,,,,,,,
0,key_signature,0,1,0,,,,,D,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,control_change,0,0,1,,,,,,,7,105,0,,,
0,control_change,0,0,1,,,,,,,10,32,0,,,
0,text,0,1,0,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,0,0,,
300,note_on,300,0,1,,,,,,,,,0,,69,100
359,note_on,59,0,1,,,,,,,,,0,,69,0
360,note_on,1,0,1,,,,,,,,,0,,74,100
360,note_on,360,0,2,,,,,,,,,1,,50,100
389,note_on,29,0,2,,,,,,,,,1,,50,0
390,note_on,1,0,2,,,,,,,,,1,,57,100
419,note_on,29,0,2,,,,,,,,,1,,57,0
419,note_on,59,0,1,,,,,,,,,0,,74,0
420,note_on,1,0,2,,,,,,,,,1,,54,100
420,note_on,1,0,1,,,,,,,,,0,,69,100
449,note_on,29,0,2,,,,,,,,,1,,54,0
450,note_on,1,0,2,,,,,,,,,1,,57,100
479,note_on,29,0,2,,,,,,,,,1,,57,0
479,note_on,59,0,1,,,,,,,,,0,,69,0
480,note_on,1,0,1,,,,,,,,,0,,74,100
480,note_on,1,0,2,,,,,,,,,1,,54,100
505,note_on,25,0,1,,,,,,,,,0,,74,0
509,note_on,29,0,2,,,,,,,,,1,,54,0
510,note_on,1,0,2,,,,,,,,,1,,57,100
