tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,control,value,channel,program,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,,,,,,1,0,5,,,,
0,pitchwheel,0,0,5,,,,,,,,,,,,,,,5,,0,,
0,pitchwheel,0,0,5,,,,,,,,,,,,,,,5,,0,,
0,pitchwheel,0,0,5,,,,,,,,,,,,,,,5,,0,,
0,control_change,0,0,5,,,,,,,,,,,,,7,125,5,,,,
0,control_change,0,0,5,,,,,,,,,,,,,64,0,5,,,,
0,program_change,0,0,5,,,,,,,,,,,,,,,5,0,,,
0,control_change,0,0,5,,,,,,,,,,,,,1,0,5,,,,
0,control_change,0,0,5,,,,,,,,,,,,,32,0,5,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,,,,,,
0,instrument_name,0,1,5,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,,,,,,,10,55,4,,,,
0,control_change,0,0,4,,,,,,,,,,,,,91,100,4,,,,
0,control_change,0,0,4,,,,,,,,,,,,,93,28,4,,,,
0,control_change,0,0,4,,,,,,,,,,,,,64,0,4,,,,
0,control_change,0,0,4,,,,,,,,,,,,,93,18,4,,,,
0,control_change,0,0,5,,,,,,,,,,,,,0,0,5,,,,
0,control_change,0,0,4,,,,,,,,,,,,,1,0,4,,,,
0,control_change,0,0,5,,,,,,,,,,,,,93,18,5,,,,
0,control_change,0,0,5,,,,,,,,,,,,,91,100,5,,,,
0,control_change,0,0,1,,,,,,,,,,,,,0,0,1,,,,
0,control_change,0,0,1,,,,,,,,,,,,,32,0,1,,,,
0,control_change,0,0,1,,,,,,,,,,,,,10,73,1,,,,
0,control_change,0,0,1,,,,,,,,,,,,,91,100,1,,,,
0,control_change,0,0,1,,,,,,,,,,,,,93,28,1,,,,
0,control_change,0,0,1,,,,,,,,,,,,,64,0,1,,,,
0,control_change,0,0,1,,,,,,,,,,,,,93,18,1,,,,
0,control_change,0,0,5,,,,,,,,,,,,,93,28,5,,,,
0,control_change,0,0,1,,,,,,,,,,,,,1,0,1,,,,
0,control_change,0,0,1,,,,,,,,,,,,,7,127,1,,,,
0,program_change,0,0,1,,,,,,,,,,,,,,,1,0,,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,1,,0,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,1,,0,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,1,,0,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,,,,,,10,55,5,,,,
0,control_change,0,0,1,,,,,,,,,,,,,1,0,1,,,,
0,control_change,0,0,4,,,,,,,,,,,,,1,0,4,,,,
0,pitchwheel,0,0,4,,,,,,,,,,,,,,,4,,0,,
0,pitchwheel,0,0,4,,,,,,,,,,,,,,,4,,0,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,
0,instrument_name,0,1,3,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,,,,,10,73,2,,,,
0,control_change,0,0,2,,,,,,,,,,,,,91,100,2,,,,
0,control_change,0,0,2,,,,,,,,,,,,,93,28,2,,,,
0,control_change,0,0,2,,,,,,,,,,,,,64,0,2,,,,
0,control_change,0,0,2,,,,,,,,,,,,,93,18,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,0,0,3,,,,
0,control_change,0,0,2,,,,,,,,,,,,,1,0,2,,,,
0,pitchwheel,0,0,2,,,,,,,,,,,,,,,2,,0,,
0,pitchwheel,0,0,2,,,,,,,,,,,,,,,2,,0,,
0,pitchwheel,0,0,2,,,,,,,,,,,,,,,2,,0,,
0,control_change,0,0,2,,,,,,,,,,,,,7,122,2,,,,
0,program_change,0,0,2,,,,,,,,,,,,,,,2,0,,,
0,control_change,0,0,2,,,,,,,,,,,,,32,0,2,,,,
0,control_change,0,0,2,,,,,,,,,,,,,0,0,2,,,,
0,control_change,0,0,2,,,,,,,,,,,,,1,0,2,,,,
0,control_change,0,0,3,,,,,,,,,,,,,32,0,3,,,,
0,program_change,0,0,3,,,,,,,,,,,,,,,3,0,,,
0,control_change,0,0,3,,,,,,,,,,,,,64,0,3,,,,
0,pitchwheel,0,0,4,,,,,,,,,,,,,,,4,,0,,
0,control_change,0,0,4,,,,,,,,,,,,,7,120,4,,,,
0,program_change,0,0,4,,,,,,,,,,,,,,,4,0,,,
0,control_change,0,0,4,,,,,,,,,,,,,32,0,4,,,,
0,control_change,0,0,4,,,,,,,,,,,,,0,0,4,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,,
0,instrument_name,0,1,4,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,,,,,10,64,3,,,,
0,control_change,0,0,3,,,,,,,,,,,,,91,100,3,,,,
0,control_change,0,0,3,,,,,,,,,,,,,93,28,3,,,,
0,control_change,0,0,3,,,,,,,,,,,,,93,18,3,,,,
0,control_change,0,0,3,,,,,,,,,,,,,1,0,3,,,,
0,control_change,0,0,3,,,,,,,,,,,,,1,0,3,,,,
0,pitchwheel,0,0,3,,,,,,,,,,,,,,,3,,0,,
0,pitchwheel,0,0,3,,,,,,,,,,,,,,,3,,0,,
0,pitchwheel,0,0,3,,,,,,,,,,,,,,,3,,0,,
0,control_change,0,0,3,,,,,,,,,,,,,7,112,3,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,
0,instrument_name,0,1,1,,,,,,,,,,,,,,,,,,,
0,instrument_name,0,1,2,,,,,,,,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,,C,,,,,,,
0,time_signature,0,1,0,,,,,,,,4,2,24,8,,,,,,,,
0,set_tempo,0,1,0,,,,,,,500000,,,,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,0,0,0,,,,,,,,,,,,,
2880,set_tempo,2880,1,0,,,,,,,882352,,,,,,,,,,,,
3375,set_tempo,495,1,0,,,,,,,909090,,,,,,,,,,,,
3840,note_on,3840,0,1,,,,,,,,,,,,,,,1,,,70,52
3840,note_on,3840,0,5,,,,,,,,,,,,,,,5,,,63,52
3840,marker,0,1,0,,,,,,,,,,,,,,,,,,,
3840,set_tempo,465,1,0,,,,,,,895522,,,,,,,,,,,,
3840,note_on,3840,0,4,,,,,,,,,,,,,,,4,,,67,52
4560,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,56
4560,note_off,720,0,1,,,,,,,,,,,,,,,1,,,70,0
4740,note_off,900,0,5,,,,,,,,,,,,,,,5,,,63,0
4740,note_off,180,0,1,,,,,,,,,,,,,,,1,,,72,0
4740,note_off,900,0,4,,,,,,,,,,,,,,,4,,,67,0
4800,note_on,60,0,5,,,,,,,,,,,,,,,5,,,63,55
4800,note_on,60,0,1,,,,,,,,,,,,,,,1,,,70,54
4800,note_on,60,0,4,,,,,,,,,,,,,,,4,,,67,55
5693,note_off,893,0,5,,,,,,,,,,,,,,,5,,,63,0
5700,note_off,900,0,4,,,,,,,,,,,,,,,4,,,67,0
5760,note_on,67,0,5,,,,,,,,,,,,,,,5,,,62,59
5760,note_on,60,0,4,,,,,,,,,,,,,,,4,,,65,59
6188,note_off,1388,0,1,,,,,,,,,,,,,,,1,,,70,0
6240,note_on,52,0,1,,,,,,,,,,,,,,,1,,,70,60
6660,note_off,900,0,5,,,,,,,,,,,,,,,5,,,62,0
6668,note_off,908,0,4,,,,,,,,,,,,,,,4,,,65,0
6720,note_on,0,0,1,,,,,,,,,,,,,,,1,,,75,62
6720,note_on,52,0,4,,,,,,,,,,,,,,,4,,,67,62
6720,note_on,60,0,5,,,,,,,,,,,,,,,5,,,60,62
6720,note_off,480,0,1,,,,,,,,,,,,,,,1,,,70,0
7080,note_off,360,0,1,,,,,,,,,,,,,,,1,,,75,0
7200,note_on,120,0,1,,,,,,,,,,,,,,,1,,,75,64
7200,note_on,0,0,4,,,,,,,,,,,,,,,4,,,69,64
7200,note_off,480,0,4,,,,,,,,,,,,,,,4,,,67,0
7553,note_off,353,0,1,,,,,,,,,,,,,,,1,,,75,0
7560,set_tempo,3720,1,0,,,,,,,923076,,,,,,,,,,,,
7620,note_off,900,0,5,,,,,,,,,,,,,,,5,,,60,0
7620,note_off,420,0,4,,,,,,,,,,,,,,,4,,,69,0
7680,note_on,60,0,4,,,,,,,,,,,,,,,4,,,70,67
7680,note_on,60,0,5,,,,,,,,,,,,,,,5,,,58,67
7680,set_tempo,120,1,0,,,,,,,895522,,,,,,,,,,,,
7680,marker,0,1,0,,,,,,,,,,,,,,,,,,,
7680,note_on,127,0,1,,,,,,,,,,,,,,,1,,,75,67
7920,note_off,240,0,1,,,,,,,,,,,,,,,1,,,75,0
7920,note_on,0,0,1,,,,,,,,,,,,,,,1,,,74,64
8160,note_off,240,0,1,,,,,,,,,,,,,,,1,,,74,0
8160,note_on,0,0,1,,,,,,,,,,,,,,,1,,,72,62
8380,note_off,700,0,4,,,,,,,,,,,,,,,4,,,70,0
8400,note_off,240,0,1,,,,,,,,,,,,,,,1,,,72,0
