tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,,3,10,55,,
0,control_change,0,0,5,,,,,,,,3,7,109,,
0,program_change,0,0,5,,,,,,,60,3,,,,
0,control_change,0,0,4,,,,,,,,2,91,80,,
0,control_change,0,0,4,,,,,,,,2,10,82,,
0,control_change,0,0,4,,,,,,,,2,7,109,,
0,program_change,0,0,4,,,,,,,60,2,,,,
0,control_change,0,0,5,,,,,,,,3,91,80,,
0,control_change,0,0,3,,,,,,,,1,91,80,,
0,control_change,0,0,3,,,,,,,,1,7,94,,
0,program_change,0,0,3,,,,,,,70,1,,,,
0,control_change,0,0,2,,,,,,,,0,91,80,,
0,control_change,0,0,2,,,,,,,,0,7,93,,
0,program_change,0,0,2,,,,,,,68,0,,,,
0,control_change,0,0,1,,,,,,,,0,91,80,,
0,control_change,0,0,1,,,,,,,,0,10,64,,
0,control_change,0,0,3,,,,,,,,1,10,72,,
0,program_change,0,0,6,,,,,,,48,4,,,,
0,control_change,0,0,6,,,,,,,,4,7,126,,
0,control_change,0,0,6,,,,,,,,4,10,36,,
0,control_change,0,0,10,,,,,,,,8,91,90,,
0,control_change,0,0,10,,,,,,,,8,10,55,,
0,control_change,0,0,10,,,,,,,,8,7,127,,
0,program_change,0,0,10,,,,,,,43,8,,,,
0,control_change,0,0,9,,,,,,,,7,91,85,,
0,control_change,0,0,9,,,,,,,,7,10,91,,
0,control_change,0,0,9,,,,,,,,7,7,127,,
0,program_change,0,0,9,,,,,,,48,7,,,,
0,control_change,0,0,8,,,,,,,,6,91,85,,
0,control_change,0,0,8,,,,,,,,6,10,76,,
0,control_change,0,0,8,,,,,,,,6,7,127,,
0,program_change,0,0,8,,,,,,,48,6,,,,
0,control_change,0,0,7,,,,,,,,5,91,85,,
0,control_change,0,0,7,,,,,,,,5,10,46,,
0,control_change,0,0,7,,,,,,,,5,7,123,,
0,program_change,0,0,7,,,,,,,48,5,,,,
0,control_change,0,0,6,,,,,,,,4,91,81,,
0,control_change,0,0,1,,,,,,,,0,7,94,,
0,program_change,0,0,1,,,,,,,68,0,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,468750,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
1440,note_on,1440,0,8,,,,,,,,6,,,67,92
1440,note_on,1440,0,7,,,,,,,,5,,,67,92
1440,note_on,1440,0,9,,,,,,,,7,,,55,105
1440,note_on,1440,0,6,,,,,,,,4,,,67,105
1440,note_on,1440,0,10,,,,,,,,8,,,43,105
1440,note_on,1440,0,5,,,,,,,,3,,,67,105
1440,note_on,1440,0,1,,,,,,,,0,,,67,105
1440,note_on,1440,0,3,,,,,,,,1,,,55,105
1752,note_on,312,0,1,,,,,,,,0,,,67,0
1752,note_on,312,0,10,,,,,,,,8,,,43,0
1752,note_on,312,0,8,,,,,,,,6,,,67,0
1752,note_on,312,0,6,,,,,,,,4,,,67,0
1752,note_on,312,0,3,,,,,,,,1,,,55,0
1752,note_on,312,0,7,,,,,,,,5,,,67,0
1752,note_on,312,0,5,,,,,,,,3,,,67,0
1752,note_on,312,0,9,,,,,,,,7,,,55,0
1920,note_on,168,0,10,,,,,,,,8,,,38,105
1920,note_on,168,0,6,,,,,,,,4,,,62,105
1920,note_on,168,0,9,,,,,,,,7,,,50,105
1920,note_on,168,0,5,,,,,,,,3,,,62,105
1920,note_on,168,0,3,,,,,,,,1,,,50,105
1920,note_on,168,0,8,,,,,,,,6,,,62,92
1920,note_on,168,0,1,,,,,,,,0,,,62,105
1920,note_on,168,0,7,,,,,,,,5,,,62,92
2232,note_on,312,0,9,,,,,,,,7,,,50,0
2232,note_on,312,0,7,,,,,,,,5,,,62,0
2232,note_on,312,0,10,,,,,,,,8,,,38,0
2232,note_on,312,0,3,,,,,,,,1,,,50,0
2232,note_on,312,0,6,,,,,,,,4,,,62,0
2232,note_on,312,0,8,,,,,,,,6,,,62,0
2232,note_on,312,0,1,,,,,,,,0,,,62,0
2232,note_on,312,0,5,,,,,,,,3,,,62,0
2400,note_on,168,0,1,,,,,,,,0,,,67,105
2400,note_on,168,0,7,,,,,,,,5,,,67,92
2400,note_on,168,0,3,,,,,,,,1,,,55,105
2400,note_on,168,0,9,,,,,,,,7,,,55,105
2400,note_on,168,0,6,,,,,,,,4,,,67,105
2400,note_on,168,0,8,,,,,,,,6,,,67,92
2400,note_on,168,0,10,,,,,,,,8,,,43,105
2400,note_on,168,0,5,,,,,,,,3,,,67,105
2712,note_on,312,0,10,,,,,,,,8,,,43,0
2712,note_on,312,0,7,,,,,,,,5,,,67,0
2712,note_on,312,0,6,,,,,,,,4,,,67,0
2712,note_on,312,0,3,,,,,,,,1,,,55,0
2712,note_on,312,0,1,,,,,,,,0,,,67,0
2712,note_on,312,0,5,,,,,,,,3,,,67,0
2712,note_on,312,0,9,,,,,,,,7,,,55,0
2712,note_on,312,0,8,,,,,,,,6,,,67,0
2880,note_on,168,0,3,,,,,,,,1,,,58,105
2880,note_on,168,0,10,,,,,,,,8,,,46,105
2880,note_on,168,0,7,,,,,,,,5,,,70,92
2880,note_on,168,0,1,,,,,,,,0,,,70,105
2880,note_on,168,0,9,,,,,,,,7,,,58,105
2880,note_on,168,0,6,,,,,,,,4,,,70,105
2880,note_on,168,0,8,,,,,,,,6,,,70,92
2880,note_on,2880,0,4,,,,,,,,2,,,70,105
3648,note_on,768,0,8,,,,,,,,6,,,70,0
3648,note_on,768,0,3,,,,,,,,1,,,58,0
3648,note_on,768,0,6,,,,,,,,4,,,70,0
3648,note_on,768,0,7,,,,,,,,5,,,70,0
3648,note_on,768,0,10,,,,,,,,8,,,46,0
3648,note_on,768,0,1,,,,,,,,0,,,70,0
3648,note_on,768,0,9,,,,,,,,7,,,58,0
3648,note_on,768,0,4,,,,,,,,2,,,70,0
3840,note_on,192,0,7,,,,,,,,5,,,72,92
3840,note_on,1128,0,5,,,,,,,,3,,,72,105
3840,note_on,192,0,1,,,,,,,,0,,,72,105
3840,note_on,192,0,8,,,,,,,,6,,,72,92
3840,note_on,192,0,9,,,,,,,,7,,,60,105
3840,note_on,192,0,10,,,,,,,,8,,,48,105
3840,note_on,192,0,3,,,,,,,,1,,,60,105
3840,note_on,192,0,6,,,,,,,,4,,,72,105
3840,note_on,192,0,4,,,,,,,,2,,,72,92
4080,note_on,0,0,3,,,,,,,,1,,,57,105
4080,note_on,0,0,8,,,,,,,,6,,,69,92
4080,note_on,240,0,8,,,,,,,,6,,,72,0
4080,note_on,0,0,7,,,,,,,,5,,,69,92
4080,note_on,240,0,10,,,,,,,,8,,,48,0
4080,note_on,240,0,6,,,,,,,,4,,,72,0
4080,note_on,240,0,7,,,,,,,,5,,,72,0
4080,note_on,0,0,9,,,,,,,,7,,,57,105
4080,note_on,240,0,9,,,,,,,,7,,,60,0
4080,note_on,240,0,1,,,,,,,,0,,,72,0
4080,note_on,0,0,1,,,,,,,,0,,,69,105
4080,note_on,0,0,6,,,,,,,,4,,,69,105
4080,note_on,0,0,5,,,,,,,,3,,,69,105
4080,note_on,240,0,3,,,,,,,,1,,,60,0
4080,note_on,0,0,10,,,,,,,,8,,,45,105
4080,note_on,240,0,5,,,,,,,,3,,,72,0
4104,note_on,264,0,4,,,,,,,,2,,,72,0
4272,note_on,192,0,8,,,,,,,,6,,,69,0
4272,note_on,192,0,3,,,,,,,,1,,,57,0
4272,note_on,192,0,7,,,,,,,,5,,,69,0
4272,note_on,192,0,10,,,,,,,,8,,,45,0
4272,note_on,192,0,9,,,,,,,,7,,,57,0
4272,note_on,192,0,6,,,,,,,,4,,,69,0
4272,note_on,192,0,1,,,,,,,,0,,,69,0
4272,note_on,192,0,5,,,,,,,,3,,,69,0
4320,note_on,48,0,5,,,,,,,,3,,,67,105
4320,note_on,48,0,7,,,,,,,,5,,,67,92
4320,note_on,48,0,3,,,,,,,,1,,,55,105
4320,note_on,48,0,6,,,,,,,,4,,,67,105
4320,note_on,48,0,10,,,,,,,,8,,,43,105
4320,note_on,48,0,1,,,,,,,,0,,,67,105
4320,note_on,48,0,9,,,,,,,,7,,,55,105
4320,note_on,48,0,8,,,,,,,,6,,,67,92
4632,note_on,312,0,6,,,,,,,,4,,,67,0
4632,note_on,312,0,9,,,,,,,,7,,,55,0
4632,note_on,312,0,5,,,,,,,,3,,,67,0
4632,note_on,312,0,7,,,,,,,,5,,,67,0
4632,note_on,312,0,8,,,,,,,,6,,,67,0
4632,note_on,312,0,3,,,,,,,,1,,,55,0
4632,note_on,312,0,1,,,,,,,,0,,,67,0
4632,note_on,312,0,10,,,,,,,,8,,,43,0
4800,note_on,168,0,10,,,,,,,,8,,,42,105
4800,note_on,168,0,5,,,,,,,,3,,,66,105
4800,note_on,168,0,1,,,,,,,,0,,,66,105
4800,note_on,168,0,3,,,,,,,,1,,,54,105
4800,note_on,168,0,6,,,,,,,,4,,,66,105
4800,note_on,168,0,7,,,,,,,,5,,,66,92
4800,note_on,168,0,9,,,,,,,,7,,,54,105
4800,note_on,168,0,8,,,,,,,,6,,,66,92
5112,note_on,312,0,1,,,,,,,,0,,,66,0
5112,note_on,312,0,7,,,,,,,,5,,,66,0
5112,note_on,312,0,3,,,,,,,,1,,,54,0
5112,note_on,312,0,5,,,,,,,,3,,,66,0
5112,note_on,312,0,8,,,,,,,,6,,,66,0
5112,note_on,312,0,9,,,,,,,,7,,,54,0
5112,note_on,312,0,10,,,,,,,,8,,,42,0
5112,note_on,312,0,6,,,,,,,,4,,,66,0
5280,note_on,168,0,3,,,,,,,,1,,,55,105
5280,note_on,168,0,10,,,,,,,,8,,,43,105
5280,note_on,168,0,7,,,,,,,,5,,,67,92
5280,note_on,168,0,9,,,,,,,,7,,,55,105
5280,note_on,168,0,5,,,,,,,,3,,,67,105
5280,note_on,168,0,8,,,,,,,,6,,,67,92
5280,note_on,168,0,1,,,,,,,,0,,,67,105
5280,note_on,168,0,6,,,,,,,,4,,,67,105
5592,note_on,312,0,7,,,,,,,,5,,,67,0
5592,note_on,312,0,9,,,,,,,,7,,,55,0
5592,note_on,312,0,6,,,,,,,,4,,,67,0
5592,note_on,312,0,1,,,,,,,,0,,,67,0
5592,note_on,312,0,5,,,,,,,,3,,,67,0
5592,note_on,312,0,3,,,,,,,,1,,,55,0
5592,note_on,312,0,10,,,,,,,,8,,,43,0
5592,note_on,312,0,8,,,,,,,,6,,,67,0
5760,note_on,168,0,10,,,,,,,,8,,,45,105
5760,note_on,168,0,3,,,,,,,,1,,,57,105
5760,note_on,168,0,5,,,,,,,,3,,,69,105
5760,note_on,168,0,6,,,,,,,,4,,,69,105
5760,note_on,168,0,9,,,,,,,,7,,,57,105
5760,note_on,168,0,7,,,,,,,,5,,,69,92
5760,note_on,168,0,1,,,,,,,,0,,,69,105
5760,note_on,168,0,8,,,,,,,,6,,,69,92
6000,note_on,240,0,9,,,,,,,,7,,,57,0
6000,note_on,0,0,9,,,,,,,,7,,,54,105
6000,note_on,0,0,3,,,,,,,,1,,,54,105
6000,note_on,0,0,5,,,,,,,,3,,,66,105
6000,note_on,240,0,5,,,,,,,,3,,,69,0
6000,note_on,240,0,8,,,,,,,,6,,,69,0
6000,note_on,0,0,8,,,,,,,,6,,,66,92
6000,note_on,0,0,7,,,,,,,,5,,,66,92
6000,note_on,0,0,10,,,,,,,,8,,,42,105
6000,note_on,0,0,1,,,,,,,,0,,,66,105
6000,note_on,240,0,7,,,,,,,,5,,,69,0
6000,note_on,240,0,1,,,,,,,,0,,,69,0
6000,note_on,240,0,10,,,,,,,,8,,,45,0
6000,note_on,240,0,6,,,,,,,,4,,,69,0
6000,note_on,240,0,3,,,,,,,,1,,,57,0
6000,note_on,0,0,6,,,,,,,,4,,,66,105
6192,note_on,192,0,3,,,,,,,,1,,,54,0
6192,note_on,192,0,1,,,,,,,,0,,,66,0
6192,note_on,192,0,10,,,,,,,,8,,,42,0
6192,note_on,192,0,5,,,,,,,,3,,,66,0
