tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,,4,0,,,
0,control_change,0,0,4,,,,,,,7,120,4,,,,
0,pitchwheel,0,0,4,,,,,,,,,4,,0,,
0,control_change,0,0,4,,,,,,,1,0,4,,,,
0,control_change,0,0,4,,,,,,,93,19,4,,,,
0,control_change,0,0,4,,,,,,,91,100,4,,,,
0,control_change,0,0,4,,,,,,,10,55,4,,,,
0,control_change,0,0,4,,,,,,,64,0,4,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,0,0,1,,,,
0,control_change,0,0,1,,,,,,,32,0,1,,,,
0,control_change,0,0,1,,,,,,,7,127,1,,,,
0,control_change,0,0,1,,,,,,,1,0,1,,,,
0,control_change,0,0,1,,,,,,,93,19,1,,,,
0,control_change,0,0,1,,,,,,,91,100,1,,,,
0,control_change,0,0,1,,,,,,,10,73,1,,,,
0,control_change,0,0,1,,,,,,,64,0,1,,,,
0,program_change,0,0,1,,,,,,,,,1,0,,,
0,pitchwheel,0,0,1,,,,,,,,,1,,0,,
0,control_change,0,0,4,,,,,,,32,0,4,,,,
0,control_change,0,0,2,,,,,,,10,73,2,,,,
0,control_change,0,0,4,,,,,,,0,0,4,,,,
0,control_change,0,0,3,,,,,,,64,0,3,,,,
0,control_change,0,0,2,,,,,,,91,100,2,,,,
0,control_change,0,0,2,,,,,,,93,19,2,,,,
0,control_change,0,0,2,,,,,,,1,0,2,,,,
0,pitchwheel,0,0,2,,,,,,,,,2,,0,,
0,control_change,0,0,2,,,,,,,7,122,2,,,,
0,program_change,0,0,2,,,,,,,,,2,0,,,
0,control_change,0,0,2,,,,,,,32,0,2,,,,
0,control_change,0,0,2,,,,,,,0,0,2,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,0,0,3,,,,
0,control_change,0,0,3,,,,,,,32,0,3,,,,
0,program_change,0,0,3,,,,,,,,,3,0,,,
0,control_change,0,0,3,,,,,,,7,112,3,,,,
0,pitchwheel,0,0,3,,,,,,,,,3,,0,,
0,control_change,0,0,3,,,,,,,1,0,3,,,,
0,control_change,0,0,3,,,,,,,93,19,3,,,,
0,control_change,0,0,3,,,,,,,91,100,3,,,,
0,control_change,0,0,3,,,,,,,10,64,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,7,125,5,,,,
0,control_change,0,0,2,,,,,,,64,0,2,,,,
0,control_change,0,0,5,,,,,,,1,0,5,,,,
0,control_change,0,0,5,,,,,,,64,0,5,,,,
0,control_change,0,0,5,,,,,,,10,55,5,,,,
0,control_change,0,0,5,,,,,,,91,100,5,,,,
0,program_change,0,0,5,,,,,,,,,5,0,,,
0,control_change,0,0,5,,,,,,,93,19,5,,,,
0,control_change,0,0,5,,,,,,,0,0,5,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,pitchwheel,0,0,5,,,,,,,,,5,,0,,
0,control_change,0,0,5,,,,,,,32,0,5,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,434782,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,set_tempo,0,1,0,,,,,,434782,,,,,,,
735,set_tempo,735,1,0,,,,,,335195,,,,,,,
1440,set_tempo,705,1,0,,,,,,331491,,,,,,,
1440,note_on,1440,0,1,,,,,,,,,1,,,72,52
1440,marker,0,1,0,,,,,,,,,,,,,
1680,note_off,240,0,1,,,,,,,,,1,,,72,0
1920,note_on,240,0,1,,,,,,,,,1,,,70,49
2126,note_off,206,0,1,,,,,,,,,1,,,70,0
2160,note_on,34,0,1,,,,,,,,,1,,,69,48
2366,note_off,206,0,1,,,,,,,,,1,,,69,0
2400,note_on,34,0,1,,,,,,,,,1,,,67,47
2606,note_off,206,0,1,,,,,,,,,1,,,67,0
2640,note_on,34,0,1,,,,,,,,,1,,,65,47
2846,note_off,206,0,1,,,,,,,,,1,,,65,0
2880,note_on,34,0,1,,,,,,,,,1,,,69,46
3086,note_off,206,0,1,,,,,,,,,1,,,69,0
3120,note_on,34,0,1,,,,,,,,,1,,,67,45
3326,note_off,206,0,1,,,,,,,,,1,,,67,0
3360,note_on,34,0,1,,,,,,,,,1,,,70,44
3566,note_off,206,0,1,,,,,,,,,1,,,70,0
