tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,93,64,3,,,
0,track_name,0,1,5,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,0,0,4,,,
0,control_change,0,0,5,,,,,,,7,110,4,,,
0,control_change,0,0,5,,,,,,,10,30,4,,,
0,control_change,0,0,5,,,,,,,91,73,4,,,
0,control_change,0,0,5,,,,,,,93,79,4,,,
0,control_change,0,0,4,,,,,,,91,76,3,,,
0,control_change,0,0,14,,,,,,,95,127,0,,,
0,control_change,0,0,6,,,,,,,0,0,5,,,
0,control_change,0,0,6,,,,,,,7,110,5,,,
0,control_change,0,0,6,,,,,,,10,100,5,,,
0,control_change,0,0,6,,,,,,,91,82,5,,,
0,control_change,0,0,6,,,,,,,93,91,5,,,
0,track_name,0,1,7,,,,,,,,,,,,
0,control_change,0,0,7,,,,,,,0,0,6,,,
0,track_name,0,1,6,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,10,64,3,,,
0,control_change,0,0,4,,,,,,,7,75,3,,,
0,control_change,0,0,4,,,,,,,0,0,3,,,
0,control_change,0,0,1,,,,,,,7,100,0,,,
0,control_change,0,0,1,,,,,,,10,64,0,,,
0,control_change,0,0,1,,,,,,,91,85,0,,,
0,control_change,0,0,1,,,,,,,93,85,0,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,control_change,0,0,2,,,,,,,7,90,1,,,
0,control_change,0,0,2,,,,,,,10,75,1,,,
0,control_change,0,0,2,,,,,,,91,70,1,,,
0,control_change,0,0,2,,,,,,,93,70,1,,,
0,track_name,0,1,3,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,0,0,2,,,
0,control_change,0,0,3,,,,,,,7,100,2,,,
0,control_change,0,0,3,,,,,,,10,45,2,,,
0,control_change,0,0,3,,,,,,,91,55,2,,,
0,control_change,0,0,3,,,,,,,93,76,2,,,
0,track_name,0,1,4,,,,,,,,,,,,
0,control_change,0,0,7,,,,,,,7,90,6,,,
0,control_change,0,0,7,,,,,,,10,45,6,,,
0,control_change,0,0,7,,,,,,,91,73,6,,,
0,control_change,0,0,7,,,,,,,93,73,6,,,
0,control_change,0,0,12,,,,,,,91,0,0,,,
0,control_change,0,0,12,,,,,,,93,0,0,,,
0,end_of_track,0,1,12,,,,,,,,,,,,
0,track_name,0,1,13,,,,,,,,,,,,
0,control_change,0,0,13,,,,,,,91,0,0,,,
0,control_change,0,0,13,,,,,,,93,0,0,,,
0,end_of_track,0,1,13,,,,,,,,,,,,
0,track_name,0,1,14,,,,,,,,,,,,
