tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,0,4,1,,,
0,note_on,0,0,7,,,,,,,,,,6,,48,100
0,control_change,0,0,7,,,,,,,,10,105,6,,,
0,program_change,0,0,7,,,,,,,,,,6,48,,
0,control_change,0,0,7,,,,,,,,0,4,6,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,control_change,0,0,6,,,,,,,,0,4,5,,,
0,program_change,0,0,6,,,,,,,,,,5,48,,
0,control_change,0,0,6,,,,,,,,7,127,5,,,
0,control_change,0,0,6,,,,,,,,10,88,5,,,
0,note_on,0,0,4,,,,,,,,,,3,,84,100
0,control_change,0,0,4,,,,,,,,10,15,3,,,
0,note_on,0,0,6,,,,,,,,,,5,,67,100
0,note_on,0,0,3,,,,,,,,,,2,,60,100
0,note_on,0,0,3,,,,,,,,,,2,,72,100
0,control_change,0,0,3,,,,,,,,10,80,2,,,
0,control_change,0,0,3,,,,,,,,7,115,2,,,
0,program_change,0,0,3,,,,,,,,,,2,57,,
0,program_change,0,0,2,,,,,,,,,,1,56,,
0,control_change,0,0,3,,,,,,,,0,4,2,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,,0,4,3,,,
0,program_change,0,0,4,,,,,,,,,,3,48,,
0,control_change,0,0,4,,,,,,,,7,127,3,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,7,115,1,,,
0,control_change,0,0,7,,,,,,,,7,127,6,,,
0,note_on,0,0,2,,,,,,,,,,1,,72,100
0,control_change,0,0,1,,,,,,,,0,4,0,,,
0,control_change,0,0,1,,,,,,,,7,115,0,,,
0,program_change,0,0,5,,,,,,,,,,4,48,,
0,control_change,0,0,2,,,,,,,,10,70,1,,,
0,control_change,0,0,5,,,,,,,,0,4,4,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,set_tempo,0,1,0,,,,,,400000,,,,,,,
0,control_change,0,0,1,,,,,,,,10,68,0,,,
0,program_change,0,0,1,,,,,,,,,,0,68,,
0,note_on,0,0,1,,,,,,,,,,0,,64,100
0,note_on,0,0,1,,,,,,,,,,0,,72,100
0,control_change,0,0,5,,,,,,,,7,127,4,,,
0,control_change,0,0,5,,,,,,,,10,40,4,,,
0,note_on,0,0,5,,,,,,,,,,4,,76,100
0,key_signature,0,1,0,,,,,C,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,,,1,,60,100
0,track_name,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
30,note_on,30,0,6,,,,,,,,,,5,,67,0
30,note_on,0,0,6,,,,,,,,,,5,,67,100
30,note_on,0,0,4,,,,,,,,,,3,,84,100
30,note_on,30,0,5,,,,,,,,,,4,,76,0
30,note_on,0,0,5,,,,,,,,,,4,,76,100
30,note_on,30,0,4,,,,,,,,,,3,,84,0
60,note_on,30,0,4,,,,,,,,,,3,,84,0
60,note_on,0,0,4,,,,,,,,,,3,,84,100
60,note_on,0,0,6,,,,,,,,,,5,,67,100
60,note_on,30,0,6,,,,,,,,,,5,,67,0
60,note_on,30,0,5,,,,,,,,,,4,,76,0
60,note_on,0,0,5,,,,,,,,,,4,,76,100
90,note_on,0,0,5,,,,,,,,,,4,,76,100
90,note_on,30,0,5,,,,,,,,,,4,,76,0
90,note_on,0,0,4,,,,,,,,,,3,,84,100
90,note_on,30,0,4,,,,,,,,,,3,,84,0
90,note_on,30,0,6,,,,,,,,,,5,,67,0
90,note_on,0,0,6,,,,,,,,,,5,,67,100
120,note_on,0,0,2,,,,,,,,,,1,,72,0
120,note_on,120,0,2,,,,,,,,,,1,,60,0
120,note_on,30,0,4,,,,,,,,,,3,,84,0
120,note_on,0,0,6,,,,,,,,,,5,,67,100
120,note_on,30,0,5,,,,,,,,,,4,,76,0
120,note_on,0,0,5,,,,,,,,,,4,,76,100
120,note_on,0,0,7,,,,,,,,,,6,,52,100
120,note_on,120,0,7,,,,,,,,,,6,,48,0
120,note_on,30,0,6,,,,,,,,,,5,,67,0
120,note_on,0,0,4,,,,,,,,,,3,,84,100
120,note_on,0,0,2,,,,,,,,,,1,,64,100
120,note_on,0,0,2,,,,,,,,,,1,,76,100
150,note_on,30,0,4,,,,,,,,,,3,,84,0
150,note_on,0,0,4,,,,,,,,,,3,,84,100
150,note_on,0,0,5,,,,,,,,,,4,,76,100
150,note_on,30,0,5,,,,,,,,,,4,,76,0
150,note_on,0,0,6,,,,,,,,,,5,,67,100
150,note_on,30,0,6,,,,,,,,,,5,,67,0
180,note_on,30,0,4,,,,,,,,,,3,,84,0
180,note_on,0,0,6,,,,,,,,,,5,,67,100
180,note_on,30,0,6,,,,,,,,,,5,,67,0
180,note_on,0,0,5,,,,,,,,,,4,,76,100
180,note_on,30,0,5,,,,,,,,,,4,,76,0
180,note_on,0,0,4,,,,,,,,,,3,,84,100
210,note_on,30,0,6,,,,,,,,,,5,,67,0
210,note_on,30,0,4,,,,,,,,,,3,,84,0
210,note_on,0,0,4,,,,,,,,,,3,,84,100
210,note_on,0,0,6,,,,,,,,,,5,,67,100
210,note_on,0,0,5,,,,,,,,,,4,,76,100
210,note_on,30,0,5,,,,,,,,,,4,,76,0
240,note_on,120,0,2,,,,,,,,,,1,,64,0
240,note_on,0,0,4,,,,,,,,,,3,,84,100
240,note_on,0,0,6,,,,,,,,,,5,,67,100
240,note_on,30,0,6,,,,,,,,,,5,,67,0
240,note_on,0,0,5,,,,,,,,,,4,,76,100
240,note_on,30,0,5,,,,,,,,,,4,,76,0
240,note_on,120,0,7,,,,,,,,,,6,,52,0
240,note_on,0,0,7,,,,,,,,,,6,,55,100
240,note_on,30,0,4,,,,,,,,,,3,,84,0
240,note_on,0,0,2,,,,,,,,,,1,,76,0
240,note_on,0,0,2,,,,,,,,,,1,,79,100
240,note_on,0,0,2,,,,,,,,,,1,,67,100
270,note_on,0,0,6,,,,,,,,,,5,,67,100
270,note_on,0,0,5,,,,,,,,,,4,,76,100
270,note_on,30,0,5,,,,,,,,,,4,,76,0
270,note_on,30,0,4,,,,,,,,,,3,,84,0
270,note_on,0,0,4,,,,,,,,,,3,,84,100
270,note_on,30,0,6,,,,,,,,,,5,,67,0
300,note_on,30,0,5,,,,,,,,,,4,,76,0
300,note_on,0,0,5,,,,,,,,,,4,,76,100
300,note_on,0,0,6,,,,,,,,,,5,,67,100
300,note_on,30,0,4,,,,,,,,,,3,,84,0
300,note_on,0,0,4,,,,,,,,,,3,,84,100
300,note_on,30,0,6,,,,,,,,,,5,,67,0
330,note_on,0,0,6,,,,,,,,,,5,,67,100
330,note_on,30,0,5,,,,,,,,,,4,,76,0
330,note_on,30,0,4,,,,,,,,,,3,,84,0
330,note_on,0,0,4,,,,,,,,,,3,,84,100
330,note_on,0,0,5,,,,,,,,,,4,,76,100
330,note_on,30,0,6,,,,,,,,,,5,,67,0
360,note_on,0,0,2,,,,,,,,,,1,,76,100
360,note_on,0,0,5,,,,,,,,,,4,,76,100
360,note_on,30,0,5,,,,,,,,,,4,,76,0
