tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,2,4,24,8,0,1,0,,,,,,,
0,control_change,,,,,0,0,1,,,2,7,126,,
0,control_change,,,,,0,0,1,,,2,93,0,,
0,control_change,,,,,0,0,1,,,2,91,12,,
0,control_change,,,,,0,0,1,,,2,10,72,,
0,note_on,,,,,0,0,1,,,2,,,72,81
0,track_name,,,,,0,1,4,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,program_change,,,,,0,0,1,,0,2,,,,
0,program_change,,,,,0,0,2,,0,1,,,,
0,control_change,,,,,0,0,2,,,1,93,0,,
0,control_change,,,,,0,0,2,,,1,91,14,,
0,control_change,,,,,0,0,2,,,1,10,56,,
0,note_on,,,,,0,0,2,,,1,,,64,80
0,note_on,,,,,0,0,2,,,1,,,60,81
0,track_name,,,,,0,1,3,,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,,
0,control_change,,,,,0,0,2,,,1,7,116,,
0,track_name,,,,,0,1,1,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,
0,set_tempo,,,,,0,1,0,612245,,,,,,
120,note_off,,,,,120,0,2,,,1,,,64,62
120,note_on,,,,,0,0,2,,,1,,,67,83
122,note_off,,,,,2,0,2,,,1,,,60,67
194,note_off,,,,,194,0,1,,,2,,,72,66
239,note_off,,,,,117,0,2,,,1,,,67,63
241,note_on,,,,,47,0,1,,,2,,,72,80
242,note_on,,,,,0,0,2,,,1,,,60,82
242,note_on,,,,,3,0,2,,,1,,,64,78
360,note_on,,,,,0,0,2,,,1,,,67,81
360,note_off,,,,,118,0,2,,,1,,,64,61
362,note_off,,,,,2,0,2,,,1,,,60,62
431,note_off,,,,,190,0,1,,,2,,,72,65
478,note_on,,,,,47,0,1,,,2,,,72,82
480,note_off,,,,,118,0,2,,,1,,,67,63
480,time_signature,4,4,24,8,480,1,0,,,,,,,
481,note_on,,,,,1,0,2,,,1,,,62,80
482,note_on,,,,,1,0,2,,,1,,,65,81
598,note_off,,,,,120,0,1,,,2,,,72,65
599,note_off,,,,,117,0,2,,,1,,,62,64
601,note_on,,,,,3,0,1,,,2,,,71,79
601,note_off,,,,,2,0,2,,,1,,,65,62
602,note_on,,,,,1,0,2,,,1,,,67,79
719,note_off,,,,,118,0,1,,,2,,,71,67
719,note_on,,,,,117,0,2,,,1,,,65,79
720,note_on,,,,,0,0,2,,,1,,,62,77
720,note_off,,,,,1,0,2,,,1,,,67,63
721,note_on,,,,,2,0,1,,,2,,,69,83
838,note_off,,,,,118,0,2,,,1,,,62,63
838,note_on,,,,,117,0,1,,,2,,,71,82
839,note_on,,,,,1,0,2,,,1,,,67,83
839,note_off,,,,,1,0,1,,,2,,,69,64
841,note_off,,,,,2,0,2,,,1,,,65,63
958,note_off,,,,,117,0,2,,,1,,,67,66
960,note_off,,,,,121,0,1,,,2,,,71,62
962,note_on,,,,,4,0,2,,,1,,,64,78
962,note_on,,,,,0,0,2,,,1,,,60,79
962,note_on,,,,,2,0,1,,,2,,,72,83
1080,note_off,,,,,118,0,2,,,1,,,64,65
1081,note_on,,,,,1,0,2,,,1,,,67,80
1083,note_off,,,,,2,0,2,,,1,,,60,61
1199,note_on,,,,,116,0,2,,,1,,,64,82
1200,note_on,,,,,1,0,2,,,1,,,60,81
1201,note_off,,,,,1,0,2,,,1,,,67,65
1202,note_on,,,,,240,0,1,,,2,,,72,83
1204,note_off,,,,,2,0,1,,,2,,,72,66
1236,note_on,,,,,32,0,1,,,2,,,74,78
1238,note_off,,,,,2,0,1,,,2,,,72,56
1272,note_on,,,,,34,0,1,,,2,,,72,77
1273,note_off,,,,,1,0,1,,,2,,,74,53
1309,note_on,,,,,0,0,1,,,2,,,71,79
1309,note_off,,,,,36,0,1,,,2,,,72,56
1318,note_on,,,,,117,0,2,,,1,,,67,77
1320,note_off,,,,,2,0,2,,,1,,,60,61
1320,note_off,,,,,0,0,2,,,1,,,64,63
1345,note_on,,,,,0,0,1,,,2,,,72,82
1345,note_off,,,,,36,0,1,,,2,,,71,54
1380,note_on,,,,,35,0,1,,,2,,,76,81
1382,note_off,,,,,2,0,1,,,2,,,72,55
1436,note_off,,,,,116,0,2,,,1,,,67,66
1441,note_on,,,,,5,0,2,,,1,,,62,81
1442,note_on,,,,,1,0,2,,,1,,,59,81
1442,note_off,,,,,60,0,1,,,2,,,76,58
1442,note_on,,,,,0,0,1,,,2,,,79,78
1559,note_off,,,,,117,0,2,,,1,,,62,67
1560,note_on,,,,,1,0,2,,,1,,,67,79
1562,note_off,,,,,2,0,2,,,1,,,59,66
1678,note_on,,,,,0,0,2,,,1,,,59,80
1678,note_off,,,,,116,0,2,,,1,,,67,67
1678,note_on,,,,,0,0,2,,,1,,,62,81
1799,note_on,,,,,121,0,2,,,1,,,67,78
1800,note_off,,,,,0,0,2,,,1,,,59,62
1800,note_off,,,,,1,0,2,,,1,,,62,67
1917,note_off,,,,,117,0,2,,,1,,,67,63
1918,note_on,,,,,476,0,1,,,2,,,77,83
1920,note_on,,,,,3,0,2,,,1,,,60,79
1922,note_on,,,,,2,0,2,,,1,,,57,81
1923,note_off,,,,,5,0,1,,,2,,,79,64
2038,note_on,,,,,0,0,1,,,2,,,81,80
2038,note_off,,,,,115,0,1,,,2,,,77,65
2038,note_on,,,,,116,0,2,,,1,,,65,82
2040,note_off,,,,,2,0,2,,,1,,,57,61
2042,note_off,,,,,2,0,2,,,1,,,60,66
2158,note_on,,,,,116,0,2,,,1,,,62,80
2160,note_off,,,,,2,0,2,,,1,,,65,62
2160,set_tempo,,,,,1680,1,0,606061,,,,,,
2162,note_on,,,,,2,0,2,,,1,,,59,80
2276,note_off,,,,,238,0,1,,,2,,,81,65
2277,note_off,,,,,115,0,2,,,1,,,62,61
2280,note_on,,,,,4,0,1,,,2,,,79,82
2282,note_off,,,,,5,0,2,,,1,,,59,63
2282,note_on,,,,,0,0,2,,,1,,,67,79
2340,note_off,,,,,60,0,1,,,2,,,79,55
2341,note_on,,,,,1,0,1,,,2,,,77,81
2399,note_on,,,,,117,0,2,,,1,,,60,81
2402,note_off,,,,,61,0,1,,,2,,,77,56
2402,note_on,,,,,0,0,1,,,2,,,76,82
2403,note_off,,,,,4,0,2,,,1,,,67,63
2518,note_off,,,,,115,0,2,,,1,,,60,67
2520,note_on,,,,,118,0,1,,,2,,,79,79
2521,note_on,,,,,3,0,2,,,1,,,64,77
2524,note_off,,,,,4,0,1,,,2,,,76,62
2639,note_on,,,,,118,0,2,,,1,,,55,79
2640,note_off,,,,,1,0,2,,,1,,,64,66
2641,note_on,,,,,1,0,2,,,1,,,52,81
2758,note_on,,,,,117,0,2,,,1,,,60,78
2759,note_off,,,,,1,0,2,,,1,,,55,64
2760,note_off,,,,,1,0,2,,,1,,,52,64
2762,note_off,,,,,238,0,1,,,2,,,79,67
2762,note_on,,,,,0,0,1,,,2,,,77,83
2820,note_on,,,,,58,0,1,,,2,,,76,80
2822,note_off,,,,,2,0,1,,,2,,,77,55
2876,note_off,,,,,116,0,2,,,1,,,60,63
2879,note_on,,,,,3,0,2,,,1,,,53,80
2880,note_on,,,,,58,0,1,,,2,,,74,83
2881,note_off,,,,,1,0,1,,,2,,,76,54
2938,note_on,,,,,57,0,1,,,2,,,76,79
2941,note_off,,,,,3,0,1,,,2,,,74,53
2998,note_off,,,,,57,0,1,,,2,,,76,54
2999,note_on,,,,,1,0,1,,,2,,,77,81
3001,note_on,,,,,122,0,2,,,1,,,57,79
3059,note_off,,,,,60,0,1,,,2,,,77,55
3060,note_on,,,,,1,0,1,,,2,,,76,78
3118,note_on,,,,,58,0,1,,,2,,,79,81
3121,note_on,,,,,120,0,2,,,1,,,62,81
3122,note_off,,,,,4,0,1,,,2,,,76,56
3122,note_off,,,,,1,0,2,,,1,,,57,62
3178,note_off,,,,,56,0,1,,,2,,,79,59
3178,note_on,,,,,0,0,1,,,2,,,77,83
3237,note_off,,,,,59,0,1,,,2,,,77,53
3240,note_off,,,,,118,0,2,,,1,,,62,63
3241,note_on,,,,,4,0,1,,,2,,,76,80
3241,note_on,,,,,1,0,2,,,1,,,65,77
3300,note_on,,,,,59,0,1,,,2,,,74,82
3301,note_off,,,,,1,0,1,,,2,,,76,54
3357,note_off,,,,,116,0,2,,,1,,,53,64
3359,note_on,,,,,2,0,2,,,1,,,55,77
3360,note_off,,,,,59,0,1,,,2,,,74,57
3361,note_on,,,,,1,0,1,,,2,,,72,80
3363,note_off,,,,,4,0,2,,,1,,,65,63
3479,note_on,,,,,116,0,2,,,1,,,64,83
3600,note_on,,,,,121,0,2,,,1,,,62,77
3601,note_off,,,,,1,0,2,,,1,,,64,63
3602,note_off,,,,,241,0,1,,,2,,,72,62
3602,note_on,,,,,0,0,1,,,2,,,71,79
3717,note_off,,,,,116,0,2,,,1,,,55,63
3722,note_off,,,,,5,0,2,,,1,,,62,62
3722,note_on,,,,,120,0,1,,,2,,,67,78
3724,note_off,,,,,2,0,1,,,2,,,71,63
3817,note_off,,,,,93,0,1,,,2,,,67,64
3822,note_on,,,,,5,0,1,,,2,,,67,80
3840,note_on,,,,,18,0,1,,,2,,,72,78
3840,note_on,,,,,118,0,2,,,1,,,60,81
3842,note_on,,,,,2,0,2,,,1,,,64,81
3850,note_off,,,,,10,0,1,,,2,,,67,66
3958,note_on,,,,,116,0,2,,,1,,,67,79
3960,note_off,,,,,2,0,2,,,1,,,64,64
3962,note_off,,,,,2,0,2,,,1,,,60,67
4033,note_off,,,,,183,0,1,,,2,,,72,63
4078,note_off,,,,,116,0,2,,,1,,,67,67
4078,note_on,,,,,0,0,2,,,1,,,60,83
4080,note_on,,,,,47,0,1,,,2,,,72,79
4081,note_on,,,,,3,0,2,,,1,,,64,80
4196,note_off,,,,,115,0,2,,,1,,,60,64
4200,note_off,,,,,4,0,2,,,1,,,64,61
4201,note_on,,,,,1,0,2,,,1,,,67,82
4271,note_off,,,,,191,0,1,,,2,,,72,67
4318,note_on,,,,,47,0,1,,,2,,,72,82
4318,note_on,,,,,117,0,2,,,1,,,65,83
4320,note_off,,,,,2,0,2,,,1,,,67,64
4321,note_on,,,,,1,0,2,,,1,,,62,82
4436,note_off,,,,,118,0,1,,,2,,,72,65
4437,note_off,,,,,116,0,2,,,1,,,65,65
4438,note_on,,,,,1,0,2,,,1,,,67,83
4439,note_on,,,,,3,0,1,,,2,,,71,77
4440,note_off,,,,,2,0,2,,,1,,,62,66
4559,note_on,,,,,120,0,1,,,2,,,69,83
4560,note_off,,,,,120,0,2,,,1,,,67,61
4560,note_off,,,,,1,0,1,,,2,,,71,63
4561,note_on,,,,,1,0,2,,,1,,,62,77
4561,note_on,,,,,0,0,2,,,1,,,65,81
4679,note_on,,,,,118,0,2,,,1,,,67,78
4679,note_off,,,,,119,0,1,,,2,,,69,66
4680,note_off,,,,,1,0,2,,,1,,,62,61
4682,note_on,,,,,3,0,1,,,2,,,71,83
4683,note_off,,,,,3,0,2,,,1,,,65,67
4798,note_on,,,,,116,0,1,,,2,,,72,79
4799,note_off,,,,,116,0,2,,,1,,,67,62
4799,note_on,,,,,0,0,2,,,1,,,60,82
4801,note_on,,,,,2,0,2,,,1,,,64,80
4801,note_off,,,,,3,0,1,,,2,,,71,62
4919,note_off,,,,,118,0,2,,,1,,,60,65
4921,note_on,,,,,2,0,2,,,1,,,67,77
4923,note_off,,,,,2,0,2,,,1,,,64,67
5036,note_off,,,,,235,0,1,,,2,,,72,63
5038,note_on,,,,,2,0,1,,,2,,,72,80
5038,note_on,,,,,115,0,2,,,1,,,64,79
5039,note_off,,,,,1,0,2,,,1,,,67,67
5040,note_on,,,,,1,0,2,,,1,,,60,77
5075,note_off,,,,,37,0,1,,,2,,,72,59
5078,note_on,,,,,3,0,1,,,2,,,74,78
5111,note_on,,,,,33,0,1,,,2,,,72,83
5115,note_off,,,,,4,0,1,,,2,,,74,55
5145,note_off,,,,,30,0,1,,,2,,,72,55
5150,note_on,,,,,5,0,1,,,2,,,71,83
5158,note_off,,,,,118,0,2,,,1,,,60,62
5158,note_off,,,,,0,0,2,,,1,,,64,62
5161,note_on,,,,,3,0,2,,,1,,,67,83
5186,note_off,,,,,36,0,1,,,2,,,71,53
5186,note_on,,,,,0,0,1,,,2,,,72,79
5219,note_on,,,,,33,0,1,,,2,,,76,80
5220,note_off,,,,,1,0,1,,,2,,,72,58
5277,note_off,,,,,57,0,1,,,2,,,76,58
5279,note_off,,,,,118,0,2,,,1,,,67,62
5279,note_on,,,,,0,0,2,,,1,,,59,82
5280,note_on,,,,,1,0,2,,,1,,,62,81
5281,note_on,,,,,4,0,1,,,2,,,79,80
5399,note_on,,,,,119,0,2,,,1,,,67,83
5400,note_off,,,,,1,0,2,,,1,,,59,67
5401,note_off,,,,,1,0,2,,,1,,,62,67
5517,note_off,,,,,116,0,2,,,1,,,67,62
5519,note_on,,,,,2,0,2,,,1,,,59,80
5521,note_on,,,,,2,0,2,,,1,,,62,80
5640,note_off,,,,,119,0,2,,,1,,,59,61
5641,note_on,,,,,1,0,2,,,1,,,67,81
5643,note_off,,,,,2,0,2,,,1,,,62,67
5758,note_on,,,,,477,0,1,,,2,,,77,79
5759,note_on,,,,,116,0,2,,,1,,,60,82
5760,note_on,,,,,1,0,2,,,1,,,57,80
5760,note_off,,,,,2,0,1,,,2,,,79,67
5761,note_off,,,,,1,0,2,,,1,,,67,63
5878,note_off,,,,,117,0,2,,,1,,,57,67
5880,note_off,,,,,2,0,2,,,1,,,60,65
5882,note_on,,,,,2,0,2,,,1,,,65,82
5999,note_on,,,,,117,0,2,,,1,,,59,80
6000,note_off,,,,,1,0,2,,,1,,,65,61
6001,note_on,,,,,1,0,2,,,1,,,62,80
6057,note_off,,,,,297,0,1,,,2,,,77,63
6060,note_on,,,,,3,0,1,,,2,,,81,82
6117,note_off,,,,,116,0,2,,,1,,,59,63
6119,note_off,,,,,59,0,1,,,2,,,81,58
6121,note_on,,,,,4,0,2,,,1,,,67,79
6122,note_on,,,,,3,0,1,,,2,,,79,82
6123,note_off,,,,,2,0,2,,,1,,,62,67
6178,note_on,,,,,56,0,1,,,2,,,77,83
6184,note_off,,,,,6,0,1,,,2,,,79,54
6238,note_off,,,,,54,0,1,,,2,,,77,55
6240,note_on,,,,,2,0,1,,,2,,,76,83
6240,set_tempo,,,,,4080,1,0,600000,,,,,,
6241,note_on,,,,,0,0,2,,,1,,,60,78
6241,note_on,,,,,118,0,2,,,1,,,64,81
6242,note_off,,,,,1,0,2,,,1,,,67,63
6298,note_off,,,,,58,0,1,,,2,,,76,58
6302,note_on,,,,,4,0,1,,,2,,,79,82
6358,note_on,,,,,116,0,2,,,1,,,67,83
6360,note_off,,,,,2,0,2,,,1,,,64,66
6361,note_off,,,,,59,0,1,,,2,,,79,56
6362,note_on,,,,,1,0,1,,,2,,,77,78
6363,note_off,,,,,3,0,2,,,1,,,60,61
6421,note_off,,,,,59,0,1,,,2,,,77,59
6422,note_on,,,,,1,0,1,,,2,,,76,78
6478,note_on,,,,,115,0,2,,,1,,,53,79
6479,note_on,,,,,57,0,1,,,2,,,74,80
6479,note_off,,,,,1,0,2,,,1,,,67,65
6480,note_off,,,,,1,0,1,,,2,,,76,54
6539,note_off,,,,,59,0,1,,,2,,,74,58
6540,note_on,,,,,1,0,1,,,2,,,77,77
6597,note_off,,,,,118,0,2,,,1,,,53,67
6598,note_on,,,,,58,0,1,,,2,,,76,78
6599,note_off,,,,,1,0,1,,,2,,,77,53
6602,note_on,,,,,5,0,2,,,1,,,65,79
6659,note_on,,,,,0,0,1,,,2,,,74,81
6659,note_off,,,,,60,0,1,,,2,,,76,54
6717,note_off,,,,,58,0,1,,,2,,,74,53
6718,note_on,,,,,116,0,2,,,1,,,55,83
6719,note_on,,,,,2,0,1,,,2,,,72,80
6722,note_off,,,,,4,0,2,,,1,,,65,63
6766,note_off,,,,,47,0,1,,,2,,,72,54
6769,note_on,,,,,3,0,1,,,2,,,74,83
6815,note_off,,,,,46,0,1,,,2,,,74,54
6817,note_on,,,,,2,0,1,,,2,,,72,80
6837,note_off,,,,,115,0,2,,,1,,,55,62
6841,note_on,,,,,4,0,2,,,1,,,64,82
6864,note_on,,,,,47,0,1,,,2,,,71,77
6867,note_off,,,,,3,0,1,,,2,,,72,57
6912,note_off,,,,,45,0,1,,,2,,,71,55
6914,note_on,,,,,2,0,1,,,2,,,72,78
