tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,6,,,,,,,10,90,6,,,
0,control_change,0,0,6,,,,,,,91,58,6,,,
0,control_change,0,0,6,,,,,,,93,58,6,,,
0,track_name,0,1,7,,,,,,,,,,,,
0,control_change,0,0,7,,,,,,,0,0,7,,,
0,control_change,0,0,7,,,,,,,7,100,7,,,
0,control_change,0,0,7,,,,,,,10,60,7,,,
0,control_change,0,0,7,,,,,,,91,103,7,,,
0,control_change,0,0,7,,,,,,,93,79,7,,,
0,track_name,0,1,8,,,,,,,,,,,,
0,control_change,0,0,8,,,,,,,0,0,8,,,
0,control_change,0,0,8,,,,,,,7,90,8,,,
0,control_change,0,0,8,,,,,,,10,70,8,,,
0,control_change,0,0,8,,,,,,,91,94,8,,,
0,control_change,0,0,8,,,,,,,93,100,8,,,
0,track_name,0,1,9,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,0,0,10,,,
0,control_change,0,0,9,,,,,,,7,100,10,,,
0,control_change,0,0,9,,,,,,,10,30,10,,,
0,control_change,0,0,9,,,,,,,91,73,10,,,
0,control_change,0,0,9,,,,,,,93,91,10,,,
0,track_name,0,1,10,,,,,,,,,,,,
0,control_change,0,0,10,,,,,,,0,0,11,,,
0,control_change,0,0,10,,,,,,,7,95,11,,,
0,control_change,0,0,10,,,,,,,10,100,11,,,
0,control_change,0,0,10,,,,,,,91,76,11,,,
0,control_change,0,0,10,,,,,,,93,88,11,,,
0,control_change,0,0,6,,,,,,,7,90,6,,,
0,control_change,0,0,6,,,,,,,0,0,6,,,
0,track_name,0,1,6,,,,,,,,,,,,
0,control_change,0,0,20,,,,,,,91,0,0,,,
0,control_change,0,0,1,,,,,,,7,90,0,,,
0,control_change,0,0,1,,,,,,,10,40,0,,,
0,control_change,0,0,1,,,,,,,91,82,0,,,
0,control_change,0,0,1,,,,,,,93,79,0,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,2,,,
0,control_change,0,0,2,,,,,,,7,100,2,,,
0,control_change,0,0,2,,,,,,,10,75,2,,,
0,control_change,0,0,2,,,,,,,91,88,2,,,
0,control_change,0,0,2,,,,,,,93,82,2,,,
0,track_name,0,1,3,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,0,0,3,,,
0,control_change,0,0,3,,,,,,,7,100,3,,,
0,track_name,0,1,11,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,10,40,3,,,
0,control_change,0,0,3,,,,,,,93,91,3,,,
0,track_name,0,1,4,,,,,,,,,,,,
0,control_change,0,0,4,,,,,,,0,0,4,,,
0,control_change,0,0,4,,,,,,,7,90,4,,,
0,control_change,0,0,4,,,,,,,10,50,4,,,
0,control_change,0,0,4,,,,,,,91,73,4,,,
0,control_change,0,0,4,,,,,,,93,73,4,,,
0,track_name,0,1,5,,,,,,,,,,,,
0,control_change,0,0,5,,,,,,,0,0,5,,,
0,control_change,0,0,5,,,,,,,7,100,5,,,
0,control_change,0,0,5,,,,,,,10,80,5,,,
0,control_change,0,0,5,,,,,,,91,73,5,,,
0,control_change,0,0,5,,,,,,,93,82,5,,,
0,control_change,0,0,3,,,,,,,91,82,3,,,
0,control_change,0,0,11,,,,,,,0,0,12,,,
0,control_change,0,0,11,,,,,,,7,90,12,,,
0,control_change,0,0,11,,,,,,,10,45,12,,,
0,track_name,0,1,17,,,,,,,,,,,,
0,control_change,0,0,17,,,,,,,7,127,0,,,
0,control_change,0,0,17,,,,,,,10,64,0,,,
0,control_change,0,0,17,,,,,,,91,0,0,,,
0,control_change,0,0,17,,,,,,,93,0,0,,,
0,end_of_track,0,1,17,,,,,,,,,,,,
0,track_name,0,1,18,,,,,,,,,,,,
0,control_change,0,0,18,,,,,,,7,127,0,,,
0,control_change,0,0,18,,,,,,,10,64,0,,,
0,control_change,0,0,18,,,,,,,91,0,0,,,
0,control_change,0,0,18,,,,,,,93,0,0,,,
0,end_of_track,0,1,18,,,,,,,,,,,,
0,control_change,0,0,19,,,,,,,7,127,0,,,
0,end_of_track,0,1,16,,,,,,,,,,,,
0,control_change,0,0,19,,,,,,,10,64,0,,,
0,control_change,0,0,19,,,,,,,93,0,0,,,
0,end_of_track,0,1,19,,,,,,,,,,,,
0,track_name,0,1,20,,,,,,,,,,,,
0,control_change,0,0,20,,,,,,,40,103,1,,,
0,control_change,0,0,20,,,,,,,40,103,0,,,
0,control_change,0,0,20,,,,,,,93,64,1,,,
0,control_change,0,0,20,,,,,,,92,0,1,,,
0,control_change,0,0,20,,,,,,,96,64,1,,,
0,control_change,0,0,20,,,,,,,95,127,1,,,
0,control_change,0,0,20,,,,,,,93,64,0,,,
0,control_change,0,0,20,,,,,,,92,0,0,,,
0,control_change,0,0,20,,,,,,,96,64,0,,,
0,control_change,0,0,20,,,,,,,95,127,0,,,
0,control_change,0,0,19,,,,,,,91,0,0,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,control_change,0,0,16,,,,,,,93,0,0,,,
0,control_change,0,0,16,,,,,,,10,64,0,,,
0,control_change,0,0,11,,,,,,,91,61,12,,,
0,control_change,0,0,11,,,,,,,93,64,12,,,
0,track_name,0,1,12,,,,,,,,,,,,
0,control_change,0,0,12,,,,,,,0,0,13,,,
0,control_change,0,0,12,,,,,,,7,85,13,,,
0,control_change,0,0,12,,,,,,,10,65,13,,,
0,control_change,0,0,12,,,,,,,91,67,13,,,
0,control_change,0,0,12,,,,,,,93,76,13,,,
0,track_name,0,1,13,,,,,,,,,,,,
0,control_change,0,0,13,,,,,,,0,0,14,,,
0,control_change,0,0,13,,,,,,,7,70,14,,,
0,control_change,0,0,13,,,,,,,10,80,14,,,
0,control_change,0,0,13,,,,,,,91,79,14,,,
0,control_change,0,0,16,,,,,,,91,0,0,,,
0,control_change,0,0,13,,,,,,,93,82,14,,,
0,control_change,0,0,14,,,,,,,7,127,0,,,
0,control_change,0,0,14,,,,,,,10,64,0,,,
0,control_change,0,0,14,,,,,,,91,0,0,,,
0,control_change,0,0,14,,,,,,,93,0,0,,,
0,end_of_track,0,1,14,,,,,,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,
0,control_change,0,0,15,,,,,,,7,127,0,,,
0,control_change,0,0,15,,,,,,,10,64,0,,,
0,control_change,0,0,15,,,,,,,91,0,0,,,
0,control_change,0,0,15,,,,,,,93,0,0,,,
0,end_of_track,0,1,15,,,,,,,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,
0,control_change,0,0,16,,,,,,,7,127,0,,,
0,track_name,0,1,14,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,end_of_track,0,1,20,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,F,,,,,,,
0,set_tempo,0,1,0,,,,,,476190,,,,,,
0,marker,0,1,0,,,,,,,,,,,,
1,control_change,1,0,4,,,,,,,32,1,4,,,
1,control_change,1,0,7,,,,,,,32,1,7,,,
1,control_change,1,0,10,,,,,,,32,1,11,,,
1,control_change,1,0,6,,,,,,,32,1,6,,,
1,control_change,1,0,3,,,,,,,32,1,3,,,
1,control_change,1,0,11,,,,,,,32,1,12,,,
1,control_change,1,0,12,,,,,,,32,1,13,,,
1,control_change,1,0,9,,,,,,,32,1,10,,,
1,control_change,1,0,1,,,,,,,32,1,0,,,
1,control_change,1,0,5,,,,,,,32,1,5,,,
1,control_change,1,0,2,,,,,,,32,1,2,,,
1,control_change,1,0,13,,,,,,,32,1,14,,,
1,control_change,1,0,8,,,,,,,32,1,8,,,
2,program_change,1,0,13,,,,,,,,,14,48,,
2,program_change,1,0,4,,,,,,,,,4,0,,
2,program_change,1,0,6,,,,,,,,,6,0,,
2,program_change,1,0,1,,,,,,,,,0,68,,
2,program_change,1,0,11,,,,,,,,,12,48,,
2,program_change,1,0,5,,,,,,,,,5,0,,
