tick,type,time,meta,track,tempo,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,channel,control,value,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,channel_prefix,0,1,2,,,,,,,,1,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,note_on,0,0,10,,,,,,,,10,,,,38,75
0,program_change,0,0,10,,,,,,,,10,,,48,,
0,control_change,0,0,10,,,,,,,,10,91,127,,,
0,control_change,0,0,10,,,,,,,,10,10,127,,,
0,control_change,0,0,10,,,,,,,,10,7,127,,,
0,channel_prefix,0,1,10,,,,,,,,10,,,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,channel_prefix,0,1,7,,,,,,,,6,,,,,
0,control_change,0,0,7,,,,,,,,6,7,127,,,
0,control_change,0,0,7,,,,,,,,6,10,32,,,
0,control_change,0,0,7,,,,,,,,6,91,127,,,
0,program_change,0,0,7,,,,,,,,6,,,48,,
0,note_on,0,0,7,,,,,,,,6,,,,66,75
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,channel_prefix,0,1,8,,,,,,,,7,,,,,
0,control_change,0,0,8,,,,,,,,7,7,127,,,
0,control_change,0,0,8,,,,,,,,7,10,63,,,
0,control_change,0,0,8,,,,,,,,7,91,127,,,
0,program_change,0,0,8,,,,,,,,7,,,48,,
0,note_on,0,0,8,,,,,,,,7,,,,62,75
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,channel_prefix,0,1,9,,,,,,,,8,,,,,
0,control_change,0,0,9,,,,,,,,8,7,127,,,
0,control_change,0,0,9,,,,,,,,8,10,95,,,
0,control_change,0,0,9,,,,,,,,8,91,127,,,
0,control_change,0,0,2,,,,,,,,1,7,127,,,
0,program_change,0,0,9,,,,,,,,8,,,48,,
0,control_change,0,0,2,,,,,,,,1,10,40,,,
0,program_change,0,0,2,,,,,,,,1,,,50,,
0,control_change,0,0,4,,,,,,,,3,7,127,,,
0,control_change,0,0,4,,,,,,,,3,10,102,,,
0,control_change,0,0,4,,,,,,,,3,91,55,,,
0,program_change,0,0,4,,,,,,,,3,,,50,,
0,note_on,0,0,4,,,,,,,,3,,,,50,75
0,note_on,0,0,3,,,,,,,,2,,,,62,75
0,program_change,0,0,3,,,,,,,,2,,,50,,
0,control_change,0,0,3,,,,,,,,2,91,63,,,
0,control_change,0,0,3,,,,,,,,2,10,69,,,
0,control_change,0,0,3,,,,,,,,2,7,127,,,
0,channel_prefix,0,1,3,,,,,,,,2,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,channel_prefix,0,1,5,,,,,,,,4,,,,,
0,control_change,0,0,5,,,,,,,,4,7,127,,,
0,control_change,0,0,5,,,,,,,,4,10,127,,,
0,control_change,0,0,5,,,,,,,,4,91,55,,,
