tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,10,32,0,,,
0,program_change,0,0,1,,,,,,,,,0,0,,
0,note_on,0,0,1,,,,,,,,,0,,82,100
0,end_of_track,0,1,16,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,control_change,0,0,2,,,,,,,7,100,1,,,
0,control_change,0,0,2,,,,,,,10,95,1,,,
0,program_change,0,0,2,,,,,,,,,1,0,,
0,note_on,0,0,2,,,,,,,,,1,,50,100
0,end_of_track,0,1,3,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,7,105,0,,,
0,end_of_track,0,1,4,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,
0,end_of_track,0,1,9,,,,,,,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,
0,end_of_track,0,1,12,,,,,,,,,,,,
0,end_of_track,0,1,13,,,,,,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,end_of_track,0,1,17,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,Bb,,,,,,,
0,set_tempo,0,1,0,,,,,,461538,,,,,,
119,note_on,119,0,2,,,,,,,,,1,,50,0
119,note_on,119,0,1,,,,,,,,,0,,82,0
120,note_on,1,0,1,,,,,,,,,0,,70,100
120,note_on,1,0,2,,,,,,,,,1,,50,100
170,note_on,50,0,1,,,,,,,,,0,,70,0
239,note_on,119,0,2,,,,,,,,,1,,50,0
240,note_on,1,0,2,,,,,,,,,1,,50,100
240,note_on,70,0,1,,,,,,,,,0,,70,100
290,note_on,50,0,1,,,,,,,,,0,,70,0
359,note_on,119,0,2,,,,,,,,,1,,50,0
360,note_on,1,0,2,,,,,,,,,1,,51,100
360,note_on,70,0,1,,,,,,,,,0,,72,100
479,note_on,119,0,2,,,,,,,,,1,,51,0
480,note_on,1,0,2,,,,,,,,,1,,51,100
