tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,4,,,,,,,,60,3,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,program_change,0,0,9,,,,,,,,48,8,,,,
0,control_change,0,0,9,,,,,,,,,8,7,115,,
0,control_change,0,0,9,,,,,,,,,8,10,120,,
0,note_on,0,0,9,,,,,,,,,8,,,43,50
0,note_on,0,0,8,,,,,,,,,7,,,55,50
0,control_change,0,0,8,,,,,,,,,7,10,105,,
0,control_change,0,0,8,,,,,,,,,7,7,115,,
0,program_change,0,0,8,,,,,,,,48,7,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,program_change,0,0,7,,,,,,,,48,6,,,,
0,control_change,0,0,7,,,,,,,,,6,7,115,,
0,control_change,0,0,4,,,,,,,,,3,7,115,,
0,control_change,0,0,7,,,,,,,,,6,10,86,,
0,control_change,0,0,4,,,,,,,,,3,10,31,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,1,10,40,,
0,control_change,0,0,2,,,,,,,,,1,7,115,,
0,program_change,0,0,2,,,,,,,,68,1,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,program_change,0,0,6,,,,,,,,48,5,,,,
0,control_change,0,0,6,,,,,,,,,5,7,115,,
0,control_change,0,0,6,,,,,,,,,5,10,44,,
0,note_on,0,0,6,,,,,,,,,5,,,59,50
0,control_change,0,0,1,,,,,,,,,0,10,80,,
0,control_change,0,0,1,,,,,,,,,0,7,115,,
0,program_change,0,0,1,,,,,,,,73,0,,,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,note_on,0,0,5,,,,,,,,,4,,,67,50
0,control_change,0,0,5,,,,,,,,,4,10,25,,
0,control_change,0,0,5,,,,,,,,,4,7,127,,
0,program_change,0,0,5,,,,,,,,48,4,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,note_on,0,0,7,,,,,,,,,6,,,55,50
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,control_change,0,0,3,,,,,,,,,2,10,70,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,time_signature,0,1,0,6,8,12,8,,,,,,,,,
0,key_signature,0,1,0,,,,,G,,,,,,,,
0,set_tempo,0,1,0,,,,,,1000000,,,,,,,
0,program_change,0,0,3,,,,,,,,70,2,,,,
0,control_change,0,0,3,,,,,,,,,2,7,115,,
0,copyright,0,1,0,,,,,,,,,,,,,
120,note_on,0,0,6,,,,,,,,,5,,,62,50
120,note_on,120,0,6,,,,,,,,,5,,,59,0
120,note_on,120,0,5,,,,,,,,,4,,,67,0
120,note_on,0,0,5,,,,,,,,,4,,,71,50
180,note_on,60,0,6,,,,,,,,,5,,,62,0
180,note_on,60,0,5,,,,,,,,,4,,,71,0
180,note_on,0,0,5,,,,,,,,,4,,,69,50
180,note_on,0,0,6,,,,,,,,,5,,,60,50
300,note_on,120,0,6,,,,,,,,,5,,,60,0
300,note_on,0,0,6,,,,,,,,,5,,,59,50
300,note_on,120,0,5,,,,,,,,,4,,,69,0
300,note_on,0,0,5,,,,,,,,,4,,,67,50
337,set_tempo,337,1,0,,,,,,998004,,,,,,,
341,set_tempo,4,1,0,,,,,,1182965,,,,,,,
344,set_tempo,3,1,0,,,,,,1485884,,,,,,,
350,set_tempo,6,1,0,,,,,,998004,,,,,,,
360,note_on,60,0,5,,,,,,,,,4,,,67,0
360,note_on,0,0,6,,,,,,,,,5,,,64,50
360,note_on,60,0,6,,,,,,,,,5,,,59,0
360,note_on,0,0,5,,,,,,,,,4,,,72,50
480,note_on,120,0,6,,,,,,,,,5,,,64,0
480,note_on,0,0,6,,,,,,,,,5,,,67,50
540,note_on,0,0,6,,,,,,,,,5,,,62,50
540,note_on,60,0,6,,,,,,,,,5,,,67,0
660,note_on,300,0,5,,,,,,,,,4,,,72,0
660,note_on,0,0,5,,,,,,,,,4,,,71,50
660,note_on,120,0,6,,,,,,,,,5,,,62,0
660,note_on,0,0,6,,,,,,,,,5,,,67,50
720,note_on,60,0,6,,,,,,,,,5,,,67,0
720,note_on,0,0,6,,,,,,,,,5,,,60,50
720,note_on,0,0,7,,,,,,,,,6,,,52,50
720,note_on,720,0,7,,,,,,,,,6,,,55,0
780,note_on,0,0,5,,,,,,,,,4,,,69,50
780,note_on,120,0,5,,,,,,,,,4,,,71,0
840,note_on,0,0,5,,,,,,,,,4,,,71,50
840,note_on,60,0,5,,,,,,,,,4,,,69,0
900,note_on,180,0,7,,,,,,,,,6,,,52,0
900,note_on,0,0,7,,,,,,,,,6,,,54,50
900,note_on,0,0,5,,,,,,,,,4,,,61,50
900,note_on,60,0,5,,,,,,,,,4,,,71,0
930,note_on,30,0,5,,,,,,,,,4,,,61,0
930,note_on,0,0,5,,,,,,,,,4,,,62,50
960,note_on,0,0,5,,,,,,,,,4,,,63,50
960,note_on,0,0,7,,,,,,,,,6,,,55,50
960,note_on,30,0,5,,,,,,,,,4,,,62,0
960,note_on,60,0,7,,,,,,,,,6,,,54,0
990,note_on,30,0,5,,,,,,,,,4,,,63,0
990,note_on,0,0,5,,,,,,,,,4,,,64,50
1020,note_on,30,0,5,,,,,,,,,4,,,64,0
1020,note_on,0,0,5,,,,,,,,,4,,,65,50
1020,note_on,0,0,7,,,,,,,,,6,,,57,50
1020,note_on,60,0,7,,,,,,,,,6,,,55,0
1050,note_on,30,0,5,,,,,,,,,4,,,65,0
1050,note_on,0,0,5,,,,,,,,,4,,,66,50
1080,note_on,0,0,7,,,,,,,,,6,,,50,50
1080,note_on,60,0,7,,,,,,,,,6,,,57,0
