tick,type,port,time,meta,track,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,midi_port,0,0,1,0,,,,,,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,
0,program_change,,0,0,2,,,,,,,,0,1,,,,
0,control_change,,0,0,2,,,,,,,,,1,121,0,,
0,control_change,,0,0,2,,,,,,,,,1,7,127,,
0,control_change,,0,0,2,,,,,,,,,1,10,44,,
0,control_change,,0,0,2,,,,,,,,,1,91,101,,
0,midi_port,0,0,1,3,,,,,,,,,,,,,
0,end_of_track,,0,1,3,,,,,,,,,,,,,
0,midi_port,0,0,1,2,,,,,,,,,,,,,
0,midi_port,0,0,1,4,,,,,,,,,,,,,
0,end_of_track,,0,1,4,,,,,,,,,,,,,
0,midi_port,0,0,1,5,,,,,,,,,,,,,
0,track_name,,0,1,5,,,,,,,,,,,,,
0,end_of_track,,0,1,5,,,,,,,,,,,,,
0,midi_port,0,0,1,6,,,,,,,,,,,,,
0,track_name,,0,1,6,,,,,,,,,,,,,
0,end_of_track,,0,1,6,,,,,,,,,,,,,
0,midi_port,0,0,1,7,,,,,,,,,,,,,
0,track_name,,0,1,4,,,,,,,,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,,
0,end_of_track,,0,1,7,,,,,,,,,,,,,
0,midi_port,0,0,1,0,,,,,,,,,,,,,
0,control_change,,0,0,1,,,,,,,,,0,7,127,,
0,control_change,,0,0,1,,,,,,,,,0,121,0,,
0,control_change,,0,0,1,,,,,,,,,0,10,84,,
0,track_name,,0,1,1,,,,,,,,,,,,,
0,midi_port,0,0,1,1,,,,,,,,,,,,,
0,program_change,,0,0,1,,,,,,,,0,0,,,,
0,set_tempo,,0,1,0,,,,,,,500000,,,,,,
0,key_signature,,0,1,0,,,,,,Bb,,,,,,,
0,time_signature,,0,1,0,,4,4,24,8,,,,,,,,
0,sysex,,0,0,0,"(126, 127, 9, 1)",,,,,,,,,,,,
0,control_change,,0,0,1,,,,,,,,,0,91,101,,
480,marker,,480,1,0,,,,,,,,,,,,,
480,note_on,,480,0,1,,,,,,,,,0,,,74,85
480,end_of_track,,0,1,0,,,,,,,,,,,,,
712,note_on,,232,0,1,,,,,,,,,0,,,74,0
720,note_on,,8,0,1,,,,,,,,,0,,,70,80
900,note_on,,180,0,1,,,,,,,,,0,,,69,80
902,note_on,,2,0,1,,,,,,,,,0,,,70,0
930,note_on,,28,0,1,,,,,,,,,0,,,69,0
930,note_on,,0,0,1,,,,,,,,,0,,,67,76
960,note_on,,30,0,1,,,,,,,,,0,,,66,76
968,note_on,,8,0,1,,,,,,,,,0,,,67,0
1016,note_on,,48,0,1,,,,,,,,,0,,,66,0
1020,note_on,,4,0,1,,,,,,,,,0,,,67,89
1080,note_on,,60,0,1,,,,,,,,,0,,,69,89
1082,note_on,,2,0,1,,,,,,,,,0,,,67,0
1258,note_on,,176,0,1,,,,,,,,,0,,,69,0
1260,note_on,,2,0,1,,,,,,,,,0,,,75,68
1317,note_on,,57,0,1,,,,,,,,,0,,,75,0
1320,note_on,,3,0,1,,,,,,,,,0,,,74,85
1380,note_on,,60,0,1,,,,,,,,,0,,,72,80
1383,note_on,,3,0,1,,,,,,,,,0,,,74,0
1440,note_on,,57,0,1,,,,,,,,,0,,,70,68
1440,note_on,,0,0,1,,,,,,,,,0,,,67,93
1441,note_on,,1,0,1,,,,,,,,,0,,,72,0
1500,note_on,,59,0,1,,,,,,,,,0,,,69,76
1504,note_on,,4,0,1,,,,,,,,,0,,,70,0
1558,note_on,,54,0,1,,,,,,,,,0,,,69,0
1560,note_on,,2,0,1,,,,,,,,,0,,,70,76
1620,note_on,,60,0,1,,,,,,,,,0,,,72,72
1622,note_on,,2,0,1,,,,,,,,,0,,,70,0
1680,note_on,,0,0,1,,,,,,,,,0,,,74,85
1680,note_on,,0,0,1,,,,,,,,,0,,,65,89
1680,note_on,,58,0,1,,,,,,,,,0,,,67,0
1687,note_on,,7,0,1,,,,,,,,,0,,,72,0
1740,note_on,,53,0,1,,,,,,,,,0,,,69,76
1742,note_on,,2,0,1,,,,,,,,,0,,,74,0
1800,note_on,,58,0,1,,,,,,,,,0,,,69,0
1800,note_on,,0,0,1,,,,,,,,,0,,,74,85
1860,note_on,,60,0,1,,,,,,,,,0,,,64,89
1867,note_on,,7,0,1,,,,,,,,,0,,,65,0
1885,note_on,,18,0,1,,,,,,,,,0,,,64,0
1890,note_on,,5,0,1,,,,,,,,,0,,,62,76
1920,note_on,,30,0,1,,,,,,,,,0,,,62,0
1920,note_on,,0,0,1,,,,,,,,,0,,,76,93
1920,note_on,,0,0,1,,,,,,,,,0,,,61,64
1921,note_on,,1,0,1,,,,,,,,,0,,,74,0
1980,note_on,,59,0,1,,,,,,,,,0,,,62,80
1983,note_on,,3,0,1,,,,,,,,,0,,,61,0
2036,note_on,,53,0,1,,,,,,,,,0,,,62,0
2040,note_on,,4,0,1,,,,,,,,,0,,,64,93
2093,note_on,,53,0,1,,,,,,,,,0,,,76,0
2100,note_on,,7,0,1,,,,,,,,,0,,,74,76
2160,note_on,,60,0,1,,,,,,,,,0,,,73,89
2169,note_on,,9,0,1,,,,,,,,,0,,,74,0
2216,note_on,,47,0,1,,,,,,,,,0,,,64,0
2220,note_on,,4,0,1,,,,,,,,,0,,,70,80
2280,note_on,,60,0,1,,,,,,,,,0,,,69,76
2285,note_on,,5,0,1,,,,,,,,,0,,,70,0
2333,note_on,,48,0,1,,,,,,,,,0,,,69,0
2340,note_on,,7,0,1,,,,,,,,,0,,,67,85
2393,note_on,,53,0,1,,,,,,,,,0,,,73,0
2398,note_on,,5,0,1,,,,,,,,,0,,,67,0
2400,note_on,,2,0,1,,,,,,,,,0,,,74,89
2400,note_on,,0,0,1,,,,,,,,,0,,,66,64
2400,note_on,,2400,0,2,,,,,,,,,1,,,62,93
2460,note_on,,60,0,1,,,,,,,,,0,,,62,76
2464,note_on,,4,0,1,,,,,,,,,0,,,66,0
2519,note_on,,55,0,1,,,,,,,,,0,,,62,0
2520,note_on,,1,0,1,,,,,,,,,0,,,64,72
2580,note_on,,60,0,1,,,,,,,,,0,,,64,0
2580,note_on,,0,0,1,,,,,,,,,0,,,66,76
2638,note_on,,58,0,1,,,,,,,,,0,,,66,0
2640,note_on,,240,0,2,,,,,,,,,1,,,62,0
2640,note_on,,2,0,1,,,,,,,,,0,,,67,93
2640,note_on,,0,0,2,,,,,,,,,1,,,58,89
2678,note_on,,38,0,1,,,,,,,,,0,,,74,0
2700,note_on,,22,0,1,,,,,,,,,0,,,70,89
2756,note_on,,56,0,1,,,,,,,,,0,,,70,0
2760,note_on,,4,0,1,,,,,,,,,0,,,72,85
2760,note_on,,0,0,1,,,,,,,,,0,,,69,89
2765,note_on,,5,0,1,,,,,,,,,0,,,67,0
2819,note_on,,54,0,1,,,,,,,,,0,,,72,0
2820,note_on,,180,0,2,,,,,,,,,1,,,57,85
2820,note_on,,1,0,1,,,,,,,,,0,,,69,0
2820,note_on,,0,0,1,,,,,,,,,0,,,70,76
2820,note_on,,0,0,1,,,,,,,,,0,,,74,89
2822,note_on,,2,0,2,,,,,,,,,1,,,58,0
2843,note_on,,21,0,2,,,,,,,,,1,,,57,0
2850,note_on,,7,0,2,,,,,,,,,1,,,55,80
2880,note_on,,30,0,2,,,,,,,,,1,,,54,72
2880,note_on,,0,0,1,,,,,,,,,0,,,72,93
2880,note_on,,60,0,1,,,,,,,,,0,,,75,64
2883,note_on,,3,0,1,,,,,,,,,0,,,70,0
2883,note_on,,0,0,1,,,,,,,,,0,,,74,0
2885,note_on,,5,0,2,,,,,,,,,1,,,55,0
2938,note_on,,53,0,2,,,,,,,,,1,,,54,0
2940,note_on,,57,0,1,,,,,,,,,0,,,70,62
2940,note_on,,2,0,2,,,,,,,,,1,,,55,89
2954,note_on,,14,0,1,,,,,,,,,0,,,72,0
3000,note_on,,46,0,1,,,,,,,,,0,,,69,89
3000,note_on,,60,0,2,,,,,,,,,1,,,57,102
3001,note_on,,1,0,2,,,,,,,,,1,,,55,0
3007,note_on,,7,0,1,,,,,,,,,0,,,70,0
3054,note_on,,47,0,1,,,,,,,,,0,,,75,0
3055,note_on,,1,0,1,,,,,,,,,0,,,69,0
3060,note_on,,5,0,1,,,,,,,,,0,,,72,76
3060,note_on,,0,0,1,,,,,,,,,0,,,67,56
3090,note_on,,30,0,1,,,,,,,,,0,,,70,72
3093,note_on,,3,0,1,,,,,,,,,0,,,72,0
3119,note_on,,26,0,1,,,,,,,,,0,,,67,0
3120,note_on,,0,0,1,,,,,,,,,0,,,66,76
3120,note_on,,1,0,1,,,,,,,,,0,,,69,76
3122,note_on,,2,0,1,,,,,,,,,0,,,70,0
3180,note_on,,179,0,2,,,,,,,,,1,,,63,89
3182,note_on,,2,0,2,,,,,,,,,1,,,57,0
3239,note_on,,57,0,2,,,,,,,,,1,,,63,0
3240,note_on,,1,0,2,,,,,,,,,1,,,62,76
3300,note_on,,60,0,2,,,,,,,,,1,,,60,76
3305,note_on,,5,0,2,,,,,,,,,1,,,62,0
3360,note_on,,0,0,2,,,,,,,,,1,,,55,102
3360,note_on,,55,0,2,,,,,,,,,1,,,58,76
3360,note_on,,0,0,1,,,,,,,,,0,,,67,72
3360,note_on,,238,0,1,,,,,,,,,0,,,70,80
3364,note_on,,4,0,1,,,,,,,,,0,,,69,0
3367,note_on,,7,0,2,,,,,,,,,1,,,60,0
3368,note_on,,4,0,1,,,,,,,,,0,,,66,0
3417,note_on,,50,0,2,,,,,,,,,1,,,58,0
3420,note_on,,3,0,2,,,,,,,,,1,,,57,80
3420,note_on,,52,0,1,,,,,,,,,0,,,72,76
3426,note_on,,6,0,1,,,,,,,,,0,,,70,0
3480,note_on,,60,0,2,,,,,,,,,1,,,58,72
3480,note_on,,54,0,1,,,,,,,,,0,,,74,76
3481,note_on,,1,0,1,,,,,,,,,0,,,72,0
3482,note_on,,2,0,2,,,,,,,,,1,,,57,0
3540,note_on,,58,0,2,,,,,,,,,1,,,60,76
3543,note_on,,3,0,2,,,,,,,,,1,,,58,0
3570,note_on,,27,0,2,,,,,,,,,1,,,58,55
3572,note_on,,2,0,2,,,,,,,,,1,,,60,0
3591,note_on,,110,0,1,,,,,,,,,0,,,67,0
3599,note_on,,27,0,2,,,,,,,,,1,,,58,0
3600,note_on,,9,0,1,,,,,,,,,0,,,69,93
3600,note_on,,0,0,2,,,,,,,,,1,,,53,98
3600,note_on,,0,0,2,,,,,,,,,1,,,57,80
3600,note_on,,1,0,2,,,,,,,,,1,,,55,0
3660,note_on,,60,0,1,,,,,,,,,0,,,65,80
3666,note_on,,6,0,1,,,,,,,,,0,,,69,0
3719,note_on,,53,0,1,,,,,,,,,0,,,74,0
3720,note_on,,1,0,1,,,,,,,,,0,,,76,89
3720,note_on,,0,0,1,,,,,,,,,0,,,67,89
3723,note_on,,3,0,1,,,,,,,,,0,,,65,0
3771,note_on,,171,0,2,,,,,,,,,1,,,57,0
3776,note_on,,5,0,2,,,,,,,,,1,,,53,0
3780,note_on,,0,0,2,,,,,,,,,1,,,52,93
3780,note_on,,0,0,1,,,,,,,,,0,,,69,85
3780,note_on,,4,0,2,,,,,,,,,1,,,55,80
3780,note_on,,57,0,1,,,,,,,,,0,,,77,89
3783,note_on,,3,0,1,,,,,,,,,0,,,67,0
3783,note_on,,0,0,1,,,,,,,,,0,,,76,0
3810,note_on,,30,0,2,,,,,,,,,1,,,53,76
3810,note_on,,0,0,2,,,,,,,,,1,,,50,93
3814,note_on,,4,0,2,,,,,,,,,1,,,52,0
3816,note_on,,2,0,2,,,,,,,,,1,,,55,0
3839,note_on,,23,0,2,,,,,,,,,1,,,53,0
3840,note_on,,0,0,1,,,,,,,,,0,,,70,89
3840,note_on,,1,0,2,,,,,,,,,1,,,52,89
3840,note_on,,57,0,1,,,,,,,,,0,,,79,85
3840,note_on,,0,0,2,,,,,,,,,1,,,49,76
3841,note_on,,1,0,1,,,,,,,,,0,,,77,0
3846,note_on,,5,0,1,,,,,,,,,0,,,69,0
3849,note_on,,9,0,2,,,,,,,,,1,,,50,0
3900,note_on,,51,0,2,,,,,,,,,1,,,53,80
3900,note_on,,0,0,2,,,,,,,,,1,,,50,93
3901,note_on,,1,0,2,,,,,,,,,1,,,49,0
3904,note_on,,3,0,2,,,,,,,,,1,,,52,0
3955,note_on,,51,0,2,,,,,,,,,1,,,53,0
3960,note_on,,5,0,2,,,,,,,,,1,,,55,85
3960,note_on,,0,0,2,,,,,,,,,1,,,52,93
3964,note_on,,4,0,2,,,,,,,,,1,,,50,0
4020,note_on,,0,0,1,,,,,,,,,0,,,67,60
4020,note_on,,174,0,1,,,,,,,,,0,,,76,72
4033,note_on,,0,0,1,,,,,,,,,0,,,70,0
4033,note_on,,13,0,1,,,,,,,,,0,,,79,0
4050,note_on,,0,0,1,,,,,,,,,0,,,65,72
4050,note_on,,17,0,1,,,,,,,,,0,,,74,76
4051,note_on,,1,0,1,,,,,,,,,0,,,67,0
4054,note_on,,3,0,1,,,,,,,,,0,,,76,0
4080,note_on,,26,0,1,,,,,,,,,0,,,73,62
4080,note_on,,0,0,1,,,,,,,,,0,,,64,76
4087,note_on,,0,0,1,,,,,,,,,0,,,65,0
4087,note_on,,7,0,1,,,,,,,,,0,,,74,0
4092,note_on,,128,0,2,,,,,,,,,1,,,55,0
4140,note_on,,48,0,2,,,,,,,,,1,,,58,89
4142,note_on,,2,0,2,,,,,,,,,1,,,52,0
4200,note_on,,0,0,2,,,,,,,,,1,,,57,98
4200,note_on,,58,0,2,,,,,,,,,1,,,57,102
4208,note_on,,8,0,2,,,,,,,,,1,,,58,0
4260,note_on,,52,0,2,,,,,,,,,1,,,57,0
4260,note_on,,0,0,2,,,,,,,,,1,,,55,89
4307,note_on,,220,0,1,,,,,,,,,0,,,73,0
4320,note_on,,60,0,2,,,,,,,,,1,,,53,93
4320,note_on,,13,0,1,,,,,,,,,0,,,74,80
4320,note_on,,0,0,1,,,,,,,,,0,,,62,80
4325,note_on,,5,0,2,,,,,,,,,1,,,55,0
4327,note_on,,7,0,1,,,,,,,,,0,,,64,0
4380,note_on,,53,0,1,,,,,,,,,0,,,72,76
4386,note_on,,6,0,1,,,,,,,,,0,,,74,0
4408,note_on,,22,0,1,,,,,,,,,0,,,62,0
4422,note_on,,97,0,2,,,,,,,,,1,,,57,0
4440,note_on,,32,0,1,,,,,,,,,0,,,70,68
4440,note_on,,0,0,1,,,,,,,,,0,,,62,76
4440,note_on,,18,0,2,,,,,,,,,1,,,57,93
4441,note_on,,1,0,1,,,,,,,,,0,,,72,0
4497,note_on,,56,0,1,,,,,,,,,0,,,70,0
4500,note_on,,3,0,1,,,,,,,,,0,,,69,72
4555,note_on,,115,0,2,,,,,,,,,1,,,57,0
4560,note_on,,60,0,1,,,,,,,,,0,,,67,89
4560,note_on,,5,0,2,,,,,,,,,1,,,58,85
4560,note_on,,0,0,2,,,,,,,,,1,,,52,89
4564,note_on,,4,0,1,,,,,,,,,0,,,69,0
4565,note_on,,5,0,2,,,,,,,,,1,,,53,0
4597,note_on,,32,0,2,,,,,,,,,1,,,58,0
4620,note_on,,23,0,2,,,,,,,,,1,,,58,80
4679,note_on,,115,0,1,,,,,,,,,0,,,62,0
4680,note_on,,1,0,1,,,,,,,,,0,,,61,76
4680,note_on,,60,0,2,,,,,,,,,1,,,58,0
4680,note_on,,0,0,2,,,,,,,,,1,,,57,85
4737,note_on,,57,0,2,,,,,,,,,1,,,57,0
4740,note_on,,3,0,2,,,,,,,,,1,,,55,76
4795,note_on,,115,0,1,,,,,,,,,0,,,67,0
4796,note_on,,1,0,1,,,,,,,,,0,,,61,0
4796,note_on,,56,0,2,,,,,,,,,1,,,55,0
4800,note_on,,0,0,1,,,,,,,,,0,,,62,89
4800,note_on,,4,0,1,,,,,,,,,0,,,65,89
4800,note_on,,0,0,2,,,,,,,,,1,,,50,89
4800,note_on,,4,0,2,,,,,,,,,1,,,57,93
4801,note_on,,1,0,2,,,,,,,,,1,,,52,0
4860,note_on,,59,0,2,,,,,,,,,1,,,48,89
4861,note_on,,1,0,2,,,,,,,,,1,,,50,0
4914,note_on,,114,0,1,,,,,,,,,0,,,62,0
4919,note_on,,5,0,1,,,,,,,,,0,,,65,0
4920,note_on,,0,0,2,,,,,,,,,1,,,46,98
4920,note_on,,0,0,1,,,,,,,,,0,,,65,93
4920,note_on,,59,0,2,,,,,,,,,1,,,57,0
4920,note_on,,0,0,2,,,,,,,,,1,,,62,93
4920,note_on,,1,0,1,,,,,,,,,0,,,77,89
4929,note_on,,9,0,2,,,,,,,,,1,,,48,0
4977,note_on,,48,0,2,,,,,,,,,1,,,62,0
4980,note_on,,0,0,2,,,,,,,,,1,,,45,98
4980,note_on,,3,0,2,,,,,,,,,1,,,60,80
4985,note_on,,5,0,2,,,,,,,,,1,,,46,0
5040,note_on,,120,0,1,,,,,,,,,0,,,70,85
5040,note_on,,0,0,2,,,,,,,,,1,,,43,89
5040,note_on,,55,0,2,,,,,,,,,1,,,58,89
5041,note_on,,1,0,1,,,,,,,,,0,,,65,0
5042,note_on,,2,0,2,,,,,,,,,1,,,60,0
5045,note_on,,3,0,2,,,,,,,,,1,,,45,0
5160,note_on,,119,0,1,,,,,,,,,0,,,76,89
5160,note_on,,115,0,2,,,,,,,,,1,,,60,89
5165,note_on,,5,0,2,,,,,,,,,1,,,58,0
5167,note_on,,7,0,1,,,,,,,,,0,,,77,0
5207,note_on,,40,0,1,,,,,,,,,0,,,70,0
5220,note_on,,13,0,1,,,,,,,,,0,,,70,85
5264,note_on,,99,0,2,,,,,,,,,1,,,60,0
5271,note_on,,51,0,1,,,,,,,,,0,,,70,0
5274,note_on,,10,0,2,,,,,,,,,1,,,43,0
5278,note_on,,7,0,1,,,,,,,,,0,,,76,0
5280,note_on,,6,0,2,,,,,,,,,1,,,60,85
5280,note_on,,0,0,2,,,,,,,,,1,,,41,98
5280,note_on,,0,0,1,,,,,,,,,0,,,69,85
5280,note_on,,2,0,1,,,,,,,,,0,,,77,93
5400,note_on,,120,0,2,,,,,,,,,1,,,50,102
5400,note_on,,120,0,1,,,,,,,,,0,,,68,72
5402,note_on,,2,0,2,,,,,,,,,1,,,41,0
5407,note_on,,7,0,1,,,,,,,,,0,,,69,0
5460,note_on,,58,0,2,,,,,,,,,1,,,65,89
5463,note_on,,3,0,2,,,,,,,,,1,,,60,0
5510,note_on,,103,0,1,,,,,,,,,0,,,77,0
5519,note_on,,9,0,1,,,,,,,,,0,,,68,0
5520,note_on,,1,0,1,,,,,,,,,0,,,67,85
5520,note_on,,57,0,2,,,,,,,,,1,,,63,72
